"Name","S","MS","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE","match_id"
"Elmira",3,0,32,16,95,0.168,30,12,9,46,3,0,4,1,46,1,"6081999"
"Hilbert",3,0,16,15,82,0.012,16,3,8,35,12,0,2,0,20,1,"6081999"
"Chatham",5,0,59,35,145,0.166,54,9,10,52,9,1,10,1,74,2,"6081998"
"Penn St.-Altoona",5,0,59,19,137,0.292,56,9,20,40,9,6,8,5,78,0,"6081998"
"Rivier",3,0,39,18,73,0.288,40,5,12,30,3,7,0,6,51,0,"6081991"
"Dean",3,0,20,15,68,0.074,20,3,10,14,5,4,0,5,27,0,"6081991"
"Roberts Wesleyan",4,0,48,15,120,0.275,47,6,29,53,4,2,4,0,58,0,"6309751"
"Buffalo St.",4,0,42,20,123,0.179,40,4,24,51,6,1,8,0,51,0,"6309751"
"St. Mary-Woods",5,0,61,25,144,0.25,48,7,15,52,8,3,14,6,78,0,"6081997"
"Westminster (MO)",5,0,41,29,127,0.094,39,8,12,51,7,3,8,3,56,1,"6081997"
"Endicott",4,0,53,16,116,0.319,50,2,18,53,4,3,8,0,62,1,"6082001"
"Emerson",4,0,36,29,126,0.056,35,4,14,39,2,2,4,2,44,1,"6082001"
"Central St. (OH)",3,0,38,15,86,0.267,35,4,19,32,2,1,10,1,48,0,"6356691"
"Mt. St. Joseph",3,0,34,20,93,0.151,33,2,16,29,4,2,10,0,43,0,"6356691"
"Simpson",3,0,23,23,82,0,21,0,8,20,4,0,2,3,24,0,"6357832"
"Ottawa (KS)",3,0,38,4,66,0.515,36,4,11,29,0,1,12,4,49,0,"6357832"
"Cairn",4,0,42,22,109,0.183,37,3,10,35,8,7,0,9,52,0,"6084674"
"Immaculata",4,0,48,19,118,0.246,44,8,16,35,3,7,2,5,64,0,"6084674"
"Bethel (IN)",5,0,60,26,142,0.239,56,5,26,45,4,5,4,0,72,0,"6082012"
"Trine",5,0,55,28,137,0.197,50,4,13,51,5,7,4,0,68,0,"6082012"
"Hiram",5,0,48,30,128,0.141,48,8,18,45,5,4,22,0,71,0,"6082002"
"Mt. Vernon Naz.",5,0,45,32,131,0.099,41,5,18,44,8,4,10,0,59,1,"6082002"
"Lancaster Bible",3,0,33,20,84,0.155,31,2,14,20,3,1,12,2,42,0,"6082003"
"Messiah",3,0,36,8,70,0.4,35,3,10,25,2,3,10,5,47,0,"6082003"
"Roanoke",5,0,61,25,140,0.257,54,7,21,56,7,2,10,0,75,0,"6082004"
"Randolph",5,0,40,27,128,0.102,34,7,13,47,7,4,14,1,58,0,"6082004"
"Kean",5,0,62,25,140,0.264,56,7,13,47,3,5,8,2,78,0,"6082006"
"New Jersey City",5,0,56,21,129,0.271,53,3,12,45,7,0,10,0,64,0,"6082006"
"Neumann",3,0,26,16,66,0.152,24,1,8,24,10,2,6,0,32,1,"6082013"
"Widener",3,0,40,16,87,0.276,37,10,16,21,1,2,10,2,57,0,"6082013"
"Wis. Lutheran",5,0,48,30,132,0.136,47,8,18,54,3,2,14,2,65,0,"6082005"
"North Park",5,0,57,26,148,0.209,53,3,17,45,8,4,20,1,74,0,"6082005"
"Rockford",3,0,22,10,79,0.152,21,1,14,30,7,4,8,0,31,0,"6082009"
"Wis.-Stevens Point",3,0,42,14,91,0.308,39,7,13,39,1,2,2,2,52,1,"6082009"
"IIT",3,0,24,24,87,0,22,1,7,31,7,1,2,0,27,0,"6082008"
"St. Xavier",3,0,35,12,82,0.28,33,7,13,34,1,4,17,0,54.5,0,"6082008"
"Edgewood",3,0,31,17,87,0.161,29,2,10,24,4,2,0,0,35,0,"6082010"
"Loras",3,0,43,9,82,0.415,40,4,8,35,2,3,4,0,52,0,"6082010"
"Geneva",3,0,38,14,73,0.329,37,16,16,21,1,1,4,1,57,0,"6082020"
"Carlow",3,0,16,14,53,0.038,14,1,4,16,16,1,4,6,20,0,"6082020"
"King's (PA)",3,0,21,8,54,0.241,14,9,11,19,1,5,2,0,36,0,"6082014"
"Penn St.-Schuylkill",3,0,15,14,47,0.021,14,1,12,12,9,6,8,3,26,0,"6082014"
"Lynchburg",3,0,34,11,76,0.303,27,11,14,27,0,4,0,1,49,0,"6082015"
"Warren Wilson",3,0,15,18,63,-0.048,13,0,7,24,11,2,0,3,17,0,"6082015"
"Randolph-Macon",5,0,48,28,157,0.127,45,12,9,58,3,2,26,0,75,0,"6082016"
"Va. Wesleyan",5,0,50,28,150,0.147,48,3,17,58,12,1,18,3,63,0,"6082016"
"East. Mennonite",3,0,40,18,80,0.275,37,5,14,29,0,0,8,0,49,0,"6082017"
"Averett",3,0,15,17,71,-0.028,14,0,9,20,5,2,10,1,22,0,"6082017"
"Regis (MA)",3,0,28,10,66,0.273,23,12,12,24,1,0,10,1,45,0,"6082018"
"Elms",3,0,20,19,71,0.014,18,1,11,20,12,0,2,2,22,0,"6082018"
"Emmanuel (MA)",4,0,33,19,86,0.163,30,7,20,20,10,1,8,2,45,0,"6082019"
"Wentworth",4,0,44,14,83,0.361,42,10,17,29,7,0,14,0,61,0,"6082019"
"MIT",5,0,52,27,147,0.17,49,6,18,45,1,3,18,0,70,0,"6082022"
"Lasell",5,0,60,25,138,0.254,57,1,16,60,6,2,16,0,71,7,"6082022"
"Immaculata",4,0,38,11,102,0.265,36,7,12,39,7,3,4,2,50,0,"6082023"
"Bryn Athyn",4,0,29,22,111,0.063,27,7,12,33,7,1,0,2,37,0,"6082023"
"Marymount (VA)",5,0,64,20,129,0.341,61,9,18,42,6,7,4,0,82,0,"6082024"
"Elmira",5,0,69,23,147,0.313,65,6,16,39,9,1,4,0,78,0,"6082024"
"Rutgers-Newark",3,0,43,14,91,0.319,43,5,12,35,4,1,8,0,53,0,"6082026"
"Arcadia",3,0,30,16,89,0.157,30,4,10,31,5,0,2,0,35,0,"6082026"
"Bethany (WV)",3,0,19,20,73,-0.014,17,1,13,25,10,0,0,1,20,0,"6082025"
"Geneva",3,0,30,9,70,0.3,25,10,14,30,1,2,8,1,46,0,"6082025"
"SUNY New Paltz",4,0,30,18,80,0.15,28,6,21,13,6,3,2,0,40,1,"6082030"
"Springfield",4,0,47,16,80,0.388,45,6,26,28,6,5,4,0,60,1,"6082030"
"Bard",5,0,56,26,134,0.224,52,12,15,44,4,0,16,1,76,0,"6082029"
"Purchase",5,0,51,23,127,0.22,49,4,7,47,12,4,6,3,62,0,"6082029"
"Neumann",3,0,17,13,64,0.063,17,2,9,18,7,1,0,0,20,0,"6082028"
"Elizabethtown",3,0,45,9,72,0.5,42,7,11,32,2,1,4,0,55,1,"6082028"
"Sarah Lawrence",3,0,41,16,92,0.272,40,5,5,45,0,1,2,2,48,0,"6082037"
"Old Westbury",3,0,33,14,104,0.183,32,0,14,32,5,0,4,1,35,0,"6082037"
"Carlow",3,0,9,15,63,-0.095,9,4,11,13,14,3,4,3,18,0,"6082038"
"Saint Vincent",3,0,34,16,68,0.265,31,14,11,36,4,1,2,0,50,0,"6082038"
"CCNY",3,0,12,19,79,-0.089,10,6,11,27,12,0,8,3,22,1,"6082035"
"Pratt",3,0,28,19,81,0.111,23,12,12,39,6,1,12,1,47,0,"6082035"
"Widener",3,0,42,10,74,0.432,39,5,19,15,0,1,11,0,53.5,0,"6082032"
"Cairn",3,0,25,18,66,0.106,24,0,9,14,5,1,2,1,27,0,"6082032"
"Gallaudet",5,0,39,21,131,0.137,36,8,15,35,11,1,14,5,55,1,"6082034"
"Hood",5,0,59,24,154,0.227,56,11,22,49,8,3,4,0,75,0,"6082034"
"Dominican (IL)",5,0,60,25,162,0.216,55,3,19,62,3,1,18,0,73,0,"6082033"
"Ill. Wesleyan",5,0,61,20,151,0.272,54,3,21,61,3,0,14,0,71,0,"6082033"
"Calvin",3,0,38,20,109,0.165,35,4,13,46,2,2,4,0,46,0,"6082036"
"Concordia Chicago",3,0,29,22,105,0.067,29,2,11,39,4,1,8,0,36,0,"6082036"
"North Central (IL)",4,0,54,21,134,0.246,51,7,21,51,2,3,23,2,75.5,0,"6082031"
"Aurora",4,0,46,24,134,0.164,42,2,12,52,7,1,15,1,56.5,0,"6082031"
"UC Santa Cruz",3,0,38,9,70,0.414,35,4,18,31,1,2,6,0,47,0,"6082040"
"Lakeland",3,0,18,17,72,0.014,17,1,14,20,4,1,2,1,21,0,"6082040"
"Marymount (VA)",4,0,37,18,107,0.178,33,7,6,35,10,10,0,0,54,0,"6082042"
"St. John Fisher",4,0,60,20,125,0.32,53,10,13,43,7,4,0,0,74,0,"6082042"
"Adrian",3,0,19,16,66,0.045,19,5,14,18,15,0,8,1,28,0,"6082041"
"Aurora",3,0,30,10,61,0.328,28,15,13,25,5,1,6,1,49,0,"6082041"
"Va. Wesleyan",4,0,55,19,124,0.29,48,5,16,48,2,1,0,2,61,0,"6082043"
"Wilkes",4,0,37,23,113,0.124,36,2,9,42,5,2,0,2,41,1,"6082043"
"Calvin",4,0,34,20,102,0.137,31,4,17,41,5,2,4,0,42,0,"6082044"
"Ind.-East",4,0,47,27,120,0.167,45,5,25,42,4,0,12,0,58,0,"6082044"
"Manhattanville",3,0,27,13,77,0.182,25,5,8,31,9,2,4,2,36,1,"6082047"
"Hobart",3,0,42,18,96,0.25,38,9,12,33,5,0,4,1,53,0,"6082047"
"Marymount (VA)",5,0,57,23,137,0.248,53,5,15,48,5,6,0,0,68,0,"6082046"
"Endicott",5,0,58,24,140,0.243,56,5,13,49,5,10,0,0,73,0,"6082046"
"Trine",3,0,42,10,85,0.376,35,7,6,36,2,1,4,0,52,0,"6082048"
"Eastern",3,0,31,18,88,0.148,27,2,7,27,7,0,6,0,36,0,"6082048"
"Warren Wilson",3,0,18,24,74,-0.081,18,3,12,21,5,0,8,0,25,0,"6082050"
"Averett",3,0,31,20,78,0.141,28,5,12,29,3,1,12,2,43,0,"6082050"
"Neumann",5,0,40,26,146,0.096,35,3,16,60,9,7,2,8,51,6,"6082060"
"Immaculata",5,0,46,37,153,0.059,42,9,14,68,3,5,0,8,60,4,"6082060"
"Mount Union",4,0,48,23,140,0.179,42,3,5,54,6,8,6,1,62,0,"6082059"
"Nazareth",4,0,62,28,154,0.221,57,6,12,51,3,2,10,1,75,0,"6082059"
"Southern Va.",3,0,34,9,71,0.352,29,8,18,28,3,2,16,0,52,0,"6082057"
"Drew",3,0,17,19,66,-0.03,16,3,13,18,8,0,2,0,21,0,"6082057"
"Randolph",4,0,44,25,127,0.15,43,5,12,53,4,4,16,0,61,1,"6082056"
"Penn St.-Altoona",4,0,42,30,132,0.091,38,4,14,46,5,4,10,1,55,0,"6082056"
"Kean",3,0,26,20,90,0.067,25,0,9,39,6,1,4,4,29,0,"6082055"
"Elizabethtown",3,0,40,15,100,0.25,37,6,18,40,0,3,0,2,49,0,"6082055"
"Endicott",3,0,29,24,89,0.056,26,2,10,25,7,11,0,0,42,0,"6300457"
"St. John Fisher",3,0,38,18,88,0.227,38,7,9,32,2,10,0,0,55,0,"6300457"
"Messiah",5,0,42,23,120,0.158,41,3,16,36,11,4,6,0,52,0,"6082064"
"Juniata",5,0,60,27,128,0.258,55,11,22,48,3,5,14,0,83,0,"6082064"
"Wentworth",3,0,38,9,76,0.382,33,8,20,30,1,1,4,1,49,0,"6082062"
"Rivier",3,0,23,11,67,0.179,23,1,17,27,8,0,8,2,28,0,"6082062"
"Governors St.",3,0,37,26,86,0.128,33,3,12,36,4,1,12,0,47,0,"6082066"
"Calvin",3,0,19,21,83,-0.024,16,4,12,21,3,0,27,2,36.5,0,"6082066"
"Penn St.-Behrend",5,0,49,24,139,0.18,46,4,17,46,4,4,14,4,64,4,"6082065"
"Chatham",5,0,57,33,144,0.167,54,4,14,55,4,2,8,5,67,2,"6082065"
"Carlow",3,0,16,10,55,0.109,15,1,12,21,9,1,0,2,18,0,"6082067"
"Grove City",3,0,39,15,81,0.296,37,9,15,26,1,2,0,0,50,1,"6082067"
"Wittenberg",3,0,36,21,94,0.16,30,3,12,31,4,1,4,0,42,0,"6082061"
"Benedictine (IL)",3,0,38,13,84,0.298,37,4,8,34,3,3,22,0,56,0,"6082061"
"Edgewood",3,0,28,13,85,0.176,27,3,10,26,10,2,4,2,35,0,"6082058"
"Aurora",3,0,41,15,91,0.286,39,10,13,34,3,1,8,1,56,0,"6082058"
"Maranatha Baptist",3,0,12,16,55,-0.073,9,1,10,12,12,1,2,3,15,0,"6082053"
"St. Norbert",3,0,35,8,56,0.482,31,12,10,26,1,0,6,1,50,0,"6082053"
"Adrian",3,0,23,17,82,0.073,20,4,11,26,6,3,2,0,31,0,"6082052"
"North Central (IL)",3,0,40,11,81,0.358,37,6,10,38,4,3,4,0,51,0,"6082052"
"UC Santa Cruz",3,0,43,16,106,0.255,40,5,11,37,2,2,6,0,53,2,"6082054"
"Concordia Wisconsin",3,0,29,13,84,0.19,27,2,9,35,5,1,16,0,40,1,"6082054"
"Rockford",4,0,50,15,129,0.271,47,13,25,47,5,1,6,1,67,0,"6082051"
"Simpson",4,0,34,21,112,0.116,32,5,12,56,13,2,2,1,42,0,"6082051"
"VTSU-Johnson",3,0,19,22,92,-0.033,18,2,7,30,2,1,6,0,25,0,"6082069"
"Regis (MA)",3,0,42,12,89,0.337,34,2,10,44,2,0,12,0,50,1,"6082069"
"VTSU-Johnson",5,0,53,24,151,0.192,49,9,17,67,8,1,10,2,68,0,"6355575"
"Curry",5,0,51,18,142,0.232,43,8,10,62,9,0,10,0,64,0,"6355575"
"Curry",3,0,27,19,77,0.104,27,5,6,21,4,0,0,1,32,0,"6082068"
"Regis (MA)",3,0,45,6,74,0.527,37,4,10,28,5,3,6,0,55,0,"6082068"
"Randolph",3,0,37,24,106,0.123,33,1,5,28,2,0,6,1,41,0,"6082075"
"Penn St.-Altoona",3,0,43,14,95,0.305,42,2,11,36,1,2,16,1,55,0,"6082075"
"Southern Va.",3,0,47,6,69,0.594,42,10,13,28,3,4,4,2,63,1,"6082076"
"Wilkes",3,0,15,8,53,0.132,15,3,8,12,10,0,2,3,19,1,"6082076"
"Eastern",5,0,51,24,141,0.191,45,5,10,55,5,2,12,1,64,0,"6082074"
"Grove City",5,0,58,30,154,0.182,52,5,19,51,5,2,16,2,73,1,"6082074"
"Brooklyn",3,0,29,20,75,0.12,28,5,12,24,6,2,6,0,39,2,"6082078"
"Emmanuel (MA)",3,0,34,12,76,0.289,32,6,11,21,5,1,16,0,49,2,"6082078"
"Marymount (VA)",5,0,54,22,135,0.237,50,5,17,44,13,5,18,2,73,1,"6082077"
"Nazareth",5,0,57,32,148,0.169,55,13,9,55,5,1,10,0,76,0,"6082077"
"Marian (WI)",3,0,28,18,82,0.122,27,2,6,22,3,0,4,2,32,0,"6082073"
"Wis.-Stevens Point",3,0,48,9,85,0.459,46,3,12,33,2,1,4,1,54,0,"6082073"
"Mount Union",3,0,25,18,93,0.075,23,4,11,35,7,1,10,0,35,0,"6082079"
"Hobart",3,0,39,12,89,0.303,37,7,8,44,4,1,10,1,52,0,"6082079"
"Roanoke",4,0,68,30,153,0.248,62,4,11,61,3,1,2,2,74,0,"6082127"
"Elizabethtown",4,0,60,12,141,0.34,53,3,10,46,4,9,12,1,78,0,"6082127"
"Va. Wesleyan",3,0,45,16,98,0.296,43,8,12,41,3,5,4,3,60,0,"6082083"
"King's (PA)",3,0,32,18,92,0.152,27,3,6,28,8,4,6,2,42,0,"6082083"
"Geneva",3,0,26,25,101,0.01,26,2,9,44,6,5,0,0,33,0,"6357982"
"Lancaster Bible",3,0,32,18,103,0.136,32,6,14,47,2,5,11,0,48.5,0,"6357982"
"Widener",3,0,7,15,47,-0.17,6,3,10,10,12,0,4,1,12,0,"6082071"
"Southern Va.",3,0,35,7,55,0.509,32,12,17,19,3,5,6,1,55,0,"6082071"
"Misericordia",3,0,36,17,96,0.198,34,4,14,45,2,3,13,1,49.5,0,"6082081"
"Vassar",3,0,48,15,124,0.266,41,2,18,39,4,1,6,3,54,1,"6082081"
"Thiel",4,0,37,23,115,0.122,34,6,13,49,5,11,8,1,58,0,"6082091"
"Baldwin Wallace",4,0,41,31,132,0.076,37,5,16,49,6,3,10,1,54,0,"6082091"
"Elms",3,0,23,23,77,0,21,7,15,25,5,0,0,0,30,1,"6082085"
"Russell Sage",3,0,35,10,75,0.333,33,5,17,29,7,0,14,0,47,0,"6082085"
"Bryn Athyn",3,0,42,18,114,0.211,41,8,3,53,3,1,0,0,51,0,"6082086"
"Old Westbury",3,0,45,19,127,0.205,41,3,8,45,8,1,8,2,53,0,"6082086"
"Marian (WI)",3,0,30,17,72,0.181,29,2,13,14,2,0,6,0,35,0,"6082080"
"UC Santa Cruz",3,0,42,12,73,0.411,39,2,13,21,2,0,8,0,48,0,"6082080"
"Ramapo",3,0,43,11,89,0.36,41,4,18,31,0,0,8,0,51,0,"6082082"
"Drew",3,0,26,13,73,0.178,24,0,11,28,3,2,6,0,31,0,"6082082"
"Wittenberg",5,0,54,20,126,0.27,47,3,17,54,8,5,4,1,64,0,"6082084"
"Augustana (IL)",5,0,63,27,155,0.232,60,8,17,47,3,6,10,1,82,0,"6082084"
"UC Santa Cruz",3,0,39,12,87,0.31,39,3,9,36,4,3,2,1,46,0,"6082100"
"Wis.-Stevens Point",3,0,29,21,100,0.08,28,4,12,28,3,2,8,0,39,0,"6082100"
"Lynchburg",3,0,19,20,78,-0.013,17,3,10,35,9,1,14,0,30,0,"6082089"
"East. Mennonite",3,0,35,14,92,0.228,31,9,13,32,3,3,10,0,52,0,"6082089"
"Randolph",3,0,35,16,84,0.226,32,5,8,39,2,1,12,2,47,0,"6082093"
"Gallaudet",3,0,29,19,90,0.111,27,2,16,27,5,1,6,0,35,0,"6082093"
"SUNY Poly",3,0,36,12,64,0.375,29,6,13,26,4,0,6,0,45,0,"6082094"
"Brooklyn",3,0,24,13,68,0.162,21,4,14,15,6,1,6,0,32,1,"6082094"
"Calvin",3,0,39,10,74,0.392,34,5,9,27,5,0,14,1,51,0,"6082095"
"Calumet Col.",3,0,26,19,79,0.089,25,5,10,21,5,1,8,4,36,0,"6082095"
"Houghton",3,0,26,23,88,0.034,26,4,11,29,6,3,4,0,35,0,"6082096"
"Mount Union",3,0,32,11,74,0.284,32,6,8,32,4,3,6,1,44,0,"6082096"
"Manhattanville",3,0,32,16,101,0.158,29,2,12,39,6,1,8,3,39,1,"6082098"
"Endicott",3,0,41,17,102,0.235,34,6,8,37,2,1,6,0,51,0,"6082098"
"Gallaudet",3,0,24,22,83,0.024,19,4,7,23,7,0,2,1,29,0,"6082108"
"Penn St.-Altoona",3,0,37,14,81,0.284,35,7,12,27,4,0,10,1,49,0,"6082108"
"Greenville",3,0,24,20,87,0.046,21,1,9,26,4,4,2,0,30,3,"6082128"
"Wabash",3,0,38,17,87,0.241,35,4,11,36,1,2,10,2,49,0,"6082128"
"Geneva",3,0,27,19,85,0.094,25,0,15,26,7,2,0,0,29,0,"6082099"
"Lancaster Bible",3,0,30,14,72,0.222,27,7,10,35,0,4,10,0,46,0,"6082099"
"Widener",5,0,65,20,145,0.31,60,5,18,50,7,2,6,7,75,0,"6082110"
"Wilkes",5,0,54,15,133,0.293,49,7,16,45,5,11,4,3,74,0,"6082110"
"Va. Wesleyan",3,0,37,7,61,0.492,35,21,15,19,2,0,0,0,58,0,"6082107"
"Fisher",3,0,7,8,35,-0.029,7,2,7,16,20,0,4,1,11,0,"6082107"
"Misericordia",4,0,59,20,150,0.26,54,3,20,55,3,2,19,1,73.5,0,"6082106"
"Lasell",4,0,58,29,162,0.179,55,3,14,63,3,1,6,1,65,0,"6082106"
"Ramapo",3,0,27,14,77,0.169,27,5,15,28,4,0,4,0,34,0,"6082105"
"Hunter",3,0,41,17,93,0.258,36,4,16,25,5,1,14,0,53,0,"6082105"
"Eastern",3,0,30,14,59,0.271,29,16,12,20,2,3,4,0,51,0,"6082104"
"Carlow",3,0,10,14,47,-0.085,9,2,10,11,16,1,6,1,16,2,"6082104"
"Elms",4,0,22,18,85,0.047,22,3,17,27,16,1,10,0,31,0,"6082103"
"Elmira",4,0,43,19,90,0.267,43,16,21,37,3,0,4,0,61,0,"6082103"
"Houghton",3,0,18,12,62,0.097,17,2,7,17,15,2,4,0,24,0,"6082114"
"Hobart",3,0,40,14,75,0.347,37,15,13,29,2,2,6,2,60,0,"6082114"
"Regent",5,0,42,24,139,0.129,39,8,16,51,6,5,14,0,62,0,"6082118"
"Lynchburg",5,0,42,38,136,0.029,40,6,11,57,8,3,8,0,55,0,"6082118"
"Thiel",3,0,40,20,95,0.211,38,2,14,41,6,6,2,0,49,0,"6082116"
"Hiram",3,0,37,16,100,0.21,36,6,14,32,2,3,8,0,50,0,"6082116"
"Fisher",3,0,6,11,34,-0.147,6,2,13,16,13,1,2,0,10,0,"6082123"
"King's (PA)",3,0,35,11,63,0.381,32,13,15,16,2,0,4,0,50,0,"6082123"
"SUNY Poly",3,0,34,17,84,0.202,31,5,13,37,6,2,8,0,45,0,"6082112"
"Emmanuel (MA)",3,0,25,20,88,0.057,23,6,14,30,5,1,17,1,40.5,0,"6082112"
"Manhattanville",3,0,11,14,61,-0.049,11,1,10,24,10,2,4,2,16,0,"6082111"
"Nazareth",3,0,39,10,76,0.382,38,10,11,30,1,4,4,0,55,0,"6082111"
"Rutgers-Newark",4,0,47,19,107,0.262,45,8,16,41,4,1,8,4,60,0,"6082090"
"Elizabethtown",4,0,49,21,115,0.243,46,4,18,36,8,4,6,3,60,1,"6082090"
"Maranatha Baptist",3,0,22,13,76,0.118,20,5,13,24,14,0,0,1,27,0,"6082087"
"Greenville",3,0,30,9,72,0.292,27,14,8,35,5,2,0,1,46,0,"6082087"
"Adrian",5,0,49,25,155,0.155,46,8,13,67,7,0,14,0,64,0,"6082102"
"Concordia Chicago",5,0,55,28,169,0.16,48,7,19,66,8,3,16,0,73,0,"6082102"
"Rutgers-Newark",4,0,50,24,122,0.213,46,6,16,58,2,4,14,4,67,0,"6082117"
"Roanoke",4,0,41,25,132,0.121,36,2,17,43,6,1,14,1,51,0,"6082117"
"Carthage",4,0,59,15,133,0.331,51,4,16,48,4,2,12,0,71,0,"6082101"
"Dominican (IL)",4,0,39,21,127,0.142,35,4,10,38,4,1,10,1,49,0,"6082101"
"MIT",3,0,21,21,67,0,20,5,11,14,10,0,13,0,32.5,1,"6082119"
"Springfield",3,0,30,16,65,0.215,27,10,11,18,5,1,16,2,49,1,"6082119"
"SUNY New Paltz",4,0,51,20,115,0.27,48,14,23,39,4,2,12,2,73,0,"6082120"
"St. Joseph's (L.I.)",4,0,31,19,94,0.128,31,4,13,33,14,1,12,0,42,0,"6082120"
"Hunter",3,0,28,17,71,0.155,27,8,11,27,2,2,20,0,48,0,"6082122"
"Drew",3,0,28,23,88,0.057,26,2,14,25,8,0,16,0,38,0,"6082122"
"Elmira",3,0,40,13,81,0.333,40,9,13,26,2,2,2,2,52,0,"6082124"
"Russell Sage",3,0,28,11,71,0.239,26,2,14,22,9,0,4,0,32,0,"6082124"
"Lasell",3,0,20,17,85,0.035,18,0,10,32,11,0,6,2,23,0,"6082121"
"Vassar",3,0,37,15,90,0.244,35,11,15,35,0,4,7,2,55.5,0,"6082121"
"Olivet",3,0,27,14,92,0.141,27,2,13,30,4,1,8,0,34,1,"6082113"
"North Park",3,0,41,12,88,0.33,40,4,14,41,2,1,4,4,48,0,"6082113"
"Carlow",3,0,16,18,62,-0.032,15,1,2,20,12,1,4,1,20,1,"6082125"
"Trine",3,0,39,12,76,0.355,36,12,4,26,1,0,4,0,53,0,"6082125"
"Hiram",5,0,49,19,128,0.234,46,2,16,52,14,4,18,0,64,0,"6082129"
"Baldwin Wallace",5,0,60,26,151,0.225,59,14,23,54,2,4,4,1,80,0,"6082129"
"Maranatha Baptist",3,0,12,23,64,-0.172,9,3,5,18,7,0,2,1,16,0,"6082109"
"Wabash",3,0,39,10,76,0.382,33,7,10,28,3,1,14,0,54,0,"6082109"
"Regent",3,0,26,12,96,0.146,26,3,12,49,2,0,2,0,30,0,"6082126"
"East. Mennonite",3,0,46,8,107,0.355,44,2,14,46,3,2,8,0,54,0,"6082126"
"Nichols",5,0,53,29,120,0.2,47,4,18,36,8,4,6,0,64,0,"6082130"
"MIT",5,0,53,21,123,0.26,50,8,25,34,4,4,8,2,69,0,"6082130"
"Nichols",3,0,25,16,71,0.127,24,4,5,29,10,2,4,1,33,0,"6082133"
"Springfield",3,0,44,7,83,0.446,44,10,21,27,4,0,8,2,58,0,"6082133"
"Wittenberg",5,0,55,16,137,0.285,53,4,11,59,14,1,8,0,64,0,"6082132"
"MSOE",5,0,58,23,161,0.217,54,14,21,51,4,3,8,0,79,0,"6082132"
"Hood",3,0,25,17,94,0.085,23,4,16,44,9,0,4,0,31,0,"6082135"
"Wilson",3,0,32,18,102,0.137,29,9,16,47,4,3,14,2,51,0,"6082135"
"Brooklyn",4,0,40,20,118,0.169,35,5,18,44,15,2,4,0,49,0,"6082138"
"Curry",4,0,43,19,114,0.211,38,15,17,48,5,5,4,0,65,3,"6082138"
"Benedictine (IL)",5,0,58,30,162,0.173,53,9,11,56,8,3,23,2,81.5,0,"6082134"
"Ill. Wesleyan",5,0,65,27,156,0.244,62,8,14,63,9,2,15,2,82.5,0,"6082134"
"Rutgers-Newark",3,0,23,19,63,0.063,23,4,11,19,6,1,12,0,34,0,"6082137"
"Juniata",3,0,38,15,75,0.307,32,6,11,18,4,4,8,0,52,0,"6082137"
"Augustana (IL)",3,0,44,19,94,0.266,44,4,6,34,4,6,4,2,56,1,"6082136"
"Rockford",3,0,30,19,92,0.12,28,4,9,28,4,6,0,1,40,0,"6082136"
"Hilbert",4,0,43,22,111,0.189,39,12,13,48,6,9,6,3,67,0,"6082139"
"Hood",4,0,34,27,115,0.061,33,6,13,36,12,0,4,3,42,0,"6082139"
"Benedict",3,0,29,9,73,0.274,26,8,11,40,3,2,8,1,43,0,"6355910"
"Warren Wilson",3,0,11,21,81,-0.123,9,3,6,23,8,0,0,1,14,0,"6355910"
"Olivet",4,0,34,31,103,0.029,30,8,15,30,6,2,0,0,44,0,"6082140"
"Rockford",4,0,42,19,98,0.235,40,6,21,36,8,5,10,0,58,1,"6082140"
"Hilbert",3,0,31,17,90,0.156,29,6,14,41,10,5,0,0,42,1,"6082141"
"Wilson",3,0,41,12,98,0.296,36,10,15,37,6,0,8,0,55,0,"6082141"
"Wabash",4,0,56,24,135,0.237,55,3,8,44,1,3,4,3,64,2,"6082142"
"Benedictine (IL)",4,0,46,23,120,0.192,43,1,10,40,3,3,22,2,61,0,"6082142"
"Wabash",5,0,54,27,126,0.214,50,4,9,45,6,2,12,4,66,0,"6082143"
"Ill. Wesleyan",5,0,62,14,133,0.361,55,6,19,36,4,5,11,5,78.5,1,"6082143"
"Drew",5,0,50,25,117,0.214,45,6,18,32,8,0,19,0,65.5,1,"6082153"
"Eastern",5,0,47,31,114,0.14,44,8,16,37,6,1,15,2,63.5,0,"6082153"
"Warren Wilson",3,0,14,13,68,0.015,13,3,15,17,5,2,0,1,19,0,"6358350"
"Benedict",3,0,41,13,75,0.373,32,5,12,36,3,4,0,1,50,0,"6358350"
"Medgar Evers",3,0,1,7,19,-0.316,1,0,4,2,28,0,0,2,1,0,"6082146"
"Baruch",3,0,33,4,39,0.744,31,29,12,15,0,1,0,0,63,0,"6082146"
"Lasell",3,0,32,8,77,0.312,30,8,13,32,6,2,4,2,44,0,"6082154"
"Emerson",3,0,26,19,93,0.075,22,6,10,32,8,1,0,2,33,0,"6082154"
"Fisher",4,0,13,23,81,-0.123,11,6,7,31,18,3,0,1,22,0,"6082144"
"Dean",4,0,38,15,89,0.258,34,18,16,41,6,6,4,3,64,0,"6082144"
"Russell Sage",4,0,41,21,114,0.175,33,3,16,43,8,2,4,3,48,0,"6082150"
