"Name","S","MS","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE","match_id"
"Westminster (MO)",4,0,51,16,117,0.299,46,7,13,49,2,6,12,0,70,0,"6081587"
"SUNY Poly",4,0,47,25,137,0.161,42,2,15,42,7,3,10,0,57,0,"6081587"
"Stevens",3,0,38,10,80,0.35,34,3,12,33,0,5,4,1,48,0,"6081589"
"St. Joseph's (L.I.)",3,0,32,19,93,0.14,31,0,13,28,3,0,5,1,34.5,1,"6081589"
"Russell Sage",3,0,21,18,69,0.043,20,4,11,21,5,3,0,1,28,0,"6081590"
"Lasell",3,0,41,8,73,0.452,38,5,18,25,4,6,4,0,54,0,"6081590"
"Hobart",5,0,47,22,100,0.25,41,4,12,37,8,2,10,0,58,0,"6081591"
"Misericordia",5,0,59,26,126,0.262,56,8,26,25,4,5,10,0,77,0,"6081591"
"Buffalo St.",4,0,51,20,135,0.23,46,5,20,49,4,2,2,0,59,0,"6081592"
"SUNY Poly",4,0,47,22,124,0.202,42,4,20,56,5,5,10,0,61,0,"6081592"
"Westminster (MO)",4,0,39,18,113,0.186,37,4,12,37,5,4,12,0,53,0,"6081593"
"Misericordia",4,0,52,28,125,0.192,50,5,22,36,4,1,12,0,64,1,"6081593"
"Marymount (VA)",4,0,37,27,102,0.098,35,7,18,26,6,2,18,1,55,0,"6081594"
"Randolph-Macon",4,0,45,21,100,0.24,37,6,15,29,7,2,12,1,59,0,"6081594"
"Eastern",3,0,40,15,91,0.275,39,9,6,39,4,1,4,0,52,1,"6081596"
"Elizabethtown",3,0,33,17,98,0.163,27,4,8,30,9,3,4,3,42,0,"6081596"
"Kean",4,0,41,18,121,0.19,37,5,12,45,6,1,12,0,53,0,"6081598"
"Arcadia",4,0,55,16,130,0.3,51,6,23,41,5,0,10,0,66,0,"6081598"
"Mount Union",3,0,36,11,74,0.338,35,3,13,22,2,3,10,0,47,0,"6081595"
"Geneva",3,0,27,26,80,0.013,27,2,10,21,3,0,2,0,30,0,"6081595"
"Penn St.-Behrend",3,0,44,21,127,0.181,38,5,14,46,3,2,10,2,56,0,"6081600"
"Grove City",3,0,28,15,97,0.134,27,3,10,48,5,3,16,5,42,1,"6081600"
"Misericordia",5,0,52,14,121,0.314,52,9,22,47,4,1,14,0,69,1,"6081599"
"Lancaster Bible",5,0,66,25,149,0.275,57,4,24,50,9,1,2,0,72,0,"6081599"
"SUNY New Paltz",3,0,28,11,63,0.27,27,1,20,16,5,0,6,2,32,0,"6317566"
"Menlo",3,0,34,6,65,0.431,33,5,11,22,1,0,10,1,44,0,"6317566"
"Stevenson",3,0,38,10,81,0.346,35,4,11,33,1,3,12,0,51,0,"6081604"
"Marymount (VA)",3,0,32,17,86,0.174,31,1,15,29,4,0,6,0,36,1,"6081604"
"Hiram",4,0,48,17,116,0.267,44,3,15,38,6,7,8,1,62,0,"6081603"
"Adrian",4,0,44,23,117,0.179,42,6,16,40,3,4,2,1,55,0,"6081603"
"Thomas More",4,0,46,16,96,0.313,41,7,16,37,4,7,10,1,65,0,"6312061"
"Mt. St. Joseph",4,0,42,20,103,0.214,38,4,18,28,7,1,10,2,52,0,"6312061"
"Augustana (IL)",3,0,32,15,70,0.243,32,8,12,26,4,3,10,1,48,1,"6081606"
"Edgewood",3,0,22,23,76,-0.013,20,4,11,19,8,1,6,0,30,0,"6081606"
"Dominican (IL)",3,0,30,10,91,0.22,25,5,14,25,5,4,6,0,42,0,"6081601"
"UC Santa Cruz",3,0,39,16,95,0.242,32,5,6,35,5,2,2,0,47,0,"6081601"
"Concordia Wisconsin",4,0,42,25,104,0.163,39,3,14,29,7,2,13,0,53.5,0,"6081602"
"Ill. Wesleyan",4,0,51,22,112,0.259,46,7,18,29,3,3,20,1,71,0,"6081602"
"Elms",5,0,39,23,139,0.115,33,15,22,57,14,3,12,2,63,0,"6081609"
"Regis (MA)",5,0,52,25,140,0.193,44,14,23,67,15,3,12,1,75,0,"6081609"
"SUNY Poly",3,0,39,11,91,0.308,34,7,13,32,2,3,4,1,51,0,"6081610"
"Regis (MA)",3,0,36,17,93,0.204,30,2,11,32,7,1,10,4,44,0,"6081610"
"SUNY Poly",3,0,36,10,70,0.371,33,8,11,28,3,0,12,2,50,0,"6314586"
"Elms",3,0,29,17,79,0.152,27,3,15,16,8,1,2,2,34,0,"6314586"
"North Park",4,0,53,26,148,0.182,52,6,20,77,2,5,13,0,70.5,0,"6081611"
"Concordia Chicago",4,0,37,17,142,0.141,35,2,15,59,6,2,6,0,44,0,"6081611"
"Bard",3,0,14,18,66,-0.061,13,3,11,24,13,1,8,1,22,0,"6081612"
"Hobart",3,0,31,11,66,0.303,27,13,9,31,3,4,0,0,48,0,"6081612"
"Arcadia",3,0,41,15,87,0.299,35,5,15,33,4,1,8,0,51,0,"6081613"
"Drew",3,0,26,17,81,0.111,20,4,11,26,5,1,6,2,34,0,"6081613"
"Buffalo St.",5,0,44,20,108,0.222,41,9,15,41,7,4,12,0,63,3,"6081614"
"St. John Fisher",5,0,58,16,127,0.331,56,7,25,37,9,3,12,0,74,0,"6081614"
"Rivier",4,0,29,25,102,0.039,26,5,13,35,5,1,8,0,39,1,"6081615"
"Rutgers-Newark",4,0,48,30,120,0.15,37,5,23,39,5,2,16,5,63,0,"6081615"
"East. Mennonite",4,0,40,16,97,0.247,40,12,17,36,6,1,13,0,59.5,0,"6081616"
"Bard",4,0,31,27,106,0.038,30,6,12,38,12,0,8,1,41,0,"6081616"
"Nazareth",5,0,58,33,162,0.154,53,7,15,55,4,0,14,0,72,0,"6081617"
"Misericordia",5,0,60,24,154,0.234,52,4,20,55,7,1,27,0,78.5,0,"6081617"
"Carthage",4,0,54,23,127,0.244,50,3,19,55,4,4,8,0,65,0,"6081618"
"SUNY New Paltz",4,0,47,20,133,0.203,42,4,21,46,3,1,14,0,59,0,"6081618"
"Stevens",3,0,35,11,98,0.245,32,2,5,42,2,3,6,1,43,0,"6081624"
"Nichols",3,0,43,20,114,0.202,41,2,17,41,2,3,2,1,49,0,"6081624"
"Vassar",3,0,44,9,90,0.389,41,4,22,27,2,3,12,1,57,0,"6081620"
"Kean",3,0,21,20,75,0.013,20,2,9,32,4,1,0,0,24,0,"6081620"
"P.R.-Rio Piedras",4,0,42,24,97,0.186,40,3,9,40,9,2,8,0,51,0,"6081621"
"Juniata",4,0,50,13,104,0.356,46,9,22,21,3,3,20,0,72,0,"6081621"
"Penn St.-Behrend",4,0,37,22,127,0.118,34,4,18,47,9,6,12,0,53,1,"6081623"
"Buffalo St.",4,0,42,27,132,0.114,40,9,14,59,4,2,6,0,56,1,"6081623"
"Westminster (MO)",4,0,51,20,138,0.225,49,2,6,57,10,2,24,0,67,0,"6081622"
"North Park",4,0,59,31,162,0.173,58,10,17,57,2,1,10,0,75,0,"6081622"
"Baldwin Wallace",4,0,57,15,133,0.316,51,3,15,38,5,0,10,3,65,0,"6081629"
"Randolph-Macon",4,0,49,29,126,0.159,46,5,13,45,3,0,4,2,56,0,"6081629"
"Rutgers-Newark",3,0,38,14,82,0.293,34,6,16,16,7,0,10,2,49,0,"6081628"
"Lasell",3,0,38,13,71,0.352,36,7,6,26,6,5,5,2,52.5,0,"6081628"
"King's (PA)",3,0,32,13,68,0.279,27,6,11,36,2,6,6,2,47,0,"6081627"
"Wilson",3,0,21,23,89,-0.022,19,2,13,20,6,1,6,0,27,0,"6081627"
"Mount Union",5,0,51,20,135,0.23,46,4,18,44,4,3,6,1,61,1,"6081626"
"Messiah",5,0,67,25,147,0.286,61,4,22,49,4,2,20,1,83,1,"6081626"
"Roanoke",3,0,28,17,76,0.145,26,3,17,26,3,4,14,2,42,0,"6081625"
"Penn St.-Altoona",3,0,20,25,74,-0.068,18,3,18,23,3,0,4,2,25,1,"6081625"
"Russell Sage",4,0,31,21,101,0.099,30,8,14,26,5,0,26,2,52,0,"6316094"
"American Int'l",4,0,55,28,114,0.237,52,5,17,41,8,2,10,0,67,0,"6316094"
"Wittenberg",3,0,33,13,72,0.278,30,2,9,30,13,3,8,0,42,1,"6081633"
"St. John Fisher",3,0,41,14,89,0.303,35,13,12,21,2,5,4,0,61,0,"6081633"
"Wentworth",5,0,63,23,149,0.268,55,5,19,46,3,2,21,2,80.5,0,"6081631"
"Kean",5,0,55,28,137,0.197,51,3,12,52,5,3,12,2,67,0,"6081631"
"Sarah Lawrence",3,0,15,14,45,0.022,14,2,13,12,12,1,0,0,18,2,"6081630"
"Emmanuel (MA)",3,0,30,10,56,0.357,23,12,16,11,2,1,10,0,48,1,"6081630"
"Nichols",3,0,41,15,104,0.25,39,5,13,42,0,3,4,1,51,0,"6081635"
"New Jersey City",3,0,35,23,112,0.107,34,0,11,44,5,3,4,2,40,0,"6081635"
"NYU",3,0,50,8,92,0.457,45,3,19,35,3,2,12,1,61,0,"6081632"
"IIT",3,0,27,14,78,0.167,24,3,7,29,3,0,2,0,31,0,"6081632"
"Grove City",3,0,13,22,64,-0.141,13,2,13,12,15,1,2,0,17,0,"6081636"
"Juniata",3,0,23,12,52,0.212,22,15,12,24,2,4,8,0,46,0,"6081636"
"Westminster (MO)",3,0,25,25,94,0,23,1,9,35,4,2,10,0,33,0,"6081634"
"Concordia Chicago",3,0,36,15,95,0.221,33,4,18,38,1,0,24,0,52,0,"6081634"
"Cal Lutheran",4,0,62,18,149,0.295,52,1,13,48,3,6,18,0,78,0,"6081619"
"UC Santa Cruz",4,0,59,26,148,0.223,54,3,12,51,1,1,14,0,70,0,"6081619"
"Springfield",3,0,32,17,76,0.197,30,5,16,18,11,0,8,2,41,0,"6300460"
"CUI",3,0,31,12,65,0.292,28,11,12,21,5,5,9,1,51.5,0,"6300460"
"Lasell",3,0,39,10,59,0.492,37,7,12,21,3,1,2,0,48,0,"6081637"
"Drew",3,0,25,15,70,0.143,24,3,13,8,7,0,8,1,32,0,"6081637"
"P.R.-Rio Piedras",3,0,38,12,72,0.361,35,9,13,26,4,3,6,0,53,0,"6312031"
"Saint Vincent",3,0,26,15,75,0.147,25,4,11,17,9,5,4,0,37,0,"6312031"
"Adrian",3,0,39,17,95,0.232,37,8,14,31,3,2,4,1,51,0,"6081638"
"Bethany (WV)",3,0,19,14,72,0.069,18,4,9,25,3,0,11,2,28.5,0,"6081638"
"Dean",4,0,37,21,99,0.162,30,8,14,25,6,8,0,0,53,1,"6081645"
"Curry",4,0,53,24,113,0.257,48,6,16,38,8,5,2,0,65,2,"6081645"
"Wittenberg",4,0,50,23,146,0.185,48,8,14,68,8,6,0,0,64,0,"6081648"
"Buffalo St.",4,0,54,21,153,0.216,48,8,14,68,8,5,0,0,67,0,"6081648"
"Randolph-Macon",4,0,40,30,144,0.069,37,7,17,46,2,1,10,0,53,0,"6081647"
"Mount Union",4,0,45,22,120,0.192,41,2,13,60,7,2,18,3,58,0,"6081647"
"SUNY Potsdam",5,0,49,23,126,0.206,42,7,12,51,12,0,31,0,71.5,0,"6081644"
"Manhattanville",5,0,48,32,143,0.112,47,12,17,51,7,1,12,1,67,1,"6081644"
"Elizabethtown",3,0,32,10,73,0.301,25,5,19,25,4,1,14,2,45,0,"6081643"
"Hood",3,0,23,22,79,0.013,22,4,16,28,5,0,0,2,27,0,"6081643"
"Baldwin Wallace",4,0,47,21,122,0.213,45,8,16,36,3,3,8,1,62,0,"6081641"
"Messiah",4,0,57,18,117,0.333,49,3,16,48,8,1,12,2,67,0,"6081641"
"Widener",3,0,30,15,70,0.214,24,2,18,18,11,2,8,0,38,0,"6081640"
"Lancaster Bible",3,0,29,13,64,0.25,25,11,12,20,2,2,6,0,45,0,"6081640"
"East. Mennonite",4,0,39,20,106,0.179,37,4,14,40,9,5,13,2,54.5,0,"6081646"
"Hobart",4,0,52,19,120,0.275,48,9,21,39,4,0,11,1,66.5,0,"6081646"
"Stevens",3,0,35,7,66,0.424,35,9,6,25,3,1,12,1,51,0,"6081656"
"New Jersey City",3,0,25,19,81,0.074,24,3,11,18,9,0,2,3,29,1,"6081656"
"Wentworth",3,0,35,21,118,0.119,34,5,12,49,2,1,14,3,48,1,"6081655"
"Nichols",3,0,33,26,118,0.059,32,2,9,51,5,1,20,1,46,1,"6081655"
"Simpson",3,0,20,16,89,0.045,19,4,16,36,6,1,2,2,26,0,"6081639"
"Marian (WI)",3,0,35,11,87,0.276,33,6,15,47,4,1,6,4,45,0,"6081639"
"Drew",4,0,42,23,108,0.176,39,4,10,34,10,2,6,0,51,0,"6081650"
"Rivier",4,0,46,24,115,0.191,43,10,4,36,4,1,10,1,62,0,"6081650"
"Olivet",3,0,17,17,73,0,16,3,13,27,9,0,2,0,21,1,"6081642"
"Ill. Wesleyan",3,0,33,8,73,0.342,25,9,15,33,3,3,10,0,50,0,"6081642"
"Lynchburg",3,0,25,14,62,0.177,22,5,14,20,1,3,12,0,39,2,"6081649"
"Mount Aloysius",3,0,28,21,77,0.091,25,1,20,19,5,0,6,0,32,1,"6081649"
"American Int'l",3,0,25,17,71,0.113,24,2,5,27,8,2,10,3,34,0,"6314199"
"MIT",3,0,43,10,83,0.398,39,8,17,26,2,1,8,1,56,0,"6314199"
"SUNY New Paltz",4,0,43,22,117,0.179,39,8,12,39,9,2,6,0,56,0,"6081653"
"Dominican (IL)",4,0,52,11,113,0.363,46,9,17,41,8,3,2,0,65,0,"6081653"
"Grove City",4,0,27,26,92,0.011,26,5,11,23,9,6,6,0,41,0,"6081652"
"Stevenson",4,0,53,29,110,0.218,51,9,22,27,5,4,6,0,69,0,"6081652"
"Wilkes",5,0,64,18,136,0.338,61,3,21,49,8,1,10,1,73,1,"6081663"
"SUNY Potsdam",5,0,62,16,130,0.354,54,8,14,42,3,1,10,5,76,0,"6081663"
"Randolph",5,0,51,27,119,0.202,48,5,21,51,7,4,10,3,65,0,"6081678"
"Elizabethtown",5,0,49,27,129,0.171,47,7,25,38,5,1,18,0,66,0,"6081678"
"Wittenberg",3,0,40,8,74,0.432,36,7,16,33,5,8,0,0,55,1,"6081664"
"Penn St.-Behrend",3,0,20,18,75,0.027,15,5,9,21,7,3,0,0,28,0,"6081664"
"Sarah Lawrence",3,0,39,14,87,0.287,35,12,18,29,9,2,0,0,53,2,"6081662"
"Dean",3,0,14,15,66,-0.015,9,9,6,25,12,4,0,0,27,1,"6081662"
"Mount Union",4,0,46,18,126,0.222,39,3,7,51,9,0,14,0,56,0,"6081661"
"Misericordia",4,0,65,17,141,0.34,59,9,21,52,3,2,10,0,81,0,"6081661"
"Randolph-Macon",3,0,29,23,85,0.071,27,1,5,36,4,2,4,0,34,0,"6081660"
"Nazareth",3,0,41,12,96,0.302,38,4,13,27,1,0,6,2,48,0,"6081660"
"Roanoke",5,0,45,24,108,0.194,40,7,20,33,2,1,12,0,59,1,"6081659"
"Widener",5,0,43,24,108,0.176,37,2,29,31,7,3,10,0,53,0,"6081659"
"Randolph",3,0,38,17,93,0.226,34,5,16,35,4,1,16,1,52,0,"6081657"
"Hood",3,0,23,21,89,0.022,21,4,11,31,5,3,4,1,32,0,"6081657"
"East. Mennonite",3,0,26,18,97,0.082,26,2,10,37,4,1,4,0,31,0,"6083219"
"Hobart",3,0,43,13,100,0.3,41,4,9,48,2,1,12,0,54,0,"6083219"
"Simpson",3,0,19,25,89,-0.067,17,2,8,37,4,1,0,1,22,0,"6081658"
"Wis.-Stevens Point",3,0,35,9,82,0.317,32,4,15,38,2,4,10,5,48,0,"6081658"
"Wentworth",4,0,43,32,122,0.09,40,2,16,46,5,4,2,1,50,1,"6081686"
"Vassar",4,0,44,15,114,0.254,40,5,16,39,2,6,16,3,63,1,"6081686"
"American Int'l",3,0,27,14,71,0.183,27,0,10,23,8,1,2,3,29,0,"6316425"
"Emmanuel (MA)",3,0,39,8,74,0.419,38,8,16,24,0,1,10,1,53,0,"6316425"
"Saint Vincent",3,0,17,21,54,-0.074,16,2,8,12,6,2,2,0,22,0,"6081668"
"Juniata",3,0,37,6,57,0.544,32,6,9,14,2,1,14,0,51,0,"6081668"
"Lynchburg",3,0,36,12,83,0.289,32,7,19,32,1,1,4,0,46,0,"6081669"
"Wilson",3,0,19,20,78,-0.013,19,1,11,25,7,0,2,0,21,1,"6081669"
"Nichols",4,0,59,22,133,0.278,54,2,14,48,4,2,4,1,65,0,"6081667"
"Kean",4,0,55,18,127,0.291,49,4,10,45,2,2,14,5,68,1,"6081667"
"Arcadia",5,0,49,27,122,0.18,44,5,17,36,11,1,12,2,61,0,"6081671"
"Lasell",5,0,49,22,120,0.225,44,11,13,36,5,0,9,4,64.5,0,"6081671"
"Olivet",3,0,24,23,90,0.011,22,4,13,19,6,0,2,2,29,1,"6081665"
"Lakeland",3,0,32,9,62,0.371,30,6,11,30,4,1,12,2,45,0,"6081665"
"North Central (IL)",5,0,60,28,155,0.206,55,3,18,48,2,6,14,0,76,3,"6081666"
"Concordia Wisconsin",5,0,54,31,146,0.158,52,2,23,54,3,2,23,0,69.5,2,"6081666"
"Penn St.-Behrend",3,0,23,17,73,0.082,19,5,9,12,3,5,0,0,33,1,"6081675"
"St. John Fisher",3,0,45,16,76,0.382,43,3,10,30,5,2,0,0,50,0,"6081675"
"Baldwin Wallace",5,0,55,29,140,0.186,52,7,22,37,10,0,22,1,73,0,"6081679"
"Misericordia",5,0,34,22,100,0.12,32,10,15,38,7,2,24,1,58,0,"6081679"
"Sarah Lawrence",4,0,39,18,93,0.226,37,5,17,25,9,5,2,0,50,3,"6081677"
"Curry",4,0,49,18,97,0.32,46,9,13,31,5,6,4,0,66,1,"6081677"
"Wilkes",4,0,44,21,133,0.173,41,5,18,53,6,3,23,0,63.5,0,"6081676"
"Manhattanville",4,0,43,30,136,0.096,38,6,19,58,5,1,6,1,53,1,"6081676"
"Dominican (IL)",5,0,62,21,142,0.289,52,3,19,51,4,0,6,0,68,0,"6081654"
"Cal Lutheran",5,0,52,15,129,0.287,42,4,13,43,3,4,2,0,61,0,"6081654"
"Nazareth",3,0,29,16,88,0.148,27,3,15,22,4,1,2,1,34,0,"6081674"
"Messiah",3,0,39,13,83,0.313,34,4,13,36,3,5,4,5,50,0,"6081674"
"Roanoke",5,0,51,25,131,0.198,45,9,16,57,5,5,4,0,67,1,"6081673"
"Lancaster Bible",5,0,50,24,138,0.188,44,5,19,46,9,4,12,0,65,0,"6081673"
"Stevens",3,0,39,8,69,0.449,38,3,12,29,0,2,14,2,51,0,"6081683"
"Kean",3,0,24,22,83,0.024,23,0,9,21,3,0,0,2,24,1,"6081683"
"Wis.-Stevens Point",5,0,49,36,154,0.084,43,2,10,52,6,4,8,4,59,0,"6081672"
"Marian (WI)",5,0,57,26,145,0.214,56,6,18,58,2,0,10,2,68,0,"6081672"
"P.R.-Rio Piedras",3,0,39,15,82,0.293,38,5,12,28,2,4,6,0,51,0,"6081685"
"Grove City",3,0,22,18,77,0.052,20,2,11,20,5,1,12,0,31,0,"6081685"
"Wilson",5,0,35,17,115,0.157,33,3,11,43,11,0,10,0,43,1,"6081684"
"Mount Aloysius",5,0,68,30,150,0.253,59,11,33,53,3,2,6,0,84,0,"6081684"
"Emmanuel (MA)",4,0,31,20,90,0.122,29,4,17,21,6,0,12,0,41,0,"6081682"
"MIT",4,0,46,17,92,0.315,40,6,21,34,4,1,14,0,60,0,"6081682"
"Vassar",3,0,30,8,62,0.355,27,9,14,20,1,3,4,1,44,0,"6081670"
"New Jersey City",3,0,22,22,68,0,21,1,13,16,9,3,0,2,26,0,"6081670"
"Rivier",4,0,55,16,120,0.325,49,4,18,37,4,1,11,2,65.5,0,"6081687"
"Arcadia",4,0,47,26,120,0.175,43,4,13,44,4,0,6,0,54,0,"6081687"
"Lakeland",4,0,36,31,113,0.044,34,8,20,41,7,4,4,3,50,1,"6081681"
"Ill. Wesleyan",4,0,37,17,100,0.2,32,7,13,42,8,3,8,0,51,0,"6081681"
"Stevenson",3,0,29,13,72,0.222,24,1,11,20,3,0,4,0,32,0,"6081689"
"Juniata",3,0,44,12,78,0.41,39,3,13,25,1,4,4,0,53,0,"6081689"
"SUNY New Paltz",5,0,61,28,145,0.228,54,4,14,48,10,7,8,0,76,0,"6081680"
