"Name","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RetAtt","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE","match_id"
"UT Arlington",3,34,18,90,0.178,31,9,3,39,0,6,2,22,1,56,0,"5668109"
"Louisiana",3,28,24,101,0.04,26,6,8,35,0,9,0,14,2,41,0,"5668109"
"Colorado",3,31,7,64,0.375,26,8,4,27,36,5,3,12,1,48,0,"5695441"
"Rutgers",3,29,23,85,0.071,28,5,10,22,70,8,0,4,0,36,0,"5695441"
"UCLA",3,39,12,79,0.342,36,7,6,33,42,2,2,8,3,52,0,"5397297"
"Coastal Carolina",3,28,20,88,0.091,26,2,8,22,67,7,0,8,2,34,1,"5397297"
"Utah St.",3,31,23,76,0.105,31,5,9,27,64,9,1,4,3,39,0,"5668108"
"UTEP",3,34,10,72,0.333,28,9,10,19,48,5,4,24,1,59,0,"5668108"
"West Virginia",4,49,26,146,0.158,47,5,5,62,84,5,0,16,6,62,0,"5668127"
"Hofstra",4,56,23,146,0.226,52,5,10,63,86,5,5,12,2,72,1,"5668127"
"Presbyterian",3,24,19,102,0.049,22,0,5,40,71,10,3,10,2,32,0,"5668120"
"James Madison",3,41,15,100,0.26,40,10,5,51,40,0,4,12,0,61,0,"5668120"
"Tulsa",3,39,16,110,0.209,34,3,8,50,53,4,3,10,3,50,0,"5668117"
"Abilene Christian",3,29,26,112,0.027,26,4,7,46,65,3,2,10,2,40,0,"5668117"
"Kansas St.",3,43,4,85,0.459,38,4,6,36,34,3,2,22,0,60,0,"5668119"
"UMBC",3,24,23,90,0.011,23,3,4,30,68,4,0,2,5,28,0,"5668119"
"Texas",4,60,17,162,0.265,59,7,8,75,70,2,3,16,4,78,0,"5695404"
"Wisconsin",4,51,26,163,0.153,50,2,10,67,94,7,3,12,2,62,0,"5695404"
"UC Riverside",5,45,19,134,0.194,39,7,11,63,85,8,2,4,1,56,2,"5668136"
"George Mason",5,62,20,162,0.259,57,8,19,63,84,7,1,14,1,78,0,"5668136"
"NC State",3,31,15,115,0.139,26,4,7,43,68,4,1,10,3,41,0,"5668125"
"Missouri",3,48,17,108,0.287,46,4,5,55,53,4,0,10,0,57,0,"5668125"
"Seattle U",3,28,18,95,0.105,26,4,2,35,68,6,0,6,0,35,1,"5668107"
"San Diego St.",3,47,10,101,0.366,42,6,5,44,48,4,3,18,0,65,0,"5668107"
"Washington St.",5,57,26,174,0.178,53,7,11,77,92,9,2,24,1,78,0,"5668122"
"Omaha",5,55,27,176,0.159,52,9,11,77,92,7,0,14,2,71,0,"5668122"
"Kansas",3,43,6,78,0.474,40,4,7,35,42,1,1,16,0,56,0,"5668139"
"Colgate",3,35,16,94,0.202,32,1,11,24,66,4,0,4,2,38,0,"5668139"
"Morgan St.",3,29,23,82,0.073,29,3,2,19,67,6,0,10,3,37,0,"5668134"
"Towson",3,43,14,79,0.367,41,6,6,28,52,3,1,20,1,60,0,"5668134"
"Chattanooga",3,45,12,118,0.28,45,10,4,61,48,4,0,15,2,62.5,0,"5668151"
"Alabama A&M",3,30,17,116,0.112,26,4,3,51,70,10,0,4,1,36,0,"5668151"
"Howard",3,40,17,104,0.221,39,7,7,51,51,1,0,14,1,54,0,"5668130"
"Georgetown",3,30,20,107,0.093,28,1,7,39,66,7,0,8,0,35,1,"5668130"
"Georgia",4,43,19,130,0.185,36,2,9,52,83,6,2,20,0,57,5,"5668135"
"Florida St.",4,49,20,129,0.225,43,6,8,56,67,2,1,16,0,64,2,"5668135"
"California Baptist",3,22,20,83,0.024,22,1,8,27,64,9,1,2,3,25,0,"5668124"
"Arizona St.",3,37,3,71,0.479,34,9,10,35,30,1,0,10,0,51,0,"5668124"
"Boise St.",3,40,12,96,0.292,38,7,8,44,44,0,0,18,0,56,0,"5668116"
"VCU",3,30,16,96,0.146,28,0,8,32,66,7,1,8,0,35,0,"5668116"
"Morehead St.",3,17,21,78,-0.051,17,2,5,28,62,7,3,4,2,24,0,"5668132"
"Kentucky",3,40,9,84,0.369,39,7,12,37,36,2,1,18,1,57,0,"5668132"
"Penn St.",3,37,12,86,0.291,33,12,9,35,43,2,1,12,0,56,0,"5682788"
"Temple",3,24,18,87,0.069,24,2,6,31,65,12,1,4,0,29,0,"5682788"
"DePaul",5,62,22,176,0.227,60,8,5,88,86,7,5,6,0,78,0,"5668131"
"Bradley",5,64,23,191,0.215,60,7,12,83,102,8,5,6,0,79,0,"5668131"
"Sacred Heart",3,27,21,93,0.065,26,2,10,34,62,2,2,6,1,34,1,"5668146"
"UConn",3,37,13,87,0.276,36,2,11,37,46,2,0,12,1,45,0,"5668146"
"UC Davis",3,37,12,103,0.243,33,1,4,35,65,4,0,2,1,39,0,"5375011"
"Purdue",3,53,8,100,0.45,52,4,9,49,52,1,3,8,5,64,0,"5375011"
"Montana",4,51,29,144,0.153,49,6,13,60,83,6,2,26,0,72,0,"5668126"
"Oregon St.",4,41,31,152,0.066,35,6,9,51,84,6,2,21,0,59.5,0,"5668126"
"South Carolina",4,55,17,161,0.236,52,1,3,77,73,1,2,10,1,63,0,"5668142"
"Duke",4,63,28,184,0.19,59,1,13,74,97,1,0,10,0,69,0,"5668142"
"Clemson",4,58,14,173,0.254,54,4,9,96,82,5,5,10,1,72,0,"5668144"
"Western Mich.",4,60,29,194,0.16,59,5,8,86,90,4,0,8,0,69,0,"5668144"
"Cincinnati",3,37,13,86,0.279,36,9,8,33,51,4,1,28,0,61,1,"5668143"
"Bowling Green",3,27,24,93,0.032,26,4,5,27,65,9,0,4,1,33,0,"5668143"
"Valparaiso",3,38,11,92,0.293,32,5,11,34,45,1,2,16,1,53,0,"5668140"
"IU Indy",3,26,23,89,0.034,24,1,7,35,63,5,0,10,0,32,0,"5668140"
"Western Caro.",3,21,13,86,0.093,20,0,5,29,70,12,1,16,2,30,0,"5668141"
"North Carolina",3,44,15,91,0.319,41,12,4,48,36,0,0,18,1,65,0,"5668141"
"Green Bay",3,25,30,100,-0.05,23,6,10,29,69,4,1,6,1,35,0,"5668128"
"Utah",3,31,9,79,0.278,24,4,4,36,36,6,1,14,0,43,0,"5668128"
"CSUN",4,57,32,168,0.149,55,3,10,63,95,6,0,22,0,71,0,"5668121"
"Idaho St.",4,52,21,139,0.223,50,6,6,64,78,3,4,42,0,83,0,"5668121"
"Pacific",3,32,21,106,0.104,31,5,5,41,65,4,0,4,1,39,0,"5668123"
"UNLV",3,43,4,89,0.438,42,4,9,46,48,5,3,16,0,58,0,"5668123"
"Long Beach St.",3,26,18,99,0.081,24,4,6,32,65,7,1,6,0,34,0,"5397309"
"Oregon",3,44,11,88,0.375,42,7,9,43,46,4,0,20,2,61,0,"5397309"
"UCF",3,40,13,82,0.329,37,9,8,36,43,6,4,8,0,57,0,"5668153"
"Charlotte",3,21,17,75,0.053,20,6,8,25,65,9,1,8,1,32,0,"5668153"
"Winthrop",3,30,16,80,0.175,26,8,5,36,50,3,0,16,0,46,0,"5668152"
"Virginia Tech",3,38,19,99,0.192,31,3,15,26,68,8,1,11,0,47.5,0,"5668152"
"Stanford",5,61,27,153,0.222,57,12,12,67,80,9,0,8,1,77,0,"5362055"
"Minnesota",5,53,11,139,0.302,48,9,23,46,94,12,3,22,2,76,0,"5362055"
"Navy",3,34,20,88,0.159,33,3,6,29,70,8,2,6,3,42,2,"5668149"
"Wake Forest",3,38,15,89,0.258,34,8,4,27,51,3,1,16,1,55,0,"5668149"
"Army West Point",4,29,28,116,0.009,27,4,8,38,90,7,5,2,0,39,0,"5668150"
"Buffalo",4,51,18,110,0.3,44,7,5,53,53,4,5,6,0,66,0,"5668150"
"Kent St.",4,35,13,122,0.18,31,9,6,65,75,8,1,14,0,52,0,"5374988"
"Michigan",4,60,22,158,0.241,55,8,11,68,74,9,0,10,1,73,0,"5374988"
"Drake",3,21,22,105,-0.01,20,0,8,44,65,4,1,6,0,25,0,"5668148"
"Creighton",3,40,16,104,0.231,36,4,8,56,39,0,1,18,2,54,0,"5668148"
"Tennessee St.",3,24,17,100,0.07,21,3,2,46,61,3,3,8,0,34,0,"5668129"
"Arizona",3,51,13,114,0.333,49,3,13,52,54,3,1,10,0,60,0,"5668129"
"Nevada",5,59,27,177,0.181,58,6,12,80,97,9,3,16,5,76,0,"5668133"
"Portland St.",5,59,23,174,0.207,53,9,11,78,87,6,4,18,3,81,0,"5668133"
"Gonzaga",4,37,25,148,0.081,34,7,10,62,91,7,2,14,0,53,0,"5668137"
"UC San Diego",4,51,21,143,0.21,47,7,3,77,63,7,4,14,1,69,0,"5668137"
"South Dakota",3,48,20,123,0.228,46,2,6,55,60,4,3,16,2,61,0,"5668145"
"Air Force",3,32,21,110,0.1,26,4,4,41,68,2,1,9,2,41.5,0,"5668145"
"Miami (FL)",3,48,22,114,0.228,47,8,5,49,61,2,0,11,1,61.5,0,"5668154"
"North Texas",3,36,12,105,0.229,32,2,7,34,69,8,2,14,0,47,0,"5668154"
"Butler",4,43,26,116,0.147,41,5,6,51,81,9,1,14,1,56,0,"5668155"
"Lipscomb",4,55,21,139,0.245,54,9,14,46,78,5,4,16,5,76,0,"5668155"
"Milwaukee",5,58,19,183,0.213,49,6,10,77,93,10,1,10,0,70,2,"5668156"
"NIU",5,57,29,199,0.141,47,10,8,79,95,6,7,6,0,77,1,"5668156"
"Providence",3,50,12,111,0.342,45,8,10,51,58,3,2,10,3,65,0,"5668159"
"Evansville",3,34,15,108,0.176,32,3,5,49,66,8,0,2,2,38,0,"5668159"
"American",4,53,17,126,0.286,50,3,10,52,78,12,5,2,0,62,0,"5668160"
"George Washington",4,51,24,133,0.203,50,12,16,47,89,3,10,2,1,74,0,"5668160"
"New Mexico St.",4,37,15,116,0.19,35,2,9,43,88,8,1,10,2,45,0,"5668161"
"Georgia Tech",4,63,16,128,0.367,55,8,7,59,54,2,1,10,0,77,0,"5668161"
"Tennessee",3,30,17,86,0.151,29,3,6,29,63,7,0,4,0,35,0,"5668162"
"Louisville",3,45,12,89,0.371,43,7,11,37,51,3,1,12,2,59,0,"5668162"
"Fresno St.",5,60,21,165,0.236,58,9,13,76,97,9,1,18,1,79,0,"5668147"
"Grand Canyon",5,57,30,178,0.152,51,9,5,75,92,9,4,15,1,77.5,0,"5668147"
"Middle Tenn.",4,51,29,146,0.151,47,4,10,56,90,5,1,14,7,63,2,"5668157"
"Montana St.",4,52,20,134,0.239,48,5,8,51,75,4,1,26,2,71,1,"5668157"
"Michigan St.",3,37,16,102,0.206,29,3,6,31,68,5,0,17,2,48.5,0,"5406816"
"Florida",3,47,12,97,0.361,44,5,7,43,54,3,1,16,1,61,0,"5406816"
"San Diego",4,41,18,119,0.193,40,7,13,45,72,5,1,15,4,56.5,1,"5668163"
"Hawaii",4,49,21,121,0.231,46,5,13,50,71,7,1,10,4,60,0,"5668163"
"McNeese",4,49,19,121,0.248,44,7,14,73,70,11,3,14,2,66,0,"5668164"
"Southern U.",4,34,26,141,0.057,29,11,11,47,80,7,1,10,1,51,1,"5668164"
"Coastal Carolina",3,28,22,110,0.055,27,2,11,45,61,3,0,8,0,34,0,"5668168"
"Georgia Tech",3,38,12,102,0.255,35,3,12,54,45,2,1,14,0,49,0,"5668168"
"Stanford",4,60,17,136,0.316,55,10,18,53,83,7,1,2,0,72,0,"5695405"
"Wisconsin",4,51,9,123,0.341,45,7,11,49,75,10,0,14,0,65,2,"5695405"
"A&M-Corpus Christi",3,29,17,105,0.114,28,2,7,41,65,5,1,6,2,35,0,"5668167"
"Texas A&M",3,47,15,109,0.294,43,5,10,47,51,2,2,12,2,60,0,"5668167"
"UC Davis",4,43,27,146,0.11,42,6,14,60,95,9,1,22,2,61,0,"5361298"
"Indiana",4,57,27,158,0.19,50,9,12,63,77,6,5,8,3,75,0,"5361298"
"Texas",5,56,24,175,0.183,53,4,8,87,86,7,0,20,3,70,0,"5362056"
"Minnesota",5,59,22,175,0.211,56,7,14,82,88,4,2,24,0,80,0,"5362056"
"Saint Peter's",5,57,31,173,0.15,59,5,9,75,102,11,3,24,0,77,0,"5668183"
"NJIT",5,52,33,181,0.105,54,11,5,74,97,5,3,12,1,72,1,"5668183"
"Quinnipiac",5,63,29,180,0.189,56,11,10,78,90,7,1,12,3,81,0,"5668184"
"LIU",5,56,18,162,0.235,54,7,12,77,94,11,1,25,6,76.5,0,"5668184"
"FIU",3,30,24,104,0.058,26,1,5,42,63,4,0,10,0,36,0,"5668189"
"Fla. Atlantic",3,41,12,102,0.284,38,4,10,47,50,1,3,18,1,57,0,"5668189"
"Buffalo",3,23,21,78,0.026,22,1,3,16,67,10,1,0,1,25,0,"5668178"
"Pittsburgh",3,40,7,64,0.516,40,10,6,28,37,1,1,19,0,60.5,0,"5668178"
"Old Dominion",5,69,24,191,0.236,65,6,9,87,105,5,1,16,1,84,0,"5668191"
"William & Mary",5,72,31,200,0.205,66,5,5,91,104,6,2,20,2,89,1,"5668191"
"Jarvis Christian",5,43,21,141,0.156,38,6,4,64,92,11,1,22,0,61,2,"5668175"
"Mississippi Val.",5,60,30,178,0.169,58,11,9,66,92,6,0,12,0,77,0,"5668175"
"Jackson St.",5,62,35,178,0.152,56,5,5,72,101,5,2,22,5,80,0,"5668180"
"Northwestern St.",5,60,25,177,0.198,53,5,6,70,99,5,0,32,1,81,0,"5668180"
"Baylor",3,38,15,109,0.211,36,4,7,41,55,4,2,4,0,46,0,"5668177"
"Rice",3,35,23,108,0.111,35,4,9,53,66,4,1,2,0,41,0,"5668177"
"Alabama A&M",3,19,19,103,0,19,1,6,59,64,7,0,4,1,22,0,"5668195"
"North Ala.",3,42,7,112,0.313,41,7,9,57,33,1,0,12,1,55,0,"5668195"
"Lamar University",3,42,14,126,0.222,33,6,7,49,66,2,1,0,0,49,0,"5668194"
"Prairie View",3,44,18,129,0.202,43,2,7,62,68,6,1,12,0,53,1,"5668194"
"Centenary (LA)",3,12,28,89,-0.18,11,5,5,29,68,10,3,0,1,20,2,"5668190"
"Grambling",3,28,7,65,0.323,23,10,6,41,27,5,7,2,0,46,0,"5668190"
"High Point",3,35,23,109,0.11,34,4,8,44,69,4,2,12,0,47,1,"5668181"
"SFA",3,40,13,103,0.262,36,4,7,47,52,4,1,16,2,53,0,"5668181"
"Gardner-Webb",5,52,22,175,0.171,51,8,7,67,95,7,3,10,1,68,1,"5668207"
"Elon",5,72,21,171,0.298,70,7,14,87,93,8,0,16,1,87,0,"5668207"
"Alcorn",3,18,17,81,0.012,14,1,8,32,60,7,1,4,1,22,1,"5668198"
"Louisiana Tech",3,40,8,81,0.395,35,7,13,39,36,1,1,4,1,50,0,"5668198"
"Louisville",3,28,19,99,0.091,26,1,5,35,67,5,1,8,4,34,0,"5697050"
"Penn St.",3,45,11,95,0.358,42,5,7,46,43,1,3,10,1,58,0,"5697050"
"Illinois St.",4,50,27,127,0.181,43,5,13,47,83,7,1,6,2,59,0,"5362110"
"Illinois",4,47,8,114,0.342,40,7,11,42,62,5,4,20,2,68,0,"5362110"
"Troy",3,38,21,107,0.159,37,2,10,30,66,3,1,4,0,43,0,"5668216"
"Auburn",3,40,9,84,0.369,39,3,7,38,48,2,2,17,0,53.5,0,"5668216"
"Nebraska",3,36,18,105,0.171,35,1,11,36,64,7,0,18,3,46,0,"5362363"
"SMU",3,39,15,99,0.242,35,7,10,43,52,1,2,16,0,56,0,"5362363"
"Northern Colo.",4,54,24,145,0.207,46,9,19,49,81,7,1,14,1,71,0,"5668182"
"Colorado St.",4,42,19,114,0.202,41,7,13,53,78,9,3,14,3,59,0,"5668182"
"Coppin St.",3,39,20,113,0.168,33,5,7,47,70,5,0,4,4,46,0,"5668224"
"American",3,43,12,104,0.298,40,5,3,46,54,5,1,12,1,55,0,"5668224"
"UMES",3,22,17,82,0.061,21,0,5,37,63,8,0,6,0,25,0,"5668226"
"Mercer",3,41,15,105,0.248,39,8,10,39,46,0,2,6,0,54,0,"5668226"
"North Florida",5,69,30,191,0.204,64,9,18,64,112,12,2,13,2,86.5,1,"5668230"
"Florida A&M",5,61,22,161,0.242,58,12,10,71,94,9,0,18,2,82,1,"5668230"
"Cleveland St.",4,56,23,163,0.202,51,3,10,65,84,2,5,14,7,71,0,"5668816"
"Akron",4,56,31,165,0.152,54,2,8,78,89,3,1,18,1,68,1,"5668816"
"Norfolk St.",3,36,17,86,0.221,35,4,7,31,65,7,1,0,2,41,0,"5668236"
"Charlotte",3,42,11,90,0.344,39,7,9,28,56,4,2,4,1,53,0,"5668236"
"Furman",5,54,23,213,0.146,51,3,7,107,89,7,3,18,2,69,1,"5668241"
"USC Upstate",5,60,32,215,0.13,53,7,9,119,95,3,3,16,2,78,3,"5668241"
"Eastern Mich.",3,29,12,86,0.198,26,2,9,26,67,8,1,6,2,35,0,"5374989"
"Michigan",3,43,10,86,0.384,36,8,6,35,40,2,0,8,3,55,0,"5374989"
"Texas St.",4,53,21,126,0.254,50,9,9,62,78,7,3,20,0,75,0,"5668246"
"UTSA",4,50,22,145,0.193,42,7,11,43,85,9,2,15,2,66.5,0,"5668246"
"Tulsa",4,58,21,159,0.233,57,7,11,68,84,5,1,18,1,75,1,"5668237"
"Missouri St.",4,56,22,158,0.215,52,5,11,70,87,7,0,12,3,67,0,"5668237"
"North Texas",4,59,20,144,0.271,51,8,5,72,71,3,4,4,1,73,0,"5668251"
"Texas Southern",4,49,14,141,0.248,49,3,11,62,92,8,7,10,0,64,0,"5668251"
"Stonehill",3,15,16,73,-0.014,14,3,4,21,62,6,2,4,0,22,0,"5668266"
"Bryant",3,44,8,76,0.474,43,6,10,38,39,3,1,14,0,58,0,"5668266"
"Butler",4,41,24,138,0.123,37,7,8,58,80,8,6,30,3,69,0,"5668259"
"IU Indy",4,53,34,156,0.122,49,8,12,67,87,7,3,16,1,72,0,"5668259"
"Binghamton",5,52,16,158,0.228,43,6,10,44,96,1,1,24,0,71,0,"5668261"
"Villanova",5,72,30,167,0.251,64,1,9,67,92,6,3,6,0,79,0,"5668261"
"Wichita St.",3,36,22,108,0.13,34,1,4,45,69,6,0,14,0,44,0,"5668257"
"Kansas",3,43,14,110,0.264,42,6,5,41,54,1,0,18,1,58,0,"5668257"
"Stanford",3,48,10,102,0.373,44,4,8,48,48,0,0,2,7,53,0,"5668277"
"Marquette",3,39,12,106,0.255,36,0,10,40,66,4,2,6,1,44,0,"5668277"
"Weber St.",4,41,23,154,0.117,39,5,13,74,83,7,2,14,4,55,0,"5668291"
"LMU (CA)",4,50,27,175,0.131,47,7,10,77,74,5,2,12,1,65,0,"5668291"
"Ole Miss",5,55,24,151,0.205,49,7,14,59,94,13,1,14,5,70,0,"5668293"
"Northern Colo.",5,55,21,147,0.231,46,13,14,60,84,7,0,12,0,74,0,"5668293"
"Oregon St.",3,36,16,96,0.208,35,6,6,35,66,9,1,10,1,48,0,"5668292"
"CSU Bakersfield",3,44,16,105,0.267,39,9,9,32,62,6,2,12,0,61,0,"5668292"
"Purdue",4,59,23,153,0.235,55,6,10,67,83,5,1,20,3,76,0,"5375012"
"California",4,49,27,155,0.142,46,5,5,61,86,6,1,19,2,64.5,0,"5375012"
"ULM",3,22,17,101,0.05,21,4,4,37,66,5,1,8,0,31,2,"5668300"
"McNeese",3,45,17,112,0.25,38,5,7,53,50,4,0,18,0,59,0,"5668300"
"Montana St.",5,58,28,172,0.174,55,5,8,73,99,5,1,28,0,78,0,"5668298"
"Denver",5,70,32,183,0.208,68,5,11,75,101,5,1,20,1,86,0,"5668298"
"Kansas City",3,39,16,139,0.165,35,4,11,65,67,6,1,8,0,48,0,"5668297"
"New Mexico",3,38,15,130,0.177,37,6,7,68,55,4,2,6,0,49,0,"5668297"
"Prairie View",3,32,16,109,0.147,28,3,8,49,64,5,1,10,0,41,1,"5668304"
"Alabama",3,42,15,114,0.237,37,5,10,46,57,3,3,12,0,56,0,"5668304"
"Valparaiso",5,56,32,190,0.126,54,12,12,83,95,4,1,14,1,76,1,"5668306"
"NIU",5,57,30,190,0.142,53,4,12,89,100,12,4,12,1,71,0,"5668306"
"UCF",3,47,21,149,0.174,47,3,12,64,66,3,0,14,0,57,0,"5668334"
"Stetson",3,33,22,123,0.089,31,3,5,69,63,3,4,12,2,46,0,"5668334"
"Milwaukee",3,23,13,68,0.147,21,2,9,10,63,8,0,4,2,27,0,"5668314"
"SMU",3,43,9,66,0.515,41,8,10,26,37,2,0,12,0,57,0,"5668314"
"SFA",3,41,11,91,0.33,38,3,7,31,48,3,1,16,1,53,0,"5668316"
"Air Force",3,37,19,94,0.191,37,3,11,34,67,3,0,4,0,42,0,"5668316"
"UMES",3,30,17,95,0.137,30,1,2,40,68,9,2,4,3,35,1,"5668326"
"Ga. Southern",3,44,14,112,0.268,40,9,6,44,50,1,3,6,1,59,0,"5668326"
"Portland St.",3,44,16,129,0.217,40,6,11,48,73,5,1,6,0,54,0,"5668320"
"Tulane",3,46,13,116,0.284,43,5,4,61,58,6,1,18,0,61,0,"5668320"
"Canisius",4,48,17,138,0.225,44,8,13,78,74,12,7,0,4,63,0,"5668323"
"Mercyhurst",4,40,24,144,0.111,38,12,11,71,83,8,6,0,7,58,2,"5668323"
"Central Conn. St.",3,31,13,109,0.165,29,8,10,37,69,4,1,6,1,43,2,"5668325"
"Fairfield",3,44,10,97,0.351,42,4,5,56,45,8,1,10,0,54,0,"5668325"
"LSU",4,52,24,157,0.178,49,8,13,63,79,1,0,10,3,65,0,"5668357"
"Duke",4,50,24,147,0.177,44,1,10,70,83,8,1,16,1,60,1,"5668357"
"San Francisco",5,55,21,167,0.204,50,10,8,74,85,7,0,28,1,79,0,"5668318"
"New Mexico St.",5,60,30,179,0.168,54,7,12,78,99,10,5,10,0,77,0,"5668318"
"Army West Point",3,32,26,110,0.055,31,5,8,52,69,3,0,4,2,39,0,"5668324"
"Saint Louis",3,38,13,111,0.225,34,3,4,45,49,5,2,22,1,54,0,"5668324"
"Northern Ariz.",3,37,18,138,0.138,34,1,8,77,68,3,1,8,0,43,0,"5668328"
"Texas Tech",3,46,19,147,0.184,45,3,5,76,56,1,0,8,0,53,0,"5668328"
"South Alabama",3,31,14,107,0.159,30,0,12,42,68,4,3,4,0,36,0,"5668329"
"Rice",3,45,19,114,0.228,40,4,5,57,47,0,3,4,0,54,0,"5668329"
"Cal St. Fullerton",3,33,17,94,0.17,32,0,5,32,63,2,1,6,2,37,0,"5668312"
"Utah Tech",3,50,9,96,0.427,42,2,11,34,49,0,3,8,0,59,0,"5668312"
"Arizona",3,48,9,88,0.443,46,5,15,42,45,4,2,4,1,57,1,"5668337"
"Alabama St.",3,20,14,79,0.076,19,4,6,30,58,5,1,6,0,28,1,"5668337"
"N.C. A&T",3,30,24,116,0.052,26,0,5,42,69,7,1,0,1,31,0,"5668361"
"East Carolina",3,39,11,97,0.289,37,7,5,48,45,0,3,10,1,54,1,"5668361"
"Howard",4,51,22,145,0.2,49,9,7,62,81,5,1,16,3,69,0,"5668341"
"Houston Christian",4,48,27,144,0.146,46,5,2,63,84,9,0,12,1,59,0,"5668341"
"Santa Clara",5,50,26,145,0.166,48,9,15,50,94,6,1,10,2,65,0,"5668343"
"UT Arlington",5,57,25,143,0.224,52,5,10,59,84,9,2,14,0,71,0,"5668343"
"Liberty",3,35,13,79,0.278,35,15,8,33,50,7,1,14,1,58,0,"5668373"
"Navy",3,24,19,83,0.06,24,7,4,28,65,15,1,2,1,33,0,"5668373"
"The Citadel",3,26,15,90,0.122,26,0,11,37,62,6,0,4,0,28,0,"5362364"
"Nebraska",3,43,7,98,0.367,39,6,11,42,37,0,2,13,3,57.5,0,"5362364"
"Southern California",4,56,28,153,0.183,51,4,11,55,90,6,2,17,5,70.5,0,"5685021"
"Creighton",4,56,21,140,0.25,52,6,10,56,81,4,1,12,3,69,0,"5685021"
"UCLA",3,42,14,120,0.233,39,3,10,42,71,5,4,2,0,50,0,"5397298"
"Tennessee",3,47,12,108,0.324,44,5,6,54,55,3,8,2,0,61,0,"5397298"
"Toledo",3,22,20,89,0.022,22,8,10,32,63,7,1,4,0,33,0,"5668356"
"Iowa St.",3,38,18,97,0.206,37,7,14,41,54,8,1,10,0,51,0,"5668356"
"North Florida",5,58,20,165,0.23,50,5,8,70,89,8,2,4,1,67,0,"5668353"
"A&M-Corpus Christi",5,59,16,158,0.272,55,8,7,75,81,5,6,8,0,77,0,"5668353"
"Utah Valley",4,42,34,126,0.063,39,5,11,37,91,8,3,18,2,59,0,"5668339"
"Montana",4,41,27,118,0.119,36,8,3,44,67,5,3,26,1,65,0,"5668339"
"Rutgers",3,32,16,102,0.157,29,3,12,41,70,8,1,14,3,43,0,"5695421"
"Arkansas",3,36,18,99,0.182,35,8,3,45,46,3,0,10,3,49,0,"5695421"
"Cal Poly",3,35,20,117,0.128,34,1,11,43,65,7,0,4,2,38,0,"5668391"
"Auburn",3,37,7,93,0.323,35,7,8,50,44,1,1,12,0,51,0,"5668391"
"Drake",3,43,14,102,0.284,42,5,6,49,43,2,2,12,0,56,0,"5668381"
"Omaha",3,27,19,102,0.078,26,2,7,35,68,5,0,12,3,35,0,"5668381"
"Tarleton St.",3,32,18,116,0.121,30,2,4,56,68,5,2,6,3,39,0,"5668378"
"St. Thomas (MN)",3,47,11,122,0.295,46,5,5,62,48,2,2,4,1,56,0,"5668378"
"Louisiana",5,53,22,167,0.186,46,6,11,86,89,4,2,12,5,67,1,"5668367"
"Houston",5,64,28,191,0.188,58,4,14,81,91,6,1,10,3,74,2,"5668367"
"Southeastern La.",3,27,26,90,0.011,22,0,5,24,65,9,1,6,2,31,1,"5668355"
"UTEP",3,34,11,75,0.307,31,9,8,30,47,0,2,20,0,55,0,"5668355"
"DePaul",4,45,25,139,0.144,43,6,3,57,84,6,2,8,3,57,0,"5668327"
"San Diego St.",4,58,21,148,0.25,56,6,10,56,82,6,3,16,1,75,0,"5668327"
"California",3,33,27,118,0.051,30,3,4,48,63,3,1,6,0,40,0,"5668377"
"Utah",3,40,12,107,0.262,36,3,10,43,56,3,2,14,2,52,0,"5668377"
"Indiana",3,22,16,81,0.074,22,7,10,27,61,7,0,10,0,34,0,"5361299"
"Texas",3,40,10,78,0.385,37,7,12,32,43,7,0,10,0,52,0,"5361299"
"Seattle U",5,38,26,137,0.088,37,7,4,44,95,8,0,22,0,56,0,"5668350"
"Nevada",5,70,24,145,0.317,67,8,14,63,81,7,0,20,1,88,0,"5668350"
"Idaho St.",5,52,17,137,0.255,49,9,5,50,90,8,2,22,3,74,0,"5668399"
"Portland",5,74,29,170,0.265,68,8,15,61,100,9,1,14,0,90,0,"5668399"
"Lipscomb",4,47,23,110,0.218,44,15,13,20,86,7,1,8,2,67,0,"5668372"
"BYU",4,51,15,90,0.4,48,7,8,32,73,15,2,16,1,68,0,"5668372"
"CSUN",3,32,23,96,0.094,28,5,11,38,68,10,0,6,0,40,0,"5668370"
"Sacramento St.",3,30,11,84,0.226,27,10,7,35,44,5,0,14,1,47,0,"5668370"
"Northwestern",4,42,37,133,0.038,34,5,10,40,86,8,4,8,1,55,0,"5361879"
"Long Beach St.",4,45,19,116,0.224,41,8,15,43,75,5,6,18,3,68,1,"5361879"
"IU Indy",3,32,23,105,0.086,30,6,7,32,67,2,2,0,0,40,0,"5668427"
"Cincinnati",3,40,11,89,0.326,36,2,6,42,50,6,4,10,1,51,0,"5668427"
"Queens (NC)",3,31,13,126,0.143,28,0,5,60,71,5,2,6,1,36,0,"5668426"
"Wofford",3,50,11,127,0.307,45,5,3,74,41,0,1,4,1,58,0,"5668426"
"North Ala.",3,39,16,153,0.15,34,0,7,70,68,3,3,8,3,46,0,"5668420"
"Missouri St.",3,49,18,149,0.208,45,3,8,89,63,0,1,8,1,57,0,"5668420"
"Tennessee Tech",3,46,14,94,0.34,43,10,4,45,50,2,3,0,0,59,0,"5668429"
