"Name","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RetAtt","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE","match_id"
"William & Mary",4,59,26,148,0.223,53,6,7,58,84,3,2,16,1,75,0,"5667191"
"Indiana St.",5,55,28,157,0.172,49,12,10,61,96,2,3,12,1,76,0,"5667215"
"Georgia St.",5,60,21,160,0.244,55,2,8,65,87,12,4,10,4,71,0,"5667215"
"Grambling",5,39,17,125,0.176,37,7,12,56,79,9,0,8,4,50,0,"5667189"
"Alabama",5,63,16,143,0.329,60,9,21,61,72,7,0,14,2,79,0,"5667189"
"UC Irvine",4,54,28,136,0.191,48,6,7,39,79,4,4,16,3,72,0,"5667150"
"North Dakota",4,42,30,122,0.098,39,4,4,42,86,6,3,18,3,58,0,"5667150"
"Eastern Wash.",3,35,22,120,0.108,31,8,8,52,65,4,1,8,1,48,0,"5667165"
"Utah Valley",3,43,13,120,0.25,43,4,10,58,61,8,0,22,1,58,0,"5667165"
"Campbell",3,21,24,91,-0.033,20,5,6,34,63,6,3,6,2,32,0,"5667237"
"Tulsa",3,39,12,92,0.293,35,6,11,43,44,5,1,14,3,53,0,"5667237"
"NJIT",4,41,19,140,0.157,39,4,4,59,77,6,1,4,0,48,0,"5667236"
"Canisius",4,62,20,147,0.286,59,6,17,64,80,4,0,12,0,74,0,"5667236"
"Southeastern La.",3,26,25,85,0.012,24,0,6,18,67,3,0,8,2,30,0,"5667168"
"BYU",3,41,11,77,0.39,34,3,6,26,39,0,3,8,0,51,0,"5667168"
"Utah Tech",5,59,24,141,0.248,51,11,11,44,88,4,2,14,1,79,0,"5667183"
"Denver",5,54,20,128,0.266,52,4,7,50,87,11,0,14,1,65,0,"5667183"
"New Orleans",4,39,23,135,0.119,34,8,4,53,89,10,2,6,0,52,0,"5667594"
"West Ga.",4,56,22,143,0.238,52,10,9,61,79,8,1,12,0,73,0,"5667594"
"Southeast Mo. St.",3,19,16,83,0.036,18,4,4,27,64,9,3,2,0,27,0,"5667192"
"Arkansas St.",3,45,13,88,0.364,41,9,9,43,43,4,2,10,0,61,0,"5667192"
"Little Rock",4,57,32,178,0.14,51,7,10,80,79,6,2,22,4,77,1,"5667193"
"Tex. A&M-Commerce",4,35,26,151,0.06,33,6,7,81,86,7,1,22,3,53,0,"5667193"
"Mississippi Val.",3,18,18,77,0,17,4,6,22,67,12,0,4,2,24,0,"5667196"
"Memphis",3,39,10,74,0.392,37,12,7,37,35,4,2,8,1,57,0,"5667196"
"Saint Francis",5,38,33,137,0.036,36,10,15,50,91,8,0,22,0,59,1,"5667220"
"Towson",5,49,24,128,0.195,45,8,14,58,76,10,1,24,1,70,1,"5667220"
"Hampton",3,22,18,83,0.048,21,1,5,32,66,10,0,8,0,27,0,"5667223"
"Army West Point",3,37,13,84,0.286,32,10,8,36,41,1,1,14,0,55,0,"5667223"
"Ga. Southern",4,51,21,163,0.184,47,3,10,85,76,2,1,15,2,62.5,0,"5667217"
"Wofford",4,49,23,173,0.15,48,2,8,85,76,3,4,12,2,61,0,"5667217"
"Northwestern St.",4,41,25,131,0.122,35,5,11,67,77,5,1,14,0,54,0,"5667214"
"Southern Miss.",4,47,20,143,0.189,42,5,12,57,71,5,1,12,0,59,1,"5667214"
"Queens (NC)",4,43,19,128,0.188,35,6,10,59,80,10,3,2,2,53,0,"5667240"
"Loyola Maryland",4,53,28,153,0.163,49,10,11,57,79,6,4,2,0,68,0,"5667240"
"Washington St.",5,56,35,186,0.113,55,5,13,86,99,4,2,24,2,75,0,"5667184"
"Wyoming",5,50,31,182,0.104,49,4,8,81,87,5,5,18,3,68,0,"5667184"
"Georgia",5,60,18,140,0.3,51,13,10,52,86,5,0,16,0,81,3,"5667186"
"UC Santa Barbara",5,56,26,150,0.2,50,5,10,55,102,13,2,11,0,68.5,1,"5667186"
"South Carolina",3,32,23,100,0.09,32,1,5,39,68,7,2,6,0,38,0,"5667226"
"Kansas",3,40,7,88,0.375,37,7,6,39,42,1,1,22,0,59,0,"5667226"
"San Jose St.",3,38,12,103,0.252,33,7,8,46,43,2,2,12,1,53,0,"5667443"
"Louisiana Tech",3,23,26,102,-0.029,20,2,4,41,66,7,1,2,0,27,0,"5667443"
"Coastal Carolina",4,49,23,136,0.191,48,5,13,52,82,3,1,2,4,56,0,"5667257"
"New Mexico St.",4,58,8,127,0.394,57,3,14,60,65,5,1,12,3,68,0,"5667257"
"Western Caro.",4,50,41,173,0.052,45,5,6,74,97,2,2,14,2,64,0,"5667260"
"Col. of Charleston",4,50,26,158,0.152,44,2,4,73,84,5,6,28,1,72,0,"5667260"
"Loyola Chicago",3,30,21,105,0.086,27,3,8,41,68,9,0,4,0,35,0,"5667263"
"Clemson",3,36,8,87,0.322,31,9,5,45,41,3,1,14,0,53,0,"5667263"
"Navy",4,35,25,110,0.091,31,10,7,40,83,18,0,12,2,51,0,"5667275"
"West Virginia",4,47,18,115,0.252,42,18,13,40,71,10,3,20,4,78,1,"5667275"
"Cincinnati",3,28,16,102,0.118,26,0,4,41,68,10,1,8,1,33,0,"5362108"
"Illinois",3,44,10,104,0.327,39,10,5,45,41,0,1,14,0,62,0,"5362108"
"Miami (OH)",3,40,14,109,0.239,38,10,4,52,52,4,1,14,2,58,0,"5667276"
"Gardner-Webb",3,33,21,116,0.103,31,4,4,53,70,10,0,8,0,41,0,"5667276"
"Butler",4,41,25,114,0.14,40,5,14,39,89,9,3,6,2,52,0,"5667204"
"Arizona St.",4,50,13,104,0.356,44,9,8,42,56,5,3,18,0,71,1,"5667204"
"UMBC",4,45,21,137,0.175,42,3,9,50,84,9,1,19,2,58.5,1,"5667212"
"UC Davis",4,53,21,136,0.235,52,9,11,62,76,3,2,14,2,71,0,"5667212"
"Youngstown St.",3,28,19,99,0.091,26,3,7,45,65,8,1,12,0,38,0,"5667326"
"Sacred Heart",3,38,14,100,0.24,34,8,9,45,50,3,3,10,0,54,0,"5667326"
"Central Conn. St.",3,30,17,90,0.144,24,5,10,27,64,7,1,2,0,37,0,"5667319"
"Coppin St.",3,40,16,93,0.258,38,7,9,40,54,5,2,6,0,52,0,"5667319"
"Morehead St.",4,42,22,137,0.146,34,7,7,58,76,8,1,10,0,55,0,"5667312"
"Western Ky.",4,51,16,134,0.261,49,8,12,63,72,7,2,20,1,71,0,"5667312"
"Quinnipiac",4,44,27,119,0.143,43,7,9,44,84,12,4,6,1,58,1,"5667309"
"Mercer",4,47,17,116,0.259,42,12,12,41,72,7,0,19,0,68.5,0,"5667309"
"Stony Brook",5,68,27,210,0.195,62,8,16,109,89,5,2,14,2,85,0,"5667305"
"Presbyterian",5,44,20,187,0.128,39,5,5,104,85,8,1,18,2,59,0,"5667305"
"UIC",4,55,20,127,0.276,50,9,9,48,79,6,2,16,1,74,0,"5667301"
"UAlbany",4,44,23,128,0.164,41,6,4,48,81,9,0,8,3,54,0,"5667301"
"Stetson",3,36,7,84,0.345,34,8,5,41,42,3,4,12,1,54,0,"5667300"
"Manhattan",3,32,24,103,0.078,30,3,6,36,69,8,0,4,1,37,0,"5667300"
"Seattle U",5,56,22,177,0.192,50,11,5,84,98,7,0,22,0,78,0,"5667231"
"CSUN",5,71,28,199,0.216,67,7,9,85,100,11,0,12,0,84,0,"5667231"
"Murray St.",3,36,19,100,0.17,34,4,4,47,0,8,3,2,0,44,0,"5667264"
"UT Arlington",3,42,13,106,0.274,42,8,10,43,0,4,2,6,2,55,0,"5667264"
"DePaul",5,53,29,181,0.133,53,9,5,90,93,7,5,16,0,75,1,"5667266"
"Southern Ind.",5,54,39,192,0.078,53,7,6,88,102,9,1,14,1,69,0,"5667266"
"Idaho",3,29,21,86,0.093,29,6,10,34,62,11,1,6,2,39,0,"5667488"
"Alabama A&M",3,32,9,81,0.284,30,11,11,28,47,6,1,8,1,48,0,"5667488"
"Rutgers",4,43,19,114,0.211,42,8,14,30,88,11,0,12,0,57,1,"5695439"
"Miami (FL)",4,56,17,109,0.358,52,11,12,42,67,8,2,4,0,71,0,"5695439"
"Merrimack",3,21,17,94,0.043,20,4,11,33,67,7,0,2,0,26,3,"5667126"
"Bucknell",3,35,15,93,0.215,31,7,6,44,39,4,2,8,0,48,0,"5667126"
"Radford",3,31,17,102,0.137,30,3,4,38,64,7,3,2,2,38,0,"5667285"
"Temple",3,47,17,117,0.256,44,7,9,43,58,3,5,4,1,61,0,"5667285"
"Purdue Fort Wayne",3,44,12,97,0.33,39,4,7,38,55,5,3,10,3,56,0,"5667286"
"Stonehill",3,36,19,106,0.16,31,5,7,32,67,4,2,4,2,45,0,"5667286"
"Ball St.",3,36,9,81,0.333,35,5,8,46,38,2,1,14,2,49,0,"5667294"
"Bryant",3,24,26,99,-0.02,24,2,7,31,66,5,0,8,1,30,0,"5667294"
"ETSU",3,38,16,121,0.182,38,5,9,43,71,3,5,2,1,49,1,"5667299"
"Marshall",3,46,13,112,0.295,40,3,2,51,53,5,3,6,3,55,2,"5667299"
"UT Martin",4,57,22,144,0.243,55,8,14,67,74,7,5,6,4,73,1,"5667279"
"Grambling",4,38,19,131,0.145,32,7,10,58,80,8,1,12,4,52,0,"5667279"
"Missouri",3,47,12,119,0.294,46,6,6,63,48,2,0,14,1,60,0,"5667277"
"Drake",3,36,14,124,0.177,32,2,10,53,70,6,0,2,1,39,0,"5667277"
"USC Upstate",5,51,25,173,0.15,46,9,6,88,87,9,2,25,0,74.5,0,"5667334"
"Robert Morris",5,52,31,185,0.114,48,9,5,83,95,9,1,27,0,75.5,0,"5667334"
"Indiana St.",3,38,19,104,0.183,32,4,8,37,63,8,0,4,1,44,0,"5667331"
"Florida A&M",3,39,7,95,0.337,37,8,11,34,53,4,2,8,1,53,0,"5667331"
"Wright St.",3,49,14,121,0.289,46,4,12,55,50,1,2,6,1,58,0,"5667330"
"App State",3,28,15,111,0.117,27,1,7,51,62,4,1,4,4,32,0,"5667330"
"Virginia",3,34,11,77,0.299,31,11,5,39,30,1,1,14,2,53,0,"5667338"
"Marist",3,17,24,86,-0.081,14,1,6,30,68,11,1,2,0,20,0,"5667338"
"Charlotte",3,42,13,95,0.305,38,4,5,37,56,4,2,12,2,54,0,"5667335"
"Charleston So.",3,39,21,105,0.171,39,4,7,37,69,4,0,0,1,43,0,"5667335"
"Lindenwood",4,49,21,150,0.187,46,6,11,67,72,5,3,4,0,60,0,"5667339"
"Bellarmine",4,50,23,153,0.176,49,5,17,69,85,6,2,16,3,65,0,"5667339"
"Gonzaga",3,45,8,102,0.363,40,4,10,42,53,2,1,16,0,58,0,"5667229"
"Southern Utah",3,40,20,107,0.187,37,2,8,46,66,4,0,2,2,43,0,"5667229"
"Nevada",3,31,21,108,0.093,31,1,9,49,67,6,1,18,1,42,0,"5667232"
"California",3,39,16,108,0.213,36,6,6,54,48,1,0,20,1,55,0,"5667232"
"Utah Tech",4,43,28,140,0.107,40,5,11,56,83,9,2,20,2,60,0,"5667252"
"Weber St.",4,44,22,130,0.169,39,9,9,56,69,5,2,14,1,62,0,"5667252"
"West Ga.",3,42,12,86,0.349,37,10,9,39,39,1,0,6,0,55,0,"5667595"
"Ark.-Pine Bluff",3,19,18,82,0.012,18,1,3,27,65,10,2,4,0,24,0,"5667595"
"Little Rock",5,66,26,196,0.204,63,7,10,92,92,6,0,16,7,81,0,"5667297"
"Tarleton St.",5,55,26,194,0.149,53,6,6,94,94,7,1,10,5,67,0,"5667297"
"Texas St.",4,51,15,127,0.283,46,9,10,53,64,6,0,14,0,67,0,"5667306"
"Texas Southern",4,39,24,124,0.121,35,6,9,48,82,9,0,10,2,50,0,"5667306"
"SFA",3,41,10,104,0.298,36,6,11,41,48,0,3,10,1,55,0,"5667307"
"Prairie View",3,33,20,101,0.129,33,0,7,48,63,6,3,6,3,39,1,"5667307"
"Southeast Mo. St.",4,39,19,143,0.14,39,7,10,58,93,16,9,10,2,60,0,"5667310"
"Saint Louis",4,53,36,156,0.109,53,16,4,79,79,7,0,12,1,75,1,"5667310"
"Mississippi Val.",3,36,27,114,0.079,33,5,8,41,72,7,0,18,3,50,0,"5667314"
"Austin Peay",3,34,22,106,0.113,33,7,3,43,61,5,0,12,2,47,0,"5667314"
"Nicholls",3,39,12,110,0.245,36,3,6,63,52,3,0,8,1,46,1,"5667315"
"ULM",3,37,24,131,0.099,35,3,9,57,68,3,0,4,0,42,0,"5667315"
"Arkansas",5,61,19,171,0.246,58,3,8,82,83,7,0,16,2,72,0,"5667321"
"Saint Mary's (CA)",5,62,28,183,0.186,54,7,14,70,99,3,1,10,4,75,0,"5667321"
"Eastern Mich.",5,53,22,149,0.208,51,9,6,66,87,11,2,30,1,79,0,"5667343"
"IU Indy",5,60,33,177,0.153,55,11,14,63,104,9,1,12,0,78,0,"5667343"
"Iona",3,23,23,111,0,21,1,1,45,70,5,0,8,0,28,0,"5667362"
"Eastern Ky.",3,43,15,111,0.252,37,5,4,52,44,1,1,20,0,59,1,"5667362"
"FIU",3,33,19,101,0.139,29,4,4,29,68,7,0,10,2,42,0,"5362652"
"Ohio St.",3,45,15,99,0.303,43,7,5,34,55,4,2,12,0,60,0,"5362652"
"Liberty",3,33,19,94,0.149,32,3,6,29,61,5,1,10,0,42,1,"5365038"
"Iowa",3,44,12,98,0.327,31,5,12,27,57,3,2,15,2,58.5,1,"5365038"
"Wofford",5,68,25,162,0.265,61,1,9,80,88,6,1,10,1,75,1,"5667332"
"North Ala.",5,56,23,165,0.2,48,6,13,62,97,1,3,10,1,70,0,"5667332"
"TCU",4,47,19,124,0.226,46,11,8,48,77,5,2,8,3,64,0,"5667337"
"Oklahoma",4,53,27,138,0.188,51,5,9,51,87,11,1,18,2,68,1,"5667337"
"Southern U.",4,30,32,128,-0.016,22,10,4,49,78,5,3,4,1,45,0,"5667336"
"Northwestern St.",4,53,23,132,0.227,46,5,18,52,79,10,6,18,1,73,0,"5667336"
"Villanova",4,39,14,111,0.225,39,7,9,36,88,10,1,14,4,54,0,"5667254"
"Santa Clara",4,64,17,124,0.379,61,10,9,53,65,7,1,10,1,80,0,"5667254"
"UC Irvine",5,65,36,179,0.162,61,10,6,86,90,8,1,12,2,82,0,"5667256"
"Tulane",5,50,22,167,0.168,47,8,12,59,104,10,1,26,4,72,0,"5667256"
"Penn St.",4,60,14,134,0.343,55,3,13,50,69,0,6,6,0,72,0,"5682795"
"Tennessee",4,48,23,133,0.188,46,0,8,52,83,3,5,4,0,55,0,"5682795"
"UMES",5,47,25,153,0.144,42,5,14,76,89,11,9,0,7,61,0,"5697070"
"Mercyhurst",5,42,28,154,0.091,39,11,12,71,84,5,7,0,2,60,0,"5697070"
"Delaware",5,61,25,186,0.194,58,2,11,79,99,8,4,20,3,77,0,"5374986"
"Michigan",5,69,27,199,0.211,67,8,15,87,95,2,0,14,2,84,0,"5374986"
"Siena",4,41,26,129,0.116,37,8,14,38,88,6,1,8,0,54,2,"5667442"
"Holy Cross",4,49,14,114,0.307,44,6,11,49,66,8,6,2,3,62,1,"5667442"
"Troy",4,64,22,163,0.258,62,8,8,67,82,4,2,16,1,82,0,"5667439"
"New Hampshire",4,51,21,146,0.205,46,4,5,63,91,8,1,20,1,66,0,"5667439"
"Lehigh",4,52,20,115,0.278,46,7,12,37,66,3,5,6,0,67,0,"5667435"
"Morgan St.",4,37,25,103,0.117,34,3,8,36,83,7,5,8,1,49,2,"5667435"
"South Fla.",3,30,17,94,0.138,28,1,10,35,64,5,0,4,0,33,1,"5667425"
"Florida St.",3,41,8,90,0.367,38,5,10,39,42,1,4,12,0,56,1,"5667425"
"N.C. Central",3,32,24,99,0.081,30,6,6,41,66,11,0,10,0,43,0,"5667423"
"N.C. A&T",3,33,16,94,0.181,31,11,7,39,58,6,3,16,0,55,0,"5667423"
"Pacific",5,60,24,189,0.19,54,4,10,66,96,5,1,10,0,70,0,"5667370"
"Iowa St.",5,68,26,190,0.221,54,5,16,69,101,4,3,10,0,81,1,"5667370"
"Campbell",4,37,26,135,0.081,30,5,8,62,78,7,1,20,4,53,0,"5667387"
"Abilene Christian",4,51,29,154,0.143,39,7,13,64,78,5,1,16,1,67,0,"5667387"
"Virginia Tech",5,45,31,164,0.085,42,4,10,61,91,2,5,18,1,63,0,"5667394"
"Winthrop",5,62,34,181,0.155,57,2,14,80,88,4,3,4,0,69,0,"5667394"
"George Mason",4,42,38,146,0.027,37,5,9,61,78,6,0,14,0,54,0,"5667395"
"Howard",4,41,22,128,0.148,38,6,16,59,78,5,1,30,0,63,0,"5667395"
"Rhode Island",3,40,18,122,0.18,39,9,9,43,73,5,0,6,1,52,0,"5667399"
"North Florida",3,46,10,111,0.324,44,5,6,54,58,9,2,10,0,58,0,"5667399"
"Hofstra",3,38,13,112,0.223,36,5,10,57,61,3,5,8,2,52,1,"5667400"
"Wake Forest",3,39,18,131,0.16,35,3,7,47,64,5,0,8,5,46,2,"5667400"
"Cleveland St.",3,25,13,102,0.118,21,1,7,39,68,4,0,10,3,31,0,"5667401"
"North Carolina",3,50,14,107,0.336,43,4,5,57,41,1,1,8,1,59,0,"5667401"
"UC Riverside",3,30,17,96,0.135,29,5,8,36,65,4,2,2,0,38,0,"5667402"
