"Name","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RetAtt","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE","match_id"
"Western Ky.",4,55,23,132,0.242,54,8,12,53,77,8,0,14,2,70,2,"3238344"
"Marquette",4,40,23,124,0.137,40,8,13,44,86,8,3,6,3,54,0,"3238344"
"Houston Christian",5,47,34,212,0.061,44,6,2,108,104,6,0,40,1,73,1,"3238352"
"Texas Tech",5,70,45,233,0.107,63,6,9,109,107,6,0,30,0,91,1,"3238352"
"UNC Greensboro",3,25,19,98,0.061,24,4,5,38,69,8,3,2,2,33,1,"3238382"
"East Carolina",3,41,12,100,0.29,35,8,5,48,44,4,3,10,0,57,0,"3238382"
"Saint Mary's (CA)",3,42,10,84,0.381,41,5,4,35,43,1,1,14,2,55,0,"3238381"
"Manhattan",3,32,15,89,0.191,29,1,9,27,69,5,1,8,3,38,0,"3238381"
"Evansville",3,38,17,109,0.193,37,4,4,49,71,7,5,12,0,53,0,"3238355"
"Southeast Mo. St.",3,45,23,125,0.176,41,7,4,47,69,4,3,8,0,59,0,"3238355"
"Green Bay",3,47,14,117,0.282,44,8,7,47,62,2,3,8,0,62,0,"3238363"
"South Dakota St.",3,39,19,113,0.177,36,2,2,48,69,8,2,8,1,47,0,"3238363"
"Iona",3,24,19,93,0.054,22,2,6,39,60,8,2,0,0,28,1,"3238371"
"Temple",3,39,9,95,0.316,37,8,13,36,46,2,3,10,0,55,1,"3238371"
"Charleston So.",3,30,25,107,0.047,28,2,2,48,67,6,0,4,0,34,1,"3238373"
"Charlotte",3,40,10,108,0.278,38,6,7,47,49,2,0,12,0,52,1,"3238373"
"Kent St.",3,26,19,100,0.07,25,1,5,43,65,4,1,2,0,29,1,"3238374"
"Butler",3,44,18,112,0.232,40,4,9,52,51,1,1,10,1,54,0,"3238374"
"Holy Cross",3,29,15,92,0.152,27,1,3,39,62,10,1,10,0,36,0,"3238376"
"Fla. Atlantic",3,47,14,110,0.3,46,10,11,42,55,1,1,4,0,60,0,"3238376"
"Kennesaw St.",3,52,17,105,0.333,47,5,9,37,61,3,3,8,1,64,0,"3238377"
"North Dakota",3,37,19,101,0.178,34,3,8,29,74,5,1,8,1,45,1,"3238377"
"Le Moyne",3,10,23,88,-0.148,8,4,5,28,68,5,1,8,1,19,0,"3238378"
"Davidson",3,40,14,88,0.295,37,5,5,43,31,4,2,6,1,50,0,"3238378"
"William & Mary",3,33,25,110,0.073,29,2,11,33,66,5,2,0,0,37,1,"3238385"
"App State",3,32,9,89,0.258,28,5,7,37,50,2,8,6,0,48,1,"3238385"
"Portland",4,45,19,133,0.195,38,12,11,42,76,7,2,8,0,63,2,"3238368"
"A&M-Corpus Christi",4,46,23,126,0.183,41,7,11,50,85,12,5,0,0,58,0,"3238368"
"Morgan St.",3,21,20,78,0.013,19,2,9,19,66,5,0,8,0,27,0,"3238386"
"Virginia Tech",3,40,10,75,0.4,36,5,7,32,33,2,0,8,1,49,0,"3238386"
"Little Rock",3,24,27,101,-0.03,23,5,5,43,67,8,2,2,0,32,0,"3238369"
"Arkansas St.",3,35,15,100,0.2,35,8,7,47,51,5,2,14,1,52,3,"3238369"
"Queens (NC)",4,49,28,155,0.135,45,4,9,73,86,5,1,10,0,59,0,"3238398"
"USC Upstate",4,53,15,154,0.247,49,5,10,74,75,4,1,18,1,68,1,"3238398"
"Colgate",4,49,17,136,0.235,45,5,12,55,82,4,2,26,0,69,0,"3238396"
"Central Ark.",4,48,31,157,0.108,46,4,6,61,86,5,0,14,0,59,0,"3238396"
"Southern Ind.",4,48,23,164,0.152,46,8,14,70,86,4,4,4,2,62,0,"3238395"
"New Hampshire",4,55,19,150,0.24,49,4,10,80,77,8,0,14,3,66,0,"3238395"
"Alabama A&M",3,26,25,84,0.012,21,7,13,31,64,6,3,10,1,41,1,"3238394"
"UNC Asheville",3,29,11,75,0.24,26,6,9,30,44,7,3,14,0,45,0,"3238394"
"South Carolina St.",3,20,15,98,0.051,18,1,6,39,58,6,0,4,0,23,0,"3238329"
"Georgia St.",3,47,9,99,0.384,41,6,16,47,46,1,0,6,0,56,2,"3238329"
"Saint Francis",5,54,29,144,0.174,52,6,14,52,94,7,1,10,7,66,1,"3238383"
"Belmont",5,56,25,139,0.223,48,7,13,55,87,6,1,26,1,77,3,"3238383"
"Jacksonville",5,63,18,166,0.271,58,3,15,71,87,10,2,16,2,76,0,"3238681"
"California Baptist",5,55,19,156,0.231,51,10,12,69,85,3,0,14,2,72,0,"3238681"
"UC Davis",4,46,18,122,0.23,45,10,9,41,77,6,2,22,1,69,1,"3238335"
"Arizona",4,47,26,119,0.176,41,6,7,48,82,10,2,4,2,57,0,"3238335"
"Eastern Wash.",3,29,18,96,0.115,23,7,5,26,72,8,1,14,3,44,3,"3238336"
"CSU Bakersfield",3,47,17,105,0.286,38,8,7,35,65,7,0,14,4,62,0,"3238336"
"New Mexico",3,38,15,120,0.192,37,6,2,71,52,0,0,10,2,49,2,"3238362"
"Seton Hall",3,34,23,133,0.083,31,0,3,60,73,6,1,8,0,39,4,"3238362"
"St. Thomas (MN)",5,52,26,164,0.159,51,9,6,58,100,7,1,18,3,71,0,"3238375"
"UIC",5,67,35,167,0.192,63,7,7,72,100,9,0,20,6,84,0,"3238375"
"Marshall",3,41,12,101,0.287,40,7,3,50,48,5,3,10,0,56,1,"3238400"
"Bethune-Cookman",3,31,19,106,0.113,31,5,7,42,71,7,2,12,1,44,0,"3238400"
"UIW",3,46,13,87,0.379,38,9,12,37,47,3,1,2,1,57,2,"3238392"
"Ark.-Pine Bluff",3,17,11,73,0.082,13,3,5,18,61,9,2,4,3,24,0,"3238392"
"Tex. A&M-Commerce",3,22,21,91,0.011,22,2,2,28,70,11,2,10,0,31,1,"3238391"
"Missouri St.",3,39,17,89,0.247,35,11,4,38,45,2,0,21,0,60.5,1,"3238391"
"UMBC",5,48,30,166,0.108,48,7,6,57,95,3,3,20,1,68,5,"3238401"
"Ohio",5,60,30,159,0.189,58,3,12,69,98,7,1,24,0,76,3,"3238401"
"Grambling",3,28,18,101,0.099,27,4,9,37,69,7,1,4,2,35,0,"3238387"
"Southeastern La.",3,41,11,99,0.303,40,7,4,54,41,4,0,8,1,52,0,"3238387"
"Mississippi Val.",3,11,18,54,-0.13,10,3,8,19,61,11,0,2,1,15,2,"3238389"
"Alabama",3,36,4,61,0.525,35,11,13,23,25,3,5,4,0,54,1,"3238389"
"Winthrop",3,30,17,99,0.131,27,2,2,37,66,5,3,14,1,42,0,"3238372"
"Wyoming",3,49,12,104,0.356,46,5,8,41,52,2,4,8,1,62,0,"3238372"
"ULM",3,25,19,82,0.073,24,5,4,29,64,11,0,2,1,31,0,"3238393"
"Eastern Ill.",3,41,11,82,0.366,40,11,10,36,49,5,0,9,1,56.5,1,"3238393"
"NC State",4,54,13,126,0.325,51,8,14,46,64,5,0,14,0,69,0,"3238370"
"Utah Valley",4,39,19,114,0.175,36,5,9,43,81,8,0,20,0,54,0,"3238370"
"Pacific",5,61,26,177,0.198,57,2,11,67,102,6,2,6,0,68,0,"3238408"
"North Carolina",5,66,32,169,0.201,62,6,9,71,99,2,4,14,5,83,5,"3238408"
"Notre Dame",5,64,33,175,0.177,60,10,9,67,96,2,1,14,3,82,0,"3238402"
"Wichita St.",5,59,20,161,0.242,54,2,7,63,94,10,5,16,3,74,1,"3238402"
"Oregon St.",5,57,21,140,0.257,54,4,12,66,81,11,4,18,1,74,1,"3238388"
"Montana St.",5,47,30,150,0.113,46,11,12,56,93,4,4,14,1,69,2,"3238388"
"Utah Tech",5,54,30,186,0.129,49,3,7,86,105,12,1,16,0,66,0,"3238390"
"Weber St.",5,58,22,177,0.203,53,12,5,86,80,3,1,20,1,81,1,"3238390"
"Portland",4,49,38,141,0.078,44,8,7,59,82,7,2,8,0,63,0,"3238404"
"Nicholls",4,36,15,122,0.172,29,7,6,42,74,8,0,24,4,55,0,"3238404"
"Stetson",4,56,26,172,0.174,51,6,5,87,69,6,4,18,1,75,1,"3238429"
"Presbyterian",4,32,23,149,0.06,27,6,5,75,92,6,2,10,0,45,5,"3238429"
"Mississippi Val.",3,16,18,72,-0.028,13,2,7,22,67,10,0,4,0,20,1,"3238427"
"Mercer",3,39,10,74,0.392,33,10,7,33,29,2,1,12,1,56,0,"3238427"
"Gardner-Webb",3,42,15,102,0.265,41,6,5,54,51,7,3,4,3,53,1,"3238423"
"Stony Brook",3,29,18,111,0.099,28,7,8,39,68,6,1,8,2,41,0,"3238423"
"Western Caro.",3,27,14,95,0.137,27,1,4,27,72,10,1,0,1,29,0,"3238412"
"Florida St.",3,47,7,85,0.471,44,10,2,45,35,1,0,12,1,63,0,"3238412"
"Southern Utah",4,54,17,135,0.274,46,7,13,62,73,5,1,14,1,69,2,"3238413"
"Providence",4,45,20,135,0.185,42,5,10,50,85,7,1,12,0,57,2,"3238413"
"Southern Ill.",4,54,20,143,0.238,51,8,11,54,80,11,2,10,0,69,0,"3238415"
"Central Mich.",4,40,21,132,0.144,38,11,6,58,80,8,2,10,1,58,0,"3238415"
"Indiana St.",4,42,20,149,0.148,41,4,4,58,85,1,0,8,2,50,1,"3238416"
"Xavier",4,67,15,155,0.335,65,1,12,73,74,4,3,4,1,73,1,"3238416"
"Delaware St.",3,43,20,113,0.204,40,5,6,52,66,10,1,12,1,55,0,"3238418"
"NJIT",3,31,23,116,0.069,29,10,4,43,68,5,0,4,2,43,0,"3238418"
"ETSU",3,27,27,88,0,26,2,7,26,69,7,2,6,0,34,0,"3238419"
"Bowling Green",3,33,15,78,0.231,30,7,5,31,45,2,3,8,0,47,0,"3238419"
"Villanova",5,59,23,164,0.22,56,3,14,57,93,5,5,6,0,70,1,"3238421"
"UNI",5,60,25,153,0.229,58,5,15,68,89,3,1,16,5,74,2,"3238421"
"Marist",4,58,33,148,0.169,55,4,8,63,93,7,2,8,0,68,1,"3238422"
"UT Martin",4,50,19,145,0.214,45,7,7,47,84,4,3,28,0,74,1,"3238422"
"Jacksonville St.",5,68,24,161,0.273,62,9,11,67,92,3,2,16,0,87,0,"3238410"
"McNeese",5,50,24,155,0.168,47,3,5,55,99,9,5,10,7,63,0,"3238410"
"N.C. Central",5,67,38,173,0.168,63,14,16,65,104,5,4,10,0,90,1,"3238409"
"Alabama A&M",5,54,16,147,0.259,48,5,10,60,95,14,8,8,1,71,0,"3238409"
"Chattanooga",3,39,9,90,0.333,35,9,3,47,35,2,0,10,2,53,0,"3238430"
"South Carolina St.",3,25,20,96,0.052,19,2,6,39,71,9,0,2,2,28,0,"3238430"
"CSUN",5,48,25,144,0.16,44,6,4,60,89,17,0,20,1,64,1,"3238384"
"Santa Clara",5,53,31,157,0.14,51,17,12,59,97,6,0,28,3,84,1,"3238384"
"Washington St.",3,52,10,99,0.424,50,2,5,48,49,3,2,12,4,62,0,"3238397"
"Wright St.",3,32,19,112,0.116,30,3,2,34,69,2,0,2,3,36,0,"3238397"
"Grand Canyon",3,38,4,87,0.391,36,11,9,32,46,4,5,10,1,59,0,"3238399"
"Northeastern",3,35,16,88,0.216,32,4,8,40,64,11,1,2,0,41,1,"3238399"
"Pittsburgh",4,37,32,147,0.034,37,5,6,54,82,3,1,18,1,52,4,"3238405"
"BYU",4,52,21,138,0.225,45,3,15,64,75,5,1,26,0,69,1,"3238405"
"William & Mary",5,46,23,167,0.138,38,9,4,64,75,5,2,22,0,68,0,"3238414"
"Tennessee Tech",5,43,30,156,0.083,39,5,9,75,97,9,3,4,0,53,0,"3238414"
"St. John's (NY)",4,49,26,134,0.172,47,6,3,43,83,6,2,14,5,64,0,"3238417"
"Ole Miss",4,56,24,135,0.237,56,6,9,46,89,6,1,26,3,76,5,"3238417"
"Radford",3,29,29,113,0,28,2,8,37,66,6,0,10,0,36,0,"3238436"
"Southern Ind.",3,33,16,90,0.189,30,6,9,44,50,2,2,10,2,46,0,"3238436"
"Pepperdine",3,38,14,130,0.185,37,2,4,52,70,2,0,16,0,48,2,"3238425"
"Kansas",3,53,16,131,0.282,50,2,6,71,60,2,3,8,0,62,0,"3238425"
"Northwestern St.",3,36,16,102,0.196,34,2,6,48,67,5,1,6,2,42,0,"3238426"
"Louisiana",3,48,16,119,0.269,44,5,8,48,61,2,0,8,0,57,0,"3238426"
"Tennessee St.",5,43,19,158,0.152,34,10,10,58,94,8,1,28,0,68,2,"3238458"
"Murray St.",5,65,31,167,0.204,57,8,12,81,92,10,1,6,0,77,0,"3238458"
"Saint Peter's",3,20,15,89,0.056,19,7,2,35,69,8,3,2,1,31,4,"3238434"
"Duquesne",3,44,13,100,0.31,42,8,4,52,47,7,0,8,0,56,2,"3238434"
"Jackson St.",3,30,29,124,0.008,26,2,6,51,71,4,2,6,0,37,0,"3238424"
"Tulane",3,34,9,100,0.25,29,4,3,54,39,2,4,20,2,52,0,"3238424"
"SMU",3,31,12,93,0.204,29,5,7,53,41,3,3,10,2,44,0,"3238431"
"Lipscomb",3,32,22,117,0.085,31,3,15,47,66,5,1,8,0,40,1,"3238431"
"Rutgers",3,44,8,92,0.391,41,6,8,56,48,4,1,6,1,54,0,"3213407"
"N.C. A&T",3,34,16,115,0.157,31,4,9,37,67,6,1,2,1,40,0,"3213407"
"UCF",4,50,19,132,0.235,44,9,10,54,74,5,0,10,2,64,0,"3238443"
"Navy",4,47,28,143,0.133,43,5,9,54,87,9,1,6,3,56,2,"3238443"
"Furman",3,48,15,99,0.333,44,2,6,41,47,6,0,4,0,52,0,"3238444"
"Morgan St.",3,24,19,90,0.056,23,6,6,29,68,2,1,10,1,36,0,"3238444"
"Holy Cross",4,48,26,120,0.183,41,12,4,48,72,12,1,14,0,68,0,"3238445"
"FDU",4,45,19,117,0.222,42,12,19,41,95,12,3,10,0,65,0,"3238445"
"West Virginia",3,46,14,84,0.381,42,9,11,40,44,0,0,4,1,57,1,"3238446"
"Le Moyne",3,18,16,82,0.024,14,0,2,21,62,9,1,2,2,20,0,"3238446"
"USC Upstate",3,35,12,99,0.232,32,6,5,50,55,10,3,10,1,49,0,"3238448"
"Stonehill",3,33,24,109,0.083,30,10,7,46,69,6,0,4,1,45,1,"3238448"
"Seattle U",3,37,9,101,0.277,33,5,2,49,54,5,3,10,1,50,0,"3238403"
"Idaho",3,44,21,123,0.187,39,5,8,49,72,5,1,4,1,52,0,"3238403"
"San Diego St.",4,58,29,150,0.193,55,6,10,69,81,6,7,15,8,78.5,3,"3238407"
"Cal St. Fullerton",4,40,27,145,0.09,38,6,8,60,90,6,2,16,6,56,1,"3238407"
"Saint Francis",4,53,26,131,0.206,48,7,12,44,84,4,0,10,2,65,0,"3238463"
"Canisius",4,50,14,114,0.316,49,4,10,40,73,7,2,10,2,61,0,"3238463"
"Fairfield",4,46,19,138,0.196,41,7,10,57,74,6,4,8,0,61,0,"3238462"
"Central Conn. St.",4,43,21,128,0.172,40,6,7,59,75,7,3,2,0,53,0,"3238462"
"Eastern Mich.",5,51,22,158,0.184,48,8,8,67,87,9,9,10,10,73,0,"3238461"
"IU Indy",5,60,30,184,0.163,50,9,14,61,101,8,3,2,19,73,4,"3238461"
"Oklahoma",4,58,26,128,0.25,53,7,16,41,78,9,1,13,3,72.5,0,"3238460"
"Purdue Fort Wayne",4,35,20,101,0.149,33,9,10,34,80,7,1,11,2,50.5,0,"3238460"
"ULM",5,57,24,160,0.206,57,11,8,79,88,12,1,16,2,77,1,"3238453"
"Akron",5,50,28,171,0.129,47,12,8,70,97,11,1,20,0,73,1,"3238453"
"Loyola Maryland",4,46,26,129,0.155,39,1,13,39,88,10,1,8,0,52,1,"3238451"
"Delaware",4,47,16,108,0.287,42,10,10,48,63,1,0,30,1,72,1,"3238451"
"High Point",5,46,18,140,0.2,40,9,17,64,95,16,1,22,0,67,2,"3238450"
"James Madison",5,55,28,166,0.163,49,16,13,71,84,9,5,12,1,82,0,"3238450"
"FIU",3,41,16,92,0.272,34,10,7,30,43,1,0,14,0,58,0,"3238459"
"Lamar University",3,23,17,79,0.076,17,1,5,25,67,10,3,8,0,31,1,"3238459"
"Tex. A&M-Commerce",3,38,11,84,0.321,36,10,5,42,46,4,1,10,0,54,1,"3238442"
"Texas Southern",3,28,16,92,0.13,26,4,6,27,69,10,1,6,0,36,2,"3238442"
"Miami (OH)",3,43,10,82,0.402,37,5,10,34,50,6,1,2,0,50,0,"3238440"
"Alcorn",3,22,17,77,0.065,18,6,5,24,63,5,2,2,0,31,0,"3238440"
"North Ala.",3,48,14,99,0.343,46,8,6,34,56,4,0,8,0,60,1,"3238439"
"Little Rock",3,32,16,85,0.188,31,4,3,30,67,8,2,8,2,42,0,"3238439"
"UTEP",3,42,10,103,0.311,39,10,8,46,52,4,0,8,4,56,4,"3238438"
"Grambling",3,29,17,98,0.122,27,4,6,40,65,10,2,6,1,38,0,"3238438"
"Florida A&M",4,46,18,119,0.235,44,5,6,44,85,5,2,4,3,55,5,"3238435"
"Austin Peay",4,56,24,129,0.248,53,5,7,50,80,5,3,8,1,68,2,"3238435"
"Loyola Chicago",3,40,17,111,0.207,37,6,10,54,66,4,0,6,2,49,1,"3238428"
"Creighton",3,46,12,119,0.286,38,4,10,48,63,6,0,6,2,53,2,"3238428"
"Coastal Carolina",5,70,28,181,0.232,63,10,13,81,92,3,0,10,2,85,2,"3238454"
"Charleston So.",5,49,24,168,0.149,45,3,3,72,99,10,1,20,4,63,1,"3238454"
"Prairie View",3,23,13,88,0.114,21,11,6,28,63,5,1,4,1,37,0,"3238449"
"UIW",3,45,13,105,0.305,41,5,10,40,60,11,1,8,0,55,0,"3238449"
"A&M-Corpus Christi",4,47,19,145,0.193,39,11,8,71,73,3,3,8,1,65,2,"3238447"
"Oral Roberts",4,50,25,172,0.145,45,3,15,63,92,11,1,8,1,58,0,"3238447"
"Baylor",4,41,27,120,0.117,38,7,10,52,77,6,2,7,5,53.5,0,"3147010"
"Wisconsin",4,52,10,122,0.344,48,6,17,44,67,7,1,14,0,66,1,"3147010"
"UT Arlington",4,51,21,120,0.25,51,7,14,36,79,5,5,21,2,73.5,1,"3238489"
"Bryant",4,42,33,115,0.078,40,5,5,37,82,7,0,22,2,58,0,"3238489"
"St. Thomas (MN)",4,52,27,154,0.162,51,7,9,74,86,4,1,8,2,64,0,"3238455"
"Lindenwood",4,56,21,162,0.216,53,4,10,61,84,7,0,28,3,74,0,"3238455"
"New Orleans",4,48,20,150,0.187,48,6,13,52,92,3,0,14,3,61,2,"3238484"
"Georgia St.",4,59,23,146,0.247,56,3,9,61,76,6,3,18,2,74,0,"3238484"
"Campbell",5,54,24,158,0.19,52,6,5,61,98,6,1,16,0,69,0,"3238487"
"North Texas",5,68,23,160,0.281,62,6,6,71,89,6,4,10,0,83,0,"3238487"
"Fresno St.",4,40,27,133,0.098,36,9,10,42,83,8,3,6,1,55,0,"3238379"
"UC San Diego",4,45,18,114,0.237,39,8,9,53,71,9,2,26,1,68,2,"3238379"
"Seton Hall",3,40,20,110,0.182,34,6,7,50,56,3,0,16,0,54,2,"3238420"
"San Francisco",3,27,21,108,0.056,25,3,6,41,66,6,1,12,1,37,1,"3238420"
"Troy",3,29,17,87,0.138,26,1,9,22,65,11,1,0,0,31,1,"3238472"
"Louisville",3,37,8,72,0.403,35,11,9,29,39,1,0,14,0,55,0,"3238472"
"Ohio St.",3,44,15,95,0.305,42,3,4,41,53,4,6,6,1,56,0,"3146853"
"Northern Ky.",3,35,21,102,0.137,31,4,7,30,70,3,1,18,0,49,0,"3146853"
"Georgetown",4,47,13,126,0.27,41,6,9,56,75,7,0,23,0,64.5,2,"3238465"
"Howard",4,54,32,149,0.148,50,7,11,60,90,6,3,10,0,69,0,"3238465"
"Fordham",3,41,13,106,0.264,39,2,5,46,49,1,1,12,0,50,2,"3238466"
"UNCW",3,30,22,110,0.073,29,1,6,38,68,2,1,6,0,35,2,"3238466"
"East Carolina",3,31,18,104,0.125,30,2,6,44,68,4,5,2,1,39,1,"3238468"
"Ga. Southern",3,44,18,111,0.234,38,4,7,51,58,2,6,2,1,55,1,"3238468"
"Siena",3,21,18,78,0.038,18,6,14,22,63,11,2,14,4,36,0,"3238470"
"Hofstra",3,33,18,82,0.183,28,11,11,33,45,6,4,8,0,52,0,"3238470"
"Alabama St.",3,30,18,105,0.114,30,1,8,42,67,5,4,6,1,38,0,"3238483"
"Cincinnati",3,43,16,108,0.25,40,5,6,48,49,1,1,10,0,54,2,"3238483"
"Marquette",5,61,21,175,0.229,59,4,11,83,91,5,1,16,1,74,1,"3238437"
"Drake",5,61,26,180,0.194,60,5,11,85,90,4,0,18,1,75,0,"3238437"
"UMES",5,54,29,133,0.188,51,7,15,50,87,9,3,14,0,71,0,"3238481"
"UNC Asheville",5,46,26,128,0.156,43,9,14,39,88,7,3,14,0,65,1,"3238481"
"Towson",3,42,13,103,0.282,37,4,11,44,57,2,1,22,1,58,0,"3238479"
"South Carolina",3,34,23,110,0.1,31,2,5,44,63,4,1,4,1,39,1,"3238479"
"Milwaukee",4,37,21,125,0.128,35,2,12,43,86,7,7,12,0,52,3,"3238477"
"Western Mich.",4,53,24,129,0.225,50,7,9,60,61,2,2,8,1,66,0,"3238477"
"Georgia Tech",3,44,9,92,0.38,43,6,4,42,46,7,4,8,2,58,0,"3238476"
"South Fla.",3,27,19,99,0.081,27,7,3,34,69,6,0,2,0,35,1,"3238476"
"Bucknell",3,27,20,104,0.067,26,0,10,41,66,5,2,12,1,35,0,"3238474"
"Liberty",3,39,24,113,0.133,38,5,8,45,51,0,0,16,0,52,0,"3238474"
"George Washington",3,31,19,113,0.106,31,3,10,49,68,3,1,16,0,43,1,"3238473"
"American",3,42,16,114,0.228,39,3,7,54,49,3,2,12,2,53,0,"3238473"
