"Name","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RetAtt","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE","match_id"
"LeMoyne-Owen",4,32,23,119,0.076,26,6,6,41,91,11,1,10,12,44,0,"3243001"
"Lock Haven",3,23,18,74,0.068,22,7,4,36,36,3,3,4,0,35,0,"3727762"
"Central St. (OH)",3,23,25,94,-0.021,23,3,13,31,70,7,2,4,0,30,2,"3727762"
"Warren Wilson",3,25,6,0,0,19,3,0,38,0,0,7,4,0,37,0,"3243020"
"Salem (WV)",3,54,16,92,0.413,25,1,2,59,0,0,6,2,0,62,0,"3243020"
"Shepherd",3,38,9,85,0.341,30,10,8,39,37,4,2,4,0,52,0,"3243018"
"Davis & Elkins",3,16,20,80,-0.05,14,4,3,35,66,10,1,4,1,23,3,"3243018"
"UIndy",3,44,14,121,0.248,41,12,2,59,47,2,1,10,3,62,2,"3243015"
"Glenville St.",3,24,15,101,0.089,23,2,2,51,72,12,2,16,1,36,0,"3243015"
"Charleston (WV)",3,26,23,98,0.031,24,2,3,33,69,6,1,2,1,30,0,"3243005"
"Lewis",3,41,10,90,0.344,38,6,5,39,42,2,3,12,1,56,0,"3243005"
"Harding",3,33,22,121,0.091,32,3,7,44,67,6,1,8,1,41,0,"3243008"
"McKendree",3,41,22,112,0.17,36,6,9,56,64,3,0,8,0,51,1,"3243008"
"Ark.-Monticello",3,22,26,81,-0.049,22,6,5,22,74,14,0,2,0,29,0,"3243012"
"Alas. Anchorage",3,28,9,62,0.306,26,14,0,26,34,6,5,8,0,51,0,"3243012"
"Kutztown",4,39,20,140,0.136,42,4,7,66,74,9,5,2,5,49,0,"3243421"
"Mercyhurst",4,27,20,133,0.053,30,8,9,51,82,5,3,7,3,41.5,0,"3243421"
"Quincy",4,57,27,136,0.221,53,8,3,45,81,6,2,12,4,73,0,"3243024"
"Adelphi",4,50,24,125,0.208,47,6,6,44,92,8,3,20,3,69,1,"3243024"
"Bloomsburg",3,31,16,101,0.149,28,3,9,37,69,6,0,0,0,34,1,"3243039"
"Gannon",3,43,6,93,0.398,41,6,4,43,37,3,1,6,2,53,0,"3243039"
"Lincoln Memorial",5,52,30,164,0.134,49,8,6,71,93,6,1,8,4,65,4,"3243058"
"Barton",5,56,25,157,0.197,54,6,9,68,91,8,2,12,0,70,1,"3243058"
"Mississippi Col.",4,60,24,141,0.255,55,8,10,68,70,5,2,10,2,75,1,"3243013"
"Georgia College",4,35,17,125,0.144,31,5,7,47,84,8,0,16,0,48,1,"3243013"
"Christian Brothers",4,48,18,146,0.205,39,9,14,58,85,4,5,2,0,63,0,"3243032"
"Ouachita Baptist",4,54,23,146,0.212,41,4,11,66,79,9,1,4,0,61,1,"3243032"
"Upper Iowa",4,59,24,180,0.194,55,10,6,69,94,12,6,2,1,76,3,"3243064"
"Northwestern Okla.",4,54,13,166,0.247,49,12,7,65,86,10,10,2,0,77,1,"3243064"
"Albany St. (GA)",4,41,19,127,0.173,36,6,13,43,92,5,4,6,2,54,5,"3243128"
"West Ga.",4,53,16,119,0.311,44,5,4,57,61,6,0,8,1,62,2,"3243128"
"Shippensburg",5,54,23,175,0.177,51,8,8,83,99,7,0,14,0,69,0,"3243074"
"West Liberty",5,63,29,191,0.178,59,7,7,85,93,8,6,6,0,79,0,"3243074"
"Jefferson",4,56,13,145,0.297,52,5,2,84,73,9,0,18,1,70,1,"3243120"
"D'Youville",4,55,27,174,0.161,47,9,9,68,94,5,2,4,1,68,0,"3243120"
"Holy Family",3,14,20,99,-0.061,12,3,4,49,63,11,0,4,0,19,0,"3243137"
"Bentley",3,32,12,100,0.2,29,11,11,57,37,3,2,8,0,49,0,"3243137"
"Molloy",3,25,17,86,0.093,25,6,3,33,63,13,2,4,1,35,0,"3243136"
"St. Anselm",3,42,11,91,0.341,39,13,11,37,51,6,1,0,1,56,0,"3243136"
"Mount Olive",4,55,17,174,0.218,53,10,6,72,94,7,1,8,0,70,0,"3243133"
"Alas. Fairbanks",4,67,17,180,0.278,62,7,4,74,87,10,3,4,0,79,0,"3243133"
"Virginia St.",3,28,15,107,0.121,26,3,3,46,67,6,2,10,1,38,1,"3243081"
"West Virginia St.",3,45,17,116,0.241,40,6,6,59,53,3,1,10,3,57,0,"3243081"
"Bowie St.",3,23,21,81,0.025,19,4,9,22,66,7,3,12,1,36,0,"3243142"
"West Va. Wesleyan",3,38,25,92,0.141,36,7,7,30,52,4,5,8,0,54,0,"3243142"
"UIndy",3,41,7,75,0.453,39,7,6,35,33,1,4,12,1,58,0,"3727763"
"Lock Haven",3,20,20,80,0,19,1,4,25,67,7,0,4,1,23,2,"3727763"
"Rockhurst",3,35,12,109,0.211,34,5,7,58,52,4,0,8,2,44,0,"3243100"
"William Jewell",3,37,21,124,0.129,35,4,9,57,67,5,1,10,2,47,5,"3243100"
"Truman St.",4,48,22,134,0.194,45,5,8,64,78,9,1,10,3,59,0,"3243111"
"Union (TN)",4,50,22,139,0.201,49,9,13,56,82,5,3,6,2,65,3,"3243111"
"Southern Conn. St.",4,55,14,166,0.247,54,11,9,91,76,7,1,6,2,70,0,"3243149"
"Queens (NY)",4,53,23,179,0.168,50,7,9,90,90,11,3,2,5,64,0,"3243149"
"Concord",3,39,20,105,0.181,35,6,1,53,60,7,3,2,0,49,1,"3243374"
"Bluefield St.",3,32,25,118,0.059,28,7,3,39,72,5,11,0,1,50,0,"3243374"
"Lane",3,29,26,89,0.034,28,2,7,34,67,6,1,0,4,32,2,"3243193"
"Benedict",3,30,13,77,0.221,29,6,6,34,48,2,1,8,5,41,1,"3243193"
"Daemen",3,50,16,132,0.258,48,11,9,67,55,4,0,8,2,65,0,"3243186"
"New Haven",3,32,12,116,0.172,32,4,8,49,72,11,0,6,0,39,1,"3243186"
"Saint Rose",3,32,24,107,0.075,29,5,5,50,70,11,3,2,0,41,0,"3243146"
"East Stroudsburg",3,33,9,95,0.253,31,11,3,44,46,5,5,2,1,50,0,"3243146"
"Montevallo",4,43,24,158,0.12,42,4,10,78,87,8,3,6,2,53,0,"3243148"
"Augusta",4,49,20,153,0.19,44,8,8,83,66,4,7,14,1,71,0,"3243148"
"Franklin Pierce",3,39,12,121,0.223,38,3,3,61,68,4,2,16,4,52,2,"3243158"
"Bridgeport",3,55,19,150,0.24,52,4,8,68,66,3,2,4,0,63,0,"3243158"
"Slippery Rock",3,36,17,129,0.147,33,3,4,39,70,1,0,14,1,46,0,"3243162"
"Wheeling",3,51,10,109,0.376,50,1,3,63,50,3,0,16,0,60,0,"3243162"
"Francis Marion",5,64,33,156,0.199,62,9,4,68,101,11,5,6,0,81,0,"3243016"
"Elizabeth City St.",5,60,30,169,0.178,59,11,9,48,111,9,9,2,0,81,0,"3243016"
"North Greenville",3,45,13,107,0.299,44,8,5,52,51,6,0,6,0,56,1,"3243218"
"Fayetteville St.",3,30,15,102,0.147,30,6,5,43,69,8,1,8,3,41,2,"3243218"
"Mo.-St. Louis",3,43,10,104,0.317,41,8,3,62,43,3,2,14,1,60,1,"3243144"
"Ill. Springfield",3,26,20,113,0.053,22,3,3,44,70,8,0,2,2,30,1,"3243144"
"Spring Hill",4,53,18,165,0.212,50,2,3,68,73,9,0,12,0,61,1,"3243219"
"Flagler",4,49,26,154,0.149,46,9,8,70,94,2,0,8,4,62,1,"3243219"
"Tex. A&M Int'l",5,44,34,159,0.063,39,6,9,65,102,15,3,18,2,62,0,"3243178"
"DBU",5,52,23,149,0.195,49,15,8,69,75,6,3,24,1,82,0,"3243178"
"Ark.-Fort Smith",5,54,22,188,0.17,50,5,6,107,98,11,4,14,2,70,1,"3243191"
"Angelo St.",5,68,22,218,0.211,67,11,11,101,92,5,0,8,2,83,5,"3243191"
"Tex. Permian Basin",3,37,11,119,0.218,33,0,3,52,70,8,0,13,0,43.5,0,"3243192"
"Texas Woman's",3,52,11,130,0.315,48,8,4,63,51,0,0,6,0,63,0,"3243192"
"Caldwell",3,24,10,79,0.177,20,1,5,24,70,10,3,4,3,30,0,"3243238"
"Pace",3,49,15,97,0.351,46,10,4,41,45,1,0,2,0,60,4,"3243238"
"Pitt.-Johnstown",3,40,9,102,0.304,29,9,10,48,38,1,1,2,0,51,0,"3243309"
"Notre Dame (OH)",3,21,18,90,0.033,20,1,6,44,64,9,4,0,0,26,0,"3243309"
"Lake Erie",3,27,25,103,0.019,24,2,7,34,69,5,0,8,4,33,0,"3243225"
"Hillsdale",3,37,18,90,0.211,30,5,4,49,46,2,3,8,0,49,0,"3243225"
"Walsh",3,42,9,105,0.314,36,7,3,48,52,2,0,10,0,54,1,"3243243"
"Findlay",3,42,19,116,0.198,38,2,6,48,71,7,0,6,0,47,0,"3243243"
"Shepherd",3,37,16,106,0.198,35,6,9,43,65,6,2,4,0,47,0,"3243285"
"Frostburg St.",3,42,13,102,0.284,38,6,9,46,57,6,2,8,1,54,0,"3243285"
"Saint Augustine's",5,51,15,155,0.232,47,5,7,56,99,12,4,16,0,68,2,"3243304"
"Mount Olive",5,70,25,182,0.247,64,12,8,72,88,5,2,8,0,88,1,"3243304"
"JWU (Charlotte)",3,22,13,86,0.105,13,4,4,26,0,10,3,2,0,30,0,"3243311"
"Virginia Union",3,43,13,97,0.309,34,10,6,44,0,4,0,11,0,58.5,0,"3243311"
"Southern Ark.",4,51,12,117,0.333,46,13,3,44,65,6,0,18,1,73,1,"3243320"
"Albany St. (GA)",4,48,18,116,0.259,36,6,8,36,89,13,2,8,0,60,3,"3243320"
"Midwestern St.",4,52,33,201,0.095,47,4,7,104,81,7,2,8,0,62,1,"3243197"
"St. Edward's",4,41,26,183,0.082,36,7,10,97,87,4,3,18,2,60,0,"3243197"
"Minn. Duluth",3,45,11,110,0.309,42,7,10,50,41,1,0,4,0,54,0,"3243221"
"Minot St.",3,19,8,100,0.11,18,1,6,36,63,7,0,4,0,22,0,"3243221"
"Fairmont St.",4,49,19,141,0.213,47,5,4,58,90,13,0,6,0,57,0,"3243410"
"Clarion",4,62,20,151,0.278,59,13,7,67,79,5,0,14,0,82,0,"3243410"
"Molloy",3,43,15,113,0.248,40,7,8,67,51,4,4,6,0,57,0,"3243406"
"Holy Family",3,20,17,107,0.028,18,4,4,53,66,7,1,2,0,26,0,"3243406"
"Alas. Anchorage",4,57,20,154,0.24,54,9,6,59,78,4,2,4,1,70,0,"3243223"
"Henderson St.",4,48,12,128,0.281,42,4,3,61,77,9,4,4,1,58,2,"3243223"
"Tiffin",4,39,28,136,0.081,37,3,8,57,86,7,2,12,3,50,1,"3243263"
"Trevecca Nazarene",4,46,22,137,0.175,41,7,6,61,65,3,0,12,2,59,2,"3243263"
"Lee",5,48,19,142,0.204,44,8,12,57,74,4,1,0,0,57,0,"3243268"
"Ark.-Monticello",5,47,35,149,0.081,39,4,14,63,97,8,4,4,0,57,0,"3243268"
"Southwest Baptist",5,64,29,182,0.192,61,4,4,83,95,3,0,8,0,72,2,"3243279"
"East Central",5,62,24,188,0.202,61,3,7,80,96,4,0,2,2,66,0,"3243279"
"Belmont Abbey",5,49,22,174,0.155,41,6,18,76,86,9,0,2,0,56,0,"3243327"
"Young Harris",5,42,26,165,0.097,36,9,17,76,91,6,0,16,0,59,0,"3243327"
"King (TN)",4,48,14,148,0.23,41,10,12,75,77,7,0,6,2,61,0,"3243350"
"Erskine",4,46,27,159,0.119,43,7,8,78,84,10,0,4,1,55,2,"3243350"
"St. Anselm",5,57,22,169,0.207,56,12,19,73,94,7,0,12,0,75,3,"3243361"
"American Int'l",5,51,26,155,0.161,47,7,8,80,84,12,1,14,1,66,0,"3243361"
"Converse",5,53,30,182,0.126,45,13,9,89,105,9,3,10,0,74,1,"3243362"
"Emmanuel (GA)",5,65,32,204,0.162,54,9,10,90,104,13,4,8,1,82,0,"3243362"
"Limestone",4,60,25,180,0.194,57,2,5,89,84,9,3,10,1,70,0,"3243373"
"UVA Wise",4,45,25,171,0.117,44,9,4,81,86,2,5,14,3,66,0,"3243373"
"Valdosta St.",4,41,24,164,0.104,38,6,6,83,97,7,5,18,3,61,3,"3243378"
"USC Aiken",4,56,27,175,0.166,52,7,4,88,76,6,4,2,0,68,0,"3243378"
"Glenville St.",3,29,12,82,0.207,26,12,7,44,54,9,2,6,0,46,2,"3243379"
"Bowie St.",3,22,20,90,0.022,17,9,5,36,67,12,4,5,0,37.5,4,"3243379"
"Seton Hill",3,37,14,92,0.25,34,10,5,39,44,6,2,8,0,53,0,"3243380"
"Central St. (OH)",3,26,19,86,0.081,25,6,8,34,69,10,1,10,0,38,0,"3243380"
"Allen",4,36,32,135,0.03,33,5,10,61,94,12,1,8,6,46,0,"3243399"
"Lane",4,42,29,133,0.098,37,12,7,67,77,5,0,4,2,56,1,"3243399"
"Virginia St.",3,25,13,96,0.125,22,3,5,38,67,6,0,6,1,31,0,"3727939"
"West Virginia St.",3,50,14,104,0.346,44,6,8,55,45,3,0,8,2,60,0,"3727939"
"Daemen",3,38,19,148,0.128,34,3,6,54,68,2,2,2,2,44,2,"3243412"
"Adelphi",3,47,12,122,0.287,47,2,6,73,58,3,1,10,2,55,2,"3243412"
"Saint Rose",3,24,17,84,0.083,22,3,4,38,70,8,4,0,1,31,0,"3243417"
"Chestnut Hill",3,44,23,114,0.184,42,8,4,41,54,3,6,2,0,59,0,"3243417"
"Western Wash.",5,53,16,175,0.211,49,10,7,75,91,9,3,12,6,72,2,"3243236"
"Northwest Nazarene",5,63,27,183,0.197,61,9,8,99,95,10,2,8,4,78,2,"3243236"
"Lewis",4,46,32,170,0.082,42,4,9,92,85,5,1,24,1,63,3,"3243353"
"West Florida",4,47,23,173,0.139,43,5,11,83,81,4,2,18,3,63,1,"3243353"
"Miles",3,42,5,107,0.346,36,6,6,55,33,2,1,6,4,52,0,"3243195"
"Pensacola Christian",3,22,19,100,0.03,21,2,4,47,68,6,1,2,6,26,2,"3243195"
"Ashland",3,42,11,123,0.252,38,7,7,53,61,3,2,18,1,60,1,"3243333"
"Ky. Wesleyan",3,43,19,118,0.203,42,3,6,62,66,7,0,10,3,51,0,"3243333"
"Bemidji St.",4,38,23,126,0.119,35,6,7,50,78,6,4,8,2,52,0,"3243340"
"Northern St.",4,48,19,125,0.232,46,6,6,59,66,6,0,12,0,60,0,"3243340"
"St. Cloud St.",3,42,23,120,0.158,35,9,4,52,51,4,2,10,0,58,2,"3243342"
"Mary",3,20,15,91,0.055,18,4,5,41,69,9,0,22,1,35,3,"3243342"
"Southwest Minn. St.",3,40,17,124,0.185,38,6,4,55,60,1,4,10,2,55,7,"3243343"
"Sioux Falls",3,28,21,117,0.06,28,1,2,46,70,6,4,12,4,39,5,"3243343"
"Winona St.",4,58,16,147,0.286,49,8,4,55,69,3,4,6,0,73,0,"3243344"
"Minnesota St.",4,48,22,141,0.184,44,3,6,54,91,8,0,8,1,55,1,"3243344"
"Concordia-St. Paul",3,43,10,101,0.327,40,6,4,46,49,5,1,10,0,55,1,"3243348"
"Augustana (SD)",3,35,19,102,0.157,33,5,7,40,70,6,1,2,4,42,0,"3243348"
"Drury",5,57,32,189,0.132,52,8,6,86,101,4,1,20,6,76,3,"3243363"
"Southern Nazarene",5,60,25,181,0.193,58,4,5,89,94,8,1,16,1,73,1,"3243363"
"Arkansas Tech",3,37,15,100,0.22,34,3,7,34,71,6,0,6,3,43,1,"3243366"
"William Jewell",3,46,16,108,0.278,41,6,4,39,54,3,1,6,2,56,0,"3243366"
"Mo. Southern St.",4,50,22,199,0.141,49,4,8,105,89,6,4,2,1,59,3,"3243372"
"Missouri Western",4,62,23,209,0.187,60,6,12,110,87,4,6,6,1,77,1,"3243372"
"Maryville (MO)",4,52,25,160,0.169,49,7,4,81,81,2,0,19,1,68.5,1,"3243398"
"Harding",4,54,22,169,0.189,50,2,7,71,84,7,0,26,1,69,1,"3243398"
"Virginia-Lynchburg",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3243480"
"Salem (WV)",3,48,8,0,0,0,9,0,9,0,0,35,0,0,92,0,"3243480"
"Shippensburg",4,48,16,118,0.271,44,12,7,52,56,1,3,2,0,64,0,"3243485"
"Notre Dame (OH)",4,36,24,124,0.097,33,1,9,43,87,12,5,0,0,42,0,"3243485"
"Lincoln Memorial",3,28,17,103,0.107,27,6,5,31,71,11,1,8,0,39,1,"3243602"
"Lander",3,40,12,89,0.315,35,11,2,53,45,6,2,8,0,57,0,"3243602"
"Bloomsburg",4,45,18,160,0.169,39,10,9,75,86,13,6,0,3,61,0,"3243023"
"Mercyhurst",4,49,21,180,0.156,47,13,7,81,87,10,4,2,1,67,0,"3243023"
"Alas. Fairbanks",4,53,21,159,0.201,48,8,5,76,76,13,1,4,0,64,3,"3243339"
"Shaw",4,43,10,142,0.232,38,13,12,66,85,8,1,16,0,65,7,"3243339"
"Jefferson",4,42,36,150,0.04,36,3,6,64,91,7,2,2,1,48,0,"3243419"
"Indiana (PA)",4,50,13,139,0.266,49,7,10,61,65,3,5,24,2,74,1,"3243419"
"Chowan",4,42,20,133,0.165,39,5,4,50,92,8,5,8,4,56,3,"3243436"
"UNC Pembroke",4,65,30,154,0.227,58,8,8,64,84,5,4,4,2,79,1,"3243436"
"Wayne St. (MI)",4,35,26,107,0.084,33,13,5,42,87,17,6,2,3,55,0,"3243438"
"Purdue Northwest",4,47,21,119,0.218,44,17,8,38,77,13,7,8,3,75,2,"3243438"
"Davenport",3,43,20,115,0.2,42,6,4,52,61,3,0,16,3,57,0,"3243451"
"Michigan Tech",3,39,18,122,0.172,39,3,8,47,69,6,3,10,2,50,0,"3243451"
"Wis.-Parkside",3,16,14,99,0.02,15,2,6,45,63,5,1,6,0,22,0,"3243453"
"Ferris St.",3,45,9,103,0.35,44,5,11,63,36,2,1,8,1,55,0,"3243453"
"Kutztown",4,46,37,174,0.052,45,10,1,68,91,4,5,8,2,65,1,"3243459"
"Edinboro",4,54,15,141,0.277,50,4,5,78,77,10,10,16,2,76,0,"3243459"
"Newberry",3,19,20,103,-0.01,19,0,3,44,66,8,0,2,5,20,0,"3243463"
"Wingate",3,44,5,99,0.394,41,8,7,57,31,0,1,16,0,61,0,"3243463"
"Elizabeth City St.",4,55,19,123,0.293,52,12,8,43,84,11,2,6,0,72,0,"3243472"
"Barton",4,49,22,120,0.225,42,11,6,44,91,12,3,4,0,65,1,"3243472"
"Virginia Union",4,45,13,136,0.235,35,9,8,55,69,11,2,8,0,60,0,"3243489"
"Ferrum",4,39,25,149,0.094,30,11,9,46,88,9,2,6,0,55,0,"3243489"
"Lenoir-Rhyne",4,57,18,169,0.231,53,5,3,93,68,3,2,4,0,66,0,"3243490"
"Mars Hill",4,50,24,190,0.137,48,3,8,80,92,5,1,10,0,59,0,"3243490"
"Chico St.",3,37,26,126,0.087,37,5,7,68,69,6,0,2,4,43,0,"3243262"
"Cal St. Dom. Hills",3,37,10,124,0.218,34,6,6,58,55,5,2,17,0,53.5,2,"3243262"
"Cal St. San Marcos",4,64,29,169,0.207,60,8,6,62,92,4,0,28,2,86,0,"3243242"
"Cal St. Monterey Bay",4,56,27,152,0.191,51,4,4,63,99,8,1,20,0,71,1,"3243242"
"Simon Fraser",3,44,20,134,0.179,38,3,11,63,65,2,1,18,1,57,1,"3243220"
"Central Wash.",3,34,21,130,0.1,31,2,6,59,63,3,1,20,2,47,0,"3243220"
"Fresno Pacific",4,43,25,128,0.141,39,5,14,37,85,7,2,4,0,52,2,"3243239"
"Biola",4,40,13,100,0.27,39,7,3,47,62,5,7,12,1,60,5,"3243239"
"Slippery Rock",3,43,18,134,0.187,41,10,4,60,61,6,0,16,1,61,0,"3243533"
"Fairmont St.",3,33,17,127,0.126,33,6,3,62,71,10,0,16,0,47,0,"3243533"
"Eckerd",5,62,20,183,0.23,48,4,9,69,89,5,4,12,0,76,3,"3243520"
"Saint Leo",5,53,27,180,0.144,40,5,8,76,102,4,2,8,0,64,4,"3243520"
"Rollins",4,64,19,146,0.308,60,10,12,61,78,2,2,4,1,78,0,"3243503"
"Florida Tech",4,45,13,135,0.237,42,2,4,57,83,10,2,4,4,51,3,"3243503"
"Tampa",3,48,19,126,0.23,46,6,2,67,55,4,1,9,1,59.5,0,"3243498"
"Fla. Southern",3,33,14,116,0.164,32,4,5,54,72,6,1,12,0,44,1,"3243498"
"Palm Beach Atl.",3,28,19,93,0.097,26,1,4,35,66,7,0,6,3,32,0,"3243497"
"Lynn",3,45,11,102,0.333,43,7,7,43,46,1,3,16,0,63,1,"3243497"
"Mississippi Col.",5,54,27,212,0.127,54,11,9,97,95,6,1,10,2,71,2,"3243496"
"Augusta",5,56,17,191,0.204,53,6,8,103,83,11,3,8,4,69,1,"3243496"
"Barry",4,45,26,127,0.15,44,5,7,58,88,3,2,14,2,59,0,"3243495"
"Nova Southeastern",4,57,21,149,0.242,55,3,8,53,80,5,1,13,1,67.5,0,"3243495"
"Okla. Christian",5,60,28,170,0.188,56,9,8,71,96,7,2,30,0,86,1,"3243449"
"Lubbock Christian",5,54,28,165,0.158,48,7,3,71,95,9,0,22,0,72,0,"3243449"
"UT Tyler",3,42,27,145,0.103,40,3,4,58,74,4,2,4,0,49,1,"3243447"
"West Tex. A&M",3,41,10,118,0.263,37,4,2,64,56,3,1,10,2,51,2,"3243447"
"Neb.-Kearney",3,52,7,109,0.413,45,7,5,49,50,1,0,8,0,63,0,"3243441"
"Emporia St.",3,39,13,108,0.241,34,1,3,47,69,7,0,10,0,45,0,"3243441"
"Southern Ark.",3,32,12,97,0.206,27,0,3,38,70,5,0,8,2,36,0,"3243437"
"AUM",3,51,15,112,0.321,51,5,3,45,50,0,0,6,0,59,0,"3243437"
"Union (TN)",3,34,20,109,0.128,29,5,8,40,71,4,0,2,0,40,0,"3243433"
"Ouachita Baptist",3,39,9,94,0.319,32,4,2,43,47,5,2,6,0,48,2,"3243433"
"Central Mo.",5,67,26,207,0.198,65,4,6,110,96,3,1,24,2,84,1,"3243424"
"Northwest Mo. St.",5,63,28,214,0.164,55,3,3,102,96,4,1,12,2,73,0,"3243424"
"St. Mary's (TX)",3,35,11,106,0.226,32,3,6,44,69,9,1,10,1,44,1,"3243420"
"Tex. A&M-Kingsville",3,48,16,111,0.288,45,9,6,56,59,3,1,6,2,61,0,"3243420"
"Cameron",3,34,25,120,0.075,33,4,5,67,66,10,3,4,0,43,3,"3243401"
"Western N.M.",3,32,16,125,0.128,31,10,7,55,61,4,3,10,2,50,2,"3243401"
"Seton Hill",4,50,22,122,0.23,48,3,5,47,69,4,2,14,0,62,0,"3243536"
"West Va. Wesleyan",4,43,25,127,0.142,39,4,7,45,82,3,3,6,0,53,2,"3243536"
"Minn.-Crookston",3,26,25,111,0.009,26,2,3,40,70,4,2,0,0,30,0,"3243486"
"MSU Moorhead",3,38,16,109,0.202,35,4,4,49,48,2,5,0,0,47,0,"3243486"
"Wilmington (DE)",3,22,21,104,0.01,22,3,3,41,64,7,0,10,0,30,0,"3243537"
"Quincy",3,43,16,104,0.26,41,7,9,49,50,3,1,10,0,56,0,"3243537"
"Davis & Elkins",3,23,14,81,0.111,19,4,5,31,69,7,0,0,1,27,3,"3243558"
"D'Youville",3,44,17,104,0.26,38,7,5,36,46,4,1,4,0,54,0,"3243558"
"Black Hills St.",3,20,20,88,0,19,1,3,34,67,5,0,6,2,24,3,"3243443"
"Regis (CO)",3,43,8,86,0.407,38,5,6,45,34,1,2,8,0,54,0,"3243443"
"Southwest Baptist",5,62,18,141,0.312,60,8,14,61,95,10,0,4,2,72,4,"3243516"
"Southeastern Okla.",5,56,17,139,0.281,51,10,8,53,83,8,0,8,2,70,1,"3243516"
"Stanislaus St.",4,42,15,131,0.206,39,7,12,50,79,3,0,14,1,56,1,"3243337"
"Cal State LA",4,58,21,144,0.257,53,3,13,59,74,7,0,8,0,65,0,"3243337"
"Academy of Art",3,37,12,96,0.26,34,4,5,32,68,13,1,2,3,43,2,"3243338"
"Point Loma",3,42,13,92,0.315,39,13,5,42,56,4,1,7,3,59.5,0,"3243338"
"Ursuline",3,29,17,100,0.12,26,2,5,42,64,5,0,6,0,34,1,"3243550"
"Northwood",3,45,14,108,0.287,40,5,9,48,52,2,0,8,2,54,0,"3243550"
"Chestnut Hill",3,32,23,114,0.079,32,4,6,45,71,7,0,0,5,36,1,"3243541"
"East Stroudsburg",3,37,8,95,0.305,33,7,2,51,42,4,3,2,2,48,0,"3243541"
"Pitt.-Johnstown",4,47,21,148,0.176,43,8,16,63,79,4,4,6,0,62,0,"3243540"
"West Liberty",4,42,28,146,0.096,40,4,7,65,76,8,1,10,0,52,0,"3243540"
"Grand Valley St.",4,59,17,143,0.294,56,6,10,75,63,3,9,6,3,77,3,"3243548"
"Northern Mich.",4,34,21,157,0.083,33,3,6,47,87,6,5,2,13,43,2,"3243548"
"Winston-Salem",4,46,29,165,0.103,41,9,9,72,91,7,3,10,2,63,2,"3243559"
"Chowan",4,51,24,158,0.171,47,7,7,82,81,9,3,4,0,63,1,"3243559"
"Flagler",3,38,11,81,0.333,32,8,9,29,49,5,1,14,1,54,0,"3243538"
"Charleston (WV)",3,28,18,83,0.12,25,5,7,22,64,8,1,6,0,37,1,"3243538"
"Francis Marion",3,44,20,132,0.182,42,8,2,70,61,4,3,6,1,58,1,"3243562"
"Fayetteville St.",3,39,17,137,0.161,38,4,6,60,76,8,1,20,1,54,2,"3243562"
"Mo.-St. Louis",3,47,16,137,0.226,44,9,6,70,58,3,0,8,0,60,1,"3243535"
"McKendree",3,41,14,131,0.206,38,3,11,61,73,9,0,14,0,51,0,"3243535"
"Truman St.",4,52,29,204,0.113,50,9,7,96,89,2,3,16,2,72,0,"3243544"
"Henderson St.",4,56,35,204,0.103,52,2,8,110,97,9,4,8,2,66,0,"3243544"
"Chadron St.",4,34,13,111,0.189,32,6,5,43,90,6,3,8,7,47,1,"3243521"
"MSU Denver",4,75,26,154,0.318,70,6,9,56,73,6,0,8,0,85,0,"3243521"
"Clarion",3,44,20,119,0.202,41,5,5,39,75,0,0,10,0,54,0,"3243575"
"Wheeling",3,50,13,117,0.316,45,0,0,49,58,5,3,12,0,59,0,"3243575"
"Midwestern St.",4,53,35,202,0.089,49,4,4,92,96,3,0,10,3,62,0,"3243492"
"Eastern N.M.",4,58,20,178,0.213,56,3,6,98,86,4,3,22,0,75,4,"3243492"
"Cal Poly Pomona",4,69,20,207,0.237,63,3,5,103,85,6,0,16,3,80,1,"3243422"
"Cal St. East Bay",4,54,20,216,0.157,48,6,7,80,97,3,2,12,1,68,1,"3243422"
"Dominican (CA)",3,33,26,109,0.064,31,2,3,49,66,5,3,6,0,41,0,"3243430"
"Azusa Pacific",3,41,13,127,0.22,37,5,7,39,57,2,4,20,0,60,0,"3243430"
"Saginaw Valley",5,50,22,201,0.139,45,9,9,92,105,7,4,10,2,68,0,"3243563"
"Lake Superior St.",5,69,39,222,0.135,64,7,9,112,102,9,1,18,2,86,0,"3243563"
"San Fran. St.",4,51,17,133,0.256,49,6,17,43,82,5,2,14,2,66,0,"3243455"
"Sonoma St.",4,49,24,121,0.207,47,5,5,54,73,6,4,14,3,65,0,"3243455"
"Seattle Pacific",3,30,11,84,0.226,27,9,3,41,49,3,1,20,0,50,0,"3243461"
"Saint Martin's",3,38,21,104,0.163,30,3,13,38,70,9,0,8,0,45,0,"3243461"
"Pittsburg St.",3,23,21,106,0.019,19,4,9,49,62,2,1,10,1,33,0,"3243573"
"Central Okla.",3,40,10,103,0.291,38,2,12,60,42,4,3,14,1,52,0,"3243573"
"Frostburg St.",3,27,25,102,0.02,24,7,9,44,66,7,1,4,1,37,0,"3243589"
"Indiana (PA)",3,34,9,95,0.263,32,7,7,42,43,7,1,10,0,47,0,"3243589"
"Salem (WV)",4,36,26,116,0.086,36,16,11,45,91,7,2,0,0,54,0,"3243597"
