"Name","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RetAtt","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE","match_id"
"Wheeling",5,63,21,158,0.266,59,4,7,61,98,6,2,13,1,75.5,0,"3238855"
"West Florida",5,75,23,186,0.28,71,6,11,59,101,4,1,20,3,92,0,"3238855"
"Sioux Falls",4,58,23,152,0.23,54,11,7,64,95,7,0,18,5,78,0,"3238852"
"Rockhurst",4,63,15,157,0.306,56,7,5,63,84,11,0,22,6,81,1,"3238852"
"Saginaw Valley",4,51,24,154,0.175,42,6,10,60,85,6,3,18,0,69,0,"3238889"
"Shippensburg",4,49,28,153,0.137,40,6,8,65,87,6,0,8,0,59,0,"3238889"
"Felician",3,27,18,98,0.092,26,7,3,37,65,8,1,6,0,38,2,"3238879"
"Saint Rose",3,42,16,106,0.245,38,8,8,40,62,7,4,4,0,56,0,"3238879"
"Minn.-Crookston",4,35,20,143,0.105,33,5,14,54,85,9,5,0,2,45,7,"3238878"
"Northern Mich.",4,45,21,152,0.158,36,9,13,61,70,5,9,0,1,63,2,"3238878"
"Northwest Nazarene",5,60,25,168,0.208,52,10,8,64,96,7,0,8,0,74,0,"3238866"
"Minnesota St.",5,63,17,161,0.286,61,7,13,68,95,10,2,10,0,77,0,"3238866"
"Ky. Wesleyan",4,46,29,132,0.129,44,5,8,43,85,5,1,12,1,58,0,"3238860"
"William Jewell",4,56,20,125,0.288,54,5,13,51,80,5,4,14,0,72,1,"3238860"
"Missouri Western",3,41,11,125,0.24,31,4,6,53,62,3,1,10,0,51,0,"3238853"
"Ill. Springfield",3,36,24,128,0.094,28,3,3,55,70,4,2,2,0,42,0,"3238853"
"Azusa Pacific",3,32,16,134,0.119,31,2,4,57,67,2,2,8,2,40,1,"3238832"
"Cal St. East Bay",3,50,19,132,0.235,49,2,6,85,58,2,1,8,4,57,0,"3238832"
"Alas. Fairbanks",3,33,20,100,0.13,31,2,5,31,68,6,1,22,2,47,1,"3238888"
"St. Cloud St.",3,43,17,99,0.263,38,6,5,40,54,2,3,6,0,55,0,"3238888"
"Southwestern Okla.",4,54,18,165,0.218,52,5,9,72,80,5,0,16,0,67,1,"3238884"
"Midwestern St.",4,50,25,163,0.153,48,5,4,86,80,5,1,8,3,60,1,"3238884"
"American Int'l",3,30,20,112,0.089,29,4,5,50,68,8,0,4,2,36,0,"3238838"
"Cal Poly Pomona",3,41,10,108,0.287,34,8,5,54,49,4,2,8,1,55,1,"3238838"
"Regis (CO)",5,50,20,121,0.248,45,6,11,51,75,11,0,14,1,63,0,"3238839"
"Cal State LA",5,50,28,137,0.161,44,11,21,43,93,6,0,12,2,67,0,"3238839"
"Texas Woman's",4,40,36,146,0.027,37,4,12,54,85,2,8,2,0,53,1,"3238842"
"Westminster (UT)",4,39,24,120,0.125,37,2,5,57,67,4,7,2,0,49,3,"3238842"
"Winston-Salem",4,39,21,135,0.133,37,8,7,62,76,9,2,0,0,49,2,"3238886"
"Lane",4,45,15,128,0.234,39,9,12,66,77,8,1,6,0,58,1,"3238886"
"Western Ore.",3,46,14,111,0.288,37,4,4,49,54,4,2,10,0,57,1,"3238840"
"Stanislaus St.",3,34,16,112,0.161,32,4,6,44,69,4,4,6,0,45,2,"3238840"
"Cal St. Dom. Hills",4,44,23,177,0.119,40,5,6,88,87,5,2,20,2,61,0,"3238883"
"CUI",4,60,28,188,0.17,58,5,7,97,82,5,2,12,0,73,1,"3238883"
"Western Wash.",3,31,17,95,0.147,30,3,6,30,67,3,1,6,5,38,1,"3238890"
"CSUSB",3,45,8,89,0.416,39,3,7,42,45,3,1,4,1,51,0,"3238890"
"West Virginia St.",4,35,18,114,0.149,30,6,9,49,86,13,1,8,1,46,0,"3238892"
"Simon Fraser",4,59,26,143,0.231,54,13,13,54,75,6,1,14,0,80,2,"3238892"
"Upper Iowa",5,44,18,133,0.195,42,7,14,58,84,8,1,12,0,58,0,"3238875"
"Alas. Anchorage",5,54,24,144,0.208,52,8,10,64,75,7,0,12,2,68,1,"3238875"
"Sonoma St.",5,61,26,177,0.198,52,10,17,66,101,5,2,12,0,79,2,"3238876"
"Hawaii Pacific",5,51,19,154,0.208,45,5,10,66,93,10,8,6,0,67,3,"3238876"
"Kentucky St.",3,26,20,94,0.064,24,8,5,39,68,11,0,2,0,35,2,"3238897"
"Lane",3,37,15,97,0.227,35,11,10,40,60,8,1,6,0,52,2,"3238897"
"D'Youville",4,53,27,147,0.177,50,11,14,60,77,9,1,4,0,67,2,"3238901"
"Central St. (OH)",4,29,22,118,0.059,28,9,8,62,81,10,1,16,4,47,1,"3238901"
"Shepherd",3,24,16,89,0.09,23,3,3,33,68,11,0,12,1,33,1,"3238904"
"Palm Beach Atl.",3,42,16,98,0.265,40,11,5,43,49,3,1,2,0,55,0,"3238904"
"Fayetteville St.",5,59,23,140,0.257,56,10,10,61,100,14,2,10,4,76,0,"3238905"
"Lake Erie",5,60,27,160,0.206,56,14,9,48,96,10,0,6,3,77,0,"3238905"
"Northwood",4,53,16,136,0.272,47,3,6,49,77,11,9,0,5,65,5,"3238910"
"Lake Superior St.",4,34,16,137,0.131,31,11,8,33,87,3,5,0,2,50,6,"3238910"
"Wayne St. (MI)",3,43,16,104,0.26,41,4,13,48,53,2,0,12,0,53,0,"3238917"
"Malone",3,23,24,103,-0.01,20,2,4,37,63,4,0,10,0,30,0,"3238917"
"Lubbock Christian",4,56,21,166,0.211,50,6,3,80,71,3,0,10,0,67,0,"3238898"
"Black Hills St.",4,54,18,171,0.211,52,3,14,73,95,6,1,12,0,64,0,"3238898"
"Western Colo.",5,43,25,143,0.126,41,8,12,59,89,10,2,8,2,57,2,"3238900"
"Eastern N.M.",5,52,30,153,0.144,50,10,15,61,87,8,2,20,3,74,1,"3238900"
"St. Mary's (TX)",5,56,27,149,0.195,51,12,9,59,81,9,1,6,2,72,2,"3238903"
"Davenport",5,48,24,140,0.171,41,9,14,58,99,12,1,10,2,63,2,"3238903"
"Drury",4,56,31,173,0.145,46,10,9,84,98,6,1,14,3,74,3,"3238906"
"Wingate",4,52,23,170,0.171,49,6,6,74,89,10,5,22,0,74,2,"3238906"
"Cameron",4,36,13,134,0.172,36,7,8,57,86,11,4,14,2,54,1,"3238908"
"Southern Ark.",4,55,28,152,0.178,52,11,4,76,71,7,1,2,0,68,2,"3238908"
"Christian Brothers",3,28,21,123,0.057,22,1,3,58,73,10,3,0,0,32,3,"3238911"
"Maryville (MO)",3,34,15,115,0.165,30,10,1,65,45,1,3,2,1,48,1,"3238911"
"Lynn",3,41,19,99,0.222,37,4,9,44,52,1,4,4,2,51,0,"3238912"
"Bemidji St.",3,33,18,102,0.147,30,1,11,37,69,4,3,6,3,40,2,"3238912"
"Arkansas Tech",4,37,16,125,0.168,32,7,8,38,84,10,2,4,0,48,2,"3238915"
"Tex. A&M Int'l",4,50,11,118,0.331,46,10,9,43,62,7,1,10,0,66,0,"3238915"
"Pitt.-Johnstown",3,34,11,70,0.329,33,17,7,37,30,2,1,4,2,54,0,"3238936"
"Bowie St.",3,13,14,66,-0.015,12,2,6,20,66,17,3,2,3,19,0,"3238936"
"Tiffin",5,50,18,138,0.232,41,11,15,53,91,13,3,10,1,69,6,"3238940"
"CSU Pueblo",5,49,20,130,0.223,46,13,13,62,82,11,2,10,0,69,1,"3238940"
"Lander",5,51,21,182,0.165,42,11,6,74,97,7,1,12,0,69,0,"3238946"
"Ark.-Fort Smith",5,52,23,180,0.161,46,7,6,75,95,11,3,13,0,68.5,0,"3238946"
"Tusculum",3,24,6,64,0.281,24,19,13,36,44,4,1,10,5,49,4,"3238955"
"Erskine",3,23,21,83,0.024,20,4,7,33,61,19,0,0,1,27,1,"3238955"
"Talladega",5,46,30,146,0.11,41,9,8,69,95,10,0,10,2,60,4,"3505185"
"Dillard",5,41,30,150,0.073,37,10,5,56,91,9,2,11,4,58.5,0,"3505185"
"Okla. Baptist",3,33,15,110,0.164,31,3,1,42,69,4,0,12,3,42,1,"3238944"
"Southwest Minn. St.",3,52,13,112,0.348,49,4,4,53,54,3,1,10,4,62,0,"3238944"
"Bluefield St.",3,39,20,113,0.168,34,6,8,51,62,6,2,4,0,49,0,"3238980"
"Shorter",3,29,26,114,0.026,24,6,6,43,67,6,0,6,0,38,0,"3238980"
"South Dakota Mines",5,62,38,187,0.128,58,7,10,69,98,1,1,8,2,74,3,"3238930"
"MSU Moorhead",5,48,22,145,0.179,44,1,4,65,90,7,4,22,2,64,3,"3238930"
"Northwest Mo. St.",3,37,11,72,0.361,36,12,7,24,42,1,0,16,0,57,0,"3238939"
"Ky. Wesleyan",3,28,16,75,0.16,27,1,9,18,66,12,0,6,3,32,1,"3238939"
"Sioux Falls",4,50,29,134,0.157,47,5,5,48,87,9,0,16,1,63,1,"3238941"
"Emporia St.",4,43,23,123,0.163,38,9,4,43,79,5,3,10,1,60,0,"3238941"
"Okla. Christian",4,49,28,144,0.146,45,4,4,55,95,10,0,18,0,62,0,"3238948"
"Neb.-Kearney",4,55,26,145,0.2,50,10,3,56,80,4,5,12,0,76,0,"3238948"
"Huston-Tillotson",3,23,27,119,-0.034,23,2,2,60,70,7,1,2,2,27,5,"3239119"
"Tex. Permian Basin",3,33,12,112,0.188,32,7,3,63,44,2,1,20,0,51,4,"3239119"
"Wis.-Parkside",4,48,33,161,0.093,42,5,5,65,87,6,1,10,3,59,0,"3238929"
"West Liberty",4,49,10,134,0.291,43,6,6,64,70,5,1,14,1,63,4,"3238929"
"Limestone",3,31,18,109,0.119,27,8,8,49,52,7,1,2,0,41,1,"3238964"
"Virginia St.",3,28,23,114,0.044,25,7,12,51,65,8,0,8,3,39,1,"3238964"
"Charleston (WV)",3,33,18,103,0.146,28,9,9,40,63,9,1,0,1,43,0,"3238965"
"Queens (NY)",3,39,13,105,0.248,33,9,10,40,62,9,4,4,2,54,2,"3238965"
"Ursuline",3,33,20,108,0.12,31,3,5,45,68,4,1,8,0,41,2,"3238967"
"Fairmont St.",3,41,15,108,0.241,40,4,5,46,55,3,0,16,1,53,0,"3238967"
"Thomas More",3,20,14,83,0.072,19,3,5,34,72,9,0,0,2,23,0,"3238968"
"Ferris St.",3,46,1,86,0.523,39,9,1,43,22,3,0,8,1,59,0,"3238968"
"Daemen",5,54,26,167,0.168,47,10,13,64,87,3,0,18,4,73,0,"3238972"
"Shippensburg",5,51,28,163,0.141,50,3,10,70,91,10,2,6,0,59,0,"3238972"
"Augusta",3,41,10,92,0.337,37,10,10,50,52,7,0,18,0,60,1,"3238974"
"Drury",3,24,20,99,0.04,22,7,5,39,64,10,1,2,1,33,0,"3238974"
"Dominican (NY)",3,19,19,70,0,19,5,2,30,68,18,1,4,0,27,0,"3238975"
"Bentley",3,31,9,75,0.293,29,18,6,30,39,5,1,4,0,52,0,"3238975"
"USC Aiken",4,42,21,131,0.16,38,11,6,61,69,4,1,12,2,60,0,"3238978"
"Mount Olive",4,52,19,140,0.236,46,4,15,61,87,11,1,12,1,63,0,"3238978"
"Hillsdale",3,29,4,91,0.275,25,9,3,50,46,2,4,2,2,43,4,"3238992"
"Northern Mich.",3,27,17,123,0.081,22,2,7,42,70,9,2,0,6,31,4,"3238992"
"Glenville St.",4,36,17,123,0.154,31,8,9,55,87,10,3,20,4,57,2,"3238995"
"UNC Pembroke",4,56,27,152,0.191,53,10,7,67,72,8,0,8,5,70,0,"3238995"
"Cal St. East Bay",5,45,22,149,0.154,40,5,6,82,92,15,5,17,2,63.5,0,"3238907"
"UC-Colo. Springs",5,57,33,180,0.133,51,15,13,75,98,5,2,10,1,79,0,"3238907"
"Fresno Pacific",4,54,29,167,0.15,50,8,13,74,94,6,3,10,0,70,0,"3238916"
"Chico St.",4,48,20,152,0.184,45,6,5,77,77,8,2,12,0,62,0,"3238916"
"Limestone",3,40,15,99,0.253,35,7,15,42,0,7,0,6,1,50,0,"3239168"
"Chowan",3,19,21,98,-0.02,18,7,7,37,0,7,0,6,1,29,0,"3239168"
"Mary",4,54,28,171,0.152,51,6,5,83,82,4,3,10,1,68,0,"3238920"
"Mont. St. Billings",4,45,27,178,0.101,40,4,5,73,90,6,5,12,3,60,0,"3238920"
"Flagler",5,57,24,170,0.194,52,6,9,71,102,5,4,26,2,80,2,"3238909"
"Washburn",5,72,31,192,0.214,66,5,12,81,99,6,2,14,1,86,1,"3238909"
"Ouachita Baptist",3,30,20,96,0.104,26,9,4,33,67,5,0,6,0,42,1,"3238961"
"Tex. A&M-Kingsville",3,44,8,89,0.404,43,5,7,38,55,9,1,18,0,59,1,"3238961"
"Truman St.",3,21,15,71,0.085,18,13,4,37,35,3,7,0,1,41,2,"3238962"
"Ark.-Monticello",3,20,18,81,0.025,18,3,12,31,69,13,2,2,0,26,9,"3238962"
"Minn. Duluth",4,57,28,166,0.175,53,10,7,79,91,5,0,8,0,71,0,"3238971"
"Adelphi",4,50,23,156,0.173,46,5,4,75,90,10,2,8,1,61,0,"3238971"
"Northwestern Okla.",5,47,22,145,0.172,42,10,6,72,82,6,5,22,2,73,4,"3238979"
"Newman",5,52,32,164,0.122,41,6,11,57,96,10,2,8,3,64,1,"3238979"
"Missouri Western",5,46,23,193,0.119,41,5,6,87,95,7,0,20,0,61,1,"3238986"
"McKendree",5,56,33,210,0.11,54,7,9,99,99,5,1,12,0,70,1,"3238986"
"St. Edward's",3,24,29,122,-0.041,23,0,5,55,68,7,2,2,0,27,1,"3238988"
"Harding",3,30,10,104,0.192,27,7,5,66,37,0,7,6,0,47,1,"3238988"
"Central Okla.",3,36,9,79,0.342,36,7,8,37,36,2,0,4,1,45,0,"3238989"
"West Ala.",3,23,19,83,0.048,20,2,7,29,66,7,2,4,0,29,1,"3238989"
"Fort Lewis",3,29,18,95,0.116,25,2,7,25,69,7,2,4,0,35,1,"3239029"
"DBU",3,41,17,86,0.279,39,7,4,40,47,2,4,8,0,56,0,"3239029"
"Roberts Wesleyan",3,29,15,89,0.157,28,1,10,33,60,7,1,6,2,34,0,"3238998"
"West Chester",3,39,12,90,0.3,37,7,13,37,49,1,2,0,0,48,0,"3238998"
"Wilmington (DE)",4,44,18,128,0.203,42,7,1,57,71,5,2,20,0,63,1,"3239001"
"Millersville",4,51,32,154,0.123,47,5,6,57,95,7,0,6,0,59,1,"3239001"
"West Va. Wesleyan",5,53,32,175,0.12,48,7,5,85,92,6,0,10,3,65,1,"3239004"
"California (PA)",5,58,24,177,0.192,51,6,10,74,98,7,5,14,1,76,6,"3239004"
"East Stroudsburg",3,30,23,116,0.06,26,3,9,48,69,8,1,8,0,38,0,"3239014"
"Walsh",3,35,17,106,0.17,31,8,6,54,50,3,4,18,2,56,0,"3239014"
"Albany St. (GA)",5,48,27,153,0.137,43,6,13,62,104,16,2,6,0,59,0,"3239019"
"Young Harris",5,56,24,159,0.201,53,16,10,63,79,6,1,8,0,77,1,"3239019"
"Carson-Newman",5,60,27,175,0.189,57,5,13,70,95,6,3,14,0,75,2,"3239020"
"Alabama Huntsville",5,54,31,171,0.135,49,6,11,76,96,5,4,6,5,67,1,"3239020"
"AUM",3,45,14,123,0.252,37,5,11,54,43,3,0,10,0,55,0,"3239021"
"Francis Marion",3,17,13,101,0.04,13,3,7,42,61,5,2,8,1,26,0,"3239021"
"Emmanuel (GA)",5,52,28,192,0.125,52,3,8,86,97,6,0,18,3,64,0,"3239032"
"Embry-Riddle (FL)",5,59,27,181,0.177,57,6,7,94,83,3,2,14,0,74,2,"3239032"
"East Central",4,43,30,142,0.092,40,1,4,58,89,10,2,20,4,56,1,"3238994"
"West Tex. A&M",4,53,22,140,0.221,49,10,8,56,74,1,5,10,5,73,2,"3238994"
"Alas. Fairbanks",3,38,19,107,0.178,37,2,4,36,71,9,0,4,0,42,0,"3238928"
"Cal Poly Humboldt",3,43,11,94,0.34,39,9,3,42,51,2,0,16,0,60,0,"3238928"
"San Fran. St.",3,49,16,101,0.327,45,5,6,37,54,7,1,10,1,60,0,"3238937"
"Colo. Christian",3,32,14,86,0.209,32,7,8,28,71,5,0,12,2,45,0,"3238937"
"Davis & Elkins",3,33,18,117,0.128,31,5,7,55,71,9,3,6,0,44,0,"3239079"
"Lees-McRae",3,43,20,130,0.177,42,9,7,61,62,5,0,10,0,57,0,"3239079"
"Augustana (SD)",3,30,26,103,0.039,30,1,1,39,64,4,1,8,3,36,2,"3238976"
"Findlay",3,41,14,97,0.278,39,4,9,41,55,1,1,6,0,49,0,"3238976"
"Westmont",4,51,19,151,0.212,46,11,9,62,88,11,4,16,0,74,0,"3238984"
"Northwest Nazarene",4,49,23,163,0.16,46,11,5,67,85,11,1,12,0,67,0,"3238984"
"Harris-Stowe",4,36,25,118,0.093,34,4,4,56,77,5,2,2,0,43,2,"3239016"
"Winston-Salem",4,52,18,134,0.254,52,5,15,51,76,4,0,6,0,60,2,"3239016"
"Southwest (NM)",3,12,12,58,0,12,2,5,11,64,9,0,4,0,16,1,"3239007"
"Angelo St.",3,47,5,66,0.636,46,9,9,31,28,2,0,6,0,59,2,"3239007"
"Seattle Pacific",3,41,12,118,0.246,39,6,6,52,59,5,1,12,3,54,1,"3239025"
"Lewis",3,40,18,119,0.185,39,5,6,56,68,6,0,10,0,50,3,"3239025"
"Post",4,42,18,143,0.168,36,12,17,73,79,14,4,0,4,58,3,"3239042"
"Queens (NY)",4,45,14,138,0.225,40,14,18,73,72,12,1,8,3,64,0,"3239042"
"New Haven",4,36,25,111,0.099,35,5,9,39,83,6,0,8,0,45,2,"3239047"
"Ashland",4,52,16,114,0.316,47,6,12,47,65,5,1,16,2,67,3,"3239047"
"Saginaw Valley",5,42,26,147,0.109,39,8,7,60,93,6,1,25,1,63.5,0,"3239050"
"Clarion",5,60,36,172,0.14,54,6,11,68,94,8,6,12,1,78,0,"3239050"
"Valdosta St.",4,54,22,140,0.229,49,4,7,57,77,4,1,20,1,69,0,"3239052"
"Lenoir-Rhyne",4,47,24,142,0.162,41,4,8,54,85,4,4,8,2,59,0,"3239052"
"Fayetteville St.",3,20,21,97,-0.01,18,0,1,39,70,9,0,12,2,26,0,"3239060"
"Daemen",3,42,12,103,0.291,39,9,4,51,39,0,1,16,2,60,1,"3239060"
"Lincoln Memorial",3,35,8,67,0.403,33,14,11,24,40,4,1,10,0,55,2,"3239062"
"Clark Atlanta",3,20,19,67,0.015,18,4,6,20,63,14,1,6,3,28,0,"3239062"
"Anderson (SC)",3,41,14,91,0.297,37,8,4,43,45,2,1,10,0,55,0,"3239063"
"Elizabeth City St.",3,29,17,93,0.129,25,2,5,28,70,8,0,14,1,38,1,"3239063"
"Minn.-Crookston",4,50,21,182,0.159,45,4,6,71,89,7,4,0,7,58,5,"3239070"
"Lake Superior St.",4,45,20,173,0.145,39,7,6,74,85,4,5,0,6,57,5,"3239070"
"Johnson C. Smith",3,18,24,93,-0.065,17,3,4,35,70,6,1,6,0,25,2,"3239078"
"Concord",3,37,14,94,0.245,33,6,4,48,39,3,2,6,0,48,0,"3239078"
"Coker",4,49,16,151,0.219,46,6,10,79,75,10,3,16,0,66,0,"3239080"
"King (TN)",4,42,37,173,0.029,39,10,5,72,88,6,0,4,1,54,0,"3239080"
"Seton Hill",3,25,23,86,0.023,23,4,5,33,65,5,0,4,0,31,0,"3239085"
"Bentley",3,40,7,83,0.398,39,5,9,35,41,4,1,14,0,53,0,"3239085"
"Saint Martin's",4,51,20,127,0.244,45,10,11,46,72,4,2,16,1,71,0,"3238983"
"Purdue Northwest",4,45,25,122,0.164,41,4,9,50,86,10,1,16,2,58,0,"3238983"
"York (NE)",3,28,10,93,0.194,27,4,1,41,68,9,3,6,1,38,1,"3238999"
"Chadron St.",3,53,16,118,0.314,48,9,6,49,55,4,1,0,3,63,0,"3238999"
"Southwestern Okla.",5,55,38,191,0.089,49,6,8,77,90,3,1,20,5,72,2,"3239031"
"Eastern N.M.",5,49,29,175,0.114,43,3,15,79,104,6,2,18,2,63,1,"3239031"
"Southeastern Okla.",4,41,24,139,0.122,30,15,5,60,73,9,1,8,7,61,1,"3239058"
"Minot St.",4,40,30,143,0.07,33,9,8,62,94,15,1,8,1,54,2,"3239058"
"Southwest Minn. St.",4,58,29,175,0.166,55,8,7,78,90,3,4,14,0,77,1,"3239043"
"Spring Hill",4,47,20,157,0.172,44,3,0,73,83,8,1,34,0,68,0,"3239043"
"Tex. A&M Int'l",4,50,17,155,0.213,50,3,8,71,78,6,2,16,9,63,1,"3239049"
"Ill. Springfield",4,56,27,167,0.174,55,6,12,81,89,3,1,4,8,65,2,"3239049"
"Mo.-St. Louis",3,41,17,114,0.211,37,6,7,46,55,1,1,6,3,51,0,"3239056"
"Trevecca Nazarene",3,33,20,103,0.126,30,1,7,47,66,6,0,14,0,41,0,"3239056"
"Southwest Baptist",4,61,20,168,0.244,60,11,6,87,73,9,2,14,0,81,2,"3239067"
"Southern Ark.",4,36,20,156,0.103,35,9,4,73,93,11,2,8,2,51,2,"3239067"
"Tiffin",4,40,20,135,0.148,38,5,8,57,83,8,4,16,2,57,1,"3239068"
"Quincy",4,55,25,148,0.203,49,8,11,62,78,5,1,16,0,72,3,"3239068"
"Northern St.",5,57,23,189,0.18,54,10,12,91,95,5,9,2,12,77,3,"3239072"
"Maryville (MO)",5,58,22,185,0.195,56,5,9,96,94,10,5,2,7,69,5,"3239072"
"Shepherd",3,24,12,66,0.182,23,1,6,25,60,11,0,12,0,31,0,"3239089"
"Cedarville",3,45,18,92,0.293,44,11,13,28,53,1,0,10,4,61,0,"3239089"
"Belmont Abbey",3,32,20,103,0.117,28,1,11,28,70,8,0,10,0,38,0,"3239093"
"Newberry",3,29,13,86,0.186,25,8,4,34,42,1,0,10,0,42,0,"3239093"
"Malone",3,12,10,64,0.031,12,4,3,30,67,20,0,12,0,22,0,"3239099"
"UIndy",3,42,14,87,0.322,38,21,8,36,36,4,0,12,0,69,0,"3239099"
"Shaw",5,45,25,182,0.11,40,11,10,87,102,12,3,10,2,64,0,"3239107"
"Pitt.-Johnstown",5,57,32,198,0.126,53,12,8,93,90,11,0,4,0,71,0,"3239107"
"Michigan Tech",4,35,18,118,0.144,26,1,1,50,74,6,5,0,3,41,3,"3239110"
"Concordia-St. Paul",4,68,21,150,0.313,63,6,26,60,85,1,5,2,4,80,1,"3239110"
"Southern Wesleyan",4,39,30,132,0.068,36,12,5,57,82,10,1,6,0,55,1,"3239112"
"West Ga.",4,45,16,126,0.23,43,10,10,54,73,12,0,20,0,65,0,"3239112"
"Rollins",5,47,24,112,0.205,47,9,9,44,81,12,0,20,1,66,3,"3239113"
"Indiana (PA)",5,41,26,124,0.121,39,12,14,32,94,9,1,12,1,60,5,"3239113"
"Union (TN)",3,36,17,96,0.198,36,11,5,36,71,8,3,2,0,51,2,"3239088"
"Southern Nazarene",3,43,10,96,0.344,39,8,2,35,57,11,5,6,0,59,1,"3239088"
"Montevallo",3,26,24,90,0.022,24,3,6,39,71,9,4,2,0,34,1,"3239083"
"UT Tyler",3,32,18,96,0.146,31,9,3,39,46,3,4,4,0,47,0,"3239083"
"Cal St. Dom. Hills",4,47,24,153,0.15,43,8,7,81,80,5,0,20,2,65,0,"3238996"
"Azusa Pacific",4,50,22,163,0.172,46,5,13,74,83,8,1,10,0,61,0,"3238996"
"Academy of Art",5,50,34,163,0.098,48,8,14,78,97,10,4,4,0,64,1,"3238991"
"Stanislaus St.",5,47,24,153,0.15,36,10,11,70,84,8,4,20,0,71,1,"3238991"
"St. Mary's (TX)",3,43,12,100,0.31,37,10,5,48,47,3,0,6,0,56,0,"3239059"
"Adams St.",3,28,11,105,0.162,24,3,4,38,69,10,0,6,1,34,3,"3239059"
"Pittsburg St.",3,38,12,100,0.26,36,3,4,33,71,3,1,6,4,45,2,"3239108"
"Colorado Mesa",3,53,12,102,0.402,50,3,2,39,53,3,1,6,1,60,0,"3239108"
"Fort Hays St.",4,48,22,135,0.193,46,3,4,42,88,3,3,10,3,59,0,"3239048"
"Colo. Sch. of Mines",4,66,17,135,0.363,66,3,9,50,78,3,3,16,1,80,0,"3239048"
"MSU Denver",4,49,16,127,0.26,42,10,6,53,68,10,2,12,0,67,1,"3239024"
"Cal State LA",4,38,25,125,0.104,33,10,7,51,89,10,4,6,0,55,1,"3239024"
"Dominican (CA)",3,22,24,99,-0.02,21,2,5,28,70,13,1,4,0,27,0,"3239005"
"Cal St. Monterey Bay",3,29,12,87,0.195,26,13,2,39,39,2,3,14,0,52,0,"3239005"
"Edward Waters",3,22,7,89,0.169,20,1,7,35,67,5,2,4,0,27,2,"3239141"
"Saint Leo",3,50,18,130,0.246,37,5,6,49,48,1,0,6,0,58,2,"3239141"
"Davis & Elkins",3,34,27,120,0.058,33,2,8,56,74,6,3,4,0,41,0,"3239184"
