#,P,S,MS,Kills,Errors,TotalAttacks,HitPct,Assists,Aces,SErr,Digs,RErr,BlockSolos,BlockAssists,BErr,PTS,BHE,match_id,team_name
5,OH,2,0,2,5,10,-0.3,1,0,1,3,0,1,0,0,3,0,6081557,Trine
16,DB,3,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,6081557,Trine
23,S,3,0,1,0,3,0.333,15,0,1,8,0,0,0,0,1,0,6081557,Trine
9,OPP,3,0,1,0,3,0.333,0,0,0,0,0,3,0,0,4,0,6081557,Trine
22,MB,3,0,1,5,11,-0.364,1,1,3,0,2,1,0,0,3,0,6081557,Trine
6,OH,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6081557,Trine
17,S,3,0,0,0,3,0,16,1,1,1,0,0,0,0,1,0,6081558,Wis. Lutheran
2,OH,2,0,3,1,7,0.286,0,0,2,1,0,0,0,0,3,0,6081558,Wis. Lutheran
7,L,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,6081558,Wis. Lutheran
14,MB,2,0,4,0,6,0.667,1,0,0,0,0,0,1,0,4.5,0,6081558,Wis. Lutheran
11,OH,3,0,3,1,8,0.25,0,1,0,0,1,0,0,0,4,0,6081558,Wis. Lutheran
12,OPP,1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,6081558,Wis. Lutheran
1,OH,1,0,1,1,3,0,0,0,1,1,0,0,1,0,1.5,0,6081558,Wis. Lutheran
6,L/DS,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6081558,Wis. Lutheran
8,OPP,3,0,10,3,21,0.333,1,0,1,3,0,1,1,0,11.5,0,6081558,Wis. Lutheran
9,OH,2,0,1,1,3,0,0,0,0,2,1,0,1,0,1.5,0,6081558,Wis. Lutheran
3,L,2,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,6081558,Wis. Lutheran
5,MB,1,0,1,0,2,0.5,0,0,0,0,0,0,1,0,1.5,0,6081558,Wis. Lutheran
16,S,2,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,6081558,Wis. Lutheran
20,MB,1,0,0,1,5,-0.2,0,0,1,0,0,1,0,0,1,0,6081558,Wis. Lutheran
15,MB,2,0,3,0,7,0.429,0,1,1,0,0,1,1,0,5.5,0,6081558,Wis. Lutheran
2,OH,2,0,7,3,10,0.4,1,0,2,6,0,0,0,0,7,0,6081558,UC Santa Cruz
8,L,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6081558,UC Santa Cruz
23,MB,2,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,6081558,UC Santa Cruz
13,OPP,1,0,1,0,6,0.167,0,0,1,0,0,0,0,0,1,0,6081558,UC Santa Cruz
16,OH,3,0,6,5,13,0.077,0,1,2,3,0,0,1,0,7.5,0,6081558,UC Santa Cruz
9,MB,3,0,8,1,9,0.778,1,1,0,2,0,0,1,0,9.5,0,6081558,UC Santa Cruz
11,OH,3,0,4,1,9,0.333,0,5,2,7,0,0,0,0,9,0,6081558,UC Santa Cruz
12,S,3,0,11,0,13,0.846,0,0,1,3,0,1,1,0,12.5,0,6081558,UC Santa Cruz
1,S,3,0,3,0,3,1,27,0,1,2,0,0,0,0,3,0,6081558,UC Santa Cruz
7,OH,2,0,3,3,15,0,2,1,1,3,0,0,1,0,4.5,0,6081558,UC Santa Cruz
4,S,1,0,0,0,1,0,4,0,1,1,0,0,0,0,0,0,6081558,UC Santa Cruz
17,S,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,6081558,UC Santa Cruz
15,OPP,1,0,1,0,2,0.5,0,0,1,0,0,0,0,0,1,0,6081558,UC Santa Cruz
4,OH,5,0,7,4,26,0.115,0,1,5,12,0,1,0,0,9,0,6081553,Mount Union
9,MB,5,0,13,2,23,0.478,3,0,2,5,0,0,1,0,13.5,0,6081553,Mount Union
15,MB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081553,Mount Union
18,OH,5,0,10,3,19,0.368,0,0,2,2,2,1,1,0,11.5,0,6081553,Mount Union
7,S,5,0,1,1,9,0,45,0,3,7,0,0,0,0,1,0,6081553,Mount Union
6,L,5,0,0,0,2,0,5,0,0,11,1,0,0,0,0,0,6081553,Mount Union
5,OPP,5,0,15,10,37,0.135,1,1,3,8,0,0,3,0,17.5,0,6081553,Mount Union
10,MB,5,0,11,2,15,0.6,1,0,3,4,0,1,3,0,13.5,0,6081553,Mount Union
9,MB,5,0,1,1,5,0,2,1,4,4,0,0,3,0,3.5,0,6081553,Cal Lutheran
16,OH,5,0,26,5,48,0.438,0,3,4,8,0,2,3,0,32.5,0,6081553,Cal Lutheran
2,L,5,0,0,0,2,0,2,0,0,10,0,0,0,0,0,0,6081553,Cal Lutheran
3,S,5,0,0,0,5,0,41,3,2,6,0,0,0,0,3,0,6081553,Cal Lutheran
20,MB,5,0,4,0,10,0.4,0,1,4,4,0,2,1,0,7.5,0,6081553,Cal Lutheran
17,OH,5,0,15,8,38,0.184,2,0,2,6,0,1,1,0,16.5,0,6081553,Cal Lutheran
7,OH,5,0,8,7,25,0.04,2,0,2,7,0,0,1,0,8.5,0,6081553,Cal Lutheran
18,MB,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,6081553,Cal Lutheran
12,OPP,5,0,14,5,28,0.321,1,0,3,2,0,0,1,0,14.5,0,6081559,Lancaster Bible
23,OPP,5,0,18,6,46,0.261,1,0,5,8,0,1,0,0,19,0,6081559,Lancaster Bible
4,MB,5,0,2,0,5,0.4,0,0,0,3,0,1,1,0,3.5,0,6081559,Lancaster Bible
21,OH,5,0,11,6,34,0.147,2,0,2,13,0,0,0,0,11,0,6081559,Lancaster Bible
18,L,5,0,0,0,1,0,4,0,0,19,0,0,0,0,0,0,6081559,Lancaster Bible
3,OH,5,0,0,0,0,0,2,4,3,4,0,0,0,0,4,0,6081559,Lancaster Bible
10,S,5,0,2,3,12,-0.083,48,1,5,7,0,4,2,0,8,0,6081559,Lancaster Bible
24,OH,5,0,15,12,47,0.064,0,0,5,14,1,4,0,0,19,0,6081559,Lancaster Bible
20,OPP,5,0,20,8,56,0.214,0,1,3,10,1,3,1,0,24.5,0,6081559,Trine
21,MB,5,0,3,4,11,-0.091,0,0,0,1,0,3,1,0,6.5,0,6081559,Trine
1,OH,5,0,1,2,4,-0.25,0,0,2,7,1,0,0,0,1,0,6081559,Trine
5,OH,5,0,10,8,32,0.063,1,0,2,9,0,1,1,0,11.5,0,6081559,Trine
16,DB,5,0,0,0,2,0,1,0,0,19,1,0,0,0,0,0,6081559,Trine
23,S,5,0,6,3,11,0.273,37,0,1,15,0,3,2,0,10,0,6081559,Trine
9,OPP,5,0,1,1,8,0,0,0,0,1,0,4,3,0,6.5,0,6081559,Trine
22,MB,5,0,8,3,33,0.152,1,0,0,5,0,0,0,0,8,0,6081559,Trine
10,OH,3,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,6081559,Trine
6,OH,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6081559,Trine
13,OH,2,0,3,1,9,0.222,0,0,0,0,0,1,0,0,4,0,6081560,Eastern
2,MB,4,0,8,5,22,0.136,0,2,2,3,0,1,0,0,11,0,6081560,Eastern
6,L/DS,4,0,1,0,1,1,3,0,0,12,1,0,0,0,1,0,6081560,Eastern
3,OH,4,0,12,4,33,0.242,1,1,2,13,0,0,0,2,13,0,6081560,Eastern
7,MB,4,0,4,0,5,0.8,2,0,2,3,0,3,0,0,7,0,6081560,Eastern
4,L/DS,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6081560,Eastern
24,S,4,0,0,0,0,0,6,1,1,6,0,0,0,0,1,1,6081560,Eastern
19,S,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,6081560,Eastern
32,OH,4,0,0,0,3,0,28,1,1,3,0,0,0,0,1,0,6081560,Eastern
12,OH,4,0,8,3,19,0.263,0,0,0,3,0,1,0,0,9,0,6081560,Eastern
11,OH,4,0,8,3,23,0.217,1,0,2,9,1,0,0,0,8,0,6081560,Eastern
8,OH,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6081560,Eastern
7,S,4,0,3,1,4,0.5,29,0,3,13,0,1,1,2,4.5,0,6081560,Wilkes
19,DB,4,0,0,0,0,0,6,0,0,14,1,0,0,0,0,1,6081560,Wilkes
17,OPP,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6081560,Wilkes
15,OH,3,0,3,2,16,0.063,1,0,1,1,0,0,1,0,3.5,0,6081560,Wilkes
10,MB,3,0,1,3,9,-0.222,0,3,4,1,0,1,2,1,6,0,6081560,Wilkes
1,OH,4,0,10,6,33,0.121,1,0,2,4,0,0,1,0,10.5,0,6081560,Wilkes
9,MB,4,0,1,0,6,0.167,0,2,1,1,0,3,3,3,7.5,0,6081560,Wilkes
12,MB,2,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,6081560,Wilkes
6,OH,3,0,3,6,13,-0.231,0,0,0,2,0,0,0,0,3,0,6081560,Wilkes
14,OH,4,0,17,8,48,0.188,1,1,0,9,1,0,2,2,19,0,6081560,Wilkes
13,L,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6081560,Wilkes
17,S,3,1,1,0,4,0.25,14,1,2,3,0,0,0,0,2,0,6081562,Hiram
19,MB,1,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,6081562,Hiram
20,OH,3,1,7,3,14,0.286,0,0,0,2,0,0,0,0,7,0,6081562,Hiram
3,OH,3,1,5,3,15,0.133,1,0,3,1,2,0,3,0,6.5,0,6081562,Hiram
7,OH,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,6081562,Hiram
10,MB,3,1,2,0,5,0.4,0,0,1,0,0,0,1,0,2.5,0,6081562,Hiram
15,MB,3,1,1,3,8,-0.25,0,0,2,0,0,0,2,0,2,0,6081562,Hiram
11,OH,2,0,0,2,5,-0.4,0,0,0,0,0,0,0,0,0,0,6081562,Hiram
9,OH,2,1,2,4,11,-0.182,1,0,0,2,1,0,0,0,2,0,6081562,Hiram
13,OH,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6081562,Hiram
3,OH,3,1,9,0,12,0.75,0,0,1,4,2,0,1,0,9.5,0,6081562,Juniata
11,L,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6081562,Juniata
2,L,3,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,6081562,Juniata
22,OPP,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,6081562,Juniata
17,S,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6081562,Juniata
