#,P,S,MS,Kills,Errors,TotalAttacks,HitPct,Assists,Aces,SErr,Digs,RErr,BlockSolos,BlockAssists,BErr,PTS,BHE,match_id,team_name
5,OH,5,0,0,0,2,0,3,0,0,18,4,0,0,0,0,0,6081609,Regis (MA)
20,NA,3,0,4,5,17,-0.059,0,2,1,2,2,0,0,0,6,0,6081609,Regis (MA)
14,OH,3,0,11,1,16,0.625,1,0,3,4,0,1,1,0,12.5,0,6081609,Regis (MA)
2,DB,4,0,0,0,0,0,0,1,1,5,1,0,0,0,1,0,6081609,Regis (MA)
6,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6081609,Regis (MA)
9,MB,5,0,7,1,16,0.375,0,1,1,2,0,1,4,0,11,0,6081609,Regis (MA)
18,NA,5,0,2,1,4,0.25,40,2,7,13,0,0,0,1,4,0,6081609,Regis (MA)
8,OPP,5,0,10,6,28,0.143,0,1,2,2,0,0,5,0,13.5,0,6081609,Regis (MA)
11,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081609,Regis (MA)
17,MB,2,0,2,3,11,-0.091,0,1,2,0,0,0,1,0,3.5,0,6081609,Regis (MA)
3,NA,1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,6081609,Regis (MA)
1,DB,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6081609,Regis (MA)
15,OH,5,0,11,3,28,0.286,0,5,4,13,1,1,0,0,17,0,6081609,Regis (MA)
16,NA,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,6081609,Regis (MA)
13,OH,2,0,5,4,16,0.063,0,1,1,5,2,0,1,0,6.5,0,6081609,Regis (MA)
1,OH,3,0,8,1,18,0.389,1,0,2,6,0,1,1,0,9.5,0,6081610,SUNY Poly
19,MB,3,0,3,2,9,0.111,0,1,1,5,0,1,1,0,5.5,0,6081610,SUNY Poly
14,OH,3,0,12,3,28,0.321,0,1,2,2,0,0,0,0,13,0,6081610,SUNY Poly
6,L,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6081610,SUNY Poly
2,S,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6081610,SUNY Poly
13,OH,3,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,6081610,SUNY Poly
3,OH,3,0,11,3,20,0.4,1,1,3,3,0,0,1,1,12.5,0,6081610,SUNY Poly
8,MB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081610,SUNY Poly
7,L,3,0,0,0,1,0,2,0,0,12,0,0,0,0,0,0,6081610,SUNY Poly
5,L/DS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081610,SUNY Poly
20,MB,3,0,4,2,8,0.25,0,0,0,0,0,1,1,0,5.5,0,6081610,SUNY Poly
4,S,3,0,1,0,7,0.143,30,0,1,3,0,0,0,0,1,0,6081610,SUNY Poly
5,OH,3,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,6081610,Regis (MA)
20,NA,1,0,1,0,3,0.333,0,0,0,0,0,0,1,0,1.5,0,6081610,Regis (MA)
14,OH,2,0,4,3,12,0.083,0,0,0,0,0,0,2,0,5,0,6081610,Regis (MA)
4,OPP,2,0,2,0,4,0.5,0,0,0,0,0,0,0,0,2,0,6081610,Regis (MA)
9,MB,3,0,2,0,4,0.5,1,0,3,0,0,1,0,2,3,0,6081610,Regis (MA)
18,NA,3,0,0,0,1,0,15,0,5,3,0,0,0,0,0,0,6081610,Regis (MA)
8,OPP,3,0,6,4,13,0.154,0,0,0,0,0,0,3,0,7.5,0,6081610,Regis (MA)
17,MB,2,0,3,1,5,0.4,0,0,1,1,0,0,3,2,4.5,0,6081610,Regis (MA)
21,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081610,Regis (MA)
1,DB,3,0,2,1,4,0.25,13,0,0,4,0,0,0,0,2,0,6081610,Regis (MA)
15,OH,3,0,6,4,22,0.091,0,1,2,3,3,0,0,0,7,0,6081610,Regis (MA)
13,OH,3,0,10,4,25,0.24,0,1,0,3,2,0,1,0,11.5,0,6081610,Regis (MA)
9,OH,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6314586,SUNY Poly
1,OH,3,0,15,2,22,0.591,0,0,1,4,0,0,2,0,16,0,6314586,SUNY Poly
19,MB,3,0,4,0,5,0.8,1,0,3,2,0,0,5,0,6.5,0,6314586,SUNY Poly
14,OH,3,0,5,4,16,0.063,0,2,1,4,0,0,3,1,8.5,0,6314586,SUNY Poly
6,L,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6314586,SUNY Poly
10,DB,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6314586,SUNY Poly
11,S,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6314586,SUNY Poly
15,OH,3,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,6314586,SUNY Poly
3,OH,3,0,6,1,12,0.417,0,2,2,3,1,0,0,0,8,0,6314586,SUNY Poly
17,OH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6314586,SUNY Poly
16,MB,1,0,2,1,3,0.333,0,0,0,0,0,0,0,0,2,0,6314586,SUNY Poly
7,L,3,0,0,0,1,0,1,0,0,9,0,0,0,1,0,0,6314586,SUNY Poly
5,L/DS,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6314586,SUNY Poly
12,OH,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6314586,SUNY Poly
20,MB,3,0,4,1,5,0.6,0,0,0,0,0,0,1,0,4.5,0,6314586,SUNY Poly
4,S,3,0,0,1,3,-0.333,30,1,2,6,0,0,1,0,1.5,0,6314586,SUNY Poly
14,NA,3,0,4,0,6,0.667,1,0,1,0,0,0,0,1,4,0,6314586,Elms
15,NA,3,0,5,4,28,0.036,0,2,1,4,0,0,0,0,7,0,6314586,Elms
5,OH,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,6314586,Elms
3,NA,3,0,1,3,6,-0.333,25,0,3,0,0,0,1,1,1.5,0,6314586,Elms
2,NA,3,0,4,2,9,0.222,0,0,4,0,0,1,1,0,5.5,0,6314586,Elms
7,NA,3,0,0,2,2,-1,1,0,0,3,3,0,0,0,0,0,6314586,Elms
1,NA,3,0,3,1,7,0.286,0,0,4,5,3,0,0,0,3,0,6314586,Elms
13,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6314586,Elms
9,NA,3,0,12,5,20,0.35,0,1,1,0,0,0,0,0,13,0,6314586,Elms
11,OH,3,0,8,3,20,0.25,2,2,4,12,0,1,0,0,11,0,6081611,North Park
19,DB,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,6081611,North Park
3,L/DS,4,0,1,0,3,0.333,4,0,0,25,1,0,0,0,1,0,6081611,North Park
4,OH,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6081611,North Park
16,S,4,0,7,7,24,0,24,0,3,12,0,0,3,0,8.5,0,6081611,North Park
25,L,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6081611,North Park
12,MB,4,0,4,2,10,0.2,0,1,3,1,0,2,5,0,9.5,0,6081611,North Park
26,L/DS,3,0,10,1,22,0.409,0,0,0,3,0,0,2,0,11,0,6081611,North Park
8,OH,4,0,15,8,34,0.206,1,3,5,12,0,1,2,0,20,0,6081611,North Park
1,L,4,0,0,1,3,-0.333,21,0,1,8,0,0,0,0,0,0,6081611,North Park
20,MB,4,0,8,4,25,0.16,0,0,3,4,0,1,1,0,9.5,0,6081611,North Park
5,MB,4,0,1,0,4,0.25,0,0,2,2,1,0,1,0,1.5,0,6081611,Concordia Chicago
7,OH,2,0,3,3,19,0,1,0,2,5,0,0,0,0,3,0,6081611,Concordia Chicago
4,L,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6081611,Concordia Chicago
8,MB,4,0,5,1,19,0.211,0,0,3,3,0,0,2,0,6,0,6081611,Concordia Chicago
15,OH,4,0,0,0,1,0,3,0,0,14,2,0,0,0,0,0,6081611,Concordia Chicago
18,MB,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6081611,Concordia Chicago
10,OH,4,0,8,6,34,0.059,3,0,3,13,2,0,1,0,8.5,0,6081611,Concordia Chicago
12,OPP,2,0,4,0,11,0.364,0,0,2,3,1,0,0,0,4,0,6081611,Concordia Chicago
11,S,4,0,3,1,4,0.5,27,0,1,7,0,0,2,0,4,0,6081611,Concordia Chicago
17,MB,4,0,13,6,50,0.14,1,1,2,8,0,2,0,0,16,0,6081611,Concordia Chicago
16,MB,3,0,0,1,4,-0.25,0,0,1,1,0,0,1,1,0.5,0,6081612,Bard
20,L,2,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,6081612,Bard
7,S,3,0,2,0,3,0.667,2,0,0,5,0,0,1,0,2.5,0,6081612,Bard
6,S,3,0,3,8,21,-0.238,0,0,3,5,5,0,1,0,3.5,0,6081612,Bard
8,MB,3,0,6,6,18,0,0,0,0,2,0,0,1,0,6.5,0,6081612,Bard
11,S,3,0,0,0,0,0,8,0,1,3,0,0,0,0,0,0,6081612,Bard
14,MB,3,0,0,1,2,-0.5,1,1,2,0,0,0,2,0,2,0,6081612,Bard
12,L,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6081612,Bard
10,OPP,3,0,3,2,18,0.056,1,2,4,3,2,1,2,0,7,0,6081612,Bard
15,S,1,0,2,0,5,0.4,0,0,0,0,0,0,0,0,2,0,6081612,Hobart
14,MB,3,0,3,1,9,0.222,1,0,1,0,0,1,0,0,4,0,6081612,Hobart
5,OH,1,0,3,0,4,0.75,0,4,0,1,0,0,0,0,7,0,6081612,Hobart
12,S,3,0,0,0,0,0,13,2,1,7,0,0,0,0,2,0,6081612,Hobart
13,MB,3,0,2,0,3,0.667,1,4,2,1,0,0,0,0,6,0,6081612,Hobart
7,L/DS,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081612,Hobart
18,OH,3,0,5,4,16,0.063,0,1,1,6,0,0,0,0,6,0,6081612,Hobart
16,MB,3,0,7,1,9,0.667,1,2,3,0,0,3,0,0,12,0,6081612,Hobart
3,S,3,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,6081612,Hobart
2,OH,3,0,5,4,12,0.083,0,0,0,1,0,0,0,0,5,0,6081612,Hobart
9,OH,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6081612,Hobart
8,OH,3,0,4,1,8,0.375,1,0,1,4,2,0,0,0,4,0,6081612,Hobart
6,L,3,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,6081613,Arcadia
7,OH,3,0,4,1,6,0.5,1,1,3,4,0,0,3,0,6.5,0,6081613,Arcadia
14,OPP,3,0,10,1,21,0.429,0,0,4,3,0,0,1,0,10.5,0,6081613,Arcadia
1,MB,3,0,6,3,11,0.273,0,0,0,1,0,0,0,0,6,0,6081613,Arcadia
16,OH,3,0,10,2,23,0.348,1,3,4,2,2,0,1,0,13.5,0,6081613,Arcadia
3,OH,3,0,6,8,20,-0.1,1,0,0,7,0,0,2,0,7,0,6081613,Arcadia
9,S,3,0,3,0,3,1,32,0,3,7,1,1,1,0,4.5,0,6081613,Arcadia
23,L/DS,3,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,6081613,Arcadia
12,OH,1,0,2,0,3,0.667,0,0,0,0,0,0,0,0,2,0,6081613,Arcadia
12,OH,3,0,5,5,18,0,0,1,1,4,1,0,0,0,6,0,6081613,Drew
2,L/DS,3,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,6081613,Drew
6,L,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6081613,Drew
10,S,3,0,5,0,9,0.556,15,0,1,3,0,0,1,0,5.5,0,6081613,Drew
20,OH,3,0,4,5,18,-0.056,1,0,2,5,2,0,1,0,4.5,0,6081613,Drew
15,OH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6081613,Drew
13,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081613,Drew
16,OH,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,6081613,Drew
25,MB,3,0,3,1,8,0.25,0,1,1,0,0,0,2,0,5,0,6081613,Drew
19,S,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6081613,Drew
11,MB,3,0,7,2,16,0.313,0,1,3,1,0,1,2,1,10,0,6081613,Drew
28,MB,3,0,1,4,11,-0.273,0,0,1,3,1,0,0,1,1,0,6081613,Drew
1,OH,5,1,5,8,22,-0.136,0,1,2,3,2,0,3,0,7.5,0,6081614,Buffalo St.
10,OH,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,6081614,Buffalo St.
15,RS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081614,Buffalo St.
6,OH,5,1,3,2,8,0.125,0,0,2,0,0,0,2,0,4,0,6081614,Buffalo St.
5,L,5,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,6081614,Buffalo St.
2,DB,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6081614,Buffalo St.
21,S,5,1,9,3,24,0.25,1,3,4,4,0,0,1,0,12.5,0,6081614,Buffalo St.
3,S,5,1,1,0,1,1,34,1,3,9,0,2,2,0,5,3,6081614,Buffalo St.
4,MB,5,1,5,3,10,0.2,0,3,2,1,0,2,4,0,12,0,6081614,Buffalo St.
19,DB,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6081614,Buffalo St.
16,L/DS,5,0,0,0,0,0,3,0,0,17,1,0,0,0,0,0,6081614,Buffalo St.
9,OH,5,1,20,4,42,0.381,0,1,1,4,1,0,0,0,21,0,6081614,Buffalo St.
9,OH,2,1,2,1,10,0.1,0,0,1,7,2,0,0,0,2,0,6081614,St. John Fisher
10,S,4,0,0,1,1,-1,4,2,3,0,0,0,0,0,2,0,6081614,St. John Fisher
4,OPP,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6081614,St. John Fisher
21,S,5,0,7,6,19,0.053,0,3,5,6,0,0,1,0,10.5,0,6081614,St. John Fisher
1,MB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6081614,St. John Fisher
19,S,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6081614,St. John Fisher
5,OH,5,1,14,0,24,0.583,1,1,7,3,2,0,0,0,15,0,6081614,St. John Fisher
6,OPP,1,1,2,0,3,0.667,0,0,0,1,0,0,1,0,2.5,0,6081614,St. John Fisher
12,L/DS,5,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,6081614,St. John Fisher
8,S,5,1,0,1,2,-0.5,49,1,3,4,0,2,3,0,4.5,0,6081614,St. John Fisher
17,MB,5,1,10,7,24,0.125,0,0,2,0,0,1,3,0,12.5,0,6081614,St. John Fisher
3,OH,5,1,16,0,23,0.696,0,0,1,1,0,0,3,0,17.5,0,6081614,St. John Fisher
15,OH,4,0,7,0,20,0.35,0,0,2,6,0,0,1,0,7.5,0,6081614,St. John Fisher
1,L/DS,2,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,6081615,Rivier
14,OH,4,0,5,1,10,0.4,1,0,2,1,0,1,3,0,7.5,0,6081615,Rivier
15,S,4,0,1,1,4,0,23,1,3,10,1,0,0,0,2,1,6081615,Rivier
6,S,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,6081615,Rivier
3,OH,4,0,10,9,33,0.03,1,1,1,4,1,0,3,0,12.5,0,6081615,Rivier
2,L/DS,4,0,0,0,0,0,1,0,0,13,1,0,0,0,0,0,6081615,Rivier
18,OH,4,0,2,4,12,-0.167,0,0,0,0,0,0,0,0,2,0,6081615,Rivier
22,L,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6081615,Rivier
10,OH,4,0,3,9,23,-0.261,0,1,2,2,0,0,1,0,4.5,0,6081615,Rivier
7,MB,4,0,8,1,18,0.389,0,0,2,2,0,0,1,0,8.5,0,6081615,Rivier
9,S,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,6081615,Rivier
11,OH,3,0,4,2,9,0.222,0,1,2,1,2,0,0,1,5,0,6081615,Rutgers-Newark
14,S,4,0,4,3,8,0.125,36,0,3,3,0,0,3,1,5.5,0,6081615,Rutgers-Newark
10,L,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6081615,Rutgers-Newark
1,OH,4,0,8,5,17,0.176,0,2,4,6,2,0,1,1,10.5,0,6081615,Rutgers-Newark
7,MB,2,0,1,2,5,-0.2,0,0,0,0,0,0,1,1,1.5,0,6081615,Rutgers-Newark
16,OPP,4,0,16,7,39,0.231,0,0,2,7,0,1,4,0,19,0,6081615,Rutgers-Newark
3,MB,3,0,1,2,9,-0.111,0,0,3,3,0,0,3,0,2.5,0,6081615,Rutgers-Newark
2,L,4,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,6081615,Rutgers-Newark
21,MB,4,0,6,4,15,0.133,0,1,3,0,0,1,4,0,10,0,6081615,Rutgers-Newark
15,MB,1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,6081615,Rutgers-Newark
6,OH,3,0,8,4,17,0.235,0,1,4,2,1,0,0,1,9,0,6081615,Rutgers-Newark
12,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081615,Rutgers-Newark
6,OH,1,0,1,1,3,0,0,0,1,2,0,0,1,0,1.5,0,6081616,East. Mennonite
13,OPP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081616,East. Mennonite
12,OH,4,0,2,2,7,0,1,6,2,8,0,0,0,0,8,0,6081616,East. Mennonite
2,L,4,0,0,0,0,0,1,0,0,10,3,0,0,0,0,0,6081616,East. Mennonite
14,OH,1,0,2,1,4,0.25,0,0,1,0,2,0,0,0,2,0,6081616,East. Mennonite
19,OH,4,0,6,3,13,0.231,0,1,2,0,1,0,1,0,7.5,0,6081616,East. Mennonite
1,S,3,0,0,0,0,0,16,0,1,2,0,0,0,0,0,0,6081616,East. Mennonite
11,L/DS,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6081616,East. Mennonite
20,MB,3,0,6,1,12,0.417,0,0,2,1,0,0,2,0,7,0,6081616,East. Mennonite
8,OPP,4,0,14,6,36,0.222,0,0,1,7,0,0,3,0,15.5,0,6081616,East. Mennonite
9,DB,4,0,0,0,0,0,22,1,5,6,0,0,2,0,2,0,6081616,East. Mennonite
17,MB,3,0,6,2,13,0.308,0,2,1,0,0,0,4,0,10,0,6081616,East. Mennonite
5,MB,2,0,2,0,7,0.286,0,1,1,0,0,1,0,0,4,0,6081616,East. Mennonite
4,L/DS,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081616,East. Mennonite
15,OH,1,0,1,0,2,0.5,0,0,0,0,0,0,0,0,1,0,6081616,East. Mennonite
16,MB,4,0,0,1,3,-0.333,0,0,0,0,0,0,3,0,1.5,0,6081616,Bard
20,L,4,0,0,0,0,0,6,0,0,8,4,0,0,0,0,0,6081616,Bard
7,S,4,0,1,2,8,-0.125,7,0,0,6,0,0,1,1,1.5,0,6081616,Bard
6,S,4,0,12,8,28,0.143,2,1,5,6,3,0,1,0,13.5,0,6081616,Bard
8,MB,4,0,5,4,30,0.033,0,0,3,5,3,0,2,0,6,0,6081616,Bard
11,S,4,0,1,0,1,1,15,4,1,4,0,0,0,0,5,0,6081616,Bard
14,MB,4,0,0,1,4,-0.25,0,0,1,0,0,0,1,0,0.5,0,6081616,Bard
12,L,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6081616,Bard
10,OPP,4,0,12,11,32,0.031,0,1,2,8,1,0,0,0,13,0,6081616,Bard
6,OH,5,0,5,5,13,0,1,1,1,1,0,0,0,0,6,0,6081617,Nazareth
14,MB,5,0,8,1,20,0.35,0,3,3,0,0,0,5,0,13.5,0,6081617,Nazareth
5,S,5,0,3,1,14,0.143,47,0,3,11,0,0,3,0,4.5,0,6081617,Nazareth
2,L/DS,5,0,0,0,0,0,2,0,0,15,1,0,0,0,0,0,6081617,Nazareth
11,MB,5,0,5,1,15,0.267,0,0,0,0,0,0,0,0,5,0,6081617,Nazareth
3,L/DS,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6081617,Nazareth
9,OH,5,0,1,5,11,-0.364,3,0,2,9,0,0,3,0,2.5,0,6081617,Nazareth
18,MB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081617,Nazareth
12,OH,5,0,16,8,39,0.205,0,1,2,4,0,0,2,0,18,0,6081617,Nazareth
4,OH,5,0,20,12,50,0.16,0,2,2,15,1,0,1,0,22.5,0,6081617,Nazareth
25,OH,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,6081617,Misericordia
6,MB,5,0,4,1,9,0.333,2,0,1,1,0,0,6,0,7,0,6081617,Misericordia
8,S,5,0,2,1,12,0.083,46,0,3,10,0,1,3,0,4.5,0,6081617,Misericordia
15,OH,5,0,18,8,39,0.256,3,1,7,13,1,0,5,0,21.5,0,6081617,Misericordia
4,OH,5,0,0,0,1,0,1,0,0,16,1,0,0,0,0,0,6081617,Misericordia
33,MB,5,0,5,1,11,0.364,0,0,0,0,0,0,4,0,7,0,6081617,Misericordia
13,OH,5,0,18,9,50,0.18,0,0,5,7,0,0,6,0,21,0,6081617,Misericordia
7,L,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6081617,Misericordia
24,OH,5,0,13,4,32,0.281,0,2,2,8,1,0,3,0,16.5,0,6081617,Misericordia
15,MB,4,0,5,3,10,0.2,0,1,4,3,0,1,4,0,9,0,6081618,Carthage
12,MB,4,0,5,7,14,-0.143,0,0,1,2,0,0,1,0,5.5,0,6081618,Carthage
13,OPP,4,0,10,0,21,0.476,1,0,1,10,0,1,1,0,11.5,0,6081618,Carthage
2,OH,4,0,11,7,40,0.1,1,1,1,9,1,2,1,0,14.5,0,6081618,Carthage
9,S,4,0,0,0,0,0,13,0,3,5,0,0,0,0,0,0,6081618,Carthage
1,L,4,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,6081618,Carthage
6,S,4,0,0,0,1,0,31,0,2,3,0,0,0,0,0,0,6081618,Carthage
4,L,4,0,0,0,1,0,1,0,0,12,2,0,0,0,0,0,6081618,Carthage
21,OH,4,0,17,6,32,0.344,2,0,3,8,1,0,1,0,17.5,0,6081618,Carthage
14,MB,4,0,6,0,8,0.75,1,0,3,0,0,0,0,0,6,0,6081618,Carthage
6,NA,2,0,1,0,2,0.5,0,0,1,2,0,0,3,0,2.5,0,6081618,SUNY New Paltz
13,MB,4,0,2,1,6,0.167,0,0,2,0,0,1,1,0,3.5,0,6081618,SUNY New Paltz
1,L,4,0,0,0,3,0,2,0,0,9,0,0,0,0,0,0,6081618,SUNY New Paltz
11,MB,4,0,9,3,22,0.273,0,0,2,3,0,0,3,0,10.5,0,6081618,SUNY New Paltz
9,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6081618,SUNY New Paltz
19,OH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081618,SUNY New Paltz
12,OH,1,0,2,0,3,0.667,0,0,1,1,0,0,1,0,2.5,0,6081618,SUNY New Paltz
17,S,3,0,0,1,4,-0.25,28,1,0,5,0,0,1,0,1.5,0,6081618,SUNY New Paltz
8,OH,4,0,7,3,16,0.25,2,1,5,3,1,0,1,0,8.5,0,6081618,SUNY New Paltz
4,S,2,0,0,0,1,0,9,0,4,2,0,0,1,0,0.5,0,6081618,SUNY New Paltz
10,NA,4,0,16,6,39,0.256,1,2,3,17,1,0,1,0,18.5,0,6081618,SUNY New Paltz
5,OH,4,0,10,6,37,0.108,0,0,2,4,0,0,2,0,11,0,6081618,SUNY New Paltz
6,OH,3,0,4,2,16,0.125,1,1,0,9,1,0,0,1,5,0,6081624,Stevens
23,OH,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6081624,Stevens
10,S,3,0,0,0,1,0,9,0,0,5,0,0,0,0,0,0,6081624,Stevens
5,L,3,0,0,0,3,0,5,0,0,7,0,0,0,0,0,0,6081624,Stevens
3,MB,3,0,7,1,16,0.375,0,0,0,1,0,1,2,0,9,0,6081624,Stevens
17,S,3,0,1,0,3,0.333,16,0,2,9,0,0,1,0,1.5,0,6081624,Stevens
15,MB,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6081624,Stevens
12,OPP,3,0,8,1,21,0.333,0,0,0,0,0,0,1,0,8.5,0,6081624,Stevens
30,MB,2,0,0,1,1,-1,0,0,0,2,0,1,1,0,1.5,0,6081624,Stevens
22,MB,1,0,0,1,1,-1,0,0,1,0,0,0,0,0,0,0,6081624,Stevens
18,OH,3,0,8,5,19,0.158,0,0,0,2,0,0,1,0,8.5,0,6081624,Stevens
11,OH,3,0,7,0,17,0.412,1,0,1,7,0,1,0,0,8,0,6081624,Stevens
15,L/DS,3,0,0,0,0,0,1,0,0,11,2,0,0,0,0,0,6081624,Nichols
5,OH,3,0,3,3,14,0,0,1,2,6,0,0,0,0,4,0,6081624,Nichols
11,OH,3,0,5,6,18,-0.056,0,0,2,2,0,0,0,0,5,0,6081624,Nichols
9,OH,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6081624,Nichols
8,OH,3,0,14,5,35,0.257,2,0,4,7,0,2,0,0,16,0,6081624,Nichols
6,S,3,0,2,0,4,0.5,37,0,3,6,0,0,0,0,2,0,6081624,Nichols
14,MB,3,0,4,1,9,0.333,0,0,0,1,0,0,1,0,4.5,0,6081624,Nichols
23,MB,3,0,15,5,34,0.294,1,1,2,8,0,1,1,1,17.5,0,6081624,Nichols
17,MB,3,0,4,1,9,0.333,1,0,3,0,0,1,1,0,5.5,0,6081620,Vassar
5,OH,2,0,4,0,6,0.667,0,0,1,0,0,0,2,0,5,0,6081620,Vassar
11,OH,3,0,14,2,24,0.5,2,0,3,8,0,0,2,1,15,0,6081620,Vassar
9,OH,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0.5,0,6081620,Vassar
12,OH,1,0,2,0,3,0.667,0,0,2,1,1,1,1,0,3.5,0,6081620,Vassar
13,MB,3,0,8,2,12,0.5,0,1,3,1,0,0,3,0,10.5,0,6081620,Vassar
16,OH,2,0,4,2,12,0.167,0,3,2,2,0,0,1,0,7.5,0,6081620,Vassar
24,OH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6081620,Vassar
21,OH,2,0,0,0,2,0,4,0,2,1,0,0,0,0,0,0,6081620,Vassar
4,S,3,0,1,0,1,1,16,0,3,3,0,0,0,0,1,0,6081620,Vassar
3,L,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6081620,Vassar
1,S,3,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,6081620,Vassar
10,OH,3,0,5,2,15,0.2,0,0,0,1,0,1,0,0,6,0,6081620,Vassar
18,MB,1,0,2,0,2,1,0,0,2,0,0,0,1,0,2.5,0,6081620,Vassar
8,OH,3,0,3,7,15,-0.267,1,1,3,6,1,0,0,0,4,0,6081620,Kean
6,S,3,0,0,1,3,-0.333,17,0,1,8,0,0,0,0,0,0,6081620,Kean
3,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081620,Kean
21,MB,2,0,1,0,4,0.25,0,0,0,0,0,1,0,0,2,0,6081620,Kean
20,OH,1,0,0,1,1,-1,0,0,0,2,0,0,0,0,0,0,6081620,Kean
25,OH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081620,Kean
4,OH,1,0,2,1,9,0.111,0,0,0,2,0,0,0,0,2,0,6081620,Kean
12,OH,3,0,6,3,18,0.167,0,1,1,3,0,0,0,0,7,0,6081620,Kean
