#,P,S,MS,Kills,Errors,TotalAttacks,HitPct,Assists,Aces,SErr,Digs,RErr,BlockSolos,BlockAssists,BErr,PTS,BHE,match_id,team_name
30,L,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6300482,Wabash
22,MB,3,0,1,0,5,0.2,1,0,1,1,0,1,1,0,2.5,0,6300482,Wabash
11,S,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,6300482,Wabash
7,OH,3,0,6,4,17,0.118,1,1,1,3,1,0,1,0,7.5,0,6300482,Wabash
18,S,2,0,1,0,2,0.5,17,0,2,1,0,0,1,1,1.5,0,6300482,Wabash
26,MB,3,0,11,4,19,0.368,1,0,2,1,0,0,0,1,11,0,6300482,Wabash
10,OPP,3,0,2,0,2,1,0,0,3,0,0,0,1,0,2.5,0,6300482,Wabash
2,OH,3,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,6300482,Wabash
3,OH,3,0,8,4,15,0.267,0,0,2,6,3,0,0,1,8,0,6300482,Wabash
7,OPP,2,0,8,2,14,0.429,0,0,1,1,0,0,1,0,8.5,0,6300482,Ball St.
12,OH,1,0,4,0,5,0.8,0,0,2,0,0,0,0,1,4,0,6300482,Ball St.
3,OH,1,0,4,0,5,0.8,1,0,0,1,0,0,0,0,4,0,6300482,Ball St.
8,MB,2,0,2,0,2,1,0,1,0,0,0,0,1,1,3.5,0,6300482,Ball St.
1,L,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6300482,Ball St.
16,OPP,1,0,3,2,6,0.167,0,0,0,1,0,0,2,0,4,0,6300482,Ball St.
9,S,3,0,2,0,4,0.5,32,3,2,3,0,1,0,0,6,0,6300482,Ball St.
18,OH,2,0,5,1,9,0.444,0,2,0,1,0,0,1,0,7.5,0,6300482,Ball St.
21,MB,1,0,2,1,6,0.167,0,1,1,0,0,0,1,0,3.5,0,6300482,Ball St.
11,L,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6300482,Ball St.
13,MB,1,0,2,0,2,1,1,1,2,0,0,0,1,0,3.5,0,6300482,Ball St.
20,OH,2,0,5,1,9,0.444,1,2,3,4,0,0,1,0,7.5,0,6300482,Ball St.
19,MB,2,0,3,0,6,0.5,1,0,1,0,0,0,2,0,4,0,6300482,Ball St.
1,OH,3,0,13,1,21,0.571,1,0,2,2,2,0,3,0,14.5,0,6083804,BYU
6,L,4,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,6083804,BYU
19,MB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083804,BYU
7,S,4,0,0,0,1,0,34,1,1,6,0,0,0,0,1,0,6083804,BYU
5,MB,3,0,2,1,4,0.25,0,0,1,0,0,0,3,0,3.5,0,6083804,BYU
23,OH,1,0,1,2,7,-0.143,0,1,2,1,1,0,0,0,2,0,6083804,BYU
21,OH,4,0,5,0,7,0.714,0,0,1,3,0,1,3,0,7.5,0,6083804,BYU
20,OH,4,0,14,3,29,0.379,0,5,3,3,1,0,1,0,19.5,0,6083804,BYU
10,OH,4,0,7,7,21,0,0,2,4,8,0,0,2,0,10,0,6083804,BYU
9,OH,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,6083804,BYU
7,OH,4,0,11,6,25,0.2,1,1,6,2,4,0,5,0,14.5,0,6083804,Ohio St.
5,S,4,0,1,1,4,0,37,1,5,6,0,0,0,0,2,0,6083804,Ohio St.
9,OH,4,0,10,3,18,0.389,2,0,3,2,5,0,2,0,11,0,6083804,Ohio St.
22,S,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6083804,Ohio St.
13,MB,4,0,4,4,11,0,0,0,1,3,0,0,5,0,6.5,0,6083804,Ohio St.
3,OH,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6083804,Ohio St.
1,L,4,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,6083804,Ohio St.
14,OH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6083804,Ohio St.
17,OPP,4,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,6083804,Ohio St.
6,OPP,4,0,12,4,28,0.286,0,2,3,6,0,0,1,0,14.5,0,6083804,Ohio St.
18,MB,4,0,8,2,14,0.429,0,0,0,0,0,0,2,1,9,0,6083804,Ohio St.
6,L/DS,4,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,6083805,McKendree
4,OH,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6083805,McKendree
26,S,4,0,4,1,7,0.429,37,2,3,7,0,0,3,0,7.5,0,6083805,McKendree
12,OH,4,0,13,3,27,0.37,2,1,4,5,3,0,2,0,15,0,6083805,McKendree
24,MB,4,0,3,1,11,0.182,0,2,0,0,1,0,1,0,5.5,0,6083805,McKendree
23,MB,4,0,5,0,8,0.625,0,1,2,1,0,0,7,0,9.5,0,6083805,McKendree
9,L,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083805,McKendree
5,S,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6083805,McKendree
19,OH,4,0,15,5,28,0.357,3,0,4,8,1,0,0,0,15,0,6083805,McKendree
18,OPP,4,0,5,4,15,0.067,0,0,2,3,0,0,4,0,7,0,6083805,McKendree
5,L/DS,4,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,6083805,Hawaii
16,MB,4,0,7,1,10,0.6,0,0,0,2,0,0,1,0,7.5,0,6083805,Hawaii
20,OH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083805,Hawaii
11,OH,4,0,7,2,12,0.417,0,0,1,5,0,0,2,0,8,0,6083805,Hawaii
8,MB,2,0,1,1,3,0,0,0,0,1,0,0,0,0,1,0,6083805,Hawaii
13,S,4,0,2,0,5,0.4,54,1,5,2,0,0,2,0,4,0,6083805,Hawaii
7,OH,4,0,17,7,29,0.345,0,2,4,5,0,0,0,0,19,0,6083805,Hawaii
23,OH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083805,Hawaii
15,OH,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083805,Hawaii
10,OPP,2,0,5,6,12,-0.083,0,3,1,5,0,0,0,0,8,0,6083805,Hawaii
9,OH,2,0,4,0,6,0.667,0,0,1,1,0,1,4,0,7,0,6083805,Hawaii
24,OH,4,0,14,2,28,0.429,1,1,6,4,4,1,2,0,17,0,6083805,Hawaii
1,OH,4,0,21,6,40,0.375,0,2,1,2,1,0,2,0,24,0,6083807,BYU
6,L,4,0,0,0,1,0,5,0,0,10,1,0,0,0,0,0,6083807,BYU
7,S,4,0,0,0,2,0,41,0,0,8,0,0,1,0,0.5,0,6083807,BYU
5,MB,4,0,3,1,6,0.333,0,1,2,2,0,1,1,0,5.5,0,6083807,BYU
3,S,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083807,BYU
21,OH,4,0,3,0,7,0.429,1,1,1,2,0,2,7,1,9.5,0,6083807,BYU
20,OH,4,0,18,8,35,0.286,2,3,5,4,2,0,3,1,22.5,0,6083807,BYU
10,OH,3,0,2,5,9,-0.333,0,0,4,3,0,1,2,0,4,0,6083807,BYU
9,OH,4,0,3,0,5,0.6,0,1,5,8,0,0,1,0,4.5,0,6083807,BYU
7,OH,4,0,3,2,15,0.067,0,3,4,1,2,0,5,0,8.5,0,6083807,Ohio St.
5,S,4,0,2,1,4,0.25,20,0,3,0,0,0,1,0,2.5,0,6083807,Ohio St.
4,L,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6083807,Ohio St.
9,OH,4,0,9,7,28,0.071,0,1,4,6,5,0,0,0,10,0,6083807,Ohio St.
22,S,4,0,1,0,1,1,14,0,0,2,0,0,0,0,1,0,6083807,Ohio St.
13,MB,4,0,9,1,19,0.421,0,1,0,4,0,0,8,1,14,0,6083807,Ohio St.
3,OH,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6083807,Ohio St.
1,L,4,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,6083807,Ohio St.
14,OH,1,0,1,1,4,0,0,0,0,1,1,0,1,0,1.5,0,6083807,Ohio St.
17,OPP,2,0,1,0,4,0.25,0,0,0,0,0,0,0,0,1,0,6083807,Ohio St.
6,OPP,4,0,10,9,26,0.038,0,1,7,5,0,0,3,1,12.5,0,6083807,Ohio St.
18,MB,4,0,4,2,13,0.154,0,0,2,1,0,0,0,0,4,0,6083807,Ohio St.
8,L,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,6300494,UC Santa Cruz
25,OPP,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6300494,UC Santa Cruz
13,OPP,2,0,4,5,15,-0.067,0,0,2,0,0,0,0,0,4,0,6300494,UC Santa Cruz
16,OH,3,0,6,2,15,0.267,0,0,1,1,0,0,1,0,6.5,0,6300494,UC Santa Cruz
9,MB,4,0,3,2,6,0.167,0,1,0,3,1,1,4,0,7,0,6300494,UC Santa Cruz
11,OH,4,0,8,11,26,-0.115,0,1,2,9,2,0,2,0,10,0,6300494,UC Santa Cruz
12,S,4,0,11,2,16,0.563,2,1,2,3,3,0,2,0,13,0,6300494,UC Santa Cruz
1,S,3,0,0,0,1,0,24,0,2,1,0,0,1,0,0.5,0,6300494,UC Santa Cruz
7,OH,4,0,10,4,22,0.273,2,0,1,6,2,0,2,0,11,0,6300494,UC Santa Cruz
4,S,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,6300494,UC Santa Cruz
17,S,3,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,6300494,UC Santa Cruz
20,OH,4,0,12,3,30,0.3,0,4,2,3,1,1,2,0,18,0,6300494,Menlo
23,OH,1,0,0,1,2,-0.5,0,0,0,2,0,0,0,0,0,0,6300494,Menlo
13,MB,4,0,4,1,9,0.333,0,1,3,0,0,1,6,0,9,0,6300494,Menlo
18,OPP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300494,Menlo
2,MB,4,0,4,2,10,0.2,0,0,1,1,0,1,4,0,7,0,6300494,Menlo
8,S,4,0,0,1,1,-1,36,1,1,8,0,0,4,0,3,0,6300494,Menlo
7,L,4,0,0,0,0,0,2,0,0,6,1,0,0,0,0,0,6300494,Menlo
14,OH,4,0,10,6,21,0.19,2,1,4,4,0,0,2,0,12,0,6300494,Menlo
6,OH,4,0,16,4,37,0.324,2,6,1,4,0,1,4,0,25,0,6300494,Menlo
20,OPP,3,0,6,3,17,0.176,0,0,1,5,0,0,0,0,6,0,6300483,Trine
21,MB,3,0,2,0,6,0.333,0,0,1,0,0,0,0,0,2,0,6300483,Trine
1,OH,2,0,4,1,7,0.429,0,0,4,3,2,0,0,0,4,0,6300483,Trine
5,OH,3,0,4,5,15,-0.067,0,0,2,4,2,0,0,0,4,0,6300483,Trine
11,S,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,6300483,Trine
16,DB,3,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,6300483,Trine
23,OH,3,0,1,1,5,0,12,0,1,2,0,1,0,0,2,0,6300483,Trine
9,OPP,3,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,6300483,Trine
22,MB,2,0,1,4,8,-0.375,0,0,0,2,3,0,0,0,1,0,6300483,Trine
6,OH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6300483,Trine
7,OPP,1,0,4,1,6,0.5,0,0,1,2,0,0,0,0,4,0,6300483,Ball St.
3,OH,2,0,5,1,8,0.5,1,0,2,0,0,0,0,0,5,0,6300483,Ball St.
15,OH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6300483,Ball St.
1,L,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6300483,Ball St.
16,OPP,2,0,4,0,12,0.333,1,1,1,2,0,0,2,0,6,0,6300483,Ball St.
9,S,2,0,1,0,2,0.5,16,1,1,0,0,0,1,0,2.5,0,6300483,Ball St.
18,OH,1,0,1,1,4,0,0,2,1,0,0,0,0,0,3,0,6300483,Ball St.
21,MB,2,0,3,0,6,0.5,0,0,1,0,0,0,2,0,4,0,6300483,Ball St.
11,L,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,6300483,Ball St.
13,MB,2,0,5,0,6,0.833,0,1,1,3,0,0,1,0,6.5,0,6300483,Ball St.
20,OH,3,0,10,5,19,0.263,0,3,3,3,0,0,2,1,14,0,6300483,Ball St.
6,S,2,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,6300483,Ball St.
10,MB,3,0,6,0,7,0.857,0,1,0,4,0,0,1,0,7.5,0,6300483,Ball St.
6,L/DS,3,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,6083809,McKendree
4,OH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6083809,McKendree
26,S,3,0,2,2,6,0,27,2,3,0,0,0,0,0,4,0,6083809,McKendree
12,OH,3,0,7,2,17,0.294,1,0,0,8,1,0,2,0,8,0,6083809,McKendree
24,MB,3,0,2,2,7,0,0,0,1,0,0,0,1,0,2.5,0,6083809,McKendree
23,MB,3,0,8,1,11,0.636,0,0,1,1,0,0,3,0,9.5,0,6083809,McKendree
9,L,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083809,McKendree
5,S,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6083809,McKendree
19,OH,3,0,7,5,16,0.125,1,0,0,1,1,0,1,0,7.5,0,6083809,McKendree
18,OPP,3,0,6,2,16,0.25,0,0,2,5,0,0,2,0,7,0,6083809,McKendree
5,L/DS,3,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,6083809,Hawaii
16,MB,3,0,5,0,6,0.833,1,0,0,0,0,0,2,0,6,0,6083809,Hawaii
20,OH,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6083809,Hawaii
11,OH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6083809,Hawaii
8,MB,3,0,3,1,6,0.333,0,0,1,0,0,0,2,1,4,0,6083809,Hawaii
13,S,3,0,3,0,5,0.6,40,2,2,6,0,0,1,0,5.5,0,6083809,Hawaii
7,OH,3,0,13,2,23,0.478,0,1,2,3,0,0,0,0,14,0,6083809,Hawaii
15,OH,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6083809,Hawaii
10,OPP,3,0,17,4,29,0.448,0,2,5,3,0,0,0,0,19,0,6083809,Hawaii
24,OH,3,0,6,2,13,0.308,3,0,1,5,1,0,4,0,8,0,6083809,Hawaii
6,L,3,0,0,0,0,0,2,0,0,5,2,0,0,0,0,0,6083811,Catawba
2,MB,3,0,4,2,9,0.222,0,2,4,1,0,1,1,1,7.5,0,6083811,Catawba
15,OH,1,0,1,0,2,0.5,0,0,0,0,0,0,0,0,1,0,6083811,Catawba
10,MB,3,0,1,0,2,0.5,0,0,2,0,0,1,0,0,2,0,6083811,Catawba
7,OH,3,0,3,11,23,-0.348,0,1,2,3,2,1,1,0,5.5,0,6083811,Catawba
1,OPP,3,0,3,1,9,0.222,0,0,2,3,0,1,0,0,4,0,6083811,Catawba
5,S,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6083811,Catawba
20,S,3,0,0,0,0,0,13,0,2,1,0,1,0,0,1,0,6083811,Catawba
12,OH,3,0,6,1,15,0.333,0,0,2,4,0,0,0,0,6,0,6083811,Catawba
1,S,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6083811,Charleston (WV)
7,MB,3,0,5,0,6,0.833,0,1,1,1,0,2,4,0,10,0,6083811,Charleston (WV)
9,OPP,3,0,11,4,26,0.269,0,1,6,3,0,1,3,0,14.5,0,6083811,Charleston (WV)
8,OH,2,0,3,0,4,0.75,0,0,0,1,0,0,0,0,3,0,6083811,Charleston (WV)
22,L,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6083811,Charleston (WV)
21,MB,3,0,4,1,7,0.429,0,1,4,0,0,0,2,0,6,0,6083811,Charleston (WV)
20,OH,1,0,0,2,2,-1,0,0,0,0,0,0,0,0,0,0,6083811,Charleston (WV)
11,OH,3,0,7,3,11,0.364,1,2,3,2,0,0,1,0,9.5,0,6083811,Charleston (WV)
13,L,3,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,6083811,Charleston (WV)
4,L,3,0,8,3,15,0.333,2,0,3,4,0,0,0,0,8,0,6083811,Charleston (WV)
16,S,3,0,0,0,0,0,34,1,1,6,0,0,2,0,2,0,6083811,Charleston (WV)
27,MB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083811,Charleston (WV)
6,L/DS,3,0,0,0,1,0,0,0,0,6,2,0,0,0,0,0,6083810,McKendree
4,OH,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6083810,McKendree
26,S,3,0,3,1,7,0.286,26,1,5,5,0,0,1,0,4.5,0,6083810,McKendree
12,OH,3,0,4,2,17,0.118,1,0,1,6,2,1,0,0,5,0,6083810,McKendree
24,MB,3,0,5,0,6,0.833,0,0,1,1,0,1,2,0,7,0,6083810,McKendree
23,MB,3,0,6,2,13,0.308,0,0,1,0,0,0,0,1,6,0,6083810,McKendree
9,L,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083810,McKendree
5,S,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083810,McKendree
19,OH,3,0,6,5,22,0.045,2,1,3,7,2,0,0,0,7,0,6083810,McKendree
18,OPP,3,0,7,4,18,0.167,0,0,2,3,0,0,1,0,7.5,0,6083810,McKendree
13,OPP,3,0,7,5,25,0.08,0,0,5,4,0,0,2,0,8,0,6083810,UC San Diego
17,L,3,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,6083810,UC San Diego
3,S,3,0,2,0,3,0.667,34,4,1,5,0,0,0,0,6,0,6083810,UC San Diego
14,MB,3,0,6,2,9,0.444,0,0,3,2,0,2,5,0,10.5,0,6083810,UC San Diego
7,OH,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6083810,UC San Diego
6,OH,3,0,9,3,19,0.316,0,1,3,2,0,0,5,0,12.5,0,6083810,UC San Diego
10,OH,3,0,12,3,26,0.346,1,1,3,9,0,0,0,0,13,0,6083810,UC San Diego
24,MB,3,0,3,0,5,0.6,0,0,2,2,0,0,1,0,3.5,0,6083810,UC San Diego
0,MB,3,0,2,1,5,0.2,0,1,3,3,0,0,4,0,5,0,6083813,Roberts Wesleyan
20,S,3,0,2,1,5,0.2,27,1,3,1,0,0,1,1,3.5,0,6083813,Roberts Wesleyan
24,OH,1,0,3,2,6,0.167,0,0,1,1,0,0,1,0,3.5,0,6083813,Roberts Wesleyan
21,MB,3,0,5,0,10,0.5,0,0,2,1,0,0,1,0,5.5,0,6083813,Roberts Wesleyan
1,OH,3,0,6,2,18,0.222,0,2,3,4,1,0,2,1,9,0,6083813,Roberts Wesleyan
9,OH,3,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,6083813,Roberts Wesleyan
7,OH,2,0,2,2,7,0,2,0,3,4,1,0,2,1,3,0,6083813,Roberts Wesleyan
18,OPP,3,0,12,4,22,0.364,0,0,3,4,0,0,0,0,12,0,6083813,Roberts Wesleyan
5,MB,3,0,5,4,13,0.077,0,0,5,1,0,0,5,0,7.5,0,6083813,Central St. (OH)
3,OH,3,0,6,5,25,0.04,0,0,1,1,1,0,3,2,7.5,0,6083813,Central St. (OH)
2,L,3,0,0,0,0,0,2,0,0,9,0,0,0,0,0,1,6083813,Central St. (OH)
30,OH,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6083813,Central St. (OH)
11,S,3,0,1,0,1,1,19,0,2,5,0,0,2,0,2,0,6083813,Central St. (OH)
9,MB,3,0,4,4,17,0,1,2,3,5,0,0,3,1,7.5,0,6083813,Central St. (OH)
12,L/DS,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083813,Central St. (OH)
22,OH,1,0,1,1,2,0,0,0,1,0,0,0,1,0,1.5,0,6083813,Central St. (OH)
23,OH,3,0,3,2,8,0.125,0,0,2,1,0,0,2,2,4,0,6083813,Central St. (OH)
7,MB,3,0,5,2,11,0.273,0,1,3,4,1,0,3,0,7.5,1,6083813,Central St. (OH)
6,L,4,0,0,0,0,0,5,0,0,10,1,0,0,0,0,0,6083817,Catawba
13,MB,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0,6083817,Catawba
2,MB,4,0,10,3,15,0.467,0,1,5,1,0,1,3,0,13.5,0,6083817,Catawba
15,OH,1,0,0,2,4,-0.5,0,0,1,1,0,0,0,0,0,0,6083817,Catawba
10,MB,4,0,6,2,10,0.4,0,0,2,1,0,0,3,0,7.5,0,6083817,Catawba
7,OH,4,0,23,6,41,0.415,1,3,3,5,1,0,1,0,26.5,0,6083817,Catawba
1,OPP,4,0,11,7,25,0.16,1,1,6,5,0,0,3,0,13.5,0,6083817,Catawba
20,S,4,0,4,2,7,0.286,51,1,2,8,0,0,4,0,7,0,6083817,Catawba
12,OH,4,0,8,7,33,0.03,0,0,4,10,0,2,2,0,11,0,6083817,Catawba
17,OH,4,0,11,5,31,0.194,2,0,3,3,1,0,4,0,13,0,6083817,King (TN)
13,OH,1,0,4,2,11,0.182,0,1,1,4,0,0,2,0,6,0,6083817,King (TN)
11,MB,4,0,5,2,8,0.375,0,0,2,2,0,1,3,0,7.5,0,6083817,King (TN)
25,OH,4,0,5,2,22,0.136,1,0,1,4,0,1,3,0,7.5,0,6083817,King (TN)
3,S,4,0,2,1,7,0.143,30,0,1,5,0,0,2,0,3,0,6083817,King (TN)
4,L,4,0,0,0,0,0,2,0,0,10,2,0,0,0,0,0,6083817,King (TN)
5,OH,3,0,4,6,16,-0.125,0,1,0,4,3,0,0,0,5,0,6083817,King (TN)
9,MB,4,0,5,2,8,0.375,0,0,2,2,0,0,7,0,8.5,0,6083817,King (TN)
3,L,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6083814,Saint Francis
6,S,1,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,6083814,Saint Francis
27,OH,3,0,5,5,14,0,0,2,5,2,0,0,1,0,7.5,0,6083814,Saint Francis
20,OH,3,0,0,0,0,0,2,0,0,7,6,0,0,0,0,0,6083814,Saint Francis
31,MB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083814,Saint Francis
29,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083814,Saint Francis
18,S,2,0,0,0,1,0,17,1,3,3,0,0,1,0,1.5,0,6083814,Saint Francis
13,MB,3,0,3,2,10,0.1,0,0,0,0,0,0,0,0,3,0,6083814,Saint Francis
10,MB,3,0,3,1,7,0.286,0,1,2,0,0,0,3,0,5.5,0,6083814,Saint Francis
4,OH,3,0,9,3,20,0.3,0,1,1,2,1,0,2,0,11,0,6083814,Saint Francis
17,OH,3,0,9,4,13,0.385,1,0,1,0,5,0,0,0,9,0,6083814,Saint Francis
13,OPP,3,0,7,0,9,0.778,0,1,1,3,0,0,1,0,8.5,0,6083814,UC San Diego
17,L,3,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,6083814,UC San Diego
3,S,3,0,2,0,3,0.667,26,7,2,5,0,0,1,0,9.5,0,6083814,UC San Diego
14,MB,2,0,3,1,4,0.5,0,1,0,0,0,0,3,0,5.5,0,6083814,UC San Diego
7,OH,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6083814,UC San Diego
6,OH,3,0,8,2,15,0.4,2,1,1,0,3,0,3,0,10.5,0,6083814,UC San Diego
12,MB,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6083814,UC San Diego
10,OH,3,0,6,4,18,0.111,2,1,2,4,1,0,1,0,7.5,0,6083814,UC San Diego
24,MB,3,0,2,0,4,0.5,0,1,3,0,0,0,3,0,4.5,0,6083814,UC San Diego
9,MB,1,0,4,0,4,1,0,0,2,0,0,1,1,0,5.5,0,6083814,UC San Diego
3,MB,4,0,10,4,18,0.333,0,0,3,0,0,0,1,1,10.5,0,6083816,Merrimack
12,OPP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083816,Merrimack
10,S,4,0,2,1,6,0.167,40,0,3,7,1,0,1,0,2.5,0,6083816,Merrimack
24,OPP,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6083816,Merrimack
25,OH,4,0,6,5,19,0.053,0,1,5,3,0,0,2,0,8,0,6083816,Merrimack
11,L,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6083816,Merrimack
4,S,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083816,Merrimack
23,MB,4,0,2,1,6,0.167,0,0,3,0,0,1,3,0,4.5,0,6083816,Merrimack
7,OH,4,0,12,3,25,0.36,1,2,2,3,1,1,1,0,15.5,0,6083816,Merrimack
6,OH,3,0,0,3,3,-1,1,0,2,1,2,0,0,0,0,0,6083816,Merrimack
5,OH,4,0,11,10,31,0.032,0,3,5,6,0,0,3,0,15.5,0,6083816,Merrimack
6,L,4,0,0,0,1,0,2,0,0,7,1,0,0,0,0,0,6083816,CUI
23,S,4,0,2,0,7,0.286,2,1,1,1,1,2,4,1,7,0,6083816,CUI
2,OPP,4,0,3,3,12,0,2,0,3,5,0,0,0,2,3,0,6083816,CUI
16,OPP,4,0,16,2,30,0.467,0,0,6,2,2,0,3,0,17.5,0,6083816,CUI
7,S,3,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,6083816,CUI
26,S,4,0,4,0,7,0.571,22,0,2,2,0,0,3,0,5.5,0,6083816,CUI
21,OH,4,0,6,3,14,0.214,1,1,2,4,1,0,2,0,8,0,6083816,CUI
1,OPP,4,0,2,3,8,-0.125,1,2,1,3,0,0,1,0,4.5,0,6083816,CUI
32,S,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6083816,CUI
30,MB,4,0,6,0,11,0.545,0,1,2,3,0,2,4,2,11,0,6083816,CUI
3,S,3,0,2,0,2,1,26,1,1,5,0,0,0,1,3,0,6083815,Harvard
12,OH,2,0,1,2,6,-0.167,0,0,2,4,0,0,1,0,1.5,0,6083815,Harvard
14,OH,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6083815,Harvard
19,OH,3,0,11,5,26,0.231,0,1,2,3,0,0,2,0,13,0,6083815,Harvard
24,OH,2,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,6083815,Harvard
9,OH,2,0,0,4,6,-0.667,0,0,0,2,0,0,0,1,0,0,6083815,Harvard
2,L,3,0,0,0,0,0,2,0,0,8,2,0,0,0,0,0,6083815,Harvard
10,OH,3,0,12,4,32,0.25,1,1,3,4,2,0,0,0,13,0,6083815,Harvard
8,MB,3,0,1,2,4,-0.25,0,0,1,0,1,0,3,0,2.5,0,6083815,Harvard
35,MB,3,0,3,1,8,0.25,0,1,1,0,0,0,0,0,4,0,6083815,Harvard
5,L/DS,3,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,6083815,Hawaii
16,MB,3,0,6,0,10,0.6,0,0,1,1,0,1,5,0,9.5,0,6083815,Hawaii
20,OH,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6083815,Hawaii
11,OH,3,0,1,0,3,0.333,0,1,2,1,0,0,1,0,2.5,0,6083815,Hawaii
8,MB,2,0,4,0,5,0.8,0,0,1,0,0,0,2,0,5,0,6083815,Hawaii
13,S,3,0,2,0,4,0.5,33,1,1,6,0,0,5,0,5.5,0,6083815,Hawaii
7,OH,2,0,9,3,16,0.375,0,1,4,2,0,0,0,0,10,0,6083815,Hawaii
23,OH,2,0,4,1,11,0.273,2,0,1,3,1,0,2,0,5,0,6083815,Hawaii
15,OH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6083815,Hawaii
