#,P,S,MS,Kills,Errors,TotalAttacks,HitPct,Assists,Aces,SErr,Digs,RErr,BlockSolos,BlockAssists,BErr,PTS,BHE,match_id,team_name
17,MB,5,0,4,3,7,0.143,0,0,0,1,0,1,3,1,6.5,0,4473154,Regis (MA)
20,OH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4473154,Regis (MA)
3,OH,5,0,25,14,55,0.2,0,0,5,8,0,1,1,1,26.5,0,4473154,Regis (MA)
13,OH,5,0,0,0,2,0,1,0,0,10,0,0,0,0,0,0,4473154,Regis (MA)
15,OH,5,0,9,5,32,0.125,1,0,2,5,0,2,0,1,11,0,4473154,Regis (MA)
21,S,3,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,4473154,Regis (MA)
7,MB,5,0,2,2,8,0,0,0,0,3,0,2,3,0,5.5,0,4473154,American Int'l
12,MB,1,0,2,0,3,0.667,0,0,0,1,0,0,1,0,2.5,0,4473154,American Int'l
14,OH,5,0,17,6,33,0.333,0,0,2,3,0,1,4,1,20,0,4473154,American Int'l
6,OH,3,0,3,2,8,0.125,0,0,1,1,1,0,0,0,3,0,4473154,American Int'l
8,L/DS,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4473154,American Int'l
15,S,4,0,2,0,4,0.5,41,2,3,6,0,0,1,1,4.5,0,4473154,American Int'l
3,S,3,0,0,0,0,0,8,0,2,2,0,0,0,0,0,0,4473154,American Int'l
2,L/DS,4,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,4473154,American Int'l
13,OH,5,0,5,3,14,0.143,1,0,1,3,0,0,3,0,6.5,0,4473154,American Int'l
11,OH,5,0,18,6,39,0.308,1,0,5,12,0,0,0,1,18,0,4473154,American Int'l
1,DB,1,0,1,0,1,1,4,0,1,2,0,0,0,0,1,0,4473154,American Int'l
5,OH,4,0,10,8,28,0.071,2,0,5,5,0,0,0,0,10,0,4473154,American Int'l
20,DB,5,0,0,1,1,-1,1,0,1,1,1,0,0,0,0,0,4473154,American Int'l
4,DB,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4473155,Wells
8,MB,3,0,5,2,10,0.3,1,0,3,2,1,0,0,0,5,0,4473155,Wells
13,MB,3,0,5,8,18,-0.167,0,0,2,2,1,1,1,0,6.5,0,4473155,Wells
7,MB,3,0,1,2,6,-0.167,1,0,0,0,0,2,1,0,3.5,0,4473155,Wells
11,OH,3,0,2,2,7,0,0,0,0,2,2,0,0,0,2,0,4473155,Wells
18,S,3,0,0,1,7,-0.143,10,0,1,3,0,0,0,0,0,0,4473155,Wells
2,L,3,0,0,1,7,-0.143,0,0,1,4,4,0,0,0,0,0,4473155,Wells
16,MB,1,0,1,1,3,0,0,1,0,1,0,0,0,0,2,0,4473155,Nichols
15,L/DS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473155,Nichols
5,OH,3,0,9,1,13,0.615,0,2,3,3,0,0,0,0,11,0,4473155,Nichols
10,L,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4473155,Nichols
3,DB,2,0,0,1,1,-1,0,0,0,3,0,0,0,0,0,0,4473155,Nichols
11,OH,3,0,5,1,7,0.571,0,0,0,1,0,0,3,0,6.5,0,4473155,Nichols
4,S,2,0,5,1,8,0.5,0,1,0,3,0,0,1,0,6.5,0,4473155,Nichols
13,OH,3,0,3,2,7,0.143,33,2,2,4,0,0,1,0,5.5,0,4473155,Nichols
8,OH,3,0,10,2,17,0.471,1,1,5,4,0,1,1,0,12.5,0,4473155,Nichols
14,MB,1,0,3,1,4,0.5,0,0,0,0,0,0,0,0,3,0,4473155,Nichols
9,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473155,Nichols
2,OH,1,0,0,3,6,-0.5,2,1,2,1,0,0,0,0,1,0,4473155,Nichols
23,MB,3,0,4,1,6,0.5,1,1,2,1,0,0,0,0,5,1,4473155,Nichols
15,L/DS,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4473161,Nichols
5,OH,4,0,6,4,19,0.105,0,1,4,4,0,1,0,0,8,0,4473161,Nichols
10,L,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473161,Nichols
11,OH,4,0,8,2,15,0.4,0,1,5,1,0,1,1,0,10.5,0,4473161,Nichols
4,S,4,0,0,1,2,-0.5,0,1,3,7,0,0,0,0,1,0,4473161,Nichols
13,OH,4,0,0,1,6,-0.167,40,1,1,5,0,1,1,0,2.5,0,4473161,Nichols
8,OH,4,0,14,6,32,0.25,1,1,2,7,1,0,1,0,15.5,0,4473161,Nichols
14,MB,3,0,3,0,10,0.3,0,0,0,2,0,0,1,0,3.5,0,4473161,Nichols
23,MB,4,0,13,4,24,0.375,0,0,4,6,2,0,2,0,14,0,4473161,Nichols
15,S,4,0,0,0,0,0,4,1,2,0,0,0,0,0,1,0,4473161,Hobart
14,MB,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,4473161,Hobart
10,L/DS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473161,Hobart
12,S,4,0,0,0,3,0,39,0,0,7,0,0,0,0,0,0,4473161,Hobart
13,MB,4,0,1,2,4,-0.25,0,1,3,2,0,0,1,0,2.5,0,4473161,Hobart
4,OH,4,0,24,6,48,0.375,5,1,6,9,1,1,0,0,26,0,4473161,Hobart
2,OH,4,0,3,2,7,0.143,0,0,3,1,0,0,2,0,4,0,4473161,Hobart
1,L,4,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,4473161,Hobart
9,OH,4,0,15,9,35,0.171,0,1,4,3,3,0,1,0,16.5,0,4473161,Hobart
7,OH,4,0,6,4,20,0.1,0,0,4,7,0,0,2,0,7,0,4473161,Hobart
15,S,4,0,3,7,15,-0.267,26,1,0,9,0,0,2,0,5,0,4473165,Hobart
14,MB,4,0,2,0,9,0.222,1,0,2,3,0,0,3,0,3.5,1,4473165,Hobart
10,L/DS,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473165,Hobart
17,OH,1,0,2,1,5,0.2,0,0,0,2,0,0,0,0,2,0,4473165,Hobart
12,S,1,0,1,0,1,1,11,0,0,0,0,0,0,0,1,0,4473165,Hobart
13,MB,4,0,4,1,7,0.429,1,3,4,6,0,0,3,0,8.5,0,4473165,Hobart
18,OH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473165,Hobart
2,OH,1,0,2,2,6,0,0,0,1,3,0,0,1,0,2.5,0,4473165,Hobart
1,L,4,0,0,0,0,0,2,0,0,12,2,0,0,0,0,0,4473165,Hobart
5,OH,4,0,0,0,4,0,1,3,1,4,0,0,0,0,3,0,4473165,Hobart
9,OH,3,0,17,7,42,0.238,2,1,1,4,1,0,2,0,19,0,4473165,Hobart
7,OH,4,0,14,9,32,0.156,1,1,5,6,1,0,1,0,15.5,0,4473165,Hobart
4,DB,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4473165,Wells
8,MB,4,0,9,4,24,0.208,0,1,4,8,2,1,0,0,11,0,4473165,Wells
13,MB,4,0,3,11,30,-0.267,1,0,2,4,2,1,4,0,6,0,4473165,Wells
7,MB,4,0,7,3,16,0.25,0,0,0,3,0,0,4,0,9,0,4473165,Wells
11,OH,4,0,7,6,21,0.048,2,0,0,10,2,0,0,0,7,0,4473165,Wells
18,S,4,0,4,2,11,0.182,26,3,3,10,1,0,0,0,7,1,4473165,Wells
2,L,4,0,3,2,15,0.067,2,0,3,9,1,0,0,0,3,0,4473165,Wells
16,MB,2,0,2,0,5,0.4,0,0,1,1,0,0,1,0,2.5,0,4473167,Nichols
15,L/DS,3,0,0,1,1,-1,1,0,0,2,0,0,0,0,0,0,4473167,Nichols
5,OH,3,0,7,5,20,0.1,0,1,0,2,0,0,2,0,9,0,4473167,Nichols
10,L,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4473167,Nichols
3,DB,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4473167,Nichols
11,OH,3,0,4,0,10,0.4,1,0,2,0,0,0,0,0,4,0,4473167,Nichols
4,S,2,0,1,2,3,-0.333,0,0,2,0,0,0,0,0,1,0,4473167,Nichols
13,OH,3,0,5,3,10,0.2,26,1,2,9,0,0,1,0,6.5,0,4473167,Nichols
8,OH,3,0,12,2,18,0.556,3,1,2,6,0,0,0,0,13,0,4473167,Nichols
14,MB,2,0,3,3,11,0,0,0,1,0,0,0,1,0,3.5,0,4473167,Nichols
9,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473167,Nichols
2,OH,2,0,3,1,9,0.222,5,0,2,7,0,0,0,0,3,0,4473167,Nichols
23,MB,3,0,3,2,7,0.143,0,0,1,0,0,0,1,0,3.5,0,4473167,Nichols
8,OH,2,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,4473167,SUNY Potsdam
6,S,3,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,4473167,SUNY Potsdam
25,OH,1,0,0,2,2,-1,0,0,0,0,0,0,0,0,0,0,4473167,SUNY Potsdam
1,OH,3,0,2,6,16,-0.25,0,0,0,6,0,0,0,0,2,1,4473167,SUNY Potsdam
17,MB,1,0,1,0,2,0.5,0,0,0,0,0,0,0,0,1,0,4473167,SUNY Potsdam
10,MB,3,0,7,3,15,0.267,0,0,1,1,1,1,2,0,9,2,4473167,SUNY Potsdam
2,S,3,0,1,0,1,1,9,0,2,2,0,0,1,0,1.5,0,4473167,SUNY Potsdam
42,OH,3,0,5,6,13,-0.077,0,0,1,4,0,0,0,0,5,0,4473167,SUNY Potsdam
11,MB,2,0,3,2,10,0.1,0,0,0,0,0,0,0,0,3,0,4473167,SUNY Potsdam
3,OH,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4473167,SUNY Potsdam
7,OH,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4473167,SUNY Potsdam
14,OPP,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4473167,SUNY Potsdam
4,OH,3,0,6,3,22,0.136,0,0,1,3,0,1,1,0,7.5,0,4473167,SUNY Potsdam
10,S,4,0,5,0,9,0.556,31,5,4,9,0,0,0,1,10,0,4473176,Lees-McRae
5,MB,5,0,12,5,21,0.333,0,1,0,4,0,1,0,0,14,0,4473176,Lees-McRae
18,OH,5,0,10,6,32,0.125,2,1,3,9,1,0,0,0,11,0,4473176,Lees-McRae
6,OH,4,0,7,5,19,0.105,0,0,2,6,0,1,2,0,9,0,4473176,Lees-McRae
9,L,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473176,Lees-McRae
14,S,2,0,1,0,3,0.333,15,0,0,3,0,0,0,0,1,0,4473176,Lees-McRae
4,OH,3,0,3,4,16,-0.063,0,0,1,3,0,1,0,0,4,0,4473176,Lees-McRae
7,OH,3,0,10,3,23,0.304,0,0,3,2,0,0,0,0,10,0,4473176,Lees-McRae
11,MB,1,0,0,1,1,-1,0,0,1,0,0,0,0,0,0,0,4473176,Lees-McRae
12,MB,5,0,8,5,19,0.158,0,0,2,10,0,1,2,0,10,0,4473176,Lees-McRae
3,L,5,0,0,0,6,0,6,0,0,18,1,0,0,0,0,0,4473176,Lees-McRae
8,MB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473176,Lees-McRae
16,L/DS,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473176,Lees-McRae
2,OH,4,0,5,1,13,0.308,0,0,0,5,0,0,0,0,5,0,4473176,Lees-McRae
22,L,5,0,0,0,0,0,3,0,0,11,3,0,0,0,0,0,4473176,Saint Vincent
17,MB,5,0,4,1,14,0.214,1,0,0,7,0,4,1,0,8.5,0,4473176,Saint Vincent
18,OH,5,0,18,6,48,0.25,1,0,2,15,0,2,1,0,20.5,0,4473176,Saint Vincent
12,OH,5,0,15,3,40,0.3,2,0,2,10,0,4,0,0,19,0,4473176,Saint Vincent
6,MB,5,0,0,1,3,-0.333,2,2,3,3,0,1,1,0,3.5,0,4473176,Saint Vincent
21,OH,5,0,10,9,35,0.029,1,1,4,7,3,0,0,0,11,0,4473176,Saint Vincent
3,S,5,0,6,1,13,0.385,40,1,3,9,0,0,1,0,7.5,0,4473176,Saint Vincent
17,S,3,0,2,1,6,0.167,13,0,1,6,0,1,2,0,4,0,4473180,Hiram
14,OPP,3,0,1,5,13,-0.308,0,0,4,1,0,0,0,0,1,0,4473180,Hiram
3,OH,3,0,4,2,13,0.154,0,1,4,4,3,0,0,0,5,0,4473180,Hiram
5,L,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473180,Hiram
8,S,1,0,1,0,1,1,4,0,2,0,0,0,0,0,1,0,4473180,Hiram
12,L,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473180,Hiram
10,MB,3,0,5,1,14,0.286,1,0,4,0,1,0,2,0,6,0,4473180,Hiram
15,MB,3,0,7,0,13,0.538,0,0,0,0,0,1,1,0,8.5,0,4473180,Hiram
11,OH,3,0,2,1,6,0.167,0,1,1,1,0,0,0,0,3,0,4473180,Hiram
9,OH,3,0,1,1,3,0,1,0,4,2,1,0,0,0,1,0,4473180,Hiram
18,OH,2,0,1,0,4,0.25,0,0,2,2,0,0,1,0,1.5,0,4473180,Hiram
4,DB,3,0,6,4,12,0.167,0,1,4,7,0,1,0,0,8,0,4473180,Mount Union
9,MB,3,0,8,0,10,0.8,2,0,1,2,0,0,0,0,8,0,4473180,Mount Union
7,S,3,0,1,0,4,0.25,24,0,0,2,0,0,0,0,1,0,4473180,Mount Union
6,DB,3,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,4473180,Mount Union
5,OPP,3,0,13,9,29,0.138,0,2,3,5,0,1,0,0,16,0,4473180,Mount Union
11,OPP,3,0,3,2,11,0.091,1,2,5,4,0,0,2,0,6,0,4473180,Mount Union
10,MB,3,0,1,2,7,-0.143,0,1,1,2,0,0,2,0,3,0,4473180,Mount Union
9,OH,4,0,8,3,22,0.227,0,0,2,4,0,0,3,0,9.5,0,4473187,St. John Fisher
7,OPP,4,0,1,1,3,0,1,0,1,8,0,0,0,0,1,0,4473187,St. John Fisher
5,OH,4,0,8,2,18,0.333,1,2,5,4,0,0,1,0,10.5,0,4473187,St. John Fisher
12,L/DS,4,0,0,0,1,0,2,0,0,8,1,0,0,0,0,0,4473187,St. John Fisher
6,OPP,4,0,7,5,19,0.105,0,0,0,2,0,1,1,0,8.5,0,4473187,St. John Fisher
8,S,4,0,4,0,14,0.286,36,3,6,6,0,0,0,0,7,0,4473187,St. John Fisher
17,MB,4,0,10,2,16,0.5,1,2,5,3,0,0,2,0,13,0,4473187,St. John Fisher
3,OH,4,0,11,1,21,0.476,2,0,0,1,0,0,2,0,12,0,4473187,St. John Fisher
11,S,2,0,0,0,1,0,2,0,1,3,0,0,0,0,0,0,4473187,Wittenberg
10,L,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4473187,Wittenberg
1,OH,3,0,9,3,17,0.353,1,2,2,1,0,0,2,0,12,0,4473187,Wittenberg
5,MB,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,4473187,Wittenberg
19,MB,4,0,2,1,5,0.2,1,0,0,0,0,0,1,0,2.5,0,4473187,Wittenberg
12,OH,3,0,5,4,15,0.067,0,1,1,0,0,0,0,0,6,0,4473187,Wittenberg
4,L,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4473187,Wittenberg
21,MB,4,0,5,1,9,0.444,1,1,3,2,0,0,3,0,7.5,0,4473187,Wittenberg
14,S,4,0,2,0,6,0.333,31,0,2,6,0,0,2,0,3,1,4473187,Wittenberg
3,L,4,0,0,0,7,0,1,0,0,8,0,0,0,0,0,0,4473187,Wittenberg
13,OH,4,0,4,3,14,0.071,0,1,6,7,3,0,0,0,5,0,4473187,Wittenberg
24,MB,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4473187,Wittenberg
9,OH,4,0,17,3,35,0.4,1,1,5,4,0,0,1,0,18.5,0,4473187,Wittenberg
2,L,1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,4473185,Dominican (IL)
7,MB,2,0,0,2,4,-0.5,0,0,1,1,0,0,1,0,0.5,0,4473185,Dominican (IL)
4,OH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473185,Dominican (IL)
10,OH,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4473185,Dominican (IL)
20,OH,3,0,11,7,24,0.167,0,3,3,8,0,0,0,0,14,0,4473185,Dominican (IL)
12,MB,3,0,2,2,5,0,1,0,2,0,0,1,0,0,3,0,4473185,Dominican (IL)
11,L,3,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,4473185,Dominican (IL)
6,OH,3,0,9,6,21,0.143,0,0,3,1,1,1,0,0,10,0,4473185,Dominican (IL)
17,MB,1,0,1,0,3,0.333,0,0,0,0,0,1,0,0,2,0,4473185,Dominican (IL)
9,OH,3,0,5,2,17,0.176,0,0,0,3,0,0,0,0,5,0,4473185,Dominican (IL)
3,S,3,0,0,0,1,0,23,1,1,3,0,0,1,0,1.5,0,4473185,Dominican (IL)
19,OPP,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4473185,Dominican (IL)
8,L,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4473185,Dominican (IL)
5,OPP,3,0,11,5,26,0.231,0,1,3,2,0,3,0,1,15,0,4473185,Quincy
14,S,3,0,2,0,3,0.667,29,1,3,5,0,1,0,0,4,1,4473185,Quincy
13,OPP,3,0,9,4,18,0.278,2,2,2,8,0,3,1,0,14.5,0,4473185,Quincy
20,MB,3,0,7,1,11,0.545,1,0,1,2,0,1,1,0,8.5,0,4473185,Quincy
10,OH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4473185,Quincy
35,MB,3,0,2,2,9,0,0,0,2,0,0,1,0,0,3,0,4473185,Quincy
30,OPP,1,0,1,0,3,0.333,0,0,0,0,0,0,0,0,1,0,4473185,Quincy
1,L/DS,3,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,4473185,Quincy
17,OH,3,0,6,2,17,0.235,0,1,1,0,0,0,0,0,7,0,4473185,Quincy
2,OH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473184,Springfield
20,OH,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0.5,0,4473184,Springfield
14,OPP,3,0,7,9,19,-0.105,0,0,3,1,0,0,0,1,7,0,4473184,Springfield
9,OH,2,0,1,3,6,-0.333,1,0,2,0,0,0,0,0,1,0,4473184,Springfield
19,MB,3,0,3,0,4,0.75,0,0,2,0,0,1,1,1,4.5,0,4473184,Springfield
1,OH,3,0,4,3,12,0.083,0,0,0,1,1,0,1,0,4.5,0,4473184,Springfield
10,MB,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4473184,Springfield
3,S,3,0,1,0,3,0.333,23,0,2,3,0,0,3,0,2.5,0,4473184,Springfield
25,OH,3,0,7,2,11,0.455,0,2,1,1,0,0,3,0,10.5,0,4473184,Springfield
17,OH,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4473184,Springfield
15,OH,3,0,2,5,14,-0.214,0,1,2,3,0,0,0,1,3,0,4473184,Springfield
6,OH,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4473184,Springfield
13,S,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473184,Springfield
3,OH,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4473184,CUI
4,S,3,0,1,0,2,0.5,25,2,0,2,0,0,0,0,3,0,4473184,CUI
8,OH,1,0,4,4,9,0,0,1,0,1,0,0,0,1,5,0,4473184,CUI
18,OH,3,0,10,2,14,0.571,0,0,3,1,2,1,3,1,12.5,0,4473184,CUI
9,OPP,3,0,6,4,14,0.143,2,0,3,4,0,1,3,0,8.5,0,4473184,CUI
2,MB,3,0,1,2,5,-0.2,0,0,3,1,0,1,3,0,3.5,0,4473184,CUI
21,OH,2,0,4,1,7,0.429,1,2,4,1,0,1,1,0,7.5,0,4473184,CUI
1,MB,3,0,5,0,11,0.455,0,0,6,0,0,0,3,0,6.5,0,4473184,CUI
6,L,3,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,4473184,CUI
8,L,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4473186,UC Santa Cruz
25,OPP,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4473186,UC Santa Cruz
13,OPP,2,0,0,1,2,-0.5,0,0,2,0,0,0,0,0,0,0,4473186,UC Santa Cruz
16,OH,3,0,3,5,14,-0.143,0,0,0,3,0,0,1,0,3.5,0,4473186,UC Santa Cruz
9,MB,3,0,1,2,8,-0.125,0,0,0,1,0,0,2,0,2,0,4473186,UC Santa Cruz
11,OH,3,0,8,6,18,0.111,2,0,4,1,1,1,0,0,9,0,4473186,UC Santa Cruz
6,S,3,0,6,1,12,0.417,0,0,1,1,0,0,0,0,6,0,4473186,UC Santa Cruz
24,L,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4473186,UC Santa Cruz
4,S,3,0,3,0,5,0.6,23,0,3,4,0,0,1,0,3.5,0,4473186,UC Santa Cruz
18,S,3,0,7,3,14,0.286,0,1,1,5,2,0,0,0,8,0,4473186,UC Santa Cruz
16,OH,3,0,11,5,20,0.3,1,2,3,3,0,0,3,0,14.5,0,4473186,Cal Lutheran
20,MB,3,0,7,1,11,0.545,0,1,4,0,0,0,4,0,10,0,4473186,Cal Lutheran
9,L,3,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,4473186,Cal Lutheran
1,S,3,0,2,0,2,1,31,0,3,5,0,0,1,0,2.5,0,4473186,Cal Lutheran
23,OH,3,0,4,0,7,0.571,1,0,1,2,0,0,2,0,5,0,4473186,Cal Lutheran
2,OH,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4473186,Cal Lutheran
17,OH,3,0,9,4,19,0.263,0,1,2,4,0,0,2,0,11,0,4473186,Cal Lutheran
7,OH,3,0,5,1,11,0.364,0,1,1,3,0,0,1,0,6.5,0,4473186,Cal Lutheran
17,NA,2,0,0,0,1,0,0,1,1,2,0,1,0,1,2,0,4473188,Vassar
5,NA,2,0,1,1,2,0,0,0,0,0,0,0,1,0,1.5,0,4473188,Vassar
11,OH,2,0,1,1,4,0,0,0,0,0,1,0,0,0,1,0,4473188,Vassar
19,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473188,Vassar
7,OH,2,0,0,1,4,-0.25,1,1,1,1,0,0,2,1,2,0,4473188,Vassar
2,NA,3,0,6,1,12,0.417,3,0,3,2,2,0,0,1,6,0,4473188,Vassar
