Name,S,Kills,Errors,TotalAttacks,HitPct,Assists,Aces,SErr,Digs,RetAtt,RErr,BlockSolos,BlockAssists,BErr,PTS,BHE,match_id
Fla. National,3,34,15,90,0.211,31,10,5,50,34,2,3,10,0,52,0,5697417
Carlow,3,17,22,97,-0.052,17,2,7,39,68,10,1,12,0,26,0,5697417
Whittier,5,42,21,156,0.135,39,11,9,72,82,9,2,18,1,64,0,5667115
Centre,5,55,36,174,0.109,51,9,15,83,97,11,2,6,1,69,0,5667115
Hendrix,3,26,20,107,0.056,25,2,4,42,66,6,0,4,0,30,4,5667125
St. Thomas (TX),3,40,8,97,0.33,34,6,7,49,43,2,0,10,0,51,0,5667125
Fisher,3,14,16,96,-0.021,14,3,7,44,68,9,0,2,2,18,0,5667143
Regis (MA),3,42,16,107,0.243,41,9,5,59,34,3,1,4,1,54,0,5667143
Franklin,3,34,20,108,0.13,33,5,9,54,65,6,3,4,1,46,0,5667149
St. Mary-Woods,3,41,15,112,0.232,40,6,9,45,45,5,0,6,0,52,0,5667149
Randolph-Macon,4,46,27,167,0.114,43,11,9,77,84,9,2,10,1,64,0,5667158
Hanover,4,50,21,158,0.184,47,9,10,84,81,11,4,8,0,67,0,5667158
Emerson,3,34,12,93,0.237,33,11,12,38,53,5,1,12,0,52,0,5681204
Simmons,3,25,22,93,0.032,23,5,4,44,61,11,1,2,2,32,0,5681204
Rowan,4,50,18,164,0.195,47,7,6,68,81,7,1,4,0,60,2,5667162
Buffalo St.,4,54,25,157,0.185,50,7,7,81,83,7,1,14,1,69,0,5667162
Carleton,3,29,21,91,0.088,28,14,5,45,49,3,0,12,1,49,2,5667152
Lawrence,3,26,20,102,0.059,26,3,10,31,69,14,1,8,2,34,1,5667152
John Jay,3,40,16,99,0.242,35,11,12,42,51,8,1,2,0,53,0,5667169
New Jersey City,3,18,17,82,0.012,18,8,6,41,63,11,1,4,1,29,1,5667169
Carlow,4,51,38,188,0.069,48,11,13,87,91,3,1,8,0,67,1,5667181
Penn St.-Gr Allegheny,4,37,28,159,0.057,30,3,4,89,83,11,5,14,0,52,0,5667181
Methodist,3,39,14,95,0.263,39,8,5,47,47,5,1,4,1,50,0,5667176
Guilford,3,30,20,104,0.096,25,5,8,36,69,8,1,14,0,43,0,5667176
Meredith,5,58,29,194,0.149,53,4,14,84,93,4,1,14,1,70,0,5667177
Lynchburg,5,58,21,170,0.218,58,4,15,92,86,4,1,10,0,68,0,5667177
Texas Lutheran,3,37,16,144,0.146,33,3,8,74,74,9,0,10,3,45,1,5667161
Cortland,3,44,26,154,0.117,44,9,5,81,65,3,1,6,0,57,1,5667161
Redlands,3,41,16,100,0.25,37,12,8,50,51,4,3,4,0,58,0,5667123
Whitman,3,23,16,95,0.074,22,4,4,36,66,12,5,0,0,32,0,5667123
Wis.-Oshkosh,4,51,27,154,0.156,47,3,5,66,87,6,2,4,3,58,0,5667175
Gustavus Adolphus,4,56,22,161,0.211,54,6,7,71,79,3,3,6,4,68,0,5667175
Wis.-Superior,5,62,31,200,0.155,62,9,5,101,95,5,2,16,0,81,3,5667180
McMurry,5,55,27,192,0.146,52,5,6,91,102,9,1,8,0,65,0,5667180
Bryn Mawr,5,43,21,121,0.182,41,17,17,58,84,13,1,6,4,64,2,5667197
Baruch,5,44,21,131,0.176,39,13,17,53,83,17,3,8,2,64,2,5667197
Manhattanville,4,43,20,121,0.19,42,13,9,55,77,12,1,4,0,59,0,5667199
Simmons,4,45,26,134,0.142,44,12,11,51,87,13,0,8,1,61,0,5667199
Union (NY),4,46,17,140,0.207,42,4,4,65,84,8,2,12,3,58,1,5667201
Chapman,4,60,21,163,0.239,56,8,8,69,80,4,1,12,2,75,0,5667201
Thomas (ME),5,42,44,199,-0.01,39,17,10,117,99,16,6,4,2,67,0,5667213
Fisher,5,37,36,194,0.005,33,16,12,104,101,17,2,14,3,62,0,5667213
John Carroll,4,50,18,134,0.239,49,13,8,46,80,6,0,12,0,69,0,5667206
Grove City,4,45,14,127,0.244,44,6,6,44,87,13,2,10,0,58,1,5667206
Muskingum,3,38,15,91,0.253,37,8,3,54,36,2,0,10,2,51,0,5667207
Chatham,3,24,17,105,0.067,22,2,10,30,70,8,0,8,1,30,0,5667207
Ohio Northern,5,63,26,165,0.224,57,6,2,73,93,7,3,18,2,81,1,5667208
CWRU,5,60,26,163,0.209,55,7,6,68,99,6,1,10,0,73,0,5667208
Heidelberg,5,48,22,165,0.158,36,4,4,84,100,11,7,20,0,69,0,5667209
Allegheny,5,62,37,204,0.123,56,11,8,85,98,4,0,6,0,76,0,5667209
LeTourneau,5,46,14,156,0.205,45,9,7,79,0,7,4,8,0,63,0,5667210
Manchester,5,53,31,165,0.133,50,11,10,67,0,6,1,14,0,72,1,5667210
Wis. Lutheran,3,33,23,107,0.093,30,5,13,44,68,6,0,2,0,39,0,5667203
Randolph-Macon,3,29,6,84,0.274,29,6,6,44,41,5,1,4,2,38,0,5667203
Franklin,3,24,13,68,0.162,23,2,7,21,56,7,1,0,0,27,0,5667235
Goshen,3,29,11,67,0.269,27,7,3,28,36,2,0,0,0,36,0,5667235
Skidmore,4,29,25,129,0.031,27,6,5,49,85,11,0,6,2,38,0,5667153
Occidental,4,52,24,132,0.212,49,11,12,63,74,6,1,2,0,65,0,5667153
Multnomah,3,29,15,91,0.154,24,5,2,34,67,12,0,8,2,38,2,5682753
Pacific (OR),3,41,20,103,0.204,39,12,6,38,61,5,2,8,0,59,0,5682753
Southwestern (TX),4,61,24,177,0.209,59,5,5,88,84,6,0,14,0,73,0,5667198
Aurora,4,59,25,190,0.179,58,6,11,78,98,5,1,16,2,74,1,5667198
Minn.-Morris,4,39,30,154,0.058,37,6,11,83,82,3,0,20,2,55,0,5667205
Dubuque,4,48,29,163,0.117,44,3,12,78,77,6,3,12,2,60,0,5667205
RIT,5,58,30,179,0.156,56,8,19,104,99,13,0,14,0,73,3,5667230
Bethany (WV),5,38,33,184,0.027,30,13,7,86,96,8,2,2,0,54,4,5667230
Salem (NC),5,71,35,223,0.161,68,5,4,108,100,5,3,8,1,83,0,5682667
Lynchburg,5,68,22,216,0.213,63,5,12,96,110,5,0,14,3,80,0,5682667
Pacific Union,4,50,24,133,0.195,48,11,8,70,75,14,1,10,2,67,0,5667145
Willamette,4,37,24,141,0.092,36,14,9,52,87,11,2,9,2,57.5,0,5667145
John Jay,3,38,19,101,0.188,34,10,5,40,43,4,0,0,1,48,0,5667114
UMSV,3,16,18,86,-0.023,14,4,6,32,68,10,2,4,1,24,0,5667114
Pitt.-Greensburg,4,38,22,153,0.105,34,11,9,78,86,14,1,2,0,51,0,5667221
Saint Vincent,4,47,24,161,0.143,44,14,10,86,79,11,4,4,1,67,0,5667221
Bob Jones,5,57,29,163,0.172,52,7,10,71,94,9,1,12,0,71,1,5667224
Guilford,5,55,21,153,0.222,55,9,12,70,90,7,2,12,3,72,0,5667224
Macalester,4,31,15,110,0.145,31,5,5,48,81,16,1,12,0,43,0,5667211
Carthage,4,58,22,139,0.259,49,16,14,57,70,5,1,18,0,84,0,5667211
Loras,3,44,18,111,0.234,39,4,7,56,52,1,2,4,0,52,0,5667218
Alma,3,23,18,121,0.041,22,1,4,37,65,4,0,6,0,27,0,5667218
Lawrence,3,26,18,72,0.111,23,4,3,26,60,10,1,4,0,33,0,5667216
UChicago,3,44,11,84,0.393,40,10,13,26,55,4,1,4,0,57,1,5667216
Mary Hardin-Baylor,3,31,14,92,0.185,27,11,9,47,47,3,1,14,1,50,0,5667178
Linfield,3,26,24,105,0.019,25,3,7,40,64,11,1,8,4,34,1,5667178
Kean,3,47,21,108,0.241,44,12,2,47,45,4,0,2,0,60,0,5667274
Geneva,3,17,11,82,0.073,16,4,3,37,72,12,3,10,3,29,0,5667274
Whitworth,3,42,19,126,0.183,39,7,8,59,62,6,5,6,4,57,0,5667187
UC Santa Cruz,3,34,22,122,0.098,31,6,10,50,70,6,5,6,1,48,0,5667187
St. Mary's (IN),5,64,22,188,0.223,62,6,10,90,92,7,1,8,2,75,0,5667273
Penn St.-Altoona,5,61,21,177,0.226,57,7,11,93,92,6,2,8,1,74,0,5667273
Schreiner,5,49,21,175,0.16,40,5,8,84,93,11,2,12,0,62,1,5667227
Hendrix,5,60,28,187,0.171,57,11,9,91,90,5,0,16,2,79,1,5667227
Wis.-Superior,3,44,15,103,0.282,39,8,4,49,43,4,1,8,0,57,1,5667262
Shenandoah,3,21,17,90,0.044,19,4,5,36,69,8,1,6,0,29,1,5667262
Neb. Wesleyan,3,32,12,97,0.206,31,14,5,53,25,1,0,6,2,49,0,5667308
McMurry,3,13,18,88,-0.057,12,1,10,39,68,14,0,6,0,17,0,5667308
St. John Fisher,5,45,23,130,0.169,40,22,15,55,75,8,1,10,0,73,0,5697416
Lakeland,5,40,22,124,0.145,38,8,12,54,92,22,0,8,1,52,0,5697416
La. Christian,4,32,20,148,0.081,31,5,3,64,81,7,2,2,1,40,3,5697289
Howard Payne,4,61,18,157,0.274,52,7,12,82,73,5,4,4,0,74,7,5697289
Smith,4,59,13,118,0.39,51,12,10,52,58,6,0,8,0,75,0,5667720
Alfred St.,4,32,20,118,0.102,29,6,7,42,89,12,0,2,0,39,0,5667720
Wm. Paterson,4,29,32,147,-0.02,28,8,1,55,84,7,6,8,0,47,0,5667242
Chris. Newport,4,51,24,141,0.191,50,7,6,70,68,8,4,2,0,63,1,5667242
York (PA),3,24,21,94,0.032,22,7,8,23,65,5,0,10,0,36,0,5667243
Gettysburg,3,36,9,72,0.375,33,5,8,38,44,7,2,10,0,48,0,5667243
Thomas (ME),3,15,11,78,0.051,14,3,8,36,63,15,4,0,3,22,0,5667244
Regis (MA),3,39,20,98,0.194,38,15,10,50,44,3,1,4,0,57,0,5667244
Wash. & Lee,5,54,23,190,0.163,49,6,3,96,95,12,0,12,0,66,0,5667246
Berry,5,61,25,197,0.183,57,12,12,91,97,6,1,8,0,78,0,5667246
Penn St.-Schuylkill,3,25,14,82,0.134,23,2,6,38,70,8,4,0,3,31,1,5667247
King's (PA),3,42,16,102,0.255,39,7,3,38,45,2,2,2,1,52,0,5667247
Lebanon Valley,3,24,16,96,0.083,22,4,9,34,65,10,0,6,1,31,0,5667249
Haverford,3,38,11,90,0.3,36,10,9,42,43,4,2,6,2,53,2,5667249
Wooster,3,28,17,90,0.122,24,6,7,27,71,9,2,0,0,36,0,5667251
Earlham,3,35,6,81,0.358,32,9,3,29,42,6,2,0,0,46,1,5667251
Hanover,4,46,21,132,0.189,45,11,6,69,68,8,1,8,2,62,1,5667253
Maryville (TN),4,37,23,140,0.1,36,8,9,57,85,11,2,12,0,53,1,5667253
William Peace,3,26,20,84,0.071,22,6,5,37,60,12,0,2,1,33,0,5667255
Va. Wesleyan,3,37,12,91,0.275,36,12,14,35,55,6,2,6,0,54,0,5667255
St. Joseph's (Brkln),4,47,15,126,0.254,40,18,14,63,77,15,1,0,2,66,3,5667265
Bryn Mawr,4,34,20,121,0.116,31,15,9,53,84,18,1,2,2,51,0,5667265
Wash. & Jeff.,4,39,21,139,0.129,36,5,6,78,76,9,1,16,0,53,0,5667268
Anderson (IN),4,43,28,159,0.094,37,9,5,71,75,5,2,14,0,61,0,5667268
Monmouth (IL),4,52,17,141,0.248,49,11,9,55,90,7,2,8,0,69,0,5667269
Bluffton,4,58,28,147,0.204,52,7,6,67,92,11,1,10,0,71,2,5667269
Waynesburg,5,37,22,157,0.096,37,7,9,56,97,7,0,11,0,49.5,1,5667270
Olivet,5,48,25,147,0.156,46,7,9,77,84,7,1,0,0,56,0,5667270
Oberlin,4,51,18,136,0.243,43,5,12,48,87,14,1,4,1,59,0,5667271
Kalamazoo,4,39,19,137,0.146,30,14,3,38,73,5,0,12,0,59,0,5667271
Penn St.-Behrend,3,21,12,93,0.097,16,6,9,42,65,9,1,12,0,34,1,5667272
Hiram,3,41,21,120,0.167,40,9,11,52,59,6,1,4,0,53,2,5667272
Saint Benedict,3,37,24,100,0.13,37,6,7,33,70,5,0,4,1,45,0,5667239
East Tex. Baptist,3,38,7,85,0.365,35,5,4,34,48,6,1,20,3,54,0,5667239
Centre,3,29,16,117,0.111,27,2,8,55,64,9,1,10,1,37,0,5667190
La Verne,3,44,16,125,0.224,41,9,14,54,56,2,0,6,1,56,0,5667190
Whittier,4,44,23,155,0.135,43,6,5,77,78,11,0,14,1,57,1,5667202
UW-River Falls,4,45,30,167,0.09,43,11,9,76,84,6,0,20,2,66,0,5667202
Hollins,5,38,23,151,0.099,38,8,12,78,92,14,3,2,2,50,0,5667311
Franciscan,5,49,34,167,0.09,49,14,14,87,83,8,3,0,0,66,0,5667311
Western New Eng.,4,52,27,157,0.159,47,8,9,71,76,4,1,15,0,68.5,0,5667316
Utica,4,41,24,147,0.116,34,4,10,68,91,8,1,15,0,53.5,0,5667316
Mount Mary,3,15,15,67,0,12,1,6,21,66,13,1,2,1,18,0,5667241
Ripon,3,39,11,72,0.389,35,13,7,35,31,1,1,9,2,57.5,0,5667241
Carthage,3,43,15,106,0.264,40,9,6,56,43,3,0,6,1,55,0,5667248
Hamline,3,27,11,103,0.155,26,3,11,43,68,9,0,8,0,34,0,5667248
Dubuque,3,42,25,138,0.123,41,4,5,73,61,3,2,8,1,52,0,5667250
St. Catherine,3,32,24,136,0.059,31,3,7,64,73,4,0,4,1,37,0,5667250
Pfeiffer,3,32,10,91,0.242,28,10,5,47,49,9,4,2,0,47,0,5667258
Huntingdon,3,29,22,103,0.068,26,9,6,46,69,10,1,4,0,41,0,5667258
Southwestern (TX),4,49,25,152,0.158,46,9,6,75,79,12,1,29,1,73.5,0,5667259
Elmhurst,4,45,31,165,0.085,45,12,10,68,92,9,1,18,2,67,0,5667259
Martin Luther,5,47,20,150,0.18,46,14,16,62,94,9,2,24,1,75,0,5667267
Marian (WI),5,62,31,168,0.185,58,9,15,75,94,14,1,8,1,76,0,5667267
Plymouth St.,3,27,13,73,0.192,27,12,5,43,37,6,1,10,1,45,0,5667280
Plattsburgh St.,3,20,23,88,-0.034,20,6,11,29,69,12,0,4,2,28,0,5667280
Meredith,5,58,26,169,0.189,57,10,18,74,96,9,2,14,0,77,0,5667281
Averett,5,49,27,167,0.132,44,9,7,72,87,10,1,16,0,67,0,5667281
Albion,3,45,25,131,0.153,43,1,5,56,73,6,2,4,0,50,0,5667282
Mount Union,3,36,13,112,0.205,32,6,0,50,58,1,5,16,0,55,0,5667282
Penn College,3,15,13,114,0.018,13,6,10,55,70,13,0,2,2,22,1,5667283
Lycoming,3,38,22,123,0.13,37,13,4,76,42,6,4,2,1,56,1,5667283
UMSV,3,24,15,109,0.083,20,10,10,46,69,11,2,2,0,37,0,5667284
New Jersey City,3,40,18,111,0.198,36,11,7,66,52,10,0,6,0,54,1,5667284
Piedmont,3,15,18,72,-0.042,14,4,6,19,65,7,1,0,1,20,1,5667290
Oglethorpe,3,42,20,89,0.247,38,7,8,36,47,4,0,2,0,50,1,5667290
Denison,3,28,21,110,0.064,25,4,7,51,67,8,3,4,0,37,0,5667293
Carnegie Mellon,3,38,13,117,0.214,33,8,8,51,51,4,1,10,0,52,0,5667293
Roanoke,5,64,24,165,0.242,61,10,10,75,102,17,1,16,3,83,0,5667298
Methodist,5,54,24,164,0.183,48,17,6,66,95,10,2,4,1,75,0,5667298
SUNY Geneseo,4,45,34,155,0.071,42,2,8,63,92,7,4,10,4,56,0,5667302
Clark (MA),4,50,32,157,0.115,46,7,8,70,83,2,2,8,0,63,0,5667302
Wis.-Eau Claire,3,43,21,122,0.18,42,5,9,56,53,5,1,14,1,56,1,5667303
Susquehanna,3,22,18,98,0.041,19,5,8,47,64,5,1,0,1,28,0,5667303
Otterbein,3,49,15,121,0.281,44,2,7,61,52,2,2,8,0,57,0,5667325
Berea,3,27,16,114,0.096,27,2,7,47,66,2,0,0,0,29,0,5667325
UMass Boston,3,24,15,105,0.086,18,2,4,36,68,8,0,8,0,30,3,5667329
NYU,3,44,20,103,0.233,41,8,6,55,50,2,1,10,0,58,1,5667329
Millikin,4,46,21,139,0.18,40,3,4,57,65,6,1,14,4,57,0,5667238
Colorado Col.,4,44,28,148,0.108,38,6,13,52,89,3,4,10,2,59,0,5667238
Mt. St. Joseph,5,56,23,173,0.191,54,4,12,72,93,8,1,0,0,61,0,5667342
Baldwin Wallace,5,50,40,185,0.054,48,8,6,70,98,4,1,0,0,59,0,5667342
Bushnell,3,34,22,113,0.106,30,6,6,40,58,6,1,28,0,55,0,5682718
George Fox,3,30,25,106,0.047,29,6,8,46,68,6,0,18,1,45,0,5682718
Muhlenberg,3,19,20,102,-0.01,18,5,5,39,69,8,2,6,0,29,0,5667219
Pomona-Pitzer,3,40,19,107,0.196,35,8,5,54,45,5,3,8,0,55,0,5667219
Hendrix,3,34,19,105,0.143,32,7,6,48,54,6,2,6,1,46,1,5667228
Lewis & Clark,3,29,18,103,0.107,27,6,12,41,67,7,1,2,0,37,1,5667228
Lake Forest,3,20,22,83,-0.024,17,2,6,26,64,11,0,2,0,23,0,5667287
Wis.-Whitewater,3,36,6,69,0.435,33,11,10,31,33,2,0,18,0,56,0,5667287
Wis.-Stout,3,44,20,122,0.197,42,8,9,59,65,6,1,10,0,58,0,5667289
Benedictine (IL),3,31,18,120,0.108,30,6,5,51,66,8,0,10,1,42,0,5667289
St. John Fisher,4,48,24,138,0.174,45,8,12,67,88,14,2,8,1,62,0,5667291
Austin,4,44,19,135,0.185,36,14,10,60,75,8,1,6,0,62,0,5667291
Carleton,3,30,15,125,0.12,26,4,7,53,65,8,0,8,0,38,0,5667295
North Central (IL),3,44,22,136,0.162,41,8,8,60,64,4,1,8,0,57,0,5667295
St. Olaf,3,48,13,94,0.372,48,7,10,45,49,6,0,4,0,57,1,5667296
Alma,3,21,14,85,0.082,19,6,5,30,63,7,0,6,0,30,1,5667296
St. Scholastica,3,23,27,103,-0.039,21,6,8,39,69,6,2,2,0,32,0,5667318
Bethany Lutheran,3,32,16,91,0.176,30,6,4,45,44,6,2,2,0,41,1,5667318
Trine,3,38,4,88,0.386,36,14,12,54,31,1,4,4,0,58,0,5667320
Northland,3,16,19,90,-0.033,15,1,3,45,62,14,1,0,0,18,0,5667320
LeTourneau,4,52,26,158,0.165,49,9,9,75,87,9,0,18,0,70,0,5667322
Heidelberg,4,48,23,161,0.155,42,9,7,64,82,9,0,16,0,65,0,5667322
Howard Payne,3,46,19,146,0.185,42,7,5,83,60,6,3,4,0,58,0,5667324
Millsaps,3,30,18,142,0.085,29,6,3,69,68,7,2,4,1,40,1,5667324
Edgewood,4,47,27,154,0.13,40,8,7,60,80,4,2,20,2,67,0,5667328
Augsburg,4,47,33,154,0.091,42,4,8,71,91,8,3,6,0,57,1,5667328
UMass Dartmouth,3,48,8,105,0.381,44,8,4,50,45,3,1,6,1,60,0,5667546
FDU-Florham,3,29,16,101,0.129,27,3,1,43,69,8,1,2,1,34,0,5667546
Smith,3,39,13,75,0.347,36,10,6,33,42,10,1,16,0,58,0,5667245
Elmira,3,16,19,71,-0.042,16,10,5,20,67,10,1,4,0,29,0,5667245
Brevard,5,46,29,145,0.117,45,18,20,55,91,7,1,6,0,68,1,5667313
Concordia Chicago,5,46,28,131,0.137,43,7,14,64,89,18,3,2,3,57,0,5667313
Lancaster Bible,5,58,24,167,0.204,55,19,16,72,90,11,1,6,1,81,0,5667344
Moravian,5,47,23,157,0.153,40,11,12,70,96,19,1,6,1,62,0,5667344
Russell Sage,5,37,33,125,0.032,33,12,14,41,0,11,5,4,0,56,0,5667345
SUNY Morrisville,5,42,26,121,0.132,37,11,16,47,0,9,5,14,0,65,1,5667345
Ithaca,3,42,14,102,0.275,39,4,8,33,62,2,3,10,2,54,0,5667346
Springfield,3,42,22,104,0.192,41,2,6,44,66,4,2,12,1,52,0,5667346
St. Joseph's (Brkln),3,21,19,84,0.024,20,9,9,49,64,14,0,0,3,30,0,5667350
Baruch,3,33,20,105,0.124,30,14,10,39,56,9,1,4,1,50,1,5667350
Husson,3,7,19,77,-0.156,5,2,8,22,65,13,0,2,1,10,0,5667351
Babson,3,29,7,71,0.31,23,13,9,38,23,2,2,6,0,47,0,5667351
Lasell,4,50,14,130,0.277,46,16,11,59,74,9,1,18,0,76,0,5667352
Gordon,4,39,23,138,0.116,35,9,6,56,88,16,1,10,0,54,0,5667352
Misericordia,3,20,23,88,-0.034,17,5,9,42,57,8,0,4,1,27,3,5667353
Scranton,3,31,12,91,0.209,30,8,17,42,47,5,3,6,0,45,0,5667353
Catholic,3,8,19,80,-0.138,8,3,4,31,66,13,1,2,0,13,0,5667354
Salisbury,3,37,10,83,0.325,33,13,7,44,26,3,7,8,0,61,0,5667354
Nazareth,3,23,21,113,0.018,23,5,4,46,65,10,1,6,1,32,0,5667356
Emerson,3,39,18,111,0.189,38,10,9,58,53,5,1,4,0,52,0,5667356
Fredonia,3,22,15,97,0.072,19,6,16,34,64,7,2,6,0,33,0,5667358
Keuka,3,30,17,92,0.141,22,7,9,40,46,6,1,0,0,38,0,5667358
Centenary (NJ),3,25,19,85,0.071,24,1,5,29,71,17,0,0,2,26,0,5667360
Alvernia,3,30,9,77,0.273,26,17,3,35,41,1,4,8,1,55,1,5667360
WestConn,3,35,16,94,0.202,33,9,7,46,44,2,1,6,0,48,0,5667361
New England Col.,3,22,18,92,0.043,20,2,6,37,66,9,0,2,0,25,2,5667361
Gustavus Adolphus,5,65,14,151,0.338,59,4,5,65,93,6,7,10,3,81,0,5667363
Transylvania,5,72,25,173,0.272,68,6,6,64,99,4,1,4,0,81,0,5667363
Rutgers-Camden,3,26,27,113,-0.009,22,5,3,45,70,6,1,4,4,34,0,5667364
Stevenson,3,37,11,101,0.257,35,6,5,52,48,5,0,12,3,49,2,5667364
Susquehanna,3,28,13,103,0.146,26,4,8,51,65,8,0,4,1,34,0,5667365
Eastern,3,44,14,120,0.25,41,8,9,55,49,4,2,6,3,57,1,5667365
Gallaudet,5,57,11,150,0.307,56,9,14,96,0,14,3,8,1,73,0,5667366
Messiah,5,44,16,156,0.179,37,14,14,52,0,9,3,12,1,67,0,5667366
Southern Va.,5,43,35,155,0.052,43,14,18,69,105,16,1,18,3,67,0,5667367
Dickinson,5,43,31,145,0.083,42,16,6,72,81,14,0,12,1,65,2,5667367
Wheaton (MA),5,61,28,151,0.219,59,9,7,60,98,7,1,8,2,75,3,5667368
Stockton,5,61,26,161,0.217,58,7,9,55,99,9,3,4,0,73,0,5667368
Wm. Paterson,3,22,23,97,-0.01,19,1,3,28,66,6,1,0,0,24,1,5667371
Johns Hopkins,3,41,10,85,0.365,37,6,8,42,39,1,6,6,0,56,0,5667371
Rose-Hulman,3,28,17,115,0.096,26,6,8,68,48,3,3,8,2,41,0,5667373
Buena Vista,3,27,23,127,0.031,22,3,11,63,66,6,3,2,1,34,0,5667373
Asbury,3,41,18,127,0.181,32,5,5,49,45,1,4,0,0,50,0,5667374
Wooster,3,21,15,107,0.056,17,1,8,42,68,5,5,0,0,27,0,5667374
Hiram,3,29,18,95,0.116,28,5,7,41,65,9,1,4,0,37,0,5667379
Grove City,3,38,14,102,0.235,31,9,8,41,55,5,3,0,0,50,0,5667379
Muskingum,5,52,12,174,0.23,48,8,11,74,89,9,4,8,5,68,2,5667380
Allegheny,5,54,22,169,0.189,54,9,7,85,82,8,0,6,3,66,1,5667380
Chatham,3,30,19,118,0.093,25,2,8,45,67,2,1,2,0,34,0,5667381
CWRU,3,42,10,105,0.305,36,2,6,57,44,2,0,8,0,48,0,5667381
Manchester,3,25,22,91,0.033,24,6,5,32,70,10,3,14,0,41,0,5667382
John Carroll,3,31,18,93,0.14,22,10,3,34,52,6,1,22,1,53,0,5667382
Ohio Northern,5,58,19,136,0.287,56,7,8,59,82,8,4,12,5,75,0,5667383
Greenville,5,61,28,154,0.214,58,8,15,53,103,7,2,10,1,76,0,5667383
Westfield St.,4,35,17,104,0.173,34,9,15,64,70,20,5,2,0,50,1,5667384
Rivier,4,34,24,131,0.076,31,20,18,48,72,9,2,4,1,58,0,5667384
Marymount (VA),3,38,20,111,0.162,37,9,13,50,53,5,0,6,0,50,0,5667385
Geneva,3,16,22,93,-0.065,15,5,4,45,60,9,0,6,3,24,0,5667385
Mary Washington,4,43,26,153,0.111,40,14,10,72,77,7,3,6,0,63,0,5667386
Kean,4,45,24,154,0.136,44,7,12,73,83,14,6,4,0,60,0,5667386
Penn St.-Schuylkill,5,32,17,127,0.118,25,5,7,74,100,20,4,2,6,42,2,5667389
Saint Elizabeth,5,59,35,172,0.14,55,20,12,74,85,5,0,0,1,79,1,5667389
Ursinus,5,51,27,169,0.142,49,16,12,69,97,6,1,14,2,75,0,5681207
Brandeis,5,61,33,170,0.165,58,6,12,80,99,16,0,16,1,75,0,5681207
York (PA),3,21,18,86,0.035,21,2,8,26,69,10,5,0,2,28,0,5682651
Bridgewater (VA),3,36,8,79,0.354,32,10,5,36,31,2,1,2,1,48,0,5682651
Hardin-Simmons,4,50,22,154,0.182,48,9,16,66,85,4,1,14,1,67,0,5667393
Wash. & Lee,4,47,24,152,0.151,42,4,4,74,79,9,1,6,0,55,0,5667393
WashU,5,59,26,163,0.202,54,6,9,86,93,10,3,14,0,75,1,5667340
Coe,5,51,28,172,0.134,44,10,8,72,93,6,2,14,0,70,0,5667340
Cornell College,5,54,24,170,0.176,51,11,14,74,96,12,2,18,5,76,0,5667359
Wis.-Stevens Point,5,57,26,166,0.187,53,12,12,83,89,11,2,8,1,75,0,5667359
Marian (WI),3,29,16,74,0.176,29,22,14,30,46,9,1,4,0,54,0,5667375
Mount Mary,3,16,12,61,0.066,12,9,11,27,60,22,0,4,1,27,0,5667375
IIT,5,57,31,171,0.152,53,11,14,72,96,8,3,6,1,74,0,5667376
Luther,5,50,22,152,0.184,47,8,12,68,91,11,2,10,0,65,0,5667376
Concordia Wisconsin,3,27,25,103,0.019,26,2,4,47,56,7,1,6,0,33,0,5667377
Augustana (IL),3,39,11,99,0.283,38,7,17,46,56,2,2,8,0,52,0,5667377
St. Norbert,3,40,14,113,0.23,36,4,11,63,47,3,1,8,1,49,0,5667378
Minn.-Morris,3,29,19,119,0.084,27,3,12,50,62,4,0,4,0,34,0,5667378
Salem (NC),4,54,20,183,0.186,51,2,7,87,81,7,1,10,0,62,0,5667398
Averett,4,48,32,180,0.089,47,7,5,94,86,2,0,10,2,60,0,5667398
WPI,4,48,20,142,0.197,47,2,7,63,91,13,0,12,1,56,0,5667407
Endicott,4,65,23,162,0.259,62,13,16,62,87,2,0,4,1,80,0,5667407
Gwynedd Mercy,3,24,16,83,0.096,23,5,4,29,64,17,0,4,2,31,0,5667416
Arcadia,3,38,11,84,0.321,35,17,9,38,53,5,0,10,0,60,0,5667416
Mt. St. Mary (NY),3,29,12,104,0.163,28,2,7,37,72,7,1,2,0,33,1,5667418
SUNY Oneonta,3,45,15,103,0.291,40,7,1,58,42,2,0,2,0,53,0,5667418
Crowley's Ridge,4,36,19,147,0.116,34,7,8,63,85,6,1,2,0,45,2,5667349
MUW,4,54,22,146,0.219,52,6,6,80,74,7,0,8,0,64,2,5667349
Union (NY),3,37,13,95,0.253,34,12,7,41,54,6,2,2,2,52,0,5667261
Occidental,3,33,18,100,0.15,30,6,7,38,67,12,2,6,1,44,0,5667261
RIT,5,69,32,197,0.188,67,6,12,102,101,16,10,0,3,85,0,5667427
Saint Vincent,5,43,29,187,0.075,41,16,4,86,98,6,11,0,2,70,0,5667427
Penn College,4,25,19,101,0.059,25,4,9,34,81,12,0,6,5,32,0,5667456
Hartwick,4,55,15,110,0.364,53,12,14,49,53,4,1,8,2,72,0,5667456
Plymouth St.,4,41,14,116,0.233,38,15,10,56,50,3,4,8,1,64,0,5667453
SUNY Potsdam,4,28,27,121,0.008,25,3,6,56,80,15,1,6,0,35,0,5667453
