"Name","S","MS","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE","match_id"
"Roberts Wesleyan",3,0,35,11,70,0.343,32,14,12,22,5,3,15,0,59.5,0,"4473452"
"Mount Olive",4,0,44,14,104,0.288,39,8,23,38,4,3,6,4,58,0,"4473455"
"East. Mennonite",4,0,34,19,99,0.152,30,4,19,31,8,2,4,9,42,0,"4473455"
"Missouri S&T",3,0,42,13,81,0.358,38,7,9,28,2,4,2,1,54,0,"4473458"
"Viterbo",3,0,29,15,80,0.175,27,2,10,23,7,2,4,0,35,0,"4473458"
"Redeemer Ancas. (CAN)",5,0,53,23,148,0.203,48,2,12,51,6,4,33,0,75.5,1,"4492877"
"Roberts Wesleyan",5,0,65,38,169,0.16,59,6,13,62,2,2,20,0,83,0,"4492877"
"Emmanuel (GA)",3,0,28,11,60,0.283,26,0,9,14,7,0,8,0,32,2,"4473464"
"Lincoln Memorial",3,0,45,7,67,0.567,42,7,13,18,0,0,10,0,57,0,"4473464"
"Erskine",3,0,34,11,65,0.354,33,8,8,25,1,2,2,0,45,0,"4473465"
"Benedict",3,0,20,17,65,0.046,18,1,12,15,8,7,0,0,28,1,"4473465"
"Mount Olive",4,0,52,20,115,0.278,47,7,20,44,4,2,15,2,68.5,0,"4473487"
"Va. Wesleyan",4,0,40,22,116,0.155,38,4,15,33,7,1,4,2,47,0,"4473487"
"St. Thomas Aquinas",3,0,21,19,82,0.024,20,6,8,41,11,1,13,0,34.5,0,"4473486"
"FDU",3,0,37,13,97,0.247,33,11,16,35,6,2,10,2,55,0,"4473486"
"D'Youville",3,0,49,13,87,0.414,46,2,15,30,4,2,4,2,55,1,"4473485"
"Dominican (NY)",3,0,28,10,75,0.24,28,4,17,19,2,2,7,3,37.5,0,"4473485"
"NJIT",5,0,42,19,99,0.232,37,10,23,34,11,3,24,0,67,0,"4473483"
"Saint Francis",5,0,50,25,113,0.221,43,11,30,29,10,2,14,3,70,2,"4473483"
"American Int'l",3,0,15,17,64,-0.031,15,0,14,17,4,2,0,1,17,0,"4473479"
"Merrimack",3,0,35,6,63,0.46,35,4,19,29,0,4,10,0,48,0,"4473479"
"Harvard",5,0,47,28,118,0.161,44,11,20,48,7,2,14,2,67,0,"4473472"
"Sacred Heart",5,0,45,25,128,0.156,44,7,24,33,11,3,16,2,63,0,"4473472"
"Hawaii",3,0,47,9,78,0.487,44,4,8,26,2,1,12,0,58,1,"4473475"
"Purdue Fort Wayne",3,0,30,14,74,0.216,28,2,9,17,4,1,9,3,37.5,0,"4473475"
"King (TN)",3,0,27,18,87,0.103,25,3,13,31,2,2,6,3,35,1,"4473480"
"McKendree",3,0,40,13,90,0.3,36,2,17,31,3,3,10,2,50,0,"4473480"
"LIU",3,0,30,11,72,0.264,29,3,11,16,4,0,4,2,35,0,"4473474"
"Loyola Chicago",3,0,48,5,76,0.566,44,4,14,24,3,2,4,2,56,0,"4473474"
"George Mason",3,0,31,17,84,0.167,29,1,11,26,6,1,7,1,36.5,0,"4473478"
"Lewis",3,0,41,13,87,0.322,35,6,16,24,1,2,17,0,57.5,0,"4473478"
"UC Irvine",4,0,60,23,127,0.291,57,9,18,41,2,2,10,4,76,1,"4473469"
"BYU",4,0,44,14,112,0.268,40,2,14,34,9,1,23,0,58.5,0,"4473469"
"Pepperdine",3,0,30,21,86,0.105,29,2,18,22,7,0,10,2,37,0,"4473473"
"Long Beach St.",3,0,29,10,66,0.288,29,7,10,28,2,2,26,1,51,1,"4473473"
"UCLA",3,0,44,9,81,0.432,42,4,23,25,2,2,14,1,57,0,"4473470"
"UC San Diego",3,0,25,13,67,0.179,24,2,15,19,4,0,10,1,32,0,"4473470"
"St. Andrews",3,0,21,19,86,0.023,21,1,7,32,10,3,2,3,26,0,"4473499"
"Mount Olive",3,0,37,15,86,0.256,33,10,10,38,1,3,8,1,54,0,"4473499"
"Randolph-Macon",3,0,33,15,78,0.231,32,4,10,16,6,1,4,3,40,0,"4489474"
"Mount Olive",3,0,43,10,79,0.418,41,6,11,24,4,3,9,2,56.5,0,"4489474"
"East. Mennonite",3,0,29,20,93,0.097,27,2,13,31,4,1,4,1,34,0,"4473514"
"Barton",3,0,37,9,81,0.346,32,4,8,35,2,2,14,1,50,1,"4473514"
"Geneva",4,0,36,18,107,0.168,30,4,12,36,10,4,15,1,51.5,0,"4791289"
"Roberts Wesleyan",4,0,43,21,108,0.204,41,10,13,48,4,3,12,2,62,0,"4791289"
"Missouri S&T",3,0,44,18,94,0.277,41,6,7,30,2,1,8,0,55,0,"4473513"
"Ottawa (KS)",3,0,37,17,92,0.217,36,2,7,28,6,1,6,0,43,1,"4473513"
"Queens (NC)",5,0,49,23,126,0.206,41,11,22,25,4,1,17,1,69.5,2,"4473524"
"NJIT",5,0,63,16,116,0.405,60,4,28,40,11,1,10,0,73,1,"4473524"
"Barton",3,0,39,10,84,0.345,39,2,10,36,3,2,8,2,47,1,"4473529"
"Va. Wesleyan",3,0,24,21,96,0.031,24,3,12,32,2,1,2,1,29,0,"4473529"
"King (TN)",3,0,25,9,67,0.239,24,3,14,19,11,1,0,0,29,0,"4473528"
"Lindenwood",3,0,40,7,73,0.452,35,11,16,24,3,1,7,0,55.5,1,"4473528"
"Charleston (WV)",5,0,48,23,111,0.225,42,4,20,32,6,4,10,0,61,1,"4473538"
"Lincoln Memorial",5,0,55,20,111,0.315,48,6,24,29,4,3,15,0,71.5,3,"4473538"
"Missouri S&T",4,0,45,18,105,0.257,44,6,16,26,3,2,16,0,61,0,"4473547"
"Park (MO)",4,0,60,19,112,0.366,56,3,15,33,6,5,2,1,69,0,"4473547"
"Redeemer Ancas. (CAN)",4,0,43,16,107,0.252,40,6,19,31,8,1,12,2,56,1,"4791304"
"Roberts Wesleyan",4,0,47,19,107,0.262,42,8,18,36,6,2,5,0,59.5,0,"4791304"
"George Mason",4,0,45,18,105,0.257,42,4,16,33,7,4,4,1,55,0,"4473552"
"Loyola Chicago",4,0,54,15,109,0.358,50,7,17,30,4,2,24,3,75,1,"4473552"
"McKendree",4,0,56,13,113,0.381,51,8,21,50,1,2,15,0,73.5,1,"4473561"
"Maryville (MO)",4,0,34,24,114,0.088,33,1,11,37,8,0,2,0,36,0,"4473561"
"LIU",4,0,53,17,141,0.255,52,7,20,52,4,4,23,1,75.5,1,"4473563"
"Lewis",4,0,48,23,129,0.194,40,4,13,57,7,0,11,0,57.5,0,"4473563"
"Central St. (OH)",3,0,17,15,53,0.038,15,2,14,15,12,1,7,1,23.5,0,"4473557"
"CSUN",3,0,34,13,66,0.318,31,12,19,18,2,1,12,0,53,0,"4473557"
"UC Irvine",5,0,58,18,130,0.308,56,4,24,40,7,2,30,4,79,1,"4473560"
"BYU",5,0,55,32,137,0.168,51,7,17,45,4,1,14,2,70,1,"4473560"
"CUI",3,0,19,26,75,-0.093,18,1,10,11,6,0,0,0,20,1,"4473562"
"Long Beach St.",3,0,32,3,50,0.58,32,6,8,25,1,0,27,0,51.5,0,"4473562"
"D'Youville",5,0,49,27,127,0.173,46,6,28,33,2,5,24,5,72,1,"4473566"
"St. Thomas Aquinas",5,0,44,32,123,0.098,42,2,20,38,6,3,13,0,55.5,1,"4473566"
"Queens (NC)",3,0,27,14,64,0.203,24,5,14,14,8,0,9,0,36.5,1,"4473567"
"Saint Francis",3,0,38,11,65,0.415,32,8,16,18,5,0,8,2,50,0,"4473567"
"Charleston (WV)",3,0,34,10,62,0.387,32,6,13,21,2,4,14,2,51,0,"4473568"
"Tusculum",3,0,27,22,75,0.067,24,2,13,13,6,1,8,1,34,0,"4473568"
"Ohio St.",5,0,50,24,113,0.23,46,7,26,38,7,2,17,3,67.5,0,"4473570"
"Penn St.",5,0,54,19,124,0.282,51,7,27,38,7,1,18,3,71,1,"4473570"
"Hawaii",4,0,54,13,112,0.366,51,9,11,28,4,3,17,2,74.5,0,"4473576"
"Ball St.",4,0,60,21,117,0.333,58,4,12,36,9,1,24,2,77,0,"4473576"
"Emmanuel (GA)",4,0,49,14,95,0.368,47,6,16,25,2,4,0,3,59,0,"4473578"
"Edward Waters",4,0,49,20,111,0.261,47,2,12,23,6,2,0,3,53,0,"4473578"
"Yeshiva",3,0,4,8,26,-0.154,4,3,11,9,30,0,2,0,8,0,"4473598"
"Dominican (NY)",3,0,22,10,42,0.286,20,30,12,12,3,2,2,1,55,0,"4473598"
"Concordia Chicago",3,0,25,16,86,0.105,23,1,11,34,7,1,12,0,33,0,"4473600"
"Roosevelt",3,0,36,18,91,0.198,34,7,10,41,1,1,10,1,49,0,"4473600"
"Missouri S&T",3,0,26,20,67,0.09,25,4,7,23,8,4,2,0,35,1,"4473596"
"Quincy",3,0,39,15,84,0.286,35,8,13,19,4,4,2,0,52,0,"4473596"
"Benedict",3,0,18,20,65,-0.031,16,1,9,14,5,3,10,4,27,0,"4473602"
"Belmont Abbey",3,0,40,12,68,0.412,40,5,11,25,1,2,10,1,52,0,"4473602"
"Grand Canyon",4,0,44,15,95,0.305,41,5,15,39,5,7,6,0,59,0,"4473614"
"Merrimack",4,0,39,25,117,0.12,35,5,21,27,5,4,4,0,50,0,"4473614"
"UC Santa Barbara",4,0,41,18,113,0.204,37,7,19,30,10,2,18,0,59,0,"4473612"
"Princeton",4,0,51,17,103,0.33,47,10,14,45,7,3,8,0,68,1,"4473612"
"Dominican (NY)",3,0,33,12,86,0.244,32,2,15,24,5,2,4,2,39,1,"4473617"
"LIU",3,0,41,15,84,0.31,40,5,14,31,2,4,8,4,54,2,"4473617"
"St. Thomas Aquinas",4,0,54,21,108,0.306,50,3,17,36,7,2,0,0,59,2,"4473609"
"Sacred Heart",4,0,47,10,100,0.37,42,7,19,23,3,2,20,0,66,1,"4473609"
"Lewis",4,0,45,11,92,0.37,40,8,14,29,5,3,16,1,64,1,"4473608"
"Lindenwood",4,0,48,24,110,0.218,47,5,18,31,8,2,6,1,58,1,"4473608"
"UCLA",5,0,65,23,131,0.321,62,7,18,42,4,1,15,1,80.5,0,"4473604"
"UC Irvine",5,0,46,20,115,0.226,45,4,17,32,7,0,28,4,64,0,"4473604"
"Southern California",5,0,47,20,107,0.252,44,5,14,35,14,2,19,1,63.5,1,"4473607"
"UC San Diego",5,0,57,24,124,0.266,55,14,26,32,5,0,12,1,77,3,"4473607"
"Loyola Chicago",4,0,59,14,138,0.326,56,1,22,49,3,2,17,0,70.5,0,"4473631"
"Ball St.",4,0,60,19,144,0.285,56,3,13,47,1,2,4,0,67,0,"4473631"
"Kentucky St.",5,0,56,27,147,0.197,52,12,20,54,4,9,4,0,79,2,"4473636"
"Benedict",5,0,51,32,147,0.129,48,4,14,55,12,3,2,0,59,2,"4473636"
"Daemen",5,0,57,28,137,0.212,54,3,21,49,5,1,24,0,73,1,"4473635"
"UC Santa Barbara",5,0,54,21,132,0.25,53,5,27,36,3,0,12,0,65,0,"4473635"
"Pepperdine",3,0,40,13,83,0.325,36,5,17,16,5,0,7,0,48.5,0,"4473643"
"Princeton",3,0,40,10,69,0.435,40,5,9,22,5,3,13,0,54.5,1,"4473643"
"Edward Waters",3,0,37,19,94,0.191,37,8,8,33,2,1,6,0,49,1,"4473648"
"Talladega",3,0,27,16,81,0.136,24,2,7,33,8,2,10,0,36,1,"4473648"
"LIU",5,0,49,26,128,0.18,44,9,16,30,4,3,6,0,64,3,"4473646"
"NJIT",5,0,58,16,114,0.368,52,4,19,38,9,2,16,0,72,1,"4473646"
"Lincoln Memorial",4,0,39,15,77,0.312,37,7,13,25,8,4,18,2,59,0,"4473669"
"Erskine",4,0,34,31,95,0.032,32,8,16,21,7,1,8,3,47,1,"4473669"
"FDU",4,0,53,14,92,0.424,49,8,17,31,4,1,6,1,65,1,"4473676"
"Dominican (NY)",4,0,34,16,88,0.205,30,4,17,22,8,4,8,1,46,0,"4473676"
"Grand Canyon",3,0,38,7,61,0.508,36,6,13,29,2,1,10,0,50,0,"4473658"
"Harvard",3,0,22,14,71,0.113,22,2,16,14,6,0,6,0,27,0,"4473658"
"American Int'l",3,0,21,21,67,0,20,1,7,15,7,1,0,1,23,1,"4473657"
"Sacred Heart",3,0,38,7,66,0.47,34,7,9,18,1,3,16,0,56,1,"4473657"
"Thomas More",3,0,20,20,73,0,17,1,10,20,6,0,18,0,30,1,"4473666"
"Charleston (WV)",3,0,37,13,74,0.324,34,6,14,30,1,2,12,0,51,0,"4473666"
"Saint Francis",5,0,63,22,151,0.272,61,10,25,52,0,0,19,2,82.5,0,"4473665"
"Purdue Fort Wayne",5,0,50,20,131,0.229,49,0,16,49,10,0,29,3,64.5,0,"4473665"
"Penn St.",3,0,51,9,97,0.433,51,6,20,35,2,0,7,0,60.5,0,"4473671"
"Ball St.",3,0,33,11,84,0.262,30,2,7,26,6,1,4,2,38,0,"4473671"
"St. Xavier",5,0,67,23,131,0.336,64,4,25,34,7,3,8,1,78,0,"4473656"
"Missouri S&T",5,0,56,13,113,0.381,55,7,18,31,4,3,14,2,73,1,"4473656"
"Olivet Nazarene",3,0,37,23,98,0.143,30,2,20,34,9,2,4,0,43,0,"4473659"
"Maryville (MO)",3,0,25,14,74,0.149,19,9,11,34,2,2,12,0,42,0,"4473659"
"Queens (NC)",5,0,59,15,114,0.386,49,4,20,34,10,7,4,0,72,2,"4473674"
"Quincy",5,0,51,22,117,0.248,47,10,21,35,4,6,4,1,69,1,"4473674"
"Lewis",4,0,53,17,116,0.31,48,6,14,52,6,2,19,1,70.5,0,"4473670"
"McKendree",4,0,41,21,119,0.168,40,6,12,38,6,0,12,3,53,0,"4473670"
"CSUN",4,0,44,20,102,0.235,40,1,28,19,10,4,11,2,54.5,0,"4473673"
"Stanford",4,0,38,19,82,0.232,36,10,17,33,1,0,16,3,56,0,"4473673"
"UC Irvine",4,0,55,14,115,0.357,47,5,12,42,10,3,7,2,66.5,0,"4473655"
"UCLA",4,0,65,11,125,0.432,61,10,25,41,5,1,22,2,87,0,"4473655"
"King (TN)",3,0,21,17,59,0.068,19,1,11,11,7,1,4,0,25,0,"4473660"
"Long Beach St.",3,0,39,6,57,0.579,36,7,17,15,1,1,8,6,51,0,"4473660"
"UC San Diego",3,0,32,22,90,0.111,31,3,19,21,2,0,15,0,42.5,0,"4473664"
"Southern California",3,0,32,7,65,0.385,28,2,12,27,3,3,18,2,46,0,"4473664"
"Tusculum",3,0,25,15,68,0.147,23,3,11,12,10,0,0,3,28,0,"4473668"
"Hawaii",3,0,39,5,58,0.586,35,10,11,24,3,3,8,0,56,0,"4473668"
"Russell Sage",3,0,17,19,63,-0.032,17,2,12,18,6,1,8,0,24,0,"4473685"
"St. Thomas Aquinas",3,0,31,14,67,0.254,28,6,14,21,2,1,14,0,45,0,"4473685"
"Benedict",3,0,28,25,96,0.031,26,2,8,39,7,4,0,8,34,2,"5067723"
"Truett-McConnell",3,0,31,23,104,0.077,29,7,4,41,2,4,2,7,43,2,"5067723"
"Lincoln Memorial",4,0,55,21,133,0.256,53,4,17,51,6,1,22,1,71,1,"4473724"
"Emmanuel (GA)",4,0,50,28,141,0.156,48,6,15,47,4,2,11,2,63.5,2,"4473724"
"Roberts Wesleyan",3,0,31,10,70,0.3,28,10,13,22,2,1,6,0,45,2,"4473729"
"Houghton",3,0,12,13,55,-0.018,10,2,14,25,10,1,2,0,16,0,"4473729"
"Central St. (OH)",3,0,19,22,61,-0.049,15,0,11,9,9,0,7,0,22.5,1,"4473752"
"Charleston (WV)",3,0,32,6,56,0.464,30,9,11,16,0,1,16,1,50,2,"4473752"
"Daemen",3,0,29,22,75,0.093,25,3,15,17,5,2,4,0,36,0,"4473746"
"Grand Canyon",3,0,32,9,63,0.365,28,5,13,20,3,2,10,0,44,0,"4473746"
"Pepperdine",3,0,39,7,86,0.372,36,5,7,31,1,3,10,4,52,0,"4473759"
"FDU",3,0,39,20,96,0.198,38,1,10,30,5,0,3,4,41.5,0,"4473759"
"Missouri S&T",3,0,21,10,73,0.151,21,0,9,23,8,1,14,1,29,1,"4473760"
"McKendree",3,0,45,15,87,0.345,43,8,13,34,0,0,4,0,55,0,"4473760"
"Penn St.",5,0,67,21,134,0.343,64,8,23,39,5,1,10,1,81,0,"4473765"
"Purdue Fort Wayne",5,0,60,17,125,0.344,55,5,20,37,8,0,22,2,76,2,"4473765"
"CSUN",4,0,60,16,115,0.383,56,5,29,31,4,3,13,0,74.5,0,"4473761"
"Stanford",4,0,38,15,87,0.264,37,4,14,28,5,0,12,1,48,0,"4473761"
"Queens (NC)",5,0,50,27,130,0.177,46,6,18,37,4,4,2,0,61,1,"4473766"
"Quincy",5,0,52,15,115,0.322,50,4,20,41,6,10,0,0,66,3,"4473766"
"UC Santa Barbara",3,0,36,13,85,0.271,33,3,14,28,1,5,14,3,51,0,"4473769"
"Harvard",3,0,32,18,87,0.161,31,1,16,29,3,1,4,6,36,0,"4473769"
"Merrimack",3,0,37,14,92,0.25,35,8,22,33,1,1,11,1,51.5,1,"4473770"
"Dominican (NY)",3,0,20,19,76,0.013,18,2,11,34,7,2,4,1,26,0,"4473770"
"Kentucky St.",5,0,51,30,138,0.152,45,7,21,58,5,0,12,1,64,0,"4518831"
"Warren Wilson",5,0,38,32,137,0.044,38,5,17,53,7,1,4,0,46,0,"4518831"
"King (TN)",3,0,27,21,76,0.079,26,1,21,13,3,1,4,1,31,0,"4473768"
"Long Beach St.",3,0,30,6,55,0.436,28,3,16,21,1,3,25,1,48.5,0,"4473768"
"Merrimack",3,0,22,21,72,0.014,20,3,10,19,7,3,6,2,31,0,"4473775"
"NJIT",3,0,37,15,79,0.278,33,7,10,27,3,3,11,4,52.5,0,"4473775"
"Daemen",3,0,37,7,69,0.435,37,9,13,29,3,1,7,0,50.5,0,"4473776"
"American Int'l",3,0,27,16,82,0.134,26,3,11,23,9,1,4,2,33,2,"4473776"
"Lindenwood",4,0,56,23,115,0.287,53,5,26,28,5,1,11,2,67.5,0,"4473777"
"Ohio St.",4,0,51,10,92,0.446,50,5,16,31,5,0,13,4,62.5,0,"4473777"
"Life (GA)",3,0,32,24,88,0.091,30,7,18,29,6,0,2,1,40,0,"4473778"
"Fort Valley St.",3,0,27,11,71,0.225,24,6,12,25,7,5,14,2,45,1,"4473778"
"Tusculum",3,0,13,15,54,-0.037,13,2,9,9,16,1,2,5,17,0,"4473781"
"Hawaii",3,0,35,7,51,0.549,31,16,10,20,2,0,17,0,59.5,0,"4473781"
"Fort Valley St.",3,0,44,13,97,0.32,40,2,8,35,4,2,11,3,53.5,0,"5020570"
"Talladega",3,0,31,21,97,0.103,29,4,6,34,2,1,2,1,37,1,"5020570"
"Dominican (NY)",3,0,19,15,63,0.063,18,3,9,18,7,2,4,1,26,0,"4473789"
"Sacred Heart",3,0,42,11,77,0.403,40,7,18,27,3,3,6,1,55,0,"4473789"
"Belmont Abbey",4,0,37,15,97,0.227,36,4,25,32,6,5,17,1,54.5,0,"4473799"
"North Greenville",4,0,49,18,106,0.292,45,6,21,42,4,2,4,1,59,0,"4473799"
"Loyola Chicago",3,0,43,8,78,0.449,42,5,11,27,2,0,6,0,51,0,"4473791"
"Purdue Fort Wayne",3,0,33,12,80,0.263,32,2,13,18,5,1,7,2,39.5,1,"4473791"
"Emmanuel (GA)",4,0,47,24,121,0.19,45,3,12,51,7,2,12,5,58,2,"4473797"
"Erskine",4,0,54,16,130,0.292,50,7,20,41,3,0,22,8,72,0,"4473797"
"Maryville (MO)",4,0,33,20,108,0.12,31,8,19,27,9,1,14,1,49,0,"4473790"
"Mo. Baptist",4,0,48,20,104,0.269,45,9,19,44,8,2,12,1,65,0,"4473790"
"American Int'l",4,0,46,20,92,0.283,45,5,21,26,8,2,6,0,56,0,"4473818"
"Rivier",4,0,44,14,87,0.345,41,8,21,21,5,3,4,4,57,1,"4473818"
"Lindenwood",3,0,41,11,70,0.429,40,4,16,22,2,4,8,0,53,1,"4473811"
"Missouri S&T",3,0,31,13,68,0.265,30,2,16,15,4,0,4,0,35,0,"4473811"
"Ohio St.",3,0,37,9,76,0.368,33,5,15,24,2,0,20,0,52,0,"4473813"
"Lewis",3,0,37,16,81,0.259,35,2,14,26,5,2,8,0,45,3,"4473813"
"UC Merced",4,0,28,16,80,0.15,27,2,17,24,8,2,2,1,33,0,"4473807"
"CSUN",4,0,52,15,93,0.398,47,8,32,28,2,1,15,2,68.5,0,"4473807"
"Southern California",4,0,61,15,109,0.422,57,4,13,40,7,1,21,1,76.5,0,"4473809"
"UC Irvine",4,0,65,15,128,0.391,60,7,20,29,4,1,15,0,80.5,0,"4473809"
"Stanford",4,0,43,25,118,0.153,39,5,15,33,6,0,8,3,52,0,"4473814"
"Hawaii",4,0,50,14,104,0.346,46,6,10,39,5,5,13,1,67.5,0,"4473814"
"D'Youville",3,0,33,17,84,0.19,30,3,15,20,7,6,2,0,43,0,"4473822"
"Daemen",3,0,39,13,76,0.342,37,7,14,24,3,2,10,0,53,1,"4473822"
"NJIT",3,0,35,12,81,0.284,33,7,15,21,9,0,4,1,44,0,"4473830"
"Sacred Heart",3,0,39,9,77,0.39,36,9,10,26,7,3,12,0,57,0,"4473830"
"McKendree",3,0,48,10,81,0.469,46,5,15,29,3,4,4,1,59,0,"4473838"
"Quincy",3,0,30,15,83,0.181,26,3,8,20,5,6,0,2,39,0,"4473838"
"LIU",3,0,31,14,74,0.23,29,1,16,19,6,0,18,5,41,0,"4473828"
"BYU",3,0,39,18,85,0.247,35,6,11,23,1,1,8,0,50,0,"4473828"
"Pepperdine",5,0,52,23,125,0.232,48,3,19,35,5,4,24,0,71,1,"4473823"
"UC Santa Barbara",5,0,53,21,114,0.281,52,5,18,35,3,2,12,2,66,2,"4473823"
"UC San Diego",3,0,25,27,83,-0.024,22,4,19,19,4,1,5,0,32.5,2,"4473837"
"CUI",3,0,22,8,52,0.269,17,4,14,21,4,2,22,0,39,1,"4473837"
"Barton",3,0,38,10,79,0.354,36,5,8,24,3,1,18,0,53,0,"4473848"
"Lees-McRae",3,0,28,20,78,0.103,26,3,10,26,5,2,8,1,37,2,"4473848"
"Emmanuel (GA)",3,0,32,19,89,0.146,28,1,13,25,5,2,13,0,41.5,2,"4473850"
"Tusculum",3,0,38,21,88,0.193,37,5,15,32,1,2,10,0,50,1,"4473850"
"St. Thomas Aquinas",3,0,19,16,70,0.043,19,1,6,22,11,2,4,0,24,1,"4473857"
"Daemen",3,0,40,9,75,0.413,36,11,10,34,1,2,11,0,58.5,0,"4473857"
"Purdue Fort Wayne",4,0,50,17,103,0.32,44,9,18,35,5,3,14,0,69,0,"4473859"
"Queens (NC)",4,0,45,23,110,0.2,40,5,17,31,9,0,10,0,55,0,"4473859"
"Merrimack",3,0,29,21,79,0.101,27,1,14,22,3,0,8,0,34,0,"4473869"
"Harvard",3,0,35,14,80,0.263,31,3,15,26,1,2,15,0,47.5,0,"4473869"
"Saint Francis",3,0,39,16,98,0.235,36,9,19,33,2,0,6,0,51,0,"4473875"
"Charleston (WV)",3,0,28,15,81,0.16,28,2,11,38,9,1,15,0,38.5,1,"4473875"
"Lincoln Memorial",4,0,46,26,107,0.187,40,5,10,38,6,1,22,0,63,1,"4473873"
"Princeton",4,0,41,22,114,0.167,39,6,18,28,5,1,16,0,56,1,"4473873"
"Mount Olive",4,0,45,22,96,0.24,43,6,18,28,4,6,17,0,65.5,0,"4473863"
"King (TN)",4,0,41,24,98,0.173,41,4,17,26,6,4,15,1,56.5,0,"4473863"
"Central St. (OH)",3,0,17,25,67,-0.119,15,2,12,16,7,0,6,0,22,0,"4473870"
"Maryville (MO)",3,0,31,10,62,0.339,28,7,20,23,2,1,10,0,44,1,"4473870"
"Ohio St.",5,0,57,25,130,0.246,55,5,23,33,8,1,9,4,67.5,0,"4473872"
"Loyola Chicago",5,0,53,14,103,0.379,51,8,17,38,5,1,16,1,70,0,"4473872"
"Ball St.",3,0,35,17,100,0.18,33,2,11,34,3,0,27,1,50.5,0,"4473879"
"McKendree",3,0,49,20,112,0.259,46,3,13,41,2,0,4,0,54,1,"4473879"
"Talladega",3,0,15,19,67,-0.06,15,1,8,22,7,2,14,0,25,0,"4473867"
"Missouri S&T",3,0,41,16,83,0.301,39,7,14,24,1,1,8,0,53,0,"4473867"
"Master's",3,0,33,8,69,0.362,33,1,10,23,2,1,2,0,36,0,"4473858"
"CSUN",3,0,41,13,78,0.359,37,2,26,20,1,3,4,0,48,0,"4473858"
"UCLA",4,0,51,24,126,0.214,50,7,15,41,6,0,25,0,70.5,2,"4473871"
"Long Beach St.",4,0,51,17,119,0.286,50,6,15,33,7,3,22,0,71,0,"4473871"
"Stanford",3,0,31,19,82,0.146,28,5,9,20,5,1,2,1,38,0,"4473878"
"Hawaii",3,0,44,3,69,0.594,38,5,13,23,5,1,13,0,56.5,0,"4473878"
"Mount Olive",3,0,44,11,82,0.402,40,5,13,21,3,1,21,1,60.5,0,"4473899"
"Lees-McRae",3,0,34,18,78,0.205,32,3,9,22,5,1,8,3,42,0,"4473899"
"St. Thomas Aquinas",3,0,16,17,51,-0.02,16,4,12,10,6,0,5,2,22.5,0,"4473910"
"D'Youville",3,0,38,11,62,0.435,34,6,20,15,4,5,12,1,55,0,"4473910"
"Barton",3,0,34,14,96,0.208,33,1,6,39,4,2,6,4,40,0,"4473921"
"King (TN)",3,0,53,14,116,0.336,51,4,18,42,1,2,8,3,63,2,"4473921"
"Emmanuel (GA)",3,0,22,17,82,0.061,26,1,16,27,3,2,11,4,30.5,0,"4473920"
"Belmont Abbey",3,0,41,17,90,0.267,38,3,15,33,1,1,14,2,52,3,"4473920"
"Benedict",4,0,27,29,95,-0.021,24,2,6,29,4,5,10,3,39,1,"4473922"
"CarolinaU",4,0,52,27,112,0.223,47,4,13,38,2,4,4,1,62,0,"4473922"
"North Greenville",5,0,69,24,147,0.306,66,7,23,50,6,3,14,2,86,0,"4473962"
"Erskine",5,0,48,16,123,0.26,47,6,16,44,7,0,14,3,61,0,"4473962"
"Purdue Fort Wayne",5,0,62,24,144,0.264,56,7,20,49,8,2,16,1,79,0,"4473932"
"Queens (NC)",5,0,50,19,129,0.24,44,8,18,45,7,1,18,1,68,0,"4473932"
"Central St. (OH)",3,0,26,17,62,0.145,25,2,17,9,4,0,8,2,32,0,"4473928"
"Missouri S&T",3,0,33,10,54,0.426,30,4,11,15,2,4,4,0,43,0,"4473928"
"Sacred Heart",5,0,61,29,135,0.237,55,11,21,44,7,3,14,0,82,0,"4473939"
"Princeton",5,0,57,26,135,0.23,54,7,20,37,11,3,13,0,73.5,0,"4473939"
"FDU",4,0,44,22,112,0.196,40,1,22,26,5,1,13,4,52.5,0,"4473943"
"Penn St.",4,0,57,22,113,0.31,49,5,24,37,1,0,13,1,68.5,0,"4473943"
"Roberts Wesleyan",4,0,37,29,113,0.071,34,4,22,42,7,3,4,0,46,0,"4473944"
"Thomas More",4,0,33,13,90,0.222,29,7,20,35,4,6,6,0,49,1,"4473944"
"Lincoln Memorial",5,0,66,30,147,0.245,64,7,19,44,6,1,14,0,81,0,"4473946"
"Harvard",5,0,51,16,116,0.302,47,6,18,36,7,2,18,2,68,0,"4473946"
"Roberts Wesleyan",3,0,24,17,95,0.074,22,1,19,32,6,1,4,0,28,1,"4475486"
"Thomas More",3,0,29,13,80,0.2,29,6,15,45,1,3,8,0,42,1,"4475486"
"Saint Francis",4,0,57,13,100,0.44,54,5,31,22,6,1,14,0,70,0,"4473961"
"Charleston (WV)",4,0,40,19,86,0.244,39,6,13,26,5,3,6,2,52,1,"4473961"
"Talladega",3,0,12,18,63,-0.095,11,2,6,22,4,0,2,1,15,0,"4473957"
"Maryville (MO)",3,0,45,7,77,0.494,42,4,18,30,2,1,9,0,54.5,0,"4473957"
