"Name","S","MS","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE","match_id"
"Loyola Chicago",3,0,29,18,86,0.128,27,6,10,22,9,0,7,3,38.5,0,"4473230"
"LIU",4,0,31,19,99,0.121,29,3,14,31,11,2,17,8,44.5,0,"4473221"
"Pepperdine",4,0,52,24,113,0.248,48,11,19,42,3,2,14,0,72,0,"4473221"
"Stanford",4,0,52,15,114,0.325,51,6,17,46,5,6,16,5,72,0,"4473224"
"UC Santa Barbara",4,0,55,25,139,0.216,52,5,15,37,6,1,8,3,65,0,"4473224"
"Princeton",4,0,36,20,77,0.208,33,10,13,12,13,0,12,0,52,1,"4473227"
"UC Irvine",4,0,46,14,82,0.39,46,13,18,17,10,2,19,1,70.5,0,"4473227"
"Lincoln Memorial",4,0,44,22,109,0.202,44,8,14,34,4,2,9,2,58.5,0,"4473232"
"Southern California",4,0,54,17,113,0.327,52,4,18,35,8,6,14,3,71,0,"4473232"
"Saint Francis (PA)",4,0,36,20,102,0.157,34,4,19,33,11,1,9,1,45.5,0,"4473229"
"Long Beach St.",4,0,45,15,96,0.313,44,11,22,34,4,2,25,3,70.5,0,"4473229"
"Lees-McRae",3,0,17,18,69,-0.014,16,1,9,15,8,1,10,0,24,0,"4473236"
"Charleston (WV)",3,0,39,11,69,0.406,34,8,11,28,1,1,14,0,55,0,"4473236"
"Lindenwood",3,0,29,19,81,0.123,28,5,15,13,2,2,4,1,38,0,"4473234"
"Grand Canyon",3,0,39,10,66,0.439,35,2,8,25,5,2,9,0,47.5,0,"4473234"
"Dominican (IL)",3,0,32,15,109,0.156,30,2,7,46,3,4,6,0,41,2,"4473235"
"Missouri S&T",3,0,48,12,116,0.31,43,3,13,49,2,1,10,0,57,2,"4473235"
"Lincoln Memorial",3,0,22,24,73,-0.027,21,2,8,17,6,0,7,4,27.5,0,"4473237"
"Pepperdine",3,0,37,5,63,0.508,37,6,21,21,2,3,20,0,56,0,"4473237"
"Central St. (OH)",3,0,19,20,85,-0.012,17,2,13,27,5,3,10,0,29,2,"4473241"
"Thomas More",3,0,35,22,92,0.141,33,5,16,41,2,2,8,0,46,0,"4473241"
"Trine",3,0,23,17,78,0.077,21,7,6,19,8,0,6,2,33,0,"4492056"
"Ball St.",3,0,42,12,78,0.385,41,8,13,32,7,1,21,0,61.5,0,"4492056"
"Princeton",3,0,38,15,76,0.303,35,12,18,21,3,0,2,0,51,0,"4473239"
"UC San Diego",3,0,23,13,61,0.164,22,3,12,18,12,2,12,0,34,0,"4473239"
"Cal Lutheran",3,0,17,20,54,-0.056,17,0,6,19,4,2,6,1,22,1,"4473240"
"CSUN",3,0,42,12,76,0.395,38,4,23,11,0,4,9,2,54.5,0,"4473240"
"Quincy",3,0,35,5,63,0.476,25,9,12,24,1,0,16,0,52,0,"4473249"
"Central St. (OH)",3,0,19,16,67,0.045,16,1,12,17,9,0,2,1,21,0,"4473249"
"Lees-McRae",4,0,28,34,90,-0.067,28,7,13,30,5,4,10,5,44,1,"4473251"
"Queens (NC)",4,0,45,20,99,0.253,40,5,19,23,7,4,18,1,63,0,"4473251"
"FDU",3,0,36,10,77,0.338,31,5,14,22,0,2,8,2,47,0,"4473253"
"Roberts Wesleyan",3,0,30,17,77,0.169,27,0,16,24,5,0,5,1,32.5,0,"4473253"
"Long Beach St.",3,0,35,6,52,0.558,30,11,14,20,1,4,4,0,52,1,"4473256"
"Merrimack",3,0,21,12,56,0.161,20,1,16,9,11,0,0,0,22,0,"4473256"
"McKendree",3,0,21,17,64,0.063,20,5,17,17,4,1,3,2,28.5,0,"4473250"
"UC Irvine",3,0,37,9,68,0.412,34,4,16,23,5,0,17,0,49.5,0,"4473250"
"LIU",3,0,32,5,71,0.38,30,5,12,33,5,2,13,0,45.5,0,"4489457"
"St. Thomas Aquinas",3,0,30,22,94,0.085,29,5,14,33,5,0,4,0,37,0,"4489457"
"Mount Olive",3,0,30,13,77,0.221,27,3,5,20,7,1,2,3,35,0,"4473261"
"Queens (NC)",3,0,49,4,76,0.592,48,7,14,24,3,5,4,0,63,0,"4473261"
"FDU",3,0,31,13,65,0.277,30,6,15,21,2,1,6,0,41,0,"4473263"
"Roberts Wesleyan",3,0,20,19,69,0.014,16,2,14,13,6,1,12,0,29,0,"4473263"
"Tusculum",5,0,68,24,150,0.293,62,3,21,53,6,4,14,1,82,0,"4473266"
"King (TN)",5,0,60,25,153,0.229,57,6,14,52,3,2,11,7,73.5,1,"4473266"
"Maryville (MO)",3,0,42,10,104,0.308,38,6,10,43,1,5,2,12,54,0,"4473267"
"IIT",3,0,39,11,108,0.259,35,1,11,38,6,2,2,9,43,1,"4473267"
"Long Beach St.",4,0,47,14,102,0.324,46,6,15,25,4,1,26,2,67,0,"4473271"
"George Mason",4,0,47,25,107,0.206,46,4,19,33,6,1,11,0,57.5,0,"4473271"
"Ball St.",4,0,53,28,127,0.197,51,6,13,42,3,1,16,2,68,0,"4473280"
"Southern California",4,0,51,15,113,0.319,46,3,12,33,6,3,24,2,69,0,"4473280"
"Ohio St.",5,0,57,21,118,0.305,54,5,23,34,4,1,22,3,74,0,"4473274"
"UCLA",5,0,56,15,112,0.366,56,4,30,27,5,2,17,0,70.5,0,"4473274"
"Lees-McRae",5,0,46,24,113,0.195,43,9,15,44,10,1,16,1,64,3,"4473282"
"Roanoke",5,0,52,23,126,0.23,46,10,15,30,9,3,12,0,71,1,"4473282"
"Quincy",3,0,34,14,73,0.274,31,4,12,29,4,8,8,0,50,0,"4473290"
"Thomas More",3,0,28,19,81,0.111,25,4,18,20,4,2,3,0,35.5,0,"4473290"
"Benedict",3,0,15,15,62,0,15,1,9,13,8,1,2,6,18,2,"4473308"
"Erskine",3,0,39,8,68,0.456,38,8,13,27,1,1,10,0,53,1,"4473308"
"American Int'l",3,0,15,20,66,-0.076,12,6,8,18,5,2,8,4,27,0,"4473305"
"D'Youville",3,0,42,16,83,0.313,38,5,19,26,6,3,8,0,54,1,"4473305"
"Emmanuel (GA)",3,0,25,20,76,0.066,25,3,13,23,5,2,2,0,31,1,"4473304"
"Charleston (WV)",3,0,36,9,69,0.391,33,5,14,29,3,2,22,0,54,1,"4473304"
"Maryville (MO)",3,0,39,20,99,0.192,38,1,9,27,3,1,2,0,42,0,"4473303"
"Purdue Fort Wayne",3,0,43,8,82,0.427,39,3,8,35,1,1,10,2,52,0,"4473303"
"Lindenwood",3,0,35,11,81,0.296,34,4,13,19,4,2,8,2,45,2,"4473300"
"NJIT",3,0,45,15,89,0.337,40,4,8,27,4,1,13,1,56.5,0,"4473300"
"Penn St.",3,0,30,13,87,0.195,29,3,14,30,3,1,15,1,41.5,2,"4473312"
"Stanford",3,0,42,11,91,0.341,39,3,15,29,3,0,16,1,53,0,"4473312"
"Merrimack",3,0,20,14,75,0.08,16,2,9,18,10,0,4,1,24,1,"4473306"
"Lewis",3,0,39,6,69,0.478,37,10,13,31,2,0,19,0,58.5,0,"4473306"
"Kentucky St.",3,0,11,22,51,-0.216,11,0,9,14,11,0,4,1,13,0,"4473299"
"Loyola Chicago",3,0,31,6,53,0.472,30,11,18,17,0,0,18,1,51,0,"4473299"
"BYU",4,0,49,16,101,0.327,49,7,16,34,10,2,7,2,61.5,1,"4473292"
"UC Santa Barbara",4,0,48,18,104,0.288,48,10,20,28,7,1,28,4,73,2,"4473292"
"McKendree",4,0,45,18,118,0.229,43,5,20,36,6,2,12,2,58,0,"4473291"
"Pepperdine",4,0,53,14,110,0.355,53,6,19,48,5,0,20,0,69,0,"4473291"
"Princeton",5,0,48,17,95,0.326,48,6,18,28,14,1,11,2,60.5,0,"4473289"
"CSUN",5,0,64,20,118,0.373,60,14,32,25,6,0,11,2,83.5,0,"4473289"
"Grand Canyon",3,0,38,8,65,0.462,36,7,11,28,3,6,6,0,54,0,"4473298"
"UC San Diego",3,0,25,19,77,0.078,22,3,10,15,7,1,13,0,35.5,0,"4473298"
"Southern Va.",3,0,41,6,76,0.461,36,6,15,28,2,3,12,0,56,1,"4473325"
"Lees-McRae",3,0,23,14,78,0.115,21,2,9,21,6,1,6,0,29,2,"4473325"
"American Int'l",3,0,24,29,80,-0.063,22,3,7,30,7,1,0,2,28,0,"4473327"
"Daemen",3,0,32,5,69,0.391,26,7,14,24,3,5,4,0,46,0,"4473327"
"Dominican (NY)",3,0,17,22,70,-0.071,17,2,7,15,10,5,2,0,25,0,"4473340"
"Saint Francis",3,0,34,15,68,0.279,32,10,15,27,2,4,6,0,51,0,"4473340"
"Truett-McConnell",4,0,28,12,102,0.157,28,6,9,40,19,2,4,1,38,3,"4473344"
"Fort Valley St.",4,0,57,9,123,0.39,51,19,21,51,6,1,6,3,80,3,"4473344"
"North Greenville",5,0,54,20,123,0.276,50,5,24,29,12,4,0,0,63,0,"4473352"
"Lincoln Memorial",5,0,49,17,101,0.317,41,12,17,32,5,4,7,0,68.5,0,"4473352"
"Wittenberg",3,0,33,17,104,0.154,25,1,13,42,4,1,14,0,42,3,"4473357"
"Lees-McRae",3,0,39,16,119,0.193,30,4,17,40,1,4,6,0,50,2,"4473357"
"Southern California",5,0,50,18,97,0.33,49,4,16,29,15,2,27,3,69.5,0,"4473359"
"Ohio St.",5,0,54,26,123,0.228,51,15,22,23,4,0,13,1,75.5,0,"4473359"
"Central St. (OH)",4,0,25,20,84,0.06,25,3,11,29,5,3,8,2,35,2,"4473360"
"Dominican (NY)",4,0,59,20,110,0.355,49,5,21,36,3,4,6,0,71,2,"4473360"
"Truett-McConnell",3,0,31,5,72,0.361,30,12,12,37,3,0,2,0,44,1,"4475479"
"Morehouse",3,0,21,17,80,0.05,19,3,9,34,12,0,8,2,28,6,"4475479"
"Edward Waters",3,0,20,21,75,-0.013,20,1,4,20,11,0,3,0,22.5,1,"4473316"
"Charleston (WV)",3,0,38,6,67,0.478,35,11,8,30,1,3,16,0,60,2,"4473316"
"Stanford",4,0,56,19,122,0.303,50,8,12,39,4,3,10,0,72,0,"4473377"
"Ball St.",4,0,45,23,119,0.185,44,4,13,34,8,1,20,3,60,1,"4473377"
"Central St. (OH)",3,0,14,15,53,-0.019,14,3,9,21,11,0,2,0,18,2,"4473375"
"Saint Francis",3,0,35,9,70,0.371,33,11,18,24,3,0,4,0,48,0,"4473375"
"Erskine",3,0,30,19,77,0.143,30,1,7,20,4,1,8,1,36,0,"4473374"
"Queens (NC)",3,0,43,11,77,0.416,37,4,11,23,1,4,13,2,57.5,0,"4473374"
"George Mason",3,0,40,8,74,0.432,38,10,13,19,5,1,4,2,53,0,"4473380"
"Sacred Heart",3,0,41,13,75,0.373,36,5,12,21,10,0,10,0,51,1,"4473380"
"McKendree",3,0,31,18,88,0.148,29,1,16,29,0,0,5,4,34.5,0,"4473353"
"Pepperdine",3,0,40,10,90,0.333,39,0,22,32,1,0,12,1,46,0,"4473353"
"Lindenwood",3,0,51,10,99,0.414,50,4,25,30,6,0,13,0,61.5,1,"4473390"
"LIU",3,0,31,16,92,0.163,28,6,11,29,4,0,10,1,42,0,"4473390"
"Long Beach St.",4,0,53,13,109,0.367,52,4,16,26,5,0,35,2,74.5,1,"4473392"
"NJIT",4,0,57,27,120,0.25,54,5,18,35,4,2,11,3,69.5,0,"4473392"
"UCLA",3,0,33,10,65,0.354,29,5,15,20,0,1,12,1,45,0,"4473383"
"Penn St.",3,0,29,17,70,0.171,29,0,20,18,5,0,9,0,33.5,0,"4473383"
"Kentucky St.",3,0,13,14,52,-0.019,12,0,14,18,11,1,2,0,15,2,"4473389"
"Lewis",3,0,33,3,54,0.556,29,11,20,21,0,2,10,0,51,0,"4473389"
"Merrimack",3,0,33,15,87,0.207,32,2,7,31,11,2,6,2,40,2,"4473387"
"Loyola Chicago",3,0,40,7,81,0.407,39,11,9,31,2,4,12,3,61,1,"4473387"
"BYU",3,0,46,11,77,0.455,44,4,21,18,3,0,15,1,57.5,0,"4473384"
"UC Santa Barbara",3,0,32,14,72,0.25,29,3,12,15,4,2,9,3,41.5,0,"4473384"
"Princeton",3,0,32,20,79,0.152,29,5,19,14,4,1,15,2,45.5,0,"4473405"
"BYU",3,0,31,11,61,0.328,30,4,15,20,5,1,16,1,44,0,"4473405"
"North Greenville",4,0,50,19,104,0.298,48,8,19,36,9,3,8,0,65,0,"4473407"
"Tusculum",4,0,40,19,106,0.198,37,9,18,31,8,5,6,2,57,0,"4473407"
"Mt. St. Joseph",3,0,22,19,87,0.034,21,6,11,28,7,2,4,0,32,0,"4473413"
"Thomas More",3,0,39,22,94,0.181,35,7,15,39,6,8,4,0,56,1,"4473413"
"Princeton",3,0,37,15,83,0.265,35,3,19,18,4,1,14,1,48,0,"4473412"
"BYU",3,0,37,10,73,0.37,37,4,13,22,3,0,4,0,43,0,"4473412"
"Queens (NC)",4,0,51,16,123,0.285,47,9,17,44,5,1,15,2,68.5,0,"4473420"
"Belmont Abbey",4,0,44,17,117,0.231,43,5,20,44,9,2,13,4,57.5,0,"4473420"
"Roberts Wesleyan",3,0,22,22,79,0,21,3,12,32,2,3,4,0,30,2,"4473427"
"D'Youville",3,0,35,15,89,0.225,33,2,16,33,3,2,6,0,42,0,"4473427"
"Tusculum",3,0,26,9,72,0.236,24,2,16,18,4,2,4,0,32,0,"4473247"
"Erskine",3,0,45,15,79,0.38,43,4,16,33,2,0,8,1,53,1,"4473247"
"Central St. (OH)",3,0,17,13,48,0.083,17,3,10,11,8,2,8,0,26,0,"4473434"
"CUI",3,0,41,9,68,0.471,35,8,17,17,3,0,8,0,53,0,"4473434"
"CSUN",5,0,56,17,113,0.345,55,9,33,26,7,1,16,1,74,0,"4473426"
"Southern California",5,0,48,20,103,0.272,46,7,20,33,9,1,13,4,62.5,0,"4473426"
"Penn St.",4,0,55,13,123,0.341,50,3,18,41,4,3,10,0,66,1,"4473437"
"Ohio St.",4,0,52,26,130,0.2,50,3,15,50,3,0,8,3,59,0,"4473437"
"Warner",3,0,14,13,53,0.019,14,1,14,11,13,0,2,0,16,0,"4473438"
"Daemen",3,0,30,10,53,0.377,28,13,13,23,1,0,6,0,46,0,"4473438"
"Hawaii",4,0,47,14,93,0.355,44,6,17,42,2,1,6,1,57,0,"4473446"
"Purdue Fort Wayne",4,0,37,19,115,0.157,31,2,22,24,6,3,10,3,47,1,"4473446"
"Lindenwood",4,0,55,26,141,0.206,52,4,28,53,4,0,10,1,64,1,"4473444"
"Maryville (MO)",4,0,39,22,121,0.14,31,4,13,48,4,1,10,1,49,1,"4473444"
"Central St. (OH)",3,0,23,16,67,0.104,23,0,10,17,8,0,7,3,26.5,0,"4473445"
"Southern California",3,0,40,6,69,0.493,38,8,12,22,0,2,8,1,54,0,"4473445"
"UC Santa Barbara",5,0,66,25,140,0.293,62,9,17,44,6,3,12,0,84,1,"4473443"
"UCLA",5,0,64,19,136,0.331,64,6,22,38,9,3,28,3,87,0,"4473443"
"Missouri S&T",5,0,51,20,109,0.284,45,9,15,29,3,7,8,3,71,1,"4473451"
"Morningside",5,0,53,33,118,0.169,49,3,15,30,8,8,2,0,65,1,"4473451"
"Houghton",3,0,12,20,57,-0.14,11,5,2,18,14,1,2,0,19,0,"4473452"
