"Name","S","MS","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE","match_id"
"Ball St.",3,0,46,7,76,0.513,43,5,6,27,1,1,15,2,59.5,0,"6083948"
"Kan. Wesleyan",4,0,30,15,96,0.156,30,6,13,23,11,2,9,2,42.5,1,"6311583"
"Rockhurst",4,0,57,15,103,0.408,52,11,17,38,6,1,8,0,73,1,"6311583"
"Missouri S&T",3,0,23,18,88,0.057,23,1,12,37,4,0,13,1,30.5,0,"6083947"
"Loyola Chicago",3,0,40,10,93,0.323,39,4,19,42,1,2,16,1,54,1,"6083947"
"UC Santa Barbara",3,0,42,16,87,0.299,36,8,19,27,2,1,13,0,57.5,0,"6083940"
"Grand Canyon",3,0,20,15,68,0.074,18,2,9,23,8,0,18,0,31,0,"6083940"
"Mount Olive",5,0,66,20,146,0.315,61,6,21,44,9,2,19,2,83.5,0,"6083949"
"Lewis",5,0,71,23,146,0.329,67,9,22,47,6,2,13,2,88.5,0,"6083949"
"BYU",3,0,27,16,86,0.128,25,4,10,32,8,0,14,4,38,0,"6083944"
"UC Irvine",3,0,41,8,94,0.351,39,8,13,41,4,0,15,0,56.5,0,"6083944"
"UCLA",4,0,47,15,88,0.364,42,12,14,32,7,1,24,2,72,0,"6083938"
"CSUN",4,0,32,24,98,0.082,28,7,15,23,12,1,8,1,44,0,"6083938"
"CUI",3,0,27,12,68,0.221,23,0,12,13,12,2,4,2,31,0,"6083951"
"Long Beach St.",3,0,39,11,69,0.406,38,12,18,24,0,0,18,1,60,0,"6083951"
"Vanguard",3,0,23,13,72,0.139,23,2,11,17,8,1,2,2,27,0,"6083945"
"UC San Diego",3,0,43,5,70,0.543,43,8,15,31,2,0,8,1,55,0,"6083945"
"Governors St.",3,0,40,20,102,0.196,38,7,9,51,1,2,0,0,49,0,"6357277"
"Kentucky St.",3,0,20,20,97,0,16,1,6,33,7,6,2,1,28,0,"6357277"
"Hood",3,0,18,22,65,-0.062,17,4,9,24,12,0,6,1,25,0,"6354684"
"Barton",3,0,32,9,69,0.333,28,12,10,21,4,2,10,0,51,0,"6354684"
"Barry",3,0,19,22,95,-0.032,18,5,10,33,8,1,13,1,31.5,0,"6083954"
"Erskine",3,0,34,15,87,0.218,34,8,14,46,5,1,8,0,47,0,"6083954"
"Graceland (IA)",4,0,27,28,107,-0.009,23,5,17,30,5,2,6,1,37,1,"6311585"
"Rockhurst",4,0,44,17,96,0.281,40,5,18,43,5,1,6,2,53,1,"6311585"
"Edward Waters",3,0,23,25,89,-0.022,22,0,12,32,7,2,13,0,31.5,0,"6083955"
"St. Thomas Aquinas",3,0,31,15,80,0.2,30,7,14,35,0,1,14,1,46,0,"6083955"
"Roberts Wesleyan",3,0,29,20,86,0.105,27,3,13,31,6,3,4,1,37,0,"6083960"
"FDU",3,0,35,11,81,0.296,33,6,15,34,3,5,14,0,53,0,"6083960"
"St. Norbert",5,0,57,38,168,0.113,54,7,19,62,4,2,10,2,71,0,"6300456"
"Barton",5,0,53,27,153,0.17,47,4,9,61,7,7,18,3,73,0,"6300456"
"Quincy",4,0,45,25,135,0.148,45,0,20,44,5,2,25,1,59.5,0,"6083957"
"Lincoln Memorial",4,0,52,29,147,0.156,47,5,15,50,0,2,18,0,68,0,"6083957"
"Dominican (NY)",3,0,23,19,74,0.054,23,2,17,26,2,0,6,4,28,0,"6083956"
"D'Youville",3,0,37,13,78,0.308,35,2,20,27,2,2,10,1,46,0,"6083956"
"Kentucky St.",0,0,45,37,125,0.064,38,7,13,51,8,6,4,3,60,0,"6356229"
"Franklin",0,0,38,27,123,0.089,35,8,13,39,7,4,8,0,54,0,"6356229"
"Ottawa (KS)",3,0,32,19,82,0.159,32,3,11,31,10,2,8,0,41,0,"6311587"
"Rockhurst",3,0,34,13,84,0.25,32,10,7,27,3,3,12,0,53,0,"6311587"
"King (TN)",3,0,31,14,78,0.218,31,3,12,21,8,0,7,0,37.5,1,"6083959"
"George Mason",3,0,41,9,79,0.405,38,8,13,27,3,1,15,0,57.5,1,"6083959"
"Mount Olive",3,0,30,17,72,0.181,30,2,8,20,14,1,9,3,37.5,0,"6083958"
"Loyola Chicago",3,0,34,11,67,0.343,32,14,8,21,2,2,12,2,56,0,"6083958"
"Lees-McRae",3,0,18,18,66,0,15,3,11,19,12,1,2,1,23,0,"6083962"
"Purdue Fort Wayne",3,0,34,5,64,0.453,30,12,18,25,3,0,13,0,52.5,0,"6083962"
"Merrimack",3,0,36,11,68,0.368,33,7,17,26,0,0,18,0,52,0,"6083966"
"American Int'l",3,0,15,19,70,-0.057,15,0,13,16,7,3,2,1,19,0,"6083966"
"Saint Francis",3,0,36,14,90,0.244,28,4,14,21,4,0,5,0,42.5,0,"6083965"
"NJIT",3,0,41,9,79,0.405,37,4,12,27,4,0,6,1,48,0,"6083965"
"Charleston (WV)",3,0,35,18,82,0.207,33,2,9,28,2,1,8,0,42,1,"6083964"
"McKendree",3,0,44,11,86,0.384,40,2,19,24,2,1,18,4,56,0,"6083964"
"Missouri S&T",3,0,26,13,83,0.157,25,3,13,21,4,2,0,0,31,0,"6083963"
"Lewis",3,0,45,5,72,0.556,41,4,10,39,3,0,10,2,54,0,"6083963"
"UC Santa Barbara",5,0,59,21,130,0.292,54,6,30,37,4,0,7,4,68.5,0,"6083961"
"Grand Canyon",5,0,54,13,114,0.36,50,4,15,42,6,1,20,1,69,0,"6083961"
"Jessup",3,0,36,20,83,0.193,31,2,14,24,8,0,7,0,41.5,0,"6083967"
"Menlo",3,0,36,6,71,0.423,34,8,12,23,2,2,11,0,51.5,0,"6083967"
"Queens (NC)",3,0,29,15,68,0.206,28,3,13,18,7,5,4,0,39,1,"6083970"
"Princeton",3,0,37,9,66,0.424,35,7,16,20,3,1,4,0,47,1,"6083970"
"Edward Waters",3,0,28,14,86,0.163,28,3,10,19,4,2,4,2,35,0,"6083971"
"LIU",3,0,46,10,79,0.456,43,4,11,30,3,1,7,1,54.5,0,"6083971"
"Charleston (WV)",3,0,26,15,66,0.167,25,0,12,17,7,1,0,0,27,0,"6083968"
"Lindenwood",3,0,39,6,67,0.493,37,7,14,20,0,2,10,0,53,0,"6083968"
"Long Beach St.",5,0,57,16,111,0.369,53,11,24,32,2,8,18,0,85,0,"6083973"
"Pepperdine",5,0,46,23,109,0.211,42,2,16,29,11,0,8,0,52,0,"6083973"
"Brescia",3,0,26,10,73,0.219,26,3,12,20,7,0,11,0,34.5,0,"6083974"
"Maryville (MO)",3,0,46,12,80,0.425,43,7,10,31,3,1,8,0,58,0,"6083974"
"Warner",5,0,47,21,134,0.194,46,2,31,48,8,2,14,0,58,0,"6083921"
"Edward Waters",5,0,40,33,131,0.053,34,8,16,61,2,3,13,3,57.5,0,"6083921"
"Catawba",5,0,83,28,186,0.296,61,10,27,60,6,4,8,0,101,0,"6083978"
"Barton",5,0,61,29,156,0.205,43,6,18,62,9,3,12,0,76,0,"6083978"
"Tusculum",4,0,52,20,118,0.271,45,4,13,48,6,2,8,0,62,0,"6083976"
"North Greenville",4,0,46,21,135,0.185,44,6,16,39,4,3,8,0,59,3,"6083976"
"Central St. (OH)",3,0,26,16,79,0.127,26,0,11,21,3,0,12,7,32,0,"6083979"
"Southern California",3,0,44,7,75,0.493,38,3,7,32,0,0,18,2,56,0,"6083979"
"Erskine",3,0,27,2,50,0.5,21,11,19,23,2,3,0,1,41,0,"6300471"
"Warren Wilson",3,0,5,13,49,-0.163,3,2,15,12,11,1,0,2,8,0,"6300471"
"CUI",3,0,29,15,80,0.175,27,0,14,22,6,4,4,3,35,0,"6083980"
"UC Santa Barbara",3,0,43,17,94,0.277,41,6,14,31,0,0,17,2,57.5,0,"6083980"
"Geneva",3,0,23,14,75,0.12,21,2,14,26,6,1,10,1,31,0,"6309750"
"Roberts Wesleyan",3,0,40,18,89,0.247,38,6,16,32,2,1,12,0,53,0,"6309750"
"Catawba",4,0,34,27,115,0.061,29,7,13,29,9,2,12,1,49,0,"6083984"
"Queens (NC)",4,0,49,19,105,0.286,42,9,20,37,7,6,17,1,72.5,0,"6083984"
"Emerson",5,0,50,26,155,0.155,46,4,18,53,4,3,4,4,59,0,"6356799"
"American Int'l",5,0,62,30,150,0.213,60,4,20,66,4,1,8,4,71,0,"6356799"
"Tusculum",3,0,29,17,79,0.152,24,2,11,21,7,2,10,0,38,1,"6083986"
"Ball St.",3,0,39,11,76,0.368,33,7,8,26,2,1,14,0,54,0,"6083986"
"Edward Waters",4,0,52,31,123,0.171,44,5,11,45,8,2,2,0,60,0,"6083987"
"Barton",4,0,43,10,105,0.314,43,8,12,35,5,10,10,0,66,0,"6083987"
"Houghton",3,0,18,6,48,0.25,15,3,15,14,13,0,6,4,24,0,"6309749"
"Roberts Wesleyan",3,0,40,14,70,0.371,35,13,18,22,3,0,6,2,56,0,"6309749"
"Simpson (CA)",3,0,27,16,82,0.134,23,2,12,24,8,3,2,0,33,0,"6083982"
"Menlo",3,0,37,7,82,0.366,36,8,12,32,2,2,10,0,52,0,"6083982"
"Indiana Tech",3,0,32,10,77,0.286,30,7,10,27,0,7,0,0,46,0,"6083985"
"Thomas More",3,0,31,17,79,0.177,30,0,17,28,7,2,0,0,33,0,"6083985"
"UC Merced",3,0,36,16,99,0.202,35,3,11,39,5,3,8,2,46,0,"6083989"
"Vanguard",3,0,49,14,107,0.327,46,5,18,42,3,2,8,2,60,1,"6083989"
"Loyola Chicago",5,0,63,14,112,0.438,59,7,37,27,6,8,7,2,81.5,0,"6083988"
"Pepperdine",5,0,49,21,107,0.262,47,6,22,26,7,1,11,1,61.5,0,"6083988"
"Missouri S&T",4,0,51,14,115,0.322,48,7,17,31,7,6,2,0,65,0,"6083993"
"Quincy",4,0,49,21,117,0.239,48,7,11,39,7,5,2,0,62,1,"6083993"
"Saint Francis",3,0,33,16,69,0.246,31,6,24,14,8,0,6,0,42,0,"6083996"
"Purdue Fort Wayne",3,0,33,19,67,0.209,29,8,12,18,6,1,12,5,48,0,"6083996"
"UCLA",3,0,41,10,69,0.449,39,6,21,16,5,0,13,0,53.5,0,"6083981"
"Penn St.",3,0,27,16,64,0.172,26,5,15,16,6,1,6,1,36,0,"6083981"
"Rockhurst",3,0,40,9,78,0.397,34,7,9,30,1,5,0,0,52,0,"6083995"
"Emmanuel (GA)",3,0,27,18,85,0.106,23,1,6,24,7,4,0,0,32,2,"6083995"
"NJIT",3,0,43,13,80,0.375,39,8,10,27,2,1,10,0,57,0,"6083990"
"LIU",3,0,28,14,80,0.175,26,2,9,15,8,1,14,2,38,0,"6083990"
"St. Thomas Aquinas",3,0,26,18,71,0.113,24,2,11,25,10,1,9,0,33.5,0,"6083999"
"George Mason",3,0,36,16,80,0.25,32,10,16,23,2,1,14,0,54,0,"6083999"
"Lees-McRae",3,0,25,25,88,0,24,4,10,23,2,2,4,7,33,0,"6084000"
"Queens (NC)",3,0,36,15,81,0.259,33,2,17,24,4,5,14,3,50,0,"6084000"
"Fort Valley St.",3,0,29,15,74,0.189,24,2,10,16,9,2,4,2,35,0,"6083997"
"Long Beach St.",3,0,40,10,78,0.385,35,9,15,24,2,1,7,3,53.5,0,"6083997"
"Southern California",4,0,56,11,90,0.5,54,2,15,23,5,1,25,2,71.5,0,"6084003"
"Ohio St.",4,0,57,27,111,0.27,55,5,15,20,2,0,11,1,67.5,0,"6084003"
"Wabash",3,0,43,12,91,0.341,42,1,12,37,2,1,2,1,46,0,"6356690"
"Central St. (OH)",3,0,39,14,95,0.263,36,2,17,29,1,1,9,4,46.5,0,"6356690"
"Talladega",3,0,41,17,97,0.247,30,6,14,33,2,2,9,1,53.5,0,"6083783"
"Morehouse",3,0,26,15,86,0.128,24,2,8,28,6,5,4,3,35,0,"6083783"
"Edward Waters",4,0,43,24,109,0.174,42,3,13,41,11,1,2,0,48,0,"6084012"
"Mount Olive",4,0,42,13,103,0.282,37,11,11,37,3,2,17,0,63.5,0,"6084012"
"FDU",3,0,21,22,71,-0.014,19,4,12,15,9,2,8,0,31,0,"6084011"
"Princeton",3,0,32,8,59,0.407,31,9,16,21,4,2,18,0,52,0,"6084011"
"King (TN)",3,0,19,21,75,-0.027,18,3,10,18,8,3,2,0,26,0,"6084009"
"Charleston (WV)",3,0,35,12,70,0.329,33,8,13,27,3,2,6,0,48,0,"6084009"
"Dominican (NY)",3,0,23,20,85,0.035,22,1,13,24,7,0,4,2,26,0,"6084007"
"Sacred Heart",3,0,33,8,70,0.357,31,7,14,35,1,2,12,0,48,0,"6084007"
"Roosevelt",3,0,23,20,82,0.037,20,3,11,20,7,3,0,0,29,1,"6084002"
"Quincy",3,0,33,11,72,0.306,30,7,7,25,3,10,8,0,54,1,"6084002"
"Lincoln Memorial",5,0,57,23,142,0.239,54,2,18,48,4,1,25,3,72.5,1,"6084005"
"Harvard",5,0,52,27,155,0.161,46,4,21,49,2,2,13,0,64.5,2,"6084005"
"Tusculum",3,0,25,21,67,0.06,25,0,10,21,6,2,2,0,28,0,"6084006"
"Ball St.",3,0,38,11,72,0.375,32,6,16,18,0,0,17,2,52.5,0,"6084006"
"Maryville (MO)",3,0,27,23,91,0.044,26,1,7,34,5,0,6,1,31,0,"6084010"
"McKendree",3,0,40,10,94,0.319,40,5,13,34,1,0,14,0,52,0,"6084010"
"Lewis",4,0,47,16,113,0.274,45,5,15,48,8,1,17,3,61.5,0,"6083998"
"UC Santa Barbara",4,0,48,23,134,0.187,44,8,20,39,5,0,8,1,60,0,"6083998"
"Hawaii",5,0,61,23,123,0.309,55,11,23,27,2,1,35,2,90.5,0,"6084004"
"BYU",5,0,59,22,110,0.336,57,2,19,32,11,5,24,5,78,0,"6084004"
"UC Irvine",3,0,38,14,85,0.282,37,9,11,19,2,1,8,0,52,0,"6084001"
"Stanford",3,0,34,18,78,0.205,33,2,10,24,9,0,10,1,41,0,"6084001"
"Jessup",4,0,53,25,117,0.239,51,5,18,46,8,2,9,7,64.5,0,"6083991"
"Simpson (CA)",4,0,34,19,103,0.146,33,8,18,34,5,9,4,8,53,0,"6083991"
"Grand Canyon",3,0,34,11,71,0.324,30,3,11,25,1,1,15,0,45.5,0,"6083992"
"Belmont Abbey",3,0,29,20,87,0.103,26,1,13,20,3,1,8,1,35,0,"6083992"
"Master's",4,0,56,18,122,0.311,53,4,14,46,1,2,13,0,68.5,0,"6084008"
"CUI",4,0,50,18,124,0.258,45,1,19,37,4,2,10,2,58,0,"6084008"
"Rockhurst",4,0,54,19,115,0.304,50,4,17,42,5,10,6,0,71,0,"6084015"
"Quincy",4,0,44,23,120,0.175,41,5,16,29,4,9,4,0,60,2,"6084015"
"FDU",4,0,40,23,98,0.173,37,8,18,33,4,1,14,1,56,0,"6084017"
"American Int'l",4,0,28,23,89,0.056,27,4,18,28,8,2,12,1,40,0,"6084017"
"Benedict",3,0,35,19,80,0.2,33,2,4,29,4,5,0,1,42,0,"6084020"
"Milligan",3,0,26,23,92,0.033,22,4,10,22,2,4,0,0,34,0,"6084020"
"King (TN)",3,0,23,14,69,0.13,21,4,7,18,5,4,4,0,33,0,"6084019"
"Charleston (WV)",3,0,48,12,83,0.434,47,5,11,30,4,3,5,1,58.5,0,"6084019"
"Belmont Abbey",4,0,42,22,97,0.206,39,5,20,26,3,5,19,2,61.5,0,"6084027"
"Fort Valley St.",4,0,40,27,98,0.133,36,3,17,26,5,2,12,1,51,0,"6084027"
"Benedict",4,0,30,22,97,0.082,28,3,9,34,8,8,0,1,41,0,"6084024"
"Truett-McConnell",4,0,53,23,126,0.238,51,8,21,40,3,1,2,1,63,0,"6084024"
"Missouri S&T",3,0,39,17,111,0.198,34,3,8,37,3,6,6,0,51,0,"6084022"
"Emmanuel (GA)",3,0,37,19,115,0.157,33,3,11,45,3,7,0,0,47,1,"6084022"
"Loyola Chicago",5,0,69,22,162,0.29,67,9,30,46,4,4,26,1,95,0,"6084016"
"UC San Diego",5,0,67,35,167,0.192,66,4,26,58,9,3,19,1,83.5,0,"6084016"
"St. Thomas Aquinas",3,0,23,22,79,0.013,20,2,10,24,7,0,8,0,29,1,"6084018"
"CSUN",3,0,35,12,81,0.284,31,7,12,28,2,2,14,0,51,2,"6084018"
"Rockhurst",3,0,44,11,74,0.446,38,4,16,18,2,3,4,0,53,2,"6084026"
"Roosevelt",3,0,24,20,67,0.06,19,2,6,16,4,3,2,0,30,0,"6084026"
"Saint Francis",5,0,64,22,138,0.304,63,8,34,44,6,2,8,0,78,0,"6084028"
"Lincoln Memorial",5,0,54,18,121,0.298,50,6,18,49,8,2,12,3,68,0,"6084028"
"Southern California",4,0,59,7,110,0.473,55,4,19,35,5,0,14,0,70,0,"6084021"
"Penn St.",4,0,52,16,109,0.33,50,5,16,35,4,2,7,2,62.5,0,"6084021"
"Emmanuel (GA)",3,0,25,17,81,0.099,25,3,10,23,2,5,2,1,34,2,"6084031"
"Quincy",3,0,43,11,79,0.405,41,2,10,27,3,3,6,0,51,1,"6084031"
"Grand Canyon",3,0,40,15,78,0.321,38,9,11,26,1,0,17,2,57.5,0,"6084014"
"Fort Valley St.",3,0,28,19,76,0.118,26,1,9,19,9,2,11,0,36.5,0,"6084014"
"Lewis",3,0,31,14,69,0.246,28,3,10,20,8,4,0,1,38,0,"6084025"
"Pepperdine",3,0,43,6,69,0.536,41,8,17,19,3,1,8,2,56,0,"6084025"
"Long Beach St.",3,0,41,7,67,0.507,38,6,21,23,0,0,16,1,55,0,"6084029"
"Belmont Abbey",3,0,23,18,70,0.071,18,0,9,16,6,1,2,0,25,0,"6084029"
"UCLA",4,0,48,15,101,0.327,46,12,19,27,7,0,25,0,72.5,0,"6084033"
"Ohio St.",4,0,49,18,106,0.292,45,7,21,28,12,0,8,5,60,0,"6084033"
"Dominican (NY)",3,0,23,22,71,0.014,21,1,11,15,9,1,15,1,32.5,0,"6084038"
"NJIT",3,0,33,13,63,0.317,29,9,12,19,1,2,14,0,51,0,"6084038"
"Merrimack",4,0,42,15,87,0.31,39,5,25,24,2,3,20,0,60,0,"6084037"
"Sacred Heart",4,0,41,22,98,0.194,39,2,26,25,5,1,8,4,48,0,"6084037"
"Purdue Fort Wayne",3,0,45,14,79,0.392,42,3,17,26,8,3,6,2,54,0,"6084036"
"Harvard",3,0,34,12,78,0.282,31,8,16,17,3,3,9,3,49.5,0,"6084036"
"Roosevelt",3,0,31,17,75,0.187,28,1,15,15,3,3,8,0,39,1,"6084040"
"Missouri S&T",3,0,39,10,68,0.426,35,3,17,22,1,4,8,1,50,1,"6084040"
"Maryville (MO)",4,0,55,8,119,0.395,51,6,17,29,8,5,6,2,69,0,"6084034"
"Lindenwood",4,0,71,16,122,0.451,64,8,15,48,6,4,4,0,85,0,"6084034"
"Hawaii",4,0,45,22,106,0.217,44,5,12,24,4,2,29,2,66.5,0,"6084035"
"BYU",4,0,49,32,116,0.147,48,4,14,33,5,2,18,0,64,0,"6084035"
"UC Irvine",3,0,39,14,106,0.236,33,6,13,33,2,2,21,1,57.5,0,"6084032"
"Stanford",3,0,42,19,102,0.225,39,2,19,37,6,1,11,3,50.5,0,"6084032"
"CSUN",4,0,55,17,114,0.333,52,8,17,43,6,0,21,0,73.5,1,"6084041"
"George Mason",4,0,46,22,117,0.205,40,6,11,38,8,3,9,0,59.5,3,"6084041"
"Quincy",4,0,53,14,116,0.336,46,7,15,46,5,3,12,0,69,0,"6084042"
"Queens (NC)",4,0,44,21,123,0.187,40,5,12,41,7,1,6,0,53,1,"6084042"
"Warren Wilson",3,0,11,12,41,-0.024,8,4,7,11,22,0,2,0,16,0,"6357408"
"Erskine",3,0,31,4,48,0.563,28,22,16,15,4,1,2,0,55,0,"6357408"
"Roberts Wesleyan",4,0,48,15,120,0.275,47,6,29,53,4,2,4,0,58,0,"6309751"
"Buffalo St.",4,0,42,20,123,0.179,40,4,24,51,6,1,8,0,51,0,"6309751"
"Central St. (OH)",3,0,38,15,86,0.267,35,4,19,32,2,1,10,1,48,0,"6356691"
"Mt. St. Joseph",3,0,34,20,93,0.151,33,2,16,29,4,2,10,0,43,0,"6356691"
"Tusculum",3,0,35,14,84,0.25,31,5,20,27,1,3,12,0,49,1,"6084044"
"Lees-McRae",3,0,25,23,84,0.024,25,1,13,31,5,1,8,0,31,1,"6084044"
"Mount Olive",3,0,43,10,88,0.375,38,4,9,30,2,3,8,1,54,0,"6084046"
"Catawba",3,0,42,16,95,0.274,40,2,11,28,4,2,6,4,49,0,"6084046"
"Mo. Baptist",5,0,53,32,144,0.146,49,4,21,53,12,1,22,0,69,0,"6084045"
"Maryville (MO)",5,0,50,30,134,0.149,46,12,17,49,4,6,20,2,78,0,"6084045"
"Lincoln Memorial",3,0,34,14,83,0.241,31,1,11,30,5,1,8,0,40,0,"6084043"
"UC San Diego",3,0,44,9,87,0.402,40,5,17,29,1,2,9,0,55.5,1,"6084043"
"Quincy",3,0,32,20,92,0.13,30,3,8,27,6,2,11,1,42.5,0,"6084047"
"Queens (NC)",3,0,41,12,89,0.326,39,6,13,33,3,2,17,2,57.5,0,"6084047"
"Roberts Wesleyan",4,0,28,27,103,0.01,24,4,20,36,10,3,7,1,38.5,1,"6084048"
"Daemen",4,0,41,21,103,0.194,38,10,25,41,4,6,16,1,65,1,"6084048"
"Lindenwood",4,0,53,20,120,0.275,46,0,13,38,4,1,6,0,57,0,"6084050"
"Lewis",4,0,60,16,119,0.37,54,4,15,40,0,1,8,2,69,0,"6084050"
"Lincoln Memorial",4,0,44,16,98,0.286,41,9,18,39,4,1,11,2,59.5,0,"6084051"
"CUI",4,0,41,13,96,0.292,35,4,26,30,9,3,13,1,54.5,1,"6084051"
"Stanford",5,0,54,18,124,0.29,51,7,24,33,11,4,16,2,73,0,"6084049"
"Hawaii",5,0,56,24,119,0.269,56,11,18,37,7,2,6,5,72,0,"6084049"
"Park (MO)",3,0,44,15,108,0.269,44,1,12,43,4,1,13,0,52.5,0,"6084052"
"Missouri S&T",3,0,38,17,103,0.204,38,4,13,45,2,2,14,2,51,0,"6084052"
"Barry",3,0,31,18,69,0.188,29,4,14,24,2,1,8,0,40,0,"6084054"
"Warner",3,0,18,22,70,-0.057,17,2,10,18,4,0,6,2,23,1,"6084054"
"Purdue Fort Wayne",5,0,57,24,122,0.27,55,9,16,34,7,5,12,0,77,0,"6084056"
"Ball St.",5,0,64,19,127,0.354,61,7,18,32,9,4,16,1,83,0,"6084056"
"McKendree",3,0,36,11,81,0.309,33,3,11,34,7,2,8,0,45,0,"6084055"
"Loyola Chicago",3,0,48,15,101,0.327,45,7,16,31,3,0,6,0,58,0,"6084055"
"UC Merced",3,0,27,11,62,0.258,25,9,16,19,5,7,3,0,44.5,0,"6084053"
"Jessup",3,0,22,24,69,-0.029,22,5,14,19,9,0,2,3,28,0,"6084053"
"Master's",4,0,48,12,106,0.34,40,3,20,45,4,2,14,0,60,0,"6084057"
"Vanguard",4,0,39,18,112,0.188,36,4,18,37,3,4,4,2,49,0,"6084057"
"Rockhurst",5,0,62,24,133,0.286,60,4,15,47,7,4,10,3,75,0,"6084059"
"Roberts Wesleyan",5,0,54,20,134,0.254,45,7,20,35,4,1,15,1,69.5,0,"6084059"
"Menlo",4,0,39,25,101,0.139,34,4,15,36,9,6,7,1,52.5,0,"6084058"
"Jessup",4,0,40,25,110,0.136,37,9,17,29,4,5,21,2,64.5,0,"6084058"
"George Mason",5,0,51,19,141,0.227,47,8,20,33,7,5,18,1,73,0,"6084061"
"NJIT",5,0,62,26,131,0.275,60,7,21,55,8,2,16,3,79,0,"6084061"
"Penn St.",3,0,29,18,77,0.143,28,1,15,22,7,2,5,1,34.5,1,"6084065"
"Harvard",3,0,33,18,79,0.19,30,7,14,24,1,3,7,0,46.5,0,"6084065"
"Lees-McRae",3,0,27,20,91,0.077,26,3,11,36,8,2,2,0,33,0,"6084072"
"Barton",3,0,35,10,85,0.294,32,8,7,37,3,2,10,0,50,0,"6084072"
"King (TN)",3,0,30,13,85,0.2,29,2,6,22,10,0,6,2,35,0,"6084069"
"Mount Olive",3,0,44,11,84,0.393,38,10,11,32,2,2,14,1,63,0,"6084069"
"LIU",4,0,45,18,125,0.216,43,4,17,44,3,2,18,0,60,0,"6084067"
"Princeton",4,0,49,29,134,0.149,43,3,14,50,4,2,17,0,62.5,1,"6084067"
"American Int'l",3,0,15,18,57,-0.053,15,1,11,13,11,1,0,0,17,0,"6084066"
"Merrimack",3,0,32,8,60,0.4,28,11,17,19,1,1,10,0,49,0,"6084066"
"Emmanuel (GA)",3,0,28,19,92,0.098,25,0,8,39,7,2,8,3,34,0,"6084062"
"Catawba",3,0,37,13,97,0.247,35,7,8,37,0,1,12,3,51,0,"6084062"
"Central St. (OH)",4,0,40,31,106,0.085,39,2,20,23,5,4,6,2,49,0,"6084070"
"Maryville (MO)",4,0,43,19,91,0.264,40,5,15,31,2,2,24,1,62,0,"6084070"
"UC Santa Barbara",3,0,40,20,86,0.233,37,1,22,26,2,0,12,1,47,0,"6084064"
"BYU",3,0,31,11,76,0.263,30,2,10,22,1,0,14,3,40,0,"6084064"
"Dominican (NY)",3,0,22,12,50,0.2,21,1,13,13,9,0,4,1,25,1,"6084060"
"CSUN",3,0,40,16,74,0.324,37,9,12,14,1,2,6,0,54,0,"6084060"
"UCLA",4,0,44,16,92,0.304,41,3,26,19,9,1,10,3,53,0,"6084071"
"Long Beach St.",4,0,43,17,88,0.295,39,9,20,23,3,0,11,2,57.5,0,"6084071"
"UC San Diego",5,0,56,16,115,0.348,49,6,20,39,13,0,11,1,67.5,0,"6084073"
"Vanguard",5,0,49,20,114,0.254,42,13,26,30,6,1,8,5,67,2,"6084073"
"Stanford",4,0,56,17,124,0.315,54,6,14,33,8,1,13,0,69.5,0,"6084063"
"Hawaii",4,0,56,19,115,0.322,52,8,14,36,6,3,14,4,74,0,"6084063"
"Morehouse",3,0,18,14,63,0.063,18,3,11,21,9,0,2,0,22,0,"6358085"
"Life (GA)",3,0,38,14,75,0.32,34,9,15,27,3,1,8,0,52,0,"6358085"
"LIU",4,0,44,20,127,0.189,41,8,15,54,3,2,16,0,62,0,"6084075"
"St. Thomas Aquinas",4,0,45,30,139,0.108,44,3,13,55,8,0,14,0,55,0,"6084075"
"Rockhurst",4,0,46,28,117,0.154,43,1,14,32,7,2,2,2,50,0,"6084077"
"Daemen",4,0,48,12,96,0.375,44,7,9,36,1,4,17,1,67.5,0,"6084077"
"Edward Waters",4,0,38,28,108,0.093,36,1,15,28,5,0,4,4,41,0,"6084074"
"Barry",4,0,46,11,90,0.389,40,5,17,35,1,3,24,1,66,0,"6084074"
"North Greenville",3,0,80,32,180,0.267,72,6,22,62,12,4,16,2,98,0,"6084082"
"Erskine",3,0,74,36,186,0.204,72,12,34,58,6,6,4,2,94,0,"6084082"
"Emmanuel (GA)",3,0,28,13,80,0.188,26,1,6,22,4,3,4,1,34,0,"6084078"
"Belmont Abbey",3,0,51,10,85,0.482,45,4,15,35,1,1,6,1,59,0,"6084078"
"Lees-McRae",3,0,21,17,68,0.059,19,4,17,19,4,1,12,1,32,0,"6084079"
"Mount Olive",3,0,36,19,80,0.213,33,4,14,27,4,0,10,0,45,0,"6084079"
"King (TN)",3,0,42,18,122,0.197,38,1,10,43,2,1,8,0,48,0,"6084081"
"Barton",3,0,48,12,111,0.324,45,2,6,53,1,1,16,0,59,0,"6084081"
"Rockhurst",4,0,50,19,111,0.279,48,5,18,38,6,3,8,3,62,0,"6084083"
"D'Youville",4,0,39,24,108,0.139,37,6,13,37,5,2,11,3,52.5,0,"6084083"
"Dominican (NY)",3,0,20,13,69,0.101,18,0,12,9,8,1,2,4,22,0,"6084076"
"Southern California",3,0,42,4,55,0.691,38,8,10,25,0,0,8,4,54,0,"6084076"
