#,P,S,MS,Kills,Errors,TotalAttacks,HitPct,Assists,Aces,SErr,Digs,RErr,BlockSolos,BlockAssists,BErr,PTS,BHE,match_id,team_name
21,MB,1,0,2,0,2,1,0,0,1,0,0,0,0,0,2,0,4473124,Purdue Fort Wayne
5,OPP,1,0,1,0,2,0.5,0,0,2,0,0,0,0,0,1,0,4473124,Purdue Fort Wayne
3,L,3,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,4473124,Purdue Fort Wayne
7,OH,2,0,3,1,8,0.25,1,0,1,3,0,0,0,0,3,0,4473124,Purdue Fort Wayne
6,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473124,Purdue Fort Wayne
1,S,3,0,3,0,3,1,31,1,4,5,0,0,0,1,4,0,4473124,Purdue Fort Wayne
15,S,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4473124,Purdue Fort Wayne
13,OH,2,0,6,1,8,0.625,0,2,2,1,0,0,0,0,8,0,4473124,Purdue Fort Wayne
17,OPP,2,0,2,2,8,0,0,1,0,0,0,0,0,0,3,0,4473124,Purdue Fort Wayne
22,MB,2,0,2,1,4,0.25,0,1,2,0,0,1,0,0,4,0,4473124,Purdue Fort Wayne
8,MB,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,4473126,Lewis
11,L,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4473126,Lewis
22,OH,1,0,1,0,1,1,0,1,2,1,0,0,0,0,2,0,4473126,Lewis
20,OPP,1,0,4,2,7,0.286,0,0,1,1,0,0,2,0,5,0,4473126,Lewis
7,OPP,1,0,4,1,7,0.429,0,0,1,1,0,0,1,0,4.5,0,4473126,Lewis
18,MH,1,0,2,0,3,0.667,0,1,1,1,0,0,2,0,4,0,4473126,Lewis
12,S,1,0,1,0,1,1,11,0,1,0,0,0,0,0,1,0,4473126,Lewis
14,OH,2,0,7,1,9,0.667,0,0,0,1,0,0,3,1,8.5,0,4473126,Lewis
3,S,2,0,0,0,1,0,17,1,2,1,0,0,2,0,2,0,4473126,Lewis
4,L,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4473126,Lewis
23,OPP,2,0,3,1,6,0.333,0,6,2,2,0,0,1,0,9.5,0,4473126,Lewis
9,OH,2,0,3,0,8,0.375,0,1,1,2,1,0,1,0,4.5,0,4473126,Lewis
17,MB,2,0,4,0,5,0.8,0,0,0,0,0,1,3,1,6.5,0,4473126,Lewis
2,OPP,1,0,2,0,3,0.667,1,1,0,3,0,0,0,0,3,0,4473126,Lewis
19,S,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4473126,Lewis
1,MB,1,0,3,0,4,0.75,0,0,0,1,0,0,1,0,3.5,0,4473126,Lewis
5,MB,1,0,1,1,3,0,0,0,1,0,0,0,0,0,1,0,4473126,Central St. (OH)
8,S,3,0,2,1,6,0.167,3,1,0,1,4,0,0,0,3,0,4473126,Central St. (OH)
10,MB,3,0,0,5,7,-0.714,0,0,1,3,0,0,0,0,0,0,4473126,Central St. (OH)
13,OH,1,0,0,1,4,-0.25,0,0,1,0,0,0,0,0,0,0,4473126,Central St. (OH)
27,L,3,0,0,0,1,0,1,0,0,3,4,0,0,0,0,0,4473126,Central St. (OH)
3,OH,3,0,0,3,6,-0.5,6,0,0,0,0,0,0,0,0,0,4473126,Central St. (OH)
9,MB,3,0,4,0,7,0.571,1,1,1,2,1,0,0,0,5,0,4473126,Central St. (OH)
23,OH,3,0,0,3,5,-0.6,0,0,3,0,0,0,0,0,0,0,4473126,Central St. (OH)
7,MB,3,0,5,5,19,0,0,0,2,2,2,0,0,1,5,0,4473126,Central St. (OH)
15,MB,4,0,2,2,8,0,0,0,1,1,0,1,1,0,3.5,0,4473123,George Mason
17,OPP,5,0,13,1,29,0.414,0,0,1,3,0,0,2,0,14,0,4473123,George Mason
10,OH,5,0,12,7,32,0.156,1,0,3,5,2,0,3,0,13.5,0,4473123,George Mason
13,OH,5,0,15,5,28,0.357,1,3,2,7,0,0,2,0,19,0,4473123,George Mason
6,MB,2,0,1,2,4,-0.25,0,1,1,1,0,0,1,0,2.5,0,4473123,George Mason
4,S,5,0,2,0,3,0.667,40,1,0,13,0,0,1,1,3.5,0,4473123,George Mason
23,MB,5,0,8,0,10,0.8,2,1,5,0,0,0,6,0,12,0,4473123,George Mason
12,L,5,0,0,0,0,0,7,0,0,6,1,0,0,0,0,0,4473123,George Mason
11,S,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4473123,George Mason
16,MB,5,0,6,3,10,0.3,0,0,1,2,0,0,1,1,6.5,0,4473123,UC Santa Barbara
2,OPP,4,0,30,7,48,0.479,0,1,3,3,0,0,1,0,31.5,0,4473123,UC Santa Barbara
3,OH,1,0,1,1,6,0,0,0,1,0,0,0,0,0,1,0,4473123,UC Santa Barbara
5,OH,4,0,7,2,15,0.333,0,1,4,2,3,0,0,0,8,0,4473123,UC Santa Barbara
8,OH,3,0,2,3,6,-0.167,1,0,0,4,2,0,1,0,2.5,0,4473123,UC Santa Barbara
7,OH,4,0,9,2,21,0.333,2,1,4,8,0,1,1,0,11.5,0,4473123,UC Santa Barbara
11,OH,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4473123,UC Santa Barbara
24,OH,1,0,2,1,6,0.167,0,0,0,1,0,0,0,0,2,0,4473123,UC Santa Barbara
10,OPP,5,0,5,3,9,0.222,1,0,5,2,0,0,3,0,6.5,0,4473123,UC Santa Barbara
17,L/DS,5,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,4473123,UC Santa Barbara
6,S,5,0,0,0,4,0,50,0,2,4,0,1,2,0,2,0,4473123,UC Santa Barbara
5,OH,1,0,2,0,6,0.333,0,0,0,0,0,0,0,0,2,0,4473125,Morehouse
3,MB,3,0,0,1,4,-0.25,0,1,0,1,1,0,1,0,1.5,0,4473125,Morehouse
10,NA,3,0,1,3,6,-0.333,7,0,1,2,1,0,0,0,1,0,4473125,Morehouse
18,OH,1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,4473125,Morehouse
17,OH,1,0,1,3,7,-0.286,0,0,0,0,1,0,1,0,1.5,0,4473125,Morehouse
12,S,2,0,3,3,9,0,1,0,2,0,0,0,0,0,3,0,4473125,Morehouse
4,NA,3,0,0,0,0,0,1,0,0,4,8,0,0,0,0,0,4473125,Morehouse
15,MB,3,0,3,7,19,-0.211,0,0,2,0,2,0,0,1,3,0,4473125,Morehouse
7,NA,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4473125,Morehouse
11,OH,2,0,1,3,6,-0.333,0,0,0,0,2,0,0,0,1,0,4473125,Morehouse
13,OH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473125,Morehouse
14,OH,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1.5,0,4473125,Pepperdine
3,L,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4473125,Pepperdine
10,MB,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4473125,Pepperdine
26,MB,2,0,4,1,6,0.5,1,0,0,1,0,0,1,1,4.5,0,4473125,Pepperdine
5,MB,1,0,2,0,2,1,1,0,0,0,0,0,4,0,4,0,4473125,Pepperdine
11,S,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0.5,0,4473125,Pepperdine
12,OH,1,0,1,0,1,1,0,2,0,1,0,0,0,0,3,0,4473125,Pepperdine
1,OPP,1,0,3,0,3,1,0,5,1,0,0,0,2,0,9,0,4473125,Pepperdine
22,OH,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4473125,Pepperdine
13,OPP,2,0,8,0,9,0.889,0,0,0,0,0,0,1,0,8.5,0,4473125,Pepperdine
19,OH,2,0,5,1,9,0.444,0,3,1,3,0,0,0,0,8,0,4473125,Pepperdine
4,L,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4473125,Pepperdine
20,S,2,0,0,0,0,0,20,2,1,5,0,0,0,0,2,0,4473125,Pepperdine
17,OH,2,0,4,0,5,0.8,1,2,0,6,1,0,3,0,7.5,0,4473125,Pepperdine
7,MB,2,0,4,0,6,0.667,0,1,1,0,0,0,3,0,6.5,0,4473125,Pepperdine
14,OH,2,0,1,2,8,-0.125,0,0,3,3,0,0,0,0,1,0,4473127,Ball St.
8,MB,3,0,4,0,7,0.571,0,0,1,0,0,0,2,2,5,0,4473127,Ball St.
2,OH,1,0,2,1,5,0.2,0,0,1,0,0,0,0,0,2,0,4473127,Ball St.
1,L,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473127,Ball St.
17,OPP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473127,Ball St.
22,OPP,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4473127,Ball St.
16,MB,1,0,2,0,2,1,0,0,0,0,0,0,0,1,2,0,4473127,Ball St.
7,OH,2,0,4,4,11,0,0,0,2,2,2,0,0,0,4,0,4473127,Ball St.
11,L,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4473127,Ball St.
20,OH,3,0,16,1,21,0.714,1,0,3,5,1,1,2,0,18,0,4473127,Ball St.
6,S,3,0,0,2,3,-0.667,19,0,3,1,0,0,1,1,0.5,0,4473127,Ball St.
19,MB,2,0,2,3,13,-0.077,0,0,2,3,0,0,0,0,2,0,4473127,Ball St.
10,MB,2,0,0,0,2,0,1,0,0,2,0,1,1,0,1.5,0,4473127,Ball St.
5,S,1,0,0,0,1,0,9,0,0,1,0,0,0,0,0,0,4473127,Ball St.
15,OH,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4473127,BYU
1,OH,3,0,17,1,21,0.762,0,0,3,7,0,0,1,0,17.5,0,4473127,BYU
13,OPP,3,0,3,2,7,0.143,1,2,2,2,0,0,0,0,5,0,4473127,BYU
19,MB,1,0,2,0,2,1,0,0,0,0,0,0,0,0,2,0,4473127,BYU
7,S,3,0,3,2,7,0.143,30,1,1,3,0,0,0,0,4,0,4473127,BYU
10,MB,2,0,1,3,6,-0.333,0,0,0,1,0,1,0,0,2,0,4473127,BYU
9,OH,3,0,2,1,12,0.083,2,0,3,2,0,0,1,0,2.5,0,4473127,BYU
23,OH,3,0,8,4,14,0.286,2,1,2,4,0,1,1,0,10.5,0,4473127,BYU
4,L/DS,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4473127,BYU
21,OH,3,0,3,2,9,0.111,1,0,1,1,0,1,2,0,5,0,4473127,BYU
20,MB,4,0,6,2,9,0.444,0,0,5,0,0,0,3,0,7.5,0,4473129,NJIT
10,OH,2,0,7,3,12,0.333,0,0,1,2,2,0,0,0,7,0,4473129,NJIT
1,S,4,0,1,0,2,0.5,30,1,2,6,0,1,1,0,3.5,0,4473129,NJIT
12,MB,4,0,1,3,6,-0.333,1,1,3,0,0,0,1,1,2.5,0,4473129,NJIT
4,OH,3,0,5,4,13,0.077,0,0,2,0,1,0,0,0,5,0,4473129,NJIT
6,OH,4,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,4473129,NJIT
7,OPP,4,0,9,1,20,0.4,0,1,3,5,0,0,2,0,11,0,4473129,NJIT
16,OH,4,0,6,8,22,-0.091,1,0,2,4,4,0,1,0,6.5,0,4473129,NJIT
11,OH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4473129,NJIT
15,L,4,0,0,0,0,0,3,0,0,5,2,0,0,0,0,0,4473129,NJIT
3,OH,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473129,NJIT
2,S,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473129,NJIT
2,OH,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4473129,CSUN
23,S,4,0,0,0,1,0,39,1,4,3,0,1,3,0,3.5,1,4473129,CSUN
22,L,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4473129,CSUN
13,S,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4473129,CSUN
7,OH,4,0,12,5,23,0.304,0,3,4,2,0,0,3,1,16.5,0,4473129,CSUN
8,L,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4473129,CSUN
15,MB,4,0,4,1,6,0.5,0,3,7,1,0,1,3,0,9.5,0,4473129,CSUN
11,MB,3,0,6,0,7,0.857,0,1,4,0,0,1,3,0,9.5,0,4473129,CSUN
18,OPP,4,0,12,3,23,0.391,1,0,2,5,0,0,2,0,13,0,4473129,CSUN
16,OH,1,0,2,2,4,0,0,0,1,0,0,0,0,0,2,0,4473129,CSUN
12,OH,4,0,7,5,19,0.105,1,1,5,4,1,0,0,0,8,0,4473129,CSUN
22,OPP,4,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,4473128,Loyola Chicago
10,OH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4473128,Loyola Chicago
28,OH,5,0,13,3,24,0.417,1,0,3,6,4,0,1,0,13.5,0,4473128,Loyola Chicago
9,S,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4473128,Loyola Chicago
18,MB,5,0,2,0,4,0.5,2,0,1,1,0,0,2,0,3,0,4473128,Loyola Chicago
17,MB,5,0,3,3,10,0,1,0,2,3,0,1,2,0,5,0,4473128,Loyola Chicago
12,L,5,0,0,0,0,0,6,0,0,5,4,0,0,0,0,0,4473128,Loyola Chicago
7,OH,5,0,12,1,27,0.407,0,0,1,5,2,1,0,0,13,0,4473128,Loyola Chicago
16,S,5,0,2,5,8,-0.375,37,1,0,9,0,0,0,0,3,0,4473128,Loyola Chicago
5,OPP,5,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,4473128,Loyola Chicago
14,OH,5,0,20,4,39,0.41,0,4,5,2,1,0,4,0,26,0,4473128,Loyola Chicago
6,OH,5,0,22,6,32,0.5,4,2,4,7,3,0,2,0,25,0,4473128,Hawaii
5,L/DS,5,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,4473128,Hawaii
1,OH,5,0,11,4,26,0.269,1,1,3,4,2,0,1,0,12.5,1,4473128,Hawaii
8,MB,5,0,8,1,11,0.636,0,1,3,2,0,0,3,1,10.5,0,4473128,Hawaii
13,S,5,0,2,1,6,0.167,58,4,8,8,0,1,0,0,7,0,4473128,Hawaii
15,OH,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473128,Hawaii
20,OH,5,0,0,1,3,-0.333,0,0,5,3,1,1,1,0,1.5,0,4473128,Hawaii
14,OPP,5,0,12,0,22,0.545,1,1,3,3,0,0,1,0,13.5,0,4473128,Hawaii
21,MB,5,0,11,0,13,0.846,0,2,1,1,0,0,2,0,14,0,4473128,Hawaii
5,OH,3,0,3,4,10,-0.1,0,0,2,0,4,0,0,1,3,0,4473130,Morehouse
3,MB,3,0,1,3,6,-0.333,0,0,1,0,0,0,0,0,1,0,4473130,Morehouse
10,NA,3,0,7,1,12,0.5,2,1,3,2,2,0,0,0,8,0,4473130,Morehouse
18,OH,2,0,2,0,3,0.667,0,0,1,0,0,0,0,0,2,0,4473130,Morehouse
17,OH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473130,Morehouse
12,S,2,0,1,3,4,-0.5,0,0,0,1,1,0,0,0,1,0,4473130,Morehouse
2,L/DS,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4473130,Morehouse
4,NA,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4473130,Morehouse
15,MB,3,0,2,3,8,-0.125,0,0,2,1,2,0,0,0,2,0,4473130,Morehouse
7,NA,2,0,0,0,0,0,13,0,3,0,0,0,0,0,0,1,4473130,Morehouse
11,NA,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4473130,Morehouse
13,OH,1,0,0,1,3,-0.333,0,0,1,0,0,0,0,0,0,0,4473130,Morehouse
9,S,3,0,0,0,1,0,23,5,1,1,0,0,1,1,5.5,0,4473130,Southern California
15,OPP,3,0,7,1,9,0.667,0,5,4,1,0,0,1,0,12.5,0,4473130,Southern California
24,OH,3,0,8,1,12,0.583,0,0,3,0,0,0,3,1,9.5,0,4473130,Southern California
12,OH,2,0,1,1,2,0,0,0,2,3,1,0,0,0,1,0,4473130,Southern California
14,OPP,1,0,3,1,4,0.5,0,0,0,0,0,0,1,0,3.5,0,4473130,Southern California
1,OH,1,0,2,0,2,1,0,0,0,0,0,0,0,0,2,0,4473130,Southern California
20,MB,3,0,3,0,4,0.75,0,1,1,0,0,0,3,0,5.5,0,4473130,Southern California
5,L/DS,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4473130,Southern California
8,MB,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,4473130,Southern California
4,OH,2,0,2,1,3,0.333,0,2,0,0,0,0,0,0,4,0,4473130,Southern California
16,MB,3,0,5,0,6,0.833,0,1,1,1,0,0,3,0,7.5,0,4473130,Southern California
7,S,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,4473130,Southern California
3,L/DS,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4473130,Southern California
17,MB,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4473130,Southern California
17,OPP,4,0,15,6,27,0.333,0,1,4,3,0,0,4,0,18,0,4473131,George Mason
10,OH,3,0,14,4,25,0.4,1,1,4,1,0,0,1,1,15.5,0,4473131,George Mason
13,OH,4,0,8,3,17,0.294,0,1,4,11,1,1,1,0,10.5,0,4473131,George Mason
23,MB,4,0,4,2,9,0.222,0,0,3,0,0,1,5,0,7.5,0,4473131,George Mason
14,OH,4,0,2,1,9,0.111,0,0,1,4,1,0,0,0,2,0,4473131,George Mason
22,MB,4,0,4,1,8,0.375,0,0,4,1,2,0,2,0,5,0,4473131,George Mason
12,L,4,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,4473131,George Mason
11,S,4,0,1,0,3,0.333,42,1,4,4,0,0,1,0,2.5,0,4473131,George Mason
2,OH,4,0,1,2,4,-0.25,0,1,2,3,0,0,0,0,2,0,4473131,CSUN
21,OH,1,0,1,0,1,1,0,1,1,0,0,0,0,0,2,0,4473131,CSUN
23,S,4,0,1,1,2,0,44,0,7,5,0,2,1,1,3.5,0,4473131,CSUN
22,L,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4473131,CSUN
13,S,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4473131,CSUN
7,OH,4,0,12,5,30,0.233,0,1,7,2,3,0,3,1,14.5,0,4473131,CSUN
8,L,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4473131,CSUN
15,MB,4,0,5,0,6,0.833,0,1,4,0,0,0,3,0,7.5,0,4473131,CSUN
11,MB,4,0,2,2,8,0,0,1,2,0,0,0,3,0,4.5,0,4473131,CSUN
18,OPP,4,0,14,8,29,0.207,0,1,5,3,0,1,2,0,17,0,4473131,CSUN
16,OH,2,0,1,0,4,0.25,0,0,1,0,0,0,1,0,1.5,0,4473131,CSUN
12,OH,4,0,10,3,19,0.368,1,2,3,4,0,0,2,0,13,0,4473131,CSUN
8,MB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4473136,Lewis
20,OPP,3,0,5,2,11,0.273,1,1,0,5,0,0,0,0,6,0,4473136,Lewis
7,OPP,3,0,7,1,16,0.375,0,1,2,1,0,0,0,0,8,0,4473136,Lewis
14,OH,4,0,10,3,21,0.333,2,1,2,3,4,2,1,0,13.5,0,4473136,Lewis
3,S,5,0,4,1,11,0.273,47,0,1,8,0,0,0,1,4,0,4473136,Lewis
4,L,5,0,0,0,0,0,6,0,0,7,1,0,0,0,0,0,4473136,Lewis
23,OPP,4,0,11,7,28,0.143,1,0,4,7,0,0,3,0,12.5,0,4473136,Lewis
9,OH,5,0,14,6,31,0.258,1,0,7,4,0,3,3,1,18.5,0,4473136,Lewis
17,MB,5,0,6,0,9,0.667,1,0,3,2,0,0,3,0,7.5,0,4473136,Lewis
1,MB,5,0,5,3,13,0.154,0,0,3,6,0,0,2,1,6,0,4473136,Lewis
3,OH,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473136,Penn St.
18,MB,5,0,15,3,29,0.414,2,0,4,3,0,0,6,0,18,0,4473136,Penn St.
9,OPP,5,0,31,6,60,0.417,1,4,6,9,0,0,2,0,36,0,4473136,Penn St.
8,OH,5,0,11,4,21,0.333,1,0,2,7,1,2,1,0,13.5,0,4473136,Penn St.
17,OH,5,0,3,1,6,0.333,3,0,2,4,1,0,2,0,4,0,4473136,Penn St.
7,L,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4473136,Penn St.
13,MB,5,0,7,2,10,0.5,1,1,8,1,0,0,3,0,9.5,0,4473136,Penn St.
10,S,5,0,0,4,4,-1,59,0,4,6,0,0,3,0,1.5,0,4473136,Penn St.
4,OH,3,0,3,2,10,0.1,1,0,1,2,1,0,2,0,4,0,4473136,Penn St.
16,MB,3,0,4,2,9,0.222,0,0,2,0,0,0,1,0,4.5,0,4473134,North Greenville
10,OPP,3,0,3,2,11,0.091,0,0,1,2,0,0,0,0,3,0,4473134,North Greenville
5,OH,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4473134,North Greenville
1,OH,3,0,11,7,29,0.138,1,1,4,5,0,0,0,0,12,0,4473134,North Greenville
20,S,1,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,4473134,North Greenville
