"Name","S","MS","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE","match_id"
"Cal Lutheran",3,0,17,20,54,-0.056,17,0,6,19,4,2,6,1,22,1,"4473240"
"CSUN",3,0,42,12,76,0.395,38,4,23,11,0,4,9,2,54.5,0,"4473240"
"Roanoke",4,0,51,14,107,0.346,48,5,23,43,4,2,12,4,64,0,"4473252"
"Va. Wesleyan",4,0,35,29,113,0.053,34,4,13,40,5,1,10,3,45,0,"4473252"
"St. Norbert",3,0,37,16,103,0.204,36,7,6,50,3,0,4,0,46,0,"4473254"
"Thiel",3,0,28,15,97,0.134,28,3,11,37,7,0,18,0,40,0,"4473254"
"Marymount (VA)",5,0,58,17,139,0.295,55,8,17,53,3,5,6,0,74,0,"4473260"
"Stevenson",5,0,65,24,153,0.268,60,3,19,55,8,5,2,0,74,0,"4473260"
"Elms",3,0,21,16,79,0.063,20,3,13,31,9,0,2,1,25,0,"4473259"
"Eastern Nazarene",3,0,41,17,96,0.25,36,9,20,37,3,1,4,0,53,0,"4473259"
"Concordia Chicago",3,0,21,18,71,0.042,17,5,11,18,8,1,0,0,27,0,"4473257"
"Augustana (IL)",3,0,36,13,70,0.329,35,8,10,31,5,3,12,0,53,0,"4473257"
"Emmanuel (MA)",3,0,17,16,57,0.018,17,4,12,18,7,1,8,2,26,0,"4473265"
"Springfield",3,0,39,11,71,0.394,33,7,17,20,4,1,6,4,50,0,"4473265"
"Immaculata",3,0,13,12,47,0.021,11,4,19,12,17,1,4,1,20,0,"4473269"
"Eastern",3,0,25,10,47,0.319,24,17,15,18,4,0,4,1,44,0,"4473269"
"Lakeland",5,0,64,30,157,0.217,58,11,24,53,6,3,8,0,82,0,"4473262"
"Wis.-Stevens Point",5,0,48,20,137,0.204,45,6,16,49,11,2,10,0,61,1,"4473262"
"Misericordia",3,0,36,12,79,0.304,35,12,16,29,2,2,10,3,55,1,"4473264"
"Cairn",3,0,21,13,72,0.111,21,2,12,25,12,0,6,0,26,1,"4473264"
"North Central (IL)",3,0,33,14,105,0.181,29,1,11,31,1,0,10,0,39,1,"4473268"
"Dominican (IL)",3,0,47,11,109,0.33,42,1,14,41,1,1,10,0,54,2,"4473268"
"Maryville (MO)",3,0,42,10,104,0.308,38,6,10,43,1,5,2,12,54,0,"4473267"
"IIT",3,0,39,11,108,0.259,35,1,11,38,6,2,2,9,43,1,"4473267"
"SUNY Poly",3,0,22,14,72,0.111,21,3,8,27,15,2,4,0,29,0,"4473275"
"Nazareth",3,0,38,16,86,0.256,37,15,9,33,3,1,4,0,56,1,"4473275"
"SUNY Poly",3,0,13,17,75,-0.053,11,3,10,22,5,2,10,0,23,0,"4473272"
"Lasell",3,0,41,17,80,0.3,39,5,19,38,3,1,19,1,56.5,0,"4473272"
"Penn St.-Behrend",3,0,29,11,70,0.257,27,3,16,20,7,2,6,1,37,1,"4473276"
"Hobart",3,0,38,12,79,0.329,35,7,15,27,3,0,4,0,47,1,"4473276"
"Chatham",3,0,20,23,81,-0.037,18,3,13,21,9,1,0,0,24,0,"4473277"
"Saint Vincent",3,0,29,12,64,0.266,25,9,5,35,3,7,6,1,48,0,"4473277"
"St. Norbert",3,0,39,16,82,0.28,35,5,7,28,4,2,4,0,48,0,"4473279"
"Penn St.-Behrend",3,0,28,14,74,0.189,28,4,18,17,5,3,4,1,37,0,"4473279"
"Houghton",3,0,12,18,62,-0.097,11,1,7,16,13,0,8,0,17,0,"4473281"
"St. John Fisher",3,0,34,7,61,0.443,32,13,13,25,1,0,10,1,52,0,"4473281"
"Lees-McRae",5,0,46,24,113,0.195,43,9,15,44,10,1,16,1,64,3,"4473282"
"Roanoke",5,0,52,23,126,0.23,46,10,15,30,9,3,12,0,71,1,"4473282"
"Hiram",4,0,40,17,134,0.172,37,6,16,65,3,7,2,3,54,0,"4473285"
"Geneva",4,0,44,28,142,0.113,37,3,17,69,6,6,0,5,53,0,"4473285"
"Chatham",3,0,30,6,66,0.364,26,14,17,24,1,2,6,0,49,0,"4473286"
"Bethany (WV)",3,0,13,17,62,-0.065,12,1,12,23,14,1,0,1,15,1,"4473286"
"Calvin",4,0,27,23,91,0.044,27,7,14,31,13,1,8,4,39,0,"4473284"
"North Park",4,0,45,16,93,0.312,41,13,19,35,7,1,6,2,62,0,"4473284"
"Concordia Wisconsin",3,0,31,17,81,0.173,26,5,15,23,3,0,6,0,39,1,"4473288"
"Loras",3,0,35,13,80,0.275,28,3,9,24,5,2,4,0,42,0,"4473288"
"NYU",4,0,50,25,119,0.21,45,9,18,47,8,1,18,0,69,2,"4473278"
"UC Santa Cruz",4,0,44,21,121,0.19,42,8,19,39,9,4,16,1,64,2,"4473278"
"Edgewood",3,0,34,18,87,0.184,31,2,12,37,1,2,18,0,47,0,"4473293"
"Wis.-Stevens Point",3,0,22,26,91,-0.044,22,1,10,31,2,2,2,2,26,1,"4473293"
"Lasell",4,0,41,20,95,0.221,39,2,13,37,13,2,15,2,52.5,0,"4473301"
"Nazareth",4,0,55,21,122,0.279,52,13,24,31,2,1,16,0,77,0,"4473301"
"Juniata",4,0,54,24,125,0.24,50,7,22,44,6,3,12,1,70,0,"4473297"
"St. John Fisher",4,0,50,19,123,0.252,41,6,16,41,7,6,14,1,69,1,"4473297"
"Regis (MA)",3,0,40,12,95,0.295,37,9,15,36,2,1,8,0,54,0,"4473296"
"Elms",3,0,25,15,81,0.123,24,2,7,38,9,0,2,1,28,0,"4473296"
"Carlow",4,0,33,29,104,0.038,31,7,9,38,15,2,10,0,47,0,"4473294"
"St. Norbert",4,0,41,19,100,0.22,37,15,14,37,7,6,4,0,64,1,"4473294"
"Bethany (WV)",3,0,17,16,67,0.015,17,5,14,26,11,1,0,2,23,4,"4473313"
"Hiram",3,0,27,7,62,0.323,21,11,10,26,5,0,9,1,42.5,1,"4473313"
"Geneva",4,0,39,33,144,0.042,39,3,14,55,4,6,4,2,50,0,"4473311"
"Saint Vincent",4,0,48,19,129,0.225,46,4,12,65,3,12,0,1,64,0,"4473311"
"Saint Elizabeth",3,0,12,19,53,-0.132,11,4,9,16,13,1,0,1,17,2,"4473309"
"Drew",3,0,30,8,61,0.361,27,13,21,16,4,0,6,0,46,0,"4473309"
"Wittenberg",3,0,19,15,69,0.058,17,2,14,16,13,1,8,0,26,0,"4473314"
"Southern Va.",3,0,30,13,76,0.224,22,13,10,23,2,2,13,0,51.5,0,"4473314"
"Wabash",3,0,36,10,82,0.317,32,11,14,26,3,3,4,0,52,3,"4473302"
"Rockford",3,0,27,17,76,0.132,26,3,10,32,11,2,0,0,32,2,"4473302"
"Adrian",3,0,30,19,85,0.129,29,8,19,20,6,1,8,2,43,1,"4473307"
"Benedictine (IL)",3,0,30,12,63,0.286,30,6,11,30,8,0,16,2,44,0,"4473307"
"Olivet",4,0,43,28,114,0.132,42,3,24,36,5,2,8,1,52,1,"4473295"
"Marian (WI)",4,0,38,16,94,0.234,33,5,12,39,3,2,12,3,51,1,"4473295"
"Carthage",4,0,38,24,101,0.139,34,4,16,31,8,2,10,2,49,1,"4473310"
"Cal Lutheran",4,0,46,23,105,0.219,40,8,16,33,4,1,4,2,57,0,"4473310"
"Baruch",5,0,48,23,109,0.229,45,5,17,40,12,4,21,7,67.5,2,"4473317"
"Arcadia",5,0,43,31,123,0.098,42,12,15,32,5,1,24,6,68,2,"4473317"
"Fisher",3,0,7,10,39,-0.077,6,3,8,15,18,0,0,0,10,0,"4524828"
"Eastern Nazarene",3,0,37,13,67,0.358,35,18,20,21,3,0,0,0,55,0,"4524828"
"St. Norbert",3,0,27,27,94,0,27,1,1,39,6,1,6,0,32,0,"4473324"
"Hobart",3,0,41,12,97,0.299,39,6,12,33,1,4,14,2,58,0,"4473324"
"Wittenberg",4,0,47,22,108,0.231,44,9,18,38,9,0,13,0,62.5,1,"4473323"
"Roanoke",4,0,36,13,102,0.225,31,9,12,35,9,2,6,0,50,1,"4473323"
"Olivet",4,0,61,32,171,0.17,59,6,21,68,5,0,14,1,74,1,"4473322"
"North Park",4,0,43,23,142,0.141,39,5,14,62,6,3,12,2,57,1,"4473322"
"Southern Va.",3,0,41,6,76,0.461,36,6,15,28,2,3,12,0,56,1,"4473325"
"Lees-McRae",3,0,23,14,78,0.115,21,2,9,21,6,1,6,0,29,2,"4473325"
"Elizabethtown",3,0,32,18,87,0.161,28,4,18,25,4,0,2,0,37,0,"4473326"
"Lancaster Bible",3,0,35,12,77,0.299,33,4,13,31,4,0,4,0,41,0,"4473326"
"Eastern",3,0,15,24,72,-0.125,14,3,10,29,6,2,4,3,22,0,"4473328"
"Marymount (VA)",3,0,32,14,78,0.231,29,6,16,32,3,7,5,1,47.5,0,"4473328"
"Hiram",4,0,45,22,140,0.164,42,5,21,54,6,12,10,2,67,0,"4473329"
"Saint Vincent",4,0,41,33,135,0.059,36,6,8,65,5,4,0,3,51,0,"4473329"
"Bethany (WV)",3,0,13,12,83,0.012,13,5,12,40,7,2,6,0,23,2,"4473331"
"Geneva",3,0,42,14,99,0.283,33,7,13,51,5,0,8,0,53,1,"4473331"
"Juniata",5,0,58,25,123,0.268,54,13,19,42,11,0,12,0,77,0,"4473332"
"Lasell",5,0,47,20,116,0.233,44,11,17,32,13,0,12,0,64,0,"4473332"
"Houghton",3,0,16,21,56,-0.089,14,2,10,20,16,0,2,0,19,3,"4473335"
"Nazareth",3,0,25,11,57,0.246,22,16,10,19,2,3,4,0,46,1,"4473335"
"Hilbert",3,0,20,6,53,0.264,16,6,8,23,4,3,16,0,37,0,"4473372"
"Russell Sage",3,0,25,31,82,-0.073,22,4,13,25,6,0,4,0,31,0,"4473372"
"Penn St.-Behrend",3,0,27,14,72,0.181,26,5,11,20,7,0,8,0,36,1,"4473365"
"Kean",3,0,40,13,74,0.365,36,7,13,26,5,2,4,0,51,1,"4473365"
"Bard",3,0,26,19,90,0.078,23,1,12,30,4,5,0,0,32,1,"4473339"
"Mount Aloysius",3,0,33,14,95,0.2,25,4,10,35,1,6,0,0,43,1,"4473339"
"Rutgers-Newark",3,0,42,8,79,0.43,38,6,17,23,1,0,2,0,49,1,"4473337"
"Saint Elizabeth",3,0,24,12,67,0.179,22,1,10,22,6,2,4,2,29,4,"4473337"
"Lehman",3,0,25,16,77,0.117,25,2,6,29,9,0,4,1,29,0,"4473336"
"King's (PA)",3,0,43,12,89,0.348,42,9,11,32,2,3,6,0,58,1,"4473336"
"SUNY Potsdam",3,0,21,19,71,0.028,19,0,12,14,7,0,10,2,26,2,"4473334"
"Vassar",3,0,34,11,63,0.365,29,7,10,22,0,0,20,1,51,1,"4473334"
"Penn St.-Altoona",4,0,45,19,96,0.271,41,1,20,45,6,0,8,0,50,1,"4473349"
"Elizabethtown",4,0,35,24,110,0.1,30,6,23,29,1,1,8,0,46,0,"4473349"
"Eastern",5,0,51,29,149,0.148,45,8,16,65,7,5,2,1,65,2,"4473348"
"Va. Wesleyan",5,0,54,22,147,0.218,49,7,19,60,8,9,4,0,72,1,"4473348"
"Bethany (WV)",3,0,13,13,65,0,10,2,9,26,13,0,4,1,17,2,"4473351"
"Thiel",3,0,37,10,75,0.36,33,13,12,36,2,2,4,1,54,1,"4473351"
"Wis. Lutheran",3,0,16,13,74,0.041,14,1,19,19,8,2,2,1,20,1,"4473347"
"Mt. St. Joseph",3,0,34,20,75,0.187,31,8,14,39,1,0,4,0,44,0,"4473347"
"Calvin",3,0,19,18,67,0.015,19,6,13,19,3,1,2,1,27,2,"4473333"
"Marian (WI)",3,0,37,11,70,0.371,35,3,15,26,6,1,2,1,42,0,"4473333"
"Thiel",5,0,67,21,155,0.297,65,2,20,67,10,11,6,4,83,0,"4473345"
"Saint Vincent",5,0,46,32,155,0.09,43,10,9,57,2,5,2,4,62,0,"4473345"
"Wentworth",3,0,35,15,77,0.26,32,6,9,23,1,2,18,0,52,0,"4473343"
"MIT",3,0,42,18,85,0.282,36,1,16,20,6,3,8,0,50,0,"4473343"
"Chatham",3,0,29,21,106,0.075,25,5,9,43,7,2,0,4,36,0,"4473350"
"Hiram",3,0,42,13,103,0.282,40,7,14,49,5,9,6,3,61,0,"4473350"
"Lasell",5,0,61,22,138,0.283,60,10,18,51,21,0,24,1,83,0,"4473342"
"St. John Fisher",5,0,55,16,131,0.298,53,21,12,46,10,2,16,1,86,0,"4473342"
"Drew",3,0,21,19,70,0.029,20,6,16,25,8,1,8,2,32,0,"4473346"
"Messiah",3,0,33,12,75,0.28,33,8,22,26,6,0,14,1,48,0,"4473346"
"Concordia Wisconsin",3,0,23,19,75,0.053,20,6,11,22,4,3,6,5,35,0,"4473341"
"Augustana (IL)",3,0,40,13,78,0.346,37,4,13,29,6,4,8,1,52,0,"4473341"
"Hilbert",4,0,46,22,124,0.194,37,9,13,54,6,3,6,0,61,0,"4473319"
"Wells",4,0,47,23,130,0.185,42,6,18,52,9,2,2,0,56,0,"4473319"
"Neumann",3,0,46,17,102,0.284,42,10,12,42,1,1,0,2,57,2,"4473358"
"Lehman",3,0,24,6,78,0.231,23,1,11,35,10,0,2,1,26,1,"4473358"
"Wittenberg",3,0,33,17,104,0.154,25,1,13,42,4,1,14,0,42,3,"4473357"
"Lees-McRae",3,0,39,16,119,0.193,30,4,17,40,1,4,6,0,50,2,"4473357"
"Rivier",4,0,49,25,114,0.211,45,10,16,30,3,1,17,0,68.5,0,"4473356"
"SUNY Potsdam",4,0,34,29,103,0.049,31,3,10,36,10,2,8,1,43,1,"4473356"
"Calvin",3,0,33,22,96,0.115,31,3,19,29,4,0,8,1,40,1,"4473355"
"Olivet",3,0,29,13,81,0.198,28,4,13,34,3,1,6,4,37,0,"4473355"
"Wilkes",3,0,32,15,90,0.189,29,9,11,26,5,5,0,0,46,1,"4473354"
"Bard",3,0,25,19,78,0.077,24,5,11,26,9,5,0,0,35,0,"4473354"
"Fisher",3,0,2,11,26,-0.346,1,2,6,14,25,0,0,3,4,0,"4473315"
"Eastern Nazarene",3,0,31,7,55,0.436,30,25,20,13,2,0,2,0,57,0,"4473315"
"St. Norbert",3,0,34,31,104,0.029,33,1,7,38,2,5,4,0,42,0,"4473330"
"Kean",3,0,35,17,96,0.188,34,2,9,33,1,9,14,1,53,0,"4473330"
"Juniata",5,0,58,28,129,0.233,52,1,15,36,10,0,4,0,61,2,"4473367"
"Misericordia",5,0,61,15,118,0.39,58,10,26,35,1,3,14,0,81,1,"4473367"
"Chatham",5,0,47,30,157,0.108,42,13,17,56,7,1,12,0,67,2,"4473366"
"Geneva",5,0,52,24,141,0.199,50,7,11,65,13,1,24,1,72,1,"4473366"
"Wis. Lutheran",3,0,24,22,79,0.025,20,2,4,22,4,0,2,1,27,0,"4473364"
"Trine",3,0,43,14,84,0.345,39,4,14,29,2,1,6,1,51,1,"4473364"
"Wentworth",5,0,57,25,153,0.209,49,10,18,47,5,3,12,0,76,0,"4473363"
"Stevens",5,0,53,21,143,0.224,50,5,15,61,10,3,16,0,69,0,"4473363"
"Va. Wesleyan",3,0,22,16,57,0.105,22,2,13,19,10,1,4,0,27,1,"4473362"
"Marymount (VA)",3,0,32,9,62,0.371,26,10,16,17,2,2,10,3,49,0,"4473362"
"Penn St.-Altoona",4,0,32,18,93,0.151,31,2,15,36,19,3,6,0,40,1,"4473361"
"Lancaster Bible",4,0,42,21,106,0.198,39,19,19,36,2,0,2,0,62,2,"4473361"
"Carlow",3,0,19,7,54,0.222,17,4,14,16,11,1,2,1,25,2,"4473376"
"Hobart",3,0,42,18,80,0.3,40,11,17,27,4,1,4,0,56,1,"4473376"
"Wells",5,0,44,20,121,0.198,39,7,13,54,7,2,6,0,56,0,"4473338"
"Russell Sage",5,0,63,27,150,0.24,53,7,26,50,7,1,16,0,79,0,"4473338"
"Springfield",3,0,37,10,88,0.307,36,7,15,37,2,2,23,3,57.5,0,"4473318"
"St. Joseph's (L.I.)",3,0,23,19,83,0.048,22,2,10,33,7,2,2,2,28,1,"4473318"
"Rivier",3,0,26,19,73,0.096,26,3,14,18,6,0,2,2,30,1,"4473369"
"Vassar",3,0,35,4,59,0.525,33,6,16,20,3,2,11,2,48.5,0,"4473369"
"Neumann",3,0,30,23,83,0.084,28,0,10,26,6,2,2,1,33,0,"4473370"
"King's (PA)",3,0,35,10,72,0.347,33,6,7,29,0,2,2,1,44,0,"4473370"
"Southern Va.",3,0,48,14,96,0.354,41,3,14,36,2,1,6,0,55,1,"4473371"
"Roanoke",3,0,17,13,79,0.051,16,2,10,22,3,2,6,0,24,1,"4473371"
"Wilkes",3,0,42,12,112,0.268,41,4,11,42,5,8,0,0,54,2,"4473373"
"Mount Aloysius",3,0,23,16,108,0.065,21,5,4,33,4,3,0,0,31,6,"4473373"
"North Park",3,0,21,20,94,0.011,20,2,12,30,2,0,4,0,25,0,"4473368"
"Marian (WI)",3,0,41,18,93,0.247,40,2,12,43,2,2,2,1,46,0,"4473368"
"NYU",5,0,53,27,127,0.205,51,13,13,39,4,5,8,2,75,1,"4473320"
"Carthage",5,0,57,30,133,0.203,53,4,16,39,13,7,7,2,71.5,1,"4473320"
"Misericordia",3,0,26,14,70,0.171,23,3,10,9,5,0,2,0,30,2,"4473379"
"St. John Fisher",3,0,43,7,67,0.537,38,5,9,24,3,0,8,0,52,1,"4473379"
"Trine",3,0,43,12,98,0.316,39,4,17,41,3,0,8,0,51,1,"4473382"
"Mt. St. Joseph",3,0,25,13,89,0.135,25,3,11,38,4,2,4,0,32,0,"4473382"
"Stevens",4,0,44,19,111,0.225,37,4,10,39,7,7,8,0,59,1,"4473381"
"MIT",4,0,53,27,124,0.21,46,7,21,35,4,1,0,0,61,0,"4473381"
"Cairn",3,0,19,21,78,-0.026,18,7,17,28,8,1,4,0,29,0,"4473385"
"Ramapo",3,0,27,20,81,0.086,23,8,17,32,7,3,8,0,42,0,"4473385"
"Buffalo St.",4,0,35,18,110,0.155,34,8,20,33,5,3,6,9,49,0,"4473401"
"Baldwin Wallace",4,0,49,13,103,0.35,46,5,26,41,8,0,6,4,57,0,"4473401"
"Adrian",3,0,25,16,78,0.115,23,3,12,29,7,0,8,0,32,1,"4473391"
"North Central (IL)",3,0,35,5,73,0.411,30,7,11,29,3,1,12,0,49,0,"4473391"
"Cal Lutheran",4,0,43,16,104,0.26,41,7,15,35,6,1,17,0,59.5,0,"4473388"
"UC Santa Cruz",4,0,45,24,115,0.183,43,6,23,32,7,1,10,4,57,0,"4473388"
"Buffalo St.",5,0,55,33,142,0.155,50,8,30,58,6,3,8,4,70,2,"4473394"
"East. Mennonite",5,0,32,18,113,0.124,27,6,19,47,8,2,4,6,42,3,"4473394"
"NYU",4,0,57,37,168,0.119,52,9,20,57,2,4,6,0,73,0,"4473395"
"Cal Lutheran",4,0,46,22,136,0.176,43,2,9,62,9,3,20,1,61,2,"4473395"
"Carthage",3,0,40,8,74,0.432,36,1,10,27,3,3,12,2,50,2,"4473393"
