"Name","S","MS","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE","match_id"
"Augustana (IL)",3,0,43,17,92,0.283,42,5,14,40,5,2,4,0,52,0,"4473702"
"Olivet",3,0,26,16,92,0.109,24,5,12,27,5,0,10,0,36,0,"4473702"
"Aurora",3,0,28,14,76,0.184,27,5,12,22,6,1,12,0,40,0,"4473706"
"Ill. Wesleyan",3,0,42,12,83,0.361,37,6,11,31,5,1,6,0,52,1,"4473706"
"Manhattanville",3,0,19,22,80,-0.038,16,3,11,33,8,2,4,3,26,1,"4473719"
"Ramapo",3,0,31,15,83,0.193,31,8,12,34,3,2,12,2,47,0,"4473719"
"New Jersey City",3,0,22,15,63,0.111,21,0,5,24,2,2,10,0,29,1,"4473718"
"Elmira",3,0,45,18,91,0.297,35,2,18,21,0,2,6,0,52,0,"4473718"
"Rutgers-Newark",5,0,56,16,155,0.258,47,6,25,30,4,1,10,11,68,2,"4473717"
"Nichols",5,0,56,22,138,0.246,48,4,21,46,6,2,8,5,66,0,"4473717"
"Geneva",3,0,18,25,84,-0.083,14,3,11,24,6,2,2,4,24,0,"4473716"
"Benedictine (IL)",3,0,32,15,79,0.215,30,6,16,33,3,5,8,4,47,0,"4473716"
"Hiram",3,0,34,4,69,0.435,25,8,19,20,0,2,10,0,49,2,"4473714"
"Mount Aloysius",3,0,14,13,60,0.017,15,0,11,20,9,0,0,0,14,4,"4473714"
"Roanoke",5,0,49,29,149,0.134,46,5,18,60,8,4,8,0,62,1,"4473713"
"Marymount (VA)",5,0,55,21,145,0.234,48,8,18,57,5,6,10,4,74,5,"4473713"
"Elms",5,0,44,20,120,0.2,41,9,16,49,6,5,21,5,68.5,0,"4856824"
"Bard",5,0,59,28,143,0.217,54,6,20,49,9,2,8,3,71,5,"4856824"
"Stevens",3,0,39,15,90,0.267,36,2,7,33,1,6,4,0,49,0,"4473720"
"Mount Union",3,0,37,29,107,0.075,35,1,8,35,2,3,6,0,44,0,"4473720"
"Randolph-Macon",5,0,62,25,136,0.272,61,6,12,37,5,1,13,1,75.5,0,"4473735"
"Messiah",5,0,66,22,132,0.333,66,5,16,39,6,0,16,2,79,1,"4473735"
"Stevenson",3,0,46,8,84,0.452,43,6,9,30,4,0,12,1,58,0,"4473721"
"SUNY New Paltz",3,0,38,14,88,0.273,34,4,9,26,6,1,4,3,45,0,"4473721"
"Penn St.-Behrend",3,0,36,22,108,0.13,32,3,12,44,2,2,10,0,46,2,"4473734"
"East. Mennonite",3,0,35,13,97,0.227,32,2,4,42,3,2,2,0,40,0,"4473734"
"Concordia Chicago",3,0,25,18,72,0.097,22,1,7,20,2,0,14,0,33,0,"4473723"
"Adrian",3,0,48,17,86,0.36,43,2,20,27,1,2,14,0,59,0,"4473723"
"Saint Vincent",3,0,23,23,82,0,18,3,10,25,10,4,0,0,30,1,"4473733"
"Wilkes",3,0,30,14,69,0.232,27,10,16,27,3,6,8,0,50,0,"4473733"
"Roberts Wesleyan",3,0,31,10,70,0.3,28,10,13,22,2,1,6,0,45,2,"4473729"
"Houghton",3,0,12,13,55,-0.018,10,2,14,25,10,1,2,0,16,0,"4473729"
"Neumann",3,0,36,5,69,0.449,32,6,14,26,5,2,12,0,50,0,"4473728"
"Hood",3,0,23,18,71,0.07,22,5,11,24,6,0,4,0,30,2,"4473728"
"St. John Fisher",3,0,39,9,89,0.337,37,4,13,38,3,3,4,0,48,0,"4473726"
"Buffalo St.",3,0,35,18,100,0.17,30,3,12,34,4,0,8,4,42,0,"4473726"
"Hobart",4,0,51,21,138,0.217,46,4,15,40,4,1,10,0,61,0,"4473700"
"UC Santa Cruz",4,0,64,11,127,0.417,62,4,13,52,4,4,6,0,75,0,"4473700"
"St. Joseph's (Brkln)",3,0,22,14,92,0.087,20,3,13,41,12,3,0,3,28,3,"4473730"
"Bryn Athyn",3,0,21,13,98,0.082,18,12,13,37,3,1,0,1,34,2,"4473730"
"Dominican (IL)",3,0,30,10,82,0.244,27,4,10,14,4,1,4,0,37,1,"4473722"
"Loras",3,0,50,14,79,0.456,45,4,9,34,4,2,4,0,58,0,"4473722"
"Fontbonne",4,0,49,27,143,0.154,46,4,14,54,1,5,8,0,62,0,"4473725"
"Rockford",4,0,42,24,125,0.144,37,1,14,56,4,9,6,0,55,4,"4473725"
"Olivet",5,0,53,17,150,0.24,49,4,17,58,4,3,6,2,63,3,"4473727"
"St. Norbert",5,0,61,20,155,0.265,58,4,13,70,4,1,8,1,70,4,"4473727"
"Trine",4,0,37,24,133,0.098,34,2,10,50,7,2,16,2,49,1,"4473732"
"Aurora",4,0,52,26,133,0.195,50,7,20,62,2,1,16,0,68,2,"4473732"
"Penn St.-Altoona",4,0,44,17,139,0.194,41,2,21,70,4,1,8,2,51,3,"4473715"
"Chatham",4,0,40,28,146,0.082,37,4,21,65,2,1,4,2,47,0,"4473715"
"Lancaster Bible",3,0,29,15,84,0.167,27,3,12,24,8,0,0,0,32,0,"4473741"
"Arcadia",3,0,36,6,76,0.395,32,8,15,29,3,2,6,1,49,0,"4473741"
"Rutgers-Newark",4,0,44,28,113,0.142,40,4,24,32,5,0,2,1,49,0,"4473742"
"Misericordia",4,0,39,13,91,0.286,38,5,16,32,4,3,15,2,54.5,0,"4473742"
"Ramapo",3,0,29,12,67,0.254,26,4,12,11,6,1,4,1,36,0,"4473743"
"Rivier",3,0,43,10,67,0.493,41,6,10,21,4,0,6,2,52,0,"4473743"
"Va. Wesleyan",3,0,32,10,57,0.386,29,12,11,22,6,0,8,1,48,0,"4473744"
"Averett",3,0,8,16,47,-0.17,8,6,6,13,12,0,2,2,15,6,"4473744"
"Roanoke",3,0,29,16,69,0.188,25,13,15,24,3,2,0,0,44,0,"4473745"
"Immaculata",3,0,16,12,58,0.069,15,3,16,20,13,6,2,3,26,1,"4473745"
"Drew",5,0,48,20,132,0.212,43,5,19,41,2,1,12,0,60,0,"4473747"
"Elmira",5,0,55,25,132,0.227,48,2,18,50,5,4,4,0,63,0,"4473747"
"Penn St.-Altoona",4,0,42,20,118,0.186,36,7,15,50,3,1,6,1,53,2,"4473748"
"Carlow",4,0,38,24,128,0.109,37,3,12,52,7,1,2,0,43,3,"4473748"
"Benedictine (IL)",4,0,45,27,113,0.159,40,4,11,41,6,1,14,7,57,0,"4473749"
"Baldwin Wallace",4,0,51,15,113,0.319,45,6,15,34,4,3,8,6,64,0,"4473749"
"MSOE",3,0,45,18,116,0.233,44,6,13,55,3,2,8,2,57,3,"4473738"
"North Park",3,0,30,14,106,0.151,29,3,9,45,6,3,4,0,38,1,"4473738"
"Cal Lutheran",3,0,44,10,79,0.43,39,3,11,32,4,1,12,0,54,0,"4473757"
"Lancaster Bible",3,0,21,17,76,0.053,21,4,8,21,3,0,8,0,29,1,"4473757"
"NYU",3,0,48,17,108,0.287,46,5,8,41,2,1,12,3,60,2,"4473767"
"St. Joseph's (L.I.)",3,0,41,13,108,0.259,40,2,10,39,5,3,11,1,51.5,2,"4473767"
"SUNY New Paltz",4,0,45,14,88,0.352,41,8,19,35,2,1,11,0,59.5,0,"4473758"
"Hunter",4,0,41,22,103,0.184,37,2,20,25,8,1,4,3,46,1,"4473758"
"Hobart",3,0,33,22,96,0.115,30,5,13,22,6,1,0,0,39,0,"4473755"
"St. John Fisher",3,0,34,6,75,0.373,29,6,11,24,5,3,10,0,48,0,"4473755"
"Stevenson",4,0,59,20,140,0.279,56,2,9,72,8,0,10,2,66,1,"4473754"
"Kean",4,0,48,18,149,0.201,47,8,15,55,2,0,19,3,65.5,0,"4473754"
"Saint Vincent",3,0,32,13,76,0.25,31,2,11,37,3,9,0,3,43,0,"4473753"
"Wilson",3,0,25,26,93,-0.011,25,3,12,26,2,1,0,2,29,0,"4473753"
"Stevens",4,0,50,11,95,0.411,45,4,9,32,4,1,12,0,61,0,"4473751"
"Juniata",4,0,55,20,117,0.299,51,4,19,29,4,1,8,0,64,0,"4473751"
"Penn St.-Behrend",4,0,32,21,126,0.087,29,2,8,52,9,1,14,0,42,0,"4473750"
"Wittenberg",4,0,58,27,142,0.218,47,9,14,66,2,0,4,0,69,2,"4473750"
"St. Joseph's (Brkln)",4,0,31,17,114,0.123,26,5,14,32,8,2,2,6,39,1,"4475473"
"Bryn Athyn",4,0,43,19,116,0.207,38,8,12,41,5,2,0,1,53,4,"4475473"
"Immaculata",3,0,16,15,61,0.016,15,6,17,24,7,2,2,3,25,1,"4473739"
"Marymount (VA)",3,0,34,12,74,0.297,31,7,20,27,6,4,2,3,46,0,"4473739"
"Wis.-Stevens Point",5,0,48,22,179,0.145,44,5,17,66,2,4,0,0,57,0,"4473756"
"Augustana (IL)",5,0,68,21,166,0.283,67,2,22,92,5,2,8,1,76,0,"4473756"
"Warren Wilson",3,0,19,22,63,-0.048,18,5,11,14,5,0,2,0,25,0,"4518829"
"St. Andrews",3,0,21,11,49,0.204,19,5,9,19,5,0,9,0,30.5,0,"4518829"
"Trine",4,0,49,13,133,0.271,46,4,7,50,6,4,12,1,63,0,"4473740"
"Ill. Wesleyan",4,0,49,27,135,0.163,45,6,12,61,4,0,6,4,58,2,"4473740"
"Vassar",3,0,42,4,65,0.585,40,4,11,21,4,1,20,0,57,0,"4473763"
"Endicott",3,0,31,19,78,0.154,30,4,10,16,4,1,0,1,36,0,"4473763"
"Lakeland",4,0,36,21,107,0.14,34,11,24,41,9,2,6,0,52,0,"4473764"
"Olivet Nazarene",4,0,39,16,102,0.225,32,9,21,40,11,3,6,0,54,0,"4473764"
"Kentucky St.",5,0,51,30,138,0.152,45,7,21,58,5,0,12,1,64,0,"4518831"
"Warren Wilson",5,0,38,32,137,0.044,38,5,17,53,7,1,4,0,46,0,"4518831"
"Olivet",4,0,46,26,137,0.146,43,3,14,55,6,1,6,2,53,1,"4473771"
"Wis.-Stevens Point",4,0,47,15,126,0.254,46,6,6,59,3,1,20,3,64,2,"4473771"
"Brooklyn",4,0,42,32,111,0.09,37,13,20,35,1,1,2,0,57,0,"4473772"
"Sarah Lawrence",4,0,26,21,85,0.059,21,1,15,32,13,3,6,3,33,0,"4473772"
"Valley Forge",3,0,14,21,55,-0.127,13,2,11,15,8,0,0,4,16,4,"4473773"
"King's (PA)",3,0,26,1,45,0.556,21,8,12,18,2,4,10,4,43,0,"4473773"
"Augustana (IL)",3,0,38,9,94,0.309,37,3,14,41,4,1,14,2,49,1,"4473774"
"St. Norbert",3,0,34,21,110,0.118,32,4,12,41,3,0,11,0,43.5,0,"4473774"
"Valley Forge",3,0,35,16,73,0.26,27,6,11,26,2,1,10,5,47,1,"4473779"
"St. Joseph's (Brkln)",3,0,15,20,61,-0.082,15,2,8,22,6,3,0,8,20,4,"4473779"
"St. Joseph's (Brkln)",3,0,14,18,66,-0.061,13,0,8,11,7,2,0,4,16,3,"4473780"
"King's (PA)",3,0,35,9,59,0.441,32,7,3,27,0,1,12,6,49,1,"4473780"
"Pratt",4,0,35,32,118,0.025,33,7,18,33,10,7,2,0,50,0,"4473782"
"CCNY",4,0,34,20,98,0.143,32,10,15,40,7,9,4,0,55,0,"4473782"
"Yeshiva",3,0,18,14,78,0.051,16,5,8,30,12,0,2,0,24,0,"4473783"
"Lehman",3,0,38,16,96,0.229,34,12,8,42,5,0,0,1,50,0,"4473783"
"Eastern Nazarene",3,0,25,15,61,0.164,23,9,19,9,10,1,0,0,35,1,"4473784"
"Lasell",3,0,27,3,45,0.533,23,10,13,17,9,1,4,0,40,0,"4473784"
"Chatham",3,0,32,17,100,0.15,30,10,14,42,8,2,2,0,45,0,"4473786"
"Bethany (WV)",3,0,17,16,81,0.012,17,8,12,39,10,5,2,2,31,1,"4473786"
"Aquinas",4,0,42,28,112,0.125,41,9,16,39,9,3,4,0,56,1,"4473800"
"Calvin",4,0,44,15,110,0.264,39,9,26,34,9,4,18,2,66,1,"4473800"
"Hilbert",3,0,29,12,84,0.202,28,2,14,26,7,3,2,0,35,0,"4473792"
"Buffalo St.",3,0,42,14,89,0.315,37,7,11,37,2,0,8,1,53,0,"4473792"
"John Jay",3,0,32,13,88,0.216,29,7,13,41,1,6,2,0,46,3,"4473794"
"Saint Elizabeth",3,0,18,19,87,-0.011,17,1,8,33,7,3,2,0,23,6,"4473794"
"Wentworth",3,0,44,8,83,0.434,38,13,15,29,2,0,7,0,60.5,2,"4473796"
"Emmanuel (MA)",3,0,23,12,68,0.162,23,2,5,24,13,0,8,2,29,1,"4473796"
"Nichols",3,0,43,11,79,0.405,39,5,9,31,1,3,6,2,54,0,"4473804"
"Emerson",3,0,28,17,82,0.134,27,1,7,23,5,1,6,0,33,0,"4473804"
"Wilkes",4,0,38,23,120,0.125,33,3,20,37,3,0,20,1,51,2,"4473243"
"Eastern",4,0,48,21,118,0.229,43,3,14,45,3,2,12,0,59,2,"4473243"
"Neumann",3,0,35,10,82,0.305,28,6,11,39,6,2,4,0,45,0,"4473803"
"Valley Forge",3,0,30,14,89,0.18,25,6,15,37,6,3,3,2,40.5,2,"4473803"
"Endicott",3,0,28,15,83,0.157,26,6,12,35,3,0,8,1,38,0,"4473805"
"Regis (MA)",3,0,29,23,92,0.065,28,3,15,34,6,2,6,0,37,1,"4473805"
"Cairn",3,0,19,17,60,0.033,19,2,16,14,10,3,2,2,25,2,"4473806"
"Widener",3,0,31,15,63,0.254,31,10,14,20,2,1,13,3,48.5,1,"4473806"
"Edgewood",4,0,32,23,103,0.087,31,5,15,37,8,2,20,3,49,0,"4473802"
"Clarke",4,0,47,24,118,0.195,44,8,16,42,5,2,12,3,63,0,"4473802"
"Ill. Wesleyan",5,0,54,15,137,0.285,51,5,21,58,3,1,18,7,69,3,"4473788"
"IIT",5,0,46,28,147,0.122,41,3,14,54,5,4,6,16,56,0,"4473788"
"Maranatha Baptist",3,0,9,17,59,-0.136,6,2,6,23,15,0,4,0,13,1,"4473787"
"Concordia Wisconsin",3,0,33,8,70,0.357,29,15,15,32,2,0,17,1,56.5,1,"4473787"
"Wis. Lutheran",3,0,25,20,96,0.052,23,1,14,40,6,1,4,0,29,3,"4791382"
"Wis.-Stevens Point",3,0,29,12,94,0.181,27,6,11,43,1,3,8,1,42,2,"4791382"
"Rockford",4,0,43,16,131,0.206,42,10,12,54,2,2,6,3,58,3,"4473801"
"Concordia Chicago",4,0,45,23,130,0.169,39,2,13,61,10,1,5,4,50.5,1,"4473801"
"North Park",4,0,45,18,135,0.2,43,4,13,48,7,2,10,0,56,1,"4473798"
"St. Norbert",4,0,56,17,129,0.302,56,7,11,64,4,2,8,4,69,0,"4473798"
"Springfield",3,0,35,14,78,0.269,32,8,14,32,1,2,17,0,53.5,0,"4473808"
"NYU",3,0,23,17,83,0.072,23,1,13,27,8,2,9,0,30.5,0,"4473808"
"Mount Union",3,0,47,15,100,0.32,44,1,13,40,4,5,2,0,54,0,"4473812"
"Thiel",3,0,32,15,95,0.179,32,4,10,30,1,4,4,1,42,0,"4473812"
"Hiram",4,0,53,24,133,0.218,50,6,16,57,7,2,13,0,67.5,0,"4473810"
"Geneva",4,0,48,22,138,0.188,39,7,12,49,6,3,10,2,63,0,"4473810"
"Wilkes",3,0,40,6,71,0.479,38,4,13,24,1,3,8,0,51,0,"4473815"
"Purchase",3,0,18,19,63,-0.016,16,1,8,20,4,1,2,0,21,1,"4473815"
"American Int'l",4,0,46,20,92,0.283,45,5,21,26,8,2,6,0,56,0,"4473818"
"Rivier",4,0,44,14,87,0.345,41,8,21,21,5,3,4,4,57,1,"4473818"
"Elms",4,0,34,18,102,0.157,28,6,10,57,22,0,0,0,40,3,"4473817"
"Manhattanville",4,0,43,19,131,0.183,39,22,20,37,6,0,8,3,69,1,"4473817"
"Olivet",3,0,20,17,83,0.036,19,5,8,26,6,1,8,0,30,1,"4473819"
"Siena Heights",3,0,43,13,87,0.345,39,6,14,37,5,2,10,1,56,0,"4473819"
"CCNY",3,0,30,14,86,0.186,28,8,15,40,4,2,2,0,41,3,"4473820"
"Yeshiva",3,0,20,17,82,0.037,17,4,12,34,8,3,0,1,27,1,"4473820"
"MIT",3,0,38,16,91,0.242,36,9,8,36,3,1,6,2,51,1,"4473821"
"Eastern Nazarene",3,0,34,19,92,0.163,32,3,14,34,9,0,2,0,38,0,"4473821"
"Carlow",3,0,37,14,82,0.28,33,5,4,55,3,3,0,0,45,1,"4473824"
"Bethany (WV)",3,0,17,13,88,0.045,15,3,14,30,5,5,0,2,25,2,"4473824"
"New Jersey City",3,0,33,12,65,0.323,33,13,12,24,3,0,10,1,51,1,"4473825"
"Cairn",3,0,16,15,59,0.017,16,3,11,18,13,1,6,0,23,3,"4473825"
"Pratt",5,0,29,35,125,-0.048,23,13,17,41,7,2,10,1,49,1,"4473831"
"St. Joseph's (Brkln)",5,0,41,29,120,0.1,39,7,19,54,13,4,10,1,57,4,"4473831"
"Bard",5,0,52,26,136,0.191,49,9,11,56,15,4,8,1,69,2,"4473839"
"Brooklyn",5,0,46,24,137,0.161,44,15,14,51,9,4,4,1,67,4,"4473839"
"Mount Aloysius",5,0,51,17,138,0.246,49,4,9,77,6,1,8,4,60,2,"4473836"
"Chatham",5,0,53,34,172,0.11,47,6,15,61,4,1,8,6,64,1,"4473836"
"Hilbert",4,0,35,20,107,0.14,31,4,19,40,9,2,2,0,42,1,"4473832"
"Elmira",4,0,48,20,111,0.252,47,9,13,49,4,2,6,0,62,1,"4473832"
"Nichols",4,0,56,21,129,0.271,48,4,12,49,4,5,0,1,65,1,"4473833"
"Lasell",4,0,42,13,123,0.236,34,4,13,42,4,7,4,0,55,2,"4473833"
"Hunter",3,0,29,25,93,0.043,26,0,12,23,6,1,5,1,32.5,0,"4473835"
"Stevens",3,0,30,9,68,0.309,26,6,8,30,0,3,10,0,44,0,"4473835"
"Widener",4,0,37,17,116,0.172,32,4,23,40,7,1,22,0,53,0,"4473841"
"Elizabethtown",4,0,50,24,127,0.205,43,7,20,51,4,3,8,0,64,1,"4473841"
"Dominican (IL)",5,0,49,22,147,0.184,46,4,17,55,10,5,6,0,61,0,"4473829"
"Carthage",5,0,61,22,147,0.265,58,10,20,61,4,2,12,1,79,0,"4473829"
"North Central (IL)",4,0,49,25,137,0.175,46,5,13,62,3,4,10,0,63,1,"4473827"
"MSOE",4,0,40,22,132,0.136,37,3,17,55,5,6,14,1,56,2,"4473827"
"Maranatha Baptist",3,0,19,20,71,-0.014,15,4,9,19,12,1,0,3,24,0,"4473826"
"Marian (WI)",3,0,34,9,68,0.368,33,12,6,31,4,0,6,2,49,0,"4473826"
"SUNY Potsdam",3,0,13,14,46,-0.022,10,0,8,11,14,1,2,0,15,1,"4473844"
"Nazareth",3,0,35,5,54,0.556,33,14,14,16,0,1,6,0,53,1,"4473844"
"Misericordia",3,0,24,17,73,0.096,23,6,9,27,8,1,12,0,37,3,"4473845"
"Hobart",3,0,38,14,87,0.276,32,8,19,25,6,3,6,0,52,0,"4473845"
"Augustana (IL)",3,0,36,12,72,0.333,33,9,17,17,2,0,8,0,49,0,"4473843"
"Fontbonne",3,0,24,12,70,0.171,23,2,11,13,9,1,2,0,28,0,"4473843"
"Wentworth",3,0,40,16,82,0.293,39,3,17,24,7,2,13,1,51.5,0,"4473853"
"Misericordia",3,0,38,20,89,0.202,37,7,19,19,3,4,12,0,55,0,"4473853"
"Concordia Chicago",4,0,44,22,127,0.173,41,1,15,45,7,1,6,3,49,0,"4473851"
"Calvin",4,0,50,23,130,0.208,48,7,14,52,1,1,12,2,64,0,"4473851"
"Wabash",3,0,50,25,118,0.212,45,4,14,56,7,0,8,0,58,0,"4473889"
"Edgewood",3,0,25,16,103,0.087,23,7,9,38,4,1,13,2,39.5,0,"4473889"
"Buffalo St.",3,0,21,18,61,0.049,19,2,12,14,10,0,8,5,27,0,"4473947"
"Nazareth",3,0,34,12,62,0.355,29,10,15,21,2,1,10,0,50,0,"4473947"
"Wis. Lutheran",4,0,26,25,101,0.01,24,5,14,25,14,4,13,1,41.5,0,"4493015"
"Ill. Wesleyan",4,0,46,25,104,0.202,40,14,16,44,5,2,8,2,66,0,"4493015"
"King's (PA)",3,0,32,5,57,0.474,31,4,7,29,1,2,8,1,42,1,"4473856"
"Dean",3,0,17,26,77,-0.117,15,1,8,19,4,0,0,1,18,1,"4473856"
"Rockford",3,0,28,22,75,0.08,26,5,7,19,12,1,8,0,38,0,"4473855"
"Augustana (IL)",3,0,32,12,72,0.278,32,12,9,20,5,4,11,0,53.5,2,"4473855"
"Averett",3,0,16,17,70,-0.014,14,3,9,22,6,2,2,0,22,0,"4473860"
"Warren Wilson",3,0,32,20,79,0.152,29,6,14,30,3,2,0,0,40,0,"4473860"
"CCNY",3,0,20,21,86,-0.012,19,4,14,49,5,3,12,1,33,2,"4492400"
"John Jay",3,0,33,24,112,0.08,25,5,14,40,4,1,6,0,42,1,"4492400"
"Arcadia",4,0,48,25,132,0.174,45,6,14,52,3,1,8,0,59,0,"4473876"
"Mount Union",4,0,52,20,147,0.218,42,3,13,51,6,6,6,0,64,1,"4473876"
"Wabash",3,0,34,7,70,0.386,29,6,17,26,1,3,11,0,48.5,2,"4473885"
"Wis. Lutheran",3,0,17,24,75,-0.093,13,1,11,24,6,2,3,0,21.5,1,"4473885"
"Southern Va.",3,0,44,14,90,0.333,38,6,15,36,2,8,6,0,61,0,"4473877"
"Stevenson",3,0,25,16,91,0.099,24,2,7,27,6,5,2,0,33,1,"4473877"
"Edgewood",4,0,34,17,103,0.165,30,9,19,40,4,1,16,0,52,2,"4473861"
"Adrian",4,0,46,22,115,0.209,42,4,17,47,9,1,8,0,55,1,"4473861"
"Penn St.-Behrend",4,0,54,13,112,0.366,50,10,18,51,11,0,8,1,68,0,"4473865"
"Geneva",4,0,41,17,115,0.209,37,11,16,38,10,0,8,3,56,0,"4473865"
"Thiel",3,0,27,15,75,0.16,26,2,7,23,10,2,0,1,31,0,"4473868"
"Marymount (VA)",3,0,40,12,79,0.354,38,10,10,30,2,4,2,1,55,0,"4473868"
"Springfield",3,0,30,13,65,0.262,29,6,15,17,2,3,18,2,48,0,"4473874"
"Endicott",3,0,32,22,79,0.127,31,2,18,20,6,3,6,0,40,0,"4473874"
"Valley Forge",3,0,25,11,68,0.206,23,8,15,32,4,3,4,3,38,0,"4473880"
"York (NY)",3,0,14,23,76,-0.118,14,4,11,26,8,4,0,7,22,0,"4473880"
"Rutgers-Newark",4,0,55,24,134,0.231,47,2,24,37,1,2,14,0,66,0,"4473881"
"Randolph-Macon",4,0,58,21,127,0.291,48,1,17,43,2,2,8,1,65,0,"4473881"
"Baldwin Wallace",4,0,36,21,109,0.138,34,1,20,39,3,1,8,2,42,1,"4473882"
"Hobart",4,0,51,17,119,0.286,50,3,28,46,1,0,8,0,58,1,"4473882"
"Wittenberg",4,0,57,22,141,0.248,55,5,21,48,3,2,0,11,64,0,"4473864"
"IIT",4,0,48,23,130,0.192,41,3,10,48,5,4,10,16,60,0,"4473864"
"Rockford",3,0,27,21,90,0.067,27,5,14,38,4,1,2,0,34,2,"4473862"
"Fontbonne",3,0,31,11,90,0.222,29,4,18,34,5,2,10,0,42,0,"4473862"
"Adrian",3,0,32,21,83,0.133,27,5,10,29,5,1,6,1,41,1,"4473884"
"Ill. Wesleyan",3,0,38,8,80,0.375,37,5,13,25,5,1,10,0,49,0,"4473884"
"Marymount (VA)",3,0,39,9,81,0.37,36,12,12,34,2,0,10,0,56,0,"4473886"
"Neumann",3,0,27,15,80,0.15,23,2,9,28,12,1,2,0,31,0,"4473886"
"Emmanuel (MA)",3,0,37,11,66,0.394,34,8,14,25,5,2,4,7,49,0,"4473887"
"Emerson",3,0,26,12,68,0.206,26,5,15,16,8,1,4,3,34,0,"4473887"
"Arcadia",3,0,36,12,91,0.264,31,4,12,29,3,5,4,1,47,0,"4473888"
"Hiram",3,0,30,19,99,0.111,26,3,13,28,4,3,2,2,37,0,"4473888"
"Olivet",3,0,24,14,81,0.123,21,2,7,21,5,2,2,3,29,0,"4473891"
"Arcadia",3,0,48,11,92,0.402,41,5,11,37,2,4,4,1,59,0,"4473891"
"Edgewood",5,0,49,26,139,0.165,38,10,15,66,4,3,26,6,75,0,"4473847"
"Ill. Wesleyan",5,0,56,34,169,0.13,52,4,17,59,10,2,12,2,68,1,"4473847"
"Manhattanville",3,0,15,12,51,0.059,15,1,10,9,13,1,8,0,21,0,"4473893"
"Nazareth",3,0,40,13,65,0.415,38,13,10,23,1,0,10,0,58,0,"4473893"
"Geneva",3,0,19,17,67,0.03,19,3,7,13,4,1,2,0,24,0,"4473894"
"Juniata",3,0,45,10,70,0.5,40,4,7,28,3,3,4,0,54,0,"4473894"
"Emmanuel (MA)",5,0,47,19,110,0.255,44,5,23,23,8,10,4,8,64,0,"4473896"
"Rivier",5,0,53,26,118,0.229,50,8,10,35,5,5,2,13,67,0,"4473896"
"New Jersey City",4,0,38,17,106,0.198,35,2,17,35,6,2,8,0,46,0,"4473895"
"SUNY New Paltz",4,0,61,19,127,0.331,48,6,25,42,2,4,10,0,76,1,"4473895"
"Cairn",3,0,31,18,86,0.151,31,0,14,30,5,1,6,0,35,1,"4473903"
"Drew",3,0,37,12,82,0.305,33,5,9,30,0,1,10,0,48,1,"4473903"
"Baldwin Wallace",3,0,32,27,94,0.053,31,4,12,30,3,2,4,0,40,1,"4473898"
"Misericordia",3,0,34,10,77,0.312,33,3,12,29,4,4,16,0,49,1,"4473898"
"Immaculata",5,0,46,25,160,0.131,42,1,22,75,8,2,18,2,58,0,"4473897"
"Hood",5,0,51,32,181,0.105,50,8,21,74,1,1,2,3,61,2,"4473897"
"Regis (MA)",4,0,38,33,112,0.045,37,3,12,25,7,1,20,0,52,0,"4473904"
"Russell Sage",4,0,43,23,100,0.2,40,7,20,30,3,1,17,1,59.5,1,"4473904"
"SUNY Poly",3,0,30,13,77,0.221,29,5,11,34,6,5,8,0,44,2,"4473901"
"Hilbert",3,0,25,22,99,0.03,24,6,14,27,5,1,6,2,35,1,"4473901"
"King's (PA)",3,0,34,8,48,0.542,29,11,6,23,3,1,2,1,47,0,"4473906"
"Fisher",3,0,8,16,49,-0.163,8,3,11,4,11,2,0,3,13,0,"4473906"
"Olivet",4,0,33,19,98,0.143,24,2,11,31,12,5,0,1,40,0,"4473909"
"Hiram",4,0,52,17,119,0.294,45,12,21,31,2,3,4,0,69,0,"4473909"
"Stevens",3,0,38,10,94,0.298,33,5,16,47,1,5,6,0,51,0,"4473915"
"New Jersey City",3,0,28,16,101,0.119,23,1,12,37,5,0,6,0,32,2,"4473915"
"St. John Fisher",4,0,40,14,85,0.306,35,6,15,29,9,2,6,0,51,1,"4473914"
"Cairn",4,0,36,23,91,0.143,34,9,24,22,6,3,12,0,54,3,"4473914"
"Baldwin Wallace",3,0,24,12,67,0.179,24,3,15,12,7,0,4,1,29,0,"4473913"
"Wentworth",3,0,39,9,71,0.423,36,7,11,25,3,1,10,1,52,0,"4473913"
"Thiel",3,0,38,15,98,0.235,35,7,9,47,1,3,2,4,49,0,"4473912"
"Immaculata",3,0,16,18,87,-0.023,14,1,9,36,7,0,4,0,19,0,"4473912"
"Saint Elizabeth",3,0,20,13,62,0.113,20,2,16,22,10,1,4,4,25,1,"4473911"
"Marymount (VA)",3,0,35,9,70,0.371,34,10,18,27,2,1,2,2,47,0,"4473911"
"Wis. Lutheran",3,0,19,18,90,0.011,14,2,11,38,8,1,10,0,27,0,"4473907"
"Adrian",3,0,33,16,90,0.189,29,8,9,46,2,0,6,0,44,0,"4473907"
"Wittenberg",4,0,49,13,116,0.31,46,8,15,52,7,3,8,1,64,0,"4473902"
"North Park",4,0,45,22,131,0.176,42,7,13,49,8,1,2,0,54,2,"4473902"
"Wabash",3,0,29,7,59,0.373,28,8,9,24,3,3,13,0,46.5,0,"4473890"
